,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Video Release:,Running Time:,Keywords:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
72,https://www.the-numbers.com/movie/Air-Bud,[],"[['Charles Martin Smith', 'Director'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer']]","$4,878,632 (19.8% of total gross)",5.05 (domestic box office/biggest weekend),88.7% (domestic box office/worldwide),"1,795 opening theaters/1,795 max. theaters, 6.6 weeks average run per theater","$49,240,167","$3,000,000 (worldwide box office is 9.3 times production budget)","August 1st, 1997 (Wide) by Walt Disney",PG for brief mild language,vs. Rudolph the Red-Nosed ReindeerCreate your own comparison chart…,Original Screenplay,Adventure,Live Action,Kids Fiction,"February 4th, 1998 by Walt Disney Home Entertainment",100 minutes,Animal Lead,,,English,Air Bud,,"$24,646,936","$3,141,713","$27,788,649",,
73,https://www.the-numbers.com/movie/Picture-Perfect,['Jennifer Aniston'],"[['Glenn Gordon Caron', 'Director'], ['Arleen Sorkin', 'Screenwriter'], ['Paul Slansky', 'Screenwriter'], ['Erwin Stoff', 'Producer'], ['Carter Burwell', 'Composer']]","$7,809,026 (24.9% of total gross)",4.01 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,707 opening theaters/1,727 max. theaters, 5.5 weeks average run per theater","$62,535,347",,"August 1st, 1997 (Wide) by 20th Century Fox",PG-13 for sensuality and related dialogue,vs. Digging to ChinaCreate your own comparison chart…,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,100 minutes,Romance,"Twentieth Century Fox, 3 Arts Entertainment",United States,English,,,"$31,301,775",,,,
74,https://www.the-numbers.com/movie/Def-Jams-How-To-Be-a-Player,[],"[['Lionel Smith Martin', 'Director'], ['Jeffrey Silver', 'Executive Producer']]","$4,206,656 (30.0% of total gross)",3.33 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"751 opening theaters/756 max. theaters, 4.7 weeks average run per theater","$27,990,196","$12,000,000 (worldwide box office is 1.2 times production budget)","August 6th, 1997 (Wide) by Gramercy",R for strong sexual content and language,vs. A Prairie Home CompanionCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,,,,"$14,010,363",,,,
75,https://www.the-numbers.com/movie/Conspiracy-Theory,"['Patrick Stewart', 'Mel Gibson', 'Julia Roberts']","[['Richard Donner', 'Director'], ['Carter Burwell', 'Composer']]","$19,313,566 (25.4% of total gross)",3.94 (domestic box office/biggest weekend),53.3% (domestic box office/worldwide),"2,806 opening theaters/2,806 max. theaters, 7.3 weeks average run per theater","$152,072,135","$80,000,000 (worldwide box office is 1.8 times production budget)","August 8th, 1997 (Wide) by Warner Bros.",R for some violence,vs. Escape PlanCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"April 22nd, 2014 by Warner Home Video",129 minutes,"Conspiracy Theory, Faulty Memory, Crime Thriller, Hitmen, Government Corruption, Surprise Twist",Silver Pictures,United States,English,,,"$76,118,990","$66,664,728","$142,783,718","$249,547","$249,547"
76,https://www.the-numbers.com/movie/Full-Monty-The,"['Robert Carlyle', 'Tom Wilkinson', 'Mark Addy']","[['Peter Cattaneo', 'Director']]","$176,585 (0.4% of total gross)",15.20 (domestic box office/biggest weekend),17.6% (domestic box office/worldwide),"6 opening theaters/783 max. theaters, 17.5 weeks average run per theater","$91,352,054","$3,500,000 (worldwide box office is 74.6 times production budget)","August 13th, 1997 (Wide) by Fox Searchlight",R for language and some nudity,vs. TrainspottingCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,91 minutes,"Comedy Drama, Unemployed, Money Troubles, Strippers / Stripping, 1998 Oscars Best Picture Nominee","Fox Searchlight Pictures, Redwave Films",United Kingdom,English,,,"$45,950,122","$215,299,261","$261,249,383",,
77,https://www.the-numbers.com/movie/Cop-Land,"['Peter Berg', 'Janeane Garofalo', 'Robert Patrick', 'Michael Rapaport', 'Annabella Sciorra', 'Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro']","[['James Mangold', 'Director'], ['James Mangold', 'Screenwriter'], ['Cary Woods', 'Producer'], ['Cathy Konrad', 'Producer'], ['Ezra Swerdlow', 'Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer'], ['Meryl Poster', 'Executive Producer'], ['Lester Cohen', 'Production Designer'], ['Craig McKay', 'Editor'], ['Howard Shore', 'Composer'], ['Eric Edwards', 'Director of Photography']]","$13,510,482 (30.1% of total gross)",3.32 (domestic box office/biggest weekend),70.5% (domestic box office/worldwide),"2,233 opening theaters/2,233 max. theaters, 5.7 weeks average run per theater","$89,715,419","$15,000,000 (worldwide box office is 4.2 times production budget)","August 15th, 1997 (Wide) by Miramax","R for violence, strong language and brief nudity",vs. People Like UsCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,"April 26th, 2011 by Lionsgate Miramax",104 minutes,"Mafia, Corrupt Cops, Film Noir, Voiceover/Narration, Ensemble, Non-Chronological, Relationships Gone Wrong, Crime Drama",Woods Entertainment,United States,English,,,"$44,906,632","$18,800,000","$63,706,632",,
78,https://www.the-numbers.com/movie/Event-Horizon,"['Kathleen Quinlan', 'Joely Richardson', 'Laurence Fishburne', 'Sam Neill']","[['Paul W.S. Anderson', 'Director'], ['Jeremy Bolt', 'Producer'], ['Lawrence Gordon', 'Producer'], ['Lloyd Levin', 'Producer'], ['Philip Eisner', 'Screenwriter'], ['Nick Gillott', 'Executive Producer'], ['Adrian Biddle', 'Director of Photography'], ['Joseph Bennett', 'Production Designer'], ['Martin Hunter', 'Editor'], ['Richard Yuricich', 'Visual Effects Supervisor'], ['John Mollo', 'Costume Designer'], ['Michael Kamen', 'Composer']]","$9,511,915 (35.7% of total gross)",2.80 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,311 opening theaters/2,328 max. theaters, 4.9 weeks average run per theater","$53,288,365","$60,000,000 (worldwide box office is 0.4 times production budget)","August 15th, 1997 (Wide) by Paramount Pictures","R for strong violence and gore, language and some nudity.",vs. PandorumCreate your own comparison chart…,Original Screenplay,Horror,Live Action,Science Fiction,"December 15th, 1998 by Paramount Home Video",95 minutes,"Time Travel, Demons, Haunting, Heaven and Hell, Gorn or Splatter Horror, Near Future, Space Program, Hallucinations, Development Hell, Cult Movie","Paramount Pictures, Lawrence Gordon, Golar",United States,English,,"October 8th, 2010 (Wide) (New Zealand)
December 3rd, 2020 (Limited) (Australia)
","$26,673,242",$712,"$26,673,954",,
79,https://www.the-numbers.com/movie/GI-Jane-(1997),"['Viggo Mortensen', 'Anne Bancroft', 'Demi Moore']","[['Ridley Scott', 'Director'], ['David Twohy', 'Screenwriter'], ['Danielle Alexandra', 'Screenwriter'], ['Danielle Alexandra', 'Story Creator'], ['Roger Birnbaum', 'Producer'], ['Demi Moore', 'Producer'], ['Suzanne Todd', 'Producer'], ['Danielle Alexandra', 'Executive Producer'], ['Julie Bergman Sender', 'Executive Producer'], ['Chris Zarpas', 'Executive Producer'], ['Nigel Wooll', 'Co-Producer'], ['Hugh Johnson', 'Director of Photography'], ['Arthur Max', 'Production Designer'], ['Pietro Scalia', 'Editor'], ['Marilyn Vance', 'Costume Designer'], ['Trevor Jones', 'Composer']]","$11,094,241 (23.0% of total gross)",4.34 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,945 opening theaters/2,043 max. theaters, 7.9 weeks average run per theater","$96,233,364","$50,000,000 (worldwide box office is 1.0 times production budget)","August 22nd, 1997 (Wide) by Walt Disney, released as G.I.Jane",R for language and combat violence.,vs. DunkirkCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,"September 1st, 1998 by Walt Disney Home Entertainment, released as G.I.Jane",125 minutes,"Boot Camp, War Drama","Hollywood Pictures, Trap-Two Zero Productions",United States,English,,,"$48,169,156",,,,
80,https://www.the-numbers.com/movie/Leave-It-To-Beaver,[],"[['Andy Cardiff', 'Director'], ['Brian Levant', 'Screenwriter'], ['Lon Diamond', 'Screenwriter']]","$3,252,450 (28.8% of total gross)",3.48 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,880 opening theaters/1,885 max. theaters, 4.6 weeks average run per theater","$22,590,588",,"August 22nd, 1997 (Wide) by Universal",PG for mild language and some elements of sensuality,Create your own comparison chart…,Based on TV,Comedy,Live Action,Contemporary Fiction,,84 minutes,"Family Comedy, Bullies, Dysfunctional Family, Romance, Relationships Gone Wrong, Sibling Rivalry",,United States,English,,,"$11,307,615",,,,
81,https://www.the-numbers.com/movie/Mimic,"['Mira Sorvino', 'Jeremy Northam', 'Josh Brolin', 'F. Murray Abraham', 'Charles S. Dutton']","[['Guillermo del Toro', 'Director'], ['Bob Weinstein', 'Producer'], ['Harvey Weinstein', 'Co-Executive Producer'], ['Marco Beltrami', 'Composer'], ['Guillermo del Toro', 'Screenwriter']]","$7,818,208 (30.6% of total gross)",3.26 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,255 opening theaters/2,255 max. theaters, 4.8 weeks average run per theater","$50,972,738",,"August 22nd, 1997 (Wide) by Miramax",R for terror/violence and language,vs. The RelicCreate your own comparison chart…,Based on Fiction Book/Short Story,Horror,Live Action,Science Fiction,"April 22nd, 1998 by Dimension Home",105 minutes,"Epidemic, Voiceover/Narration, Prologue, Intertitle, Genetic Engineering, Autism, Creature Feature, Underground, Survival Horror",,United States,English,Mimic,"October 15th, 2020 (Wide) (New Zealand)
","$25,514,166",$313,"$25,514,479",,
82,https://www.the-numbers.com/movie/Money-Talks,"['Heather Locklear', 'Gerard Ismael', 'Paul Sorvino', 'Chris Tucker', 'Charlie Sheen']","[['Brett Ratner', 'Director'], ['Lalo Schifrin', 'Composer']]","$10,654,369 (25.9% of total gross)",3.86 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,005 opening theaters/2,033 max. theaters, 6.8 weeks average run per theater","$82,064,237","$25,000,000 (worldwide box office is 1.6 times production budget)","August 22nd, 1997 (Wide) by New Line",R for graphic violence and pervasive strong language,vs. All About the BenjaminsCreate your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,"August 4th, 1998 by New Line Home Video",97 minutes,,,United States,English,,,"$41,076,865",,,,
83,https://www.the-numbers.com/movie/Hoodlum,[],"[['Bill Duke', 'Director'], ['Chris Brancato', 'Screenwriter']]","$8,162,768 (34.7% of total gross)",2.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,020 opening theaters/2,020 max. theaters, 4.3 weeks average run per theater","$46,928,814",,"August 27th, 1997 (Wide) by MGM","R for graphic ganster violence, strong language, a scene of sexuality and some nudity.",Create your own comparison chart…,Original Screenplay,Drama,Live Action,Historical Fiction,"January 1st, 2004",130 minutes,"African Americans, Hood Film, Crime Drama, 1930s, Set in Harlem, Romance, Mafia, Organized Crime, Life on the Outside, Tortured for Information, Death of a Girlfriend / Boyfriend, Death of a Son or Daughter, Death of a Partner, Gang Warfare",,United States,,,,"$23,489,997",,,,
84,https://www.the-numbers.com/movie/Excess-Baggage,"['Christopher Walken', 'Jack Thompson', 'Nicholas Turturro', 'Harry Connick, Jr.', 'Alicia Silverstone', 'Benicio del Toro']","[['Marco Brambilla', 'Director'], ['Max D. Adams', 'Screenwriter'], ['Dick Clement', 'Screenwriter'], ['Ian La Frenais', 'Screenwriter']]","$6,309,583 (44.0% of total gross)",2.27 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,211 opening theaters/2,211 max. theaters, 4.4 weeks average run per theater","$28,671,591",,"August 29th, 1997 (Wide) by Sony Pictures","PG-13 for violence, drinking and sex-related dialogue",Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"June 4th, 2019 by Mill Creek Entertainment",101 minutes,"Crime Comedy, Staged Kidnapping, Dysfunctional Family",,United States,English,,,"$14,351,432",,,"$26,613","$26,613"
85,https://www.the-numbers.com/movie/Kull-The-Conqueror,[],"[['John Nicolella', 'Director'], ['Charles Edward Pogue', 'Screenwriter'], ['Robert E. Howard', 'Story Creator']]","$3,450,145 (56.7% of total gross)",1.76 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,091 opening theaters/2,091 max. theaters, 2.7 weeks average run per theater","$12,160,520",,"August 29th, 1997 (Wide) by Universal",PG-13 for fantasy action violence and sensuality,Create your own comparison chart…,Based on Fiction Book/Short Story,Action,Live Action,Fantasy,,96 minutes,"Action Adventure, Sword & Sorcerer, Slavery, Political Assassination, Framed, Mental Illness, Familial Murder",,United States,,,,"$6,086,891",,,,
86,https://www.the-numbers.com/movie/Shes-So-Lovely,[],"[['Nick Cassavetes', 'Director'], ['Harvey Weinstein', 'Co-Executive Producer'], ['Bob Weinstein', 'Co-Executive Producer']]","$3,020,015 (41.5% of total gross)",2.41 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"824 opening theaters/844 max. theaters, 3.7 weeks average run per theater","$14,547,031",,"August 27th, 1997 (Special Engagement) by MiramaxAugust 29th, 1997 (Wide) by Miramax",R for strong language and some violence,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,,,"Romantic Drama, Romance, Life on the Outside, Relationships Gone Wrong, Sex Crimes, Addiction, Mental Hospital, Love Triangle",,United States,,,,"$7,281,450",,,,
87,https://www.the-numbers.com/movie/Fire-Down-Below,[],"[['Félix Enríquez Alcalá', 'Director'], ['Jeb Stuart', 'Screenwriter']]","$6,073,094 (37.6% of total gross)",2.66 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,336 opening theaters/2,350 max. theaters, 3.9 weeks average run per theater","$32,262,628",,"September 5th, 1997 (Wide) by Warner Bros.",R for violence and language,vs. The Glimmer ManCreate your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,,105 minutes,"Action Thriller, Environment, Set in Kentucky, United States, Corporate Malfeasance, FBI, Corrupt Cops",,,,,,"$16,148,906",,,,
88,https://www.the-numbers.com/movie/Game-The-(1997),"['James Rebhorn', 'Deborah Kara Unger', 'Peter Donat', 'Carroll Baker', 'Armin Mueller-Stahl', 'Michael Douglas', 'Sean Penn']","[['David Fincher', 'Director'], ['Jeffrey Beecroft', 'Production Designer'], ['Howard Shore', 'Composer']]","$14,337,029 (29.7% of total gross)",3.37 (domestic box office/biggest weekend),60.1% (domestic box office/worldwide),"2,403 opening theaters/2,521 max. theaters, 6.4 weeks average run per theater","$96,426,007","$50,000,000 (worldwide box office is 1.6 times production budget)","September 12th, 1997 (Wide) by Polygram","R for language, and for some violence and sexuality.",vs. Se7enCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"March 31st, 1998 by Polygram USA Video",128 minutes,"Film Noir, Psychological Thriller",,United States,English,,"November 10th, 2022 (Limited) (New Zealand)
","$48,265,581","$32,104,389","$80,369,970",,
89,https://www.the-numbers.com/movie/In-and-Out,[],"[['Frank Oz', 'Director']]","$15,019,821 (23.5% of total gross)",4.25 (domestic box office/biggest weekend),76.7% (domestic box office/worldwide),"1,992 opening theaters/2,452 max. theaters, 8.0 weeks average run per theater","$127,496,645","$35,000,000 (worldwide box office is 2.4 times production budget)","September 19th, 1997 (Wide) by Paramount Pictures",PG-13 for sexual content and some strong language,vs. The Big YearCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"October 21st, 1998 by Paramount Home Video",90 minutes,"LGBTQ+, Coming Out, Farcical / Slapstick Comedy",,United States,,,,"$63,826,569","$19,400,000","$83,226,569",,
90,https://www.the-numbers.com/movie/LA-Confidential-(1997),"['James Cromwell', 'David Strathairn', 'Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger', 'Danny DeVito']","[['Curtis Hanson', 'Director'], ['Brian Helgeland', 'Screenwriter'], ['Curtis Hanson', 'Screenwriter'], ['James Ellroy', 'Story Creator'], ['Arnon Milchan', 'Producer'], ['Curtis Hanson', 'Producer'], ['Michael Nathanson', 'Producer'], ['David L. Wolper', 'Executive Producer'], ['Dan Kolsrud', 'Executive Producer'], ['Jeannine Oppewall', 'Production Designer'], ['Peter Honess', 'Editor'], ['Jerry Goldsmith', 'Composer'], ['Dante Spinotti', 'Director of Photography']]","$5,211,198 (8.1% of total gross)",12.40 (domestic box office/biggest weekend),51.2% (domestic box office/worldwide),"769 opening theaters/1,625 max. theaters, 13.9 weeks average run per theater","$127,948,506","$35,000,000 (worldwide box office is 3.6 times production budget)","September 19th, 1997 (Wide) by Warner Bros.","R for strong violence and language, and for sexuality.",vs. Tulip FeverCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"June 30th, 2015 by Warner Home Video",137 minutes,"Film Noir, Corrupt Cops, Crime Drama, 1998 Oscars Best Picture Nominee",Regency Enterprises,United States,English,,,"$64,604,977","$61,600,000","$126,204,977",,
91,https://www.the-numbers.com/movie/Thousand-Acres-A,[],"[['Jocelyn Moorhouse', 'Director'], ['Jane Smiley', 'Screenwriter'], ['Laura Jones', 'Screenwriter'], ['Armyan Bernstein', 'Producer'], ['Diana Pokorny', 'Producer'], ['Kate Guinzburg', 'Producer'], ['Lynn Arost', 'Producer'], ['Marc Abraham', 'Producer'], ['Thomas A. Bliss', 'Executive Producer']]","$2,931,762 (37.0% of total gross)",2.70 (domestic box office/biggest weekend),83.5% (domestic box office/worldwide),"1,208 opening theaters/1,228 max. theaters, 4.0 weeks average run per theater","$15,839,543",,"September 19th, 1997 (Wide) by Walt Disney",R for some strong sexual language.,vs. West Side StoryCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"April 22nd, 1998 by Walt Disney Home Entertainment",105 minutes,"Family Drama, Life on a Farm, Inheritance, Father’s Footsteps, Father and Daughter, Child Abuse, Dysfunctional Family, Faulty Memory, Autumn Years",,United States,English,,,"$7,928,412","$1,568,667","$9,497,079",,
92,https://www.the-numbers.com/movie/Wes-Cravens-Wishmaster,['Tammy Lauren'],"[['Robert Kurtzman', 'Director'], ['Peter Atkins', 'Screenwriter']]","$6,038,516 (38.4% of total gross)",2.60 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,502 opening theaters/2,502 max. theaters, 3.6 weeks average run per theater","$31,403,967",,"September 19th, 1997 (Wide) by Live Entertainment","R for horror violence and gore, and for language",Create your own comparison chart…,Original Screenplay,Horror,Live Action,Fantasy,,90 minutes,"Supernatural Horror, Supernatural, Genie or Djinn, Wish Granters",,,,,,"$15,719,109",,,,
93,https://www.the-numbers.com/movie/Edge-The,[],"[['Lee Tamahori', 'Director'], ['David Mamet', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]","$7,733,445 (27.8% of total gross)",3.59 (domestic box office/biggest weekend),81.5% (domestic box office/worldwide),"2,350 opening theaters/2,355 max. theaters, 5.5 weeks average run per theater","$55,537,940",,"September 26th, 1997 (Wide) by 20th Century Fox",R for language and some adventure gore/violence,vs. The GreyCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"October 13th, 1998 by Fox Home Entertainment",117 minutes,"Survival Thriller, Animals Gone Bad, Camping, Hunting, Infidelity, Relationships Gone Wrong, Love Triangle",,,,,,"$27,799,255","$6,300,000","$34,099,255",,
94,https://www.the-numbers.com/movie/Ice-Storm-The,[],"[['Ang Lee', 'Director'], ['James Schamus', 'Screenwriter'], ['Mychael Danna', 'Composer']]","$75,183 (0.9% of total gross)",10.23 (domestic box office/biggest weekend),50.2% (domestic box office/worldwide),"3 opening theaters/230 max. theaters, 7.5 weeks average run per theater","$16,033,057","$18,000,000 (worldwide box office is 0.9 times production budget)","September 26th, 1997 (Wide) by Fox Searchlight","R for sexuality and drug use, including scenes involving children, and for language",vs. Das Weisse Band: Eine deutsche KindergeschichteCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"July 23rd, 2013 by Criterion",113 minutes,"Dysfunctional Family, Coming of Age, Life Drama, Infidelity, LGBTQ+, 1970s, Set in Connecticut, Extreme Weather",,United States,,,,"$8,038,061","$7,973,914","$16,011,975",,
95,https://www.the-numbers.com/movie/Peacemaker-The,"['Marcel Iures', 'Alexander Baluyev', 'Rene Medvesek', 'Gary Werntz', 'Randall Batinkoff', 'Jim Haynie', 'Holt McCallany', 'Michael Boatman', 'Armin Mueller-Stahl', 'George Clooney', 'Nicole Kidman']","[['Mimi Leder', 'Director'], ['Michael Schiffer', 'Screenwriter'], ['Leslie Cockburn', 'Based on the article ""One Point Safe""'], ['Andrew Cockburn', 'Based on the article ""One Point Safe""'], ['Walter F. Parkes', 'Producer'], ['Branko Lustig', 'Producer'], ['Michael Grillo', 'Executive Producer'], ['Laurie MacDonald', 'Executive Producer'], ['Pat Kehoe', 'Co-Producer'], ['Leslie Cockburn', 'Co-Producer'], ['John Wells', 'Co-Executive Producer']]","$12,311,939 (29.8% of total gross)",3.35 (domestic box office/biggest weekend),65.5% (domestic box office/worldwide),"2,362 opening theaters/2,420 max. theaters, 5.9 weeks average run per theater","$82,436,374","$50,000,000 (worldwide box office is 1.3 times production budget)","September 26th, 1997 (Wide) by Dreamworks SKG",R for strong violence and some language,vs. The RockCreate your own comparison chart…,Based on Factual Book/Article,Action,Live Action,Contemporary Fiction,"September 1st, 1998 by Dreamworks Video",123 minutes,"Terrorism, Foreign Language",Walter Parkes,United States,English,,,"$41,263,140","$21,704,228","$62,967,368",,
96,https://www.the-numbers.com/movie/Soul-Food,"['Mekhi Phifer', 'Jeffrey D. Sams', 'Irma P. Hall', 'Gina Ravera', 'Brandon Hammond', 'Vanessa Williams', 'Vivica Fox', 'Nia Long', 'Michael Beach']","[['George Tillman, Jr', 'Director'], ['George Tillman, Jr', 'Screenwriter']]","$11,197,897 (25.7% of total gross)",3.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,336 opening theaters/1,350 max. theaters, 7.6 weeks average run per theater","$86,877,607","$7,500,000 (worldwide box office is 5.8 times production budget)","September 26th, 1997 (Wide) by 20th Century Fox",R for some strong sexuality and language,vs. Malcolm XCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"January 7th, 1998 by Fox Home Entertainment",114 minutes,"African Americans, Comedy Drama, Food, Dysfunctional Family",,United States,English,Soul Food,,"$43,492,389",,,,
97,https://www.the-numbers.com/movie/Kiss-the-Girls,"['Cary Elwes', 'Tony Goldwyn', 'Jay O. Sanders', 'Morgan Freeman', 'Ashley Judd']","[['Gary Fleder', 'Director'], ['David Klass', 'Screenwriter'], ['James Patterson', 'Story Creator'], ['David Brown', 'Producer'], ['Joe Wizan', 'Producer'], ['C.O. Erickson', 'Executive Producer'], ['Nelson Coates', 'Production Designer'], ['William Steinkamp', 'Editor'], ['Harvey Rosenstock', 'Editor'], ['Mark Isham', 'Composer'], ['Aaron Schneider', 'Director of Photography']]","$13,215,167 (21.8% of total gross)",4.58 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,271 opening theaters/2,406 max. theaters, 7.8 weeks average run per theater","$120,891,054","$27,000,000 (worldwide box office is 2.2 times production budget)","October 3rd, 1997 (Wide) by Paramount Pictures","R for terror, violence and language",vs. Mr. BrooksCreate your own comparison chart…,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"October 7th, 1998 by Paramount Home Video",117 minutes,"Serial Killer, Psychological Thriller, Film Noir, Set in Los Angeles, Set in North Carolina, Corrupt Cops, Escape, Police Detective","David Brown, Joe Wizan",United States,English,,,"$60,527,873",,,,
98,https://www.the-numbers.com/movie/U-Turn,[],"[['Oliver Stone', 'Director'], ['John Ridley', 'Screenwriter'], ['John Ridley', 'Story Creator'], ['Ennio Morricone', 'Composer'], ['Robert Richardson', 'Director of Photography']]","$2,730,440 (40.8% of total gross)",2.45 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,230 opening theaters/1,311 max. theaters, 3.0 weeks average run per theater","$13,363,652",,"October 3rd, 1997 (Wide) by Sony Pictures","R for strong violence, sexuality and language",Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,125 minutes,"Film Noir, Crime Drama, Novel or Other Work Adapted by Author, Step-Family, Relationships Gone Wrong, Dysfunctional Family, Infidelity, Double-Crossed, Money Troubles, Mafia, Gambling",,,,,,"$6,690,074",,,,
99,https://www.the-numbers.com/movie/Gang-Related,[],"[['Jim Kouf', 'Director'], ['Jim Kouf', 'Screenwriter']]","$2,443,237 (41.4% of total gross)",2.42 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,260 opening theaters/1,260 max. theaters, 2.9 weeks average run per theater","$11,800,671",,"October 8th, 1997 (Wide) by MGM","R for strong language, some violence and a scene with nudity",Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,"October 20th, 1998 by Orion Video",110 minutes,"Action Thriller, Crime, Corrupt Cops, Drug Dealer, Framed, Surprise Twist, Revenge, Serial Killer",,,,,,"$5,906,773",,,,
100,https://www.the-numbers.com/movie/Seven-Years-in-Tibet,[],"[['Jean-Jacques Annaud', 'Director'], ['Becky Johnston', 'Screenwriter'], ['Heinrich Harrer', 'Story Creator'], ['Jean-Jacques Annaud', 'Producer'], ['John H. Williams', 'Producer'], ['Iain Smith', 'Producer'], ['Richard Goodwin', 'Executive Producer'], ['Michael Besman', 'Executive Producer'], ['David Nichols', 'Executive Producer'], ['At Hoang', 'Production Designer'], ['Noelle Boisson', 'Editor'], ['John Williams', 'Composer'], ['Robert Fraisse', 'Director of Photography']]","$10,020,378 (26.4% of total gross)",3.79 (domestic box office/biggest weekend),28.9% (domestic box office/worldwide),"2,103 opening theaters/2,103 max. theaters, 6.3 weeks average run per theater","$75,794,369","$70,000,000 (worldwide box office is 1.9 times production budget)","October 8th, 1997 (Wide) by Sony Pictures",PG-13 for some violent sequences,vs. Charlie Wilson’s WarCreate your own comparison chart…,Based on Real Life Events,Drama,Live Action,Dramatization,"September 15th, 1998 by Sony Pictures Home Entertainment",131 minutes,"Religious, Historical Drama, 1930s, 1940s, 1950s, Dysfunctional Family, POW, Prison Break, Set in Tibet","Mandalay Entertainment, Applecross, Vanguard Films, Reperage","Argentina, France, United Kingdom, United States","English, German, Mandarin, Tibetan",,,"$37,945,884","$93,500,000","$131,445,884",,
