,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Video Release:,Running Time:,Keywords:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
42,https://www.the-numbers.com/movie/Fifth-Element-The,"['Ian Holm', 'Chris Tucker', 'Bruce Willis', 'Gary Oldman', 'Milla Jovovich']","[['Luc Besson', 'Director'], ['Patrice Ledoux', 'Producer'], ['Luc Besson', 'Screenwriter'], ['Robert Mark Kamen', 'Screenwriter'], ['Luc Besson', 'Based on a Story By'], ['Thierry Arbogast', 'Director of Photography'], ['Dan Weil', 'Production Designer'], ['Sylvie Landra', 'Editor'], ['Iain Smith', 'Co-Producer'], ['Mark Stetson', 'Visual Effects Supervisor'], ['Jean-Paul Gaultier', 'Costume Designer'], ['Eric Serra', 'Composer']]","$17,031,345 (26.8% of total gross)",3.73 (domestic box office/biggest weekend),24.1% (domestic box office/worldwide),"2,500 opening theaters/2,500 max. theaters, 7.3 weeks average run per theater","$127,003,225","$95,000,000 (worldwide box office is 2.8 times production budget)","May 9th, 1997 (Wide) by Sony PicturesMay 14th, 2017 (Special Engagement) by Fathom Events","PG-13 for intense sci-fi violence, some sexuality and brief nudity",vs. Starship TroopersCreate your own comparison chart…,Original Screenplay,Action,Live Action,Science Fiction,"December 10th, 1997 by Sony Pictures Home Entertainment",126 minutes,"Cloning, Good vs. Evil, Space Opera, Interspecies Romance, Dystopia, Fired, Rescue, Shapeshifter, Prologue, Ex-soldier, Genetic Engineering, Archaeology, Set in Brooklyn, Set in New York City, Set in New York, Kidnap, Invented Language, Action Adventure",Gaumont,United States,English,,"June 16th, 2017 (Special Engagement), released as The Fifth Element (20th Anniversary) (New Zealand)
June 23rd, 2017 (Special Engagement), released as The Fifth Element 20th Anniversary (Australia)
","$63,570,862","$200,321,958","$263,892,820",,
43,https://www.the-numbers.com/movie/Sprung,[],[],"$2,487,702 (32.9% of total gross)",3.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"780 opening theaters/780 max. theaters, 3.8 weeks average run per theater","$15,089,749",,"May 14th, 1997 (Wide) by Trimark",R for some strong sexuality and language,Create your own comparison chart…,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,Romance,,,,,,"$7,553,105",,,,
44,https://www.the-numbers.com/movie/Night-Falls-On-Manhattan,[],"[['Sidney Lumet', 'Director'], ['Mark Isham', 'Composer']]","$2,933,255 (29.7% of total gross)",3.37 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"758 opening theaters/758 max. theaters, 6.0 weeks average run per theater","$19,757,792",,"May 16th, 1997 (Wide) by Paramount Pictures",R for violence and language,Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,109 minutes,"Crime Drama, Organized Crime, Narcotics, Drug Dealer, Corrupt Cops",,,,,,"$9,889,670",,,,
45,https://www.the-numbers.com/movie/Van-The,[],"[['Stephen Frears', 'Director']]","$23,366 (3.8% of total gross)",8.98 (domestic box office/biggest weekend),10.0% (domestic box office/worldwide),"3 opening theaters/25 max. theaters, 7.1 weeks average run per theater","$1,240,829",,"May 16th, 1997 (Wide) by Fox Searchlight",R for strong language. ,vs. Summer of SamCreate your own comparison chart…,Based on Fiction Book/Short Story,Comedy,Live Action,Historical Fiction,,,,,,,,,"$621,093","$5,592,945","$6,214,038",,
46,https://www.the-numbers.com/movie/Lost-World-Jurassic-Park,"['Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite', 'Richard Attenborough', 'Arliss Howard', 'Vince Vaughn', 'Vanessa Lee Chester', 'Peter Stormare', 'Harvey Jason', 'Richard Schiff', 'Thomas F. Duffy', 'Joseph Mazzello', 'Ariana Richards']","[['Steven Spielberg', 'Director'], ['Gerald R. Molen', 'Producer'], ['Colin Wilson', 'Producer'], ['Kathleen Kennedy', 'Executive Producer'], ['David Koepp', 'Screenwriter'], ['Michael Crichton', 'Based on the novel by'], ['John Williams', 'Composer']]","$72,132,785 (31.5% of total gross)",3.18 (domestic box office/biggest weekend),37.0% (domestic box office/worldwide),"3,281 opening theaters/3,565 max. theaters, 7.9 weeks average run per theater","$457,674,251","$75,000,000 (worldwide box office is 8.2 times production budget)","May 22nd, 1997 (Wide) by Universal",PG-13 for intense sci-fi terror and violence,vs. Jurassic ParkCreate your own comparison chart…,Based on Fiction Book/Short Story,Action,Animation/Live Action,Science Fiction,"September 29th, 1998 by Universal Home Entertainment",134 minutes,"Cloning, Animals Gone Bad, Visual Effects, Directing Yourself, Sequels Without Their Original Stars, Animal Lead, Creature Feature, Dysfunctional Family",Amblin Entertainment,United States,English,Jurassic Park,,"$229,086,679","$389,552,320","$618,638,999",,
47,https://www.the-numbers.com/movie/Addicted-To-Love,[],"[['Griffin Dunne', 'Director'], ['Jeffrey Silver', 'Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer']]","$11,446,098 (33.0% of total gross)",3.03 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,007 opening theaters/2,021 max. theaters, 5.6 weeks average run per theater","$78,939,833",,"May 23rd, 1997 (Wide) by Warner Bros.",R for sexual content,vs. One Fine DayCreate your own comparison chart…,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,Romance,,,,,,"$34,673,095",,,,
48,https://www.the-numbers.com/movie/Gone-Fishin,[],[],"$5,784,123 (29.3% of total gross)",3.41 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,841 opening theaters/1,846 max. theaters, 5.4 weeks average run per theater","$39,448,817",,"May 30th, 1997 (Wide) by Walt Disney",PG for mild violence and language,vs. Cool WorldCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,97 minutes,Farcical / Slapstick Comedy,,,,,,"$19,745,922",,,,
49,https://www.the-numbers.com/movie/Trial-And-Error,[],"[['Jonathan Lynn', 'Director'], ['Sara Bernstein', 'Screenwriter'], ['Gregory Bernstein', 'Screenwriter']]","$4,903,529 (36.0% of total gross)",2.77 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,298 opening theaters/2,298 max. theaters, 4.0 weeks average run per theater","$27,176,019",,"May 30th, 1997 (Wide) by New Line",PG-13 for some sexual content,vs. Brittany Runs a MarathonCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,98 minutes,"Farcical / Slapstick Comedy, Romance, Relationships Gone Wrong, Bachelor Party, Mistaken Identity, Lawyers",,,,,,"$13,602,831",,,,
50,https://www.the-numbers.com/movie/Buddy,[],[],"$3,504,671 (34.8% of total gross)",2.87 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,113 opening theaters/2,113 max. theaters, 3.3 weeks average run per theater","$20,112,268",,"June 6th, 1997 (Wide) by Sony Pictures",PG for some threatening animal action,vs. The Adventures of Elmo in GrouchlandCreate your own comparison chart…,Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction,,84 minutes,,,,,,,"$10,067,104",,,,
51,https://www.the-numbers.com/movie/Con-Air,"['Steve Buscemi', 'Colm Meaney', 'Mykelti Williamson', 'Rachel Ticotin', 'Nicolas Cage', 'John Cusack', 'John Malkovich', 'Ving Rhames']","[['Simon West', 'Director'], ['Jerry Bruckheimer', 'Producer'], ['Scott Rosenberg', 'Screenwriter'], ['Chad Oman', 'Executive Producer'], ['Jonathan Hensleigh', 'Executive Producer'], ['Peter Bogart', 'Executive Producer'], ['Jim Kouf', 'Executive Producer'], ['Lynn Bigelow', 'Executive Producer'], ['Dream Quest Images', 'Visual Effects Designer'], ['David Tattersall', 'Director of Photography'], ['Chris Lebenzon', 'Editor'], ['Steve Mirkovich', 'Editor'], ['Glen Scantlebury', 'Editor'], ['Mark Mancina', 'Composer'], ['Trevor Rabin', 'Composer']]","$24,131,738 (23.9% of total gross)",4.19 (domestic box office/biggest weekend),45.1% (domestic box office/worldwide),"2,824 opening theaters/2,941 max. theaters, 7.1 weeks average run per theater","$202,014,843","$80,000,000 (worldwide box office is 2.8 times production budget)","June 6th, 1997 (Wide) by Walt DisneyNovember 3rd, 2022 (Limited) by Walt Disney, released as Con Air: 25th Anniversary",R for strong violence and language,vs. City of AngelsCreate your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,"September 15th, 2009 by Walt Disney Home Entertainment",115 minutes,,Touchstone Pictures,United States,English,,"June 12th, 1997 (Wide) (New Zealand)
July 7th, 1997 (Wide) (Australia)
November 3rd, 2022 (Limited), released as Con Air: 25th Anniversary (Australia)
","$101,117,573","$123,000,000","$224,117,573",,
52,https://www.the-numbers.com/movie/Hercules-(1997),['Danny DeVito'],[],"$249,567 (0.3% of total gross)",4.62 (domestic box office/biggest weekend),39.5% (domestic box office/worldwide),"1 opening theaters/2,930 max. theaters, 8.8 weeks average run per theater","$198,008,269","$70,000,000 (worldwide box office is 3.6 times production budget)","June 13th, 1997 (Wide) by Walt Disney",G,vs. AladdinCreate your own comparison chart…,Based on Religious Text,Adventure,Hand Animation,Historical Fiction,"February 3rd, 1998 by Walt Disney Home Entertainment",,"Family Movie, Gods and Goddesses, Prologue, Voiceover/Narration, Adopted Family, Revenge, Training Montage, Out of Retirement, Romance, Love at First Sight, Animal Lead, Sibling Rivalry",,United States,English,,,"$99,112,101","$151,587,899","$250,700,000",,
53,https://www.the-numbers.com/movie/Ulees-Gold,"['Patricia Richardson', 'Christine Dunford', 'Thomas Mills Wood', 'Jessica Biel', 'Vanessa Zima', 'Peter Fonda']","[['Victor Nunez', 'Director'], ['Victor Nunez', 'Screenwriter']]","$89,563 (1.0% of total gross)",9.73 (domestic box office/biggest weekend),58.0% (domestic box office/worldwide),"7 opening theaters/350 max. theaters, 10.5 weeks average run per theater","$18,071,943","$2,700,000 (worldwide box office is 5.8 times production budget)","June 13th, 1997 (Wide) by Orion Pictures",R,vs. Tanner HallCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,,113 minutes,"Dysfunctional Family, Family Drama, Widow/Widower, Abandoned Child, Single Parent, Unexpected Families, No Honor Among Thieves, Set in Florida, Kidnap, Hostage",,,,,,"$9,054,736","$6,545,264","$15,600,000",,
54,https://www.the-numbers.com/movie/Batman-and-Robin,"['Arnold Schwarzenegger', ""Chris O'Donnell"", 'Uma Thurman', 'Alicia Silverstone', 'Michael Gough', 'Pat Hingle', 'Elle Macpherson', 'George Clooney']","[['Joel Schumacher', 'Director'], ['Peter MacGregor-Scott', 'Producer'], ['Akiva Goldsman', 'Screenwriter'], ['Bob Kane', 'Based upon the Batman Characters Created by'], ['Michael E. Uslan', 'Executive Producer'], ['Benjamin Melniker', 'Executive Producer'], ['Stephen Goldblatt', 'Director of Photography']]","$42,872,605 (39.9% of total gross)",2.50 (domestic box office/biggest weekend),45.0% (domestic box office/worldwide),"2,934 opening theaters/2,942 max. theaters, 6.2 weeks average run per theater","$244,346,028","$125,000,000 (worldwide box office is 1.9 times production budget)","June 20th, 1997 (Wide) by Warner Bros.May 14th, 2019 (Special Engagement) by Fathom Events",PG-13 for strong stylized action and some innuendos.,vs. Batman ForeverCreate your own comparison chart…,Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"February 24th, 2009 by Warner Home Video",125 minutes,"D.C. Comics, Visual Effects",,United States,English,Batman,"June 27th, 1997 (Wide) (Australia)
May 17th, 2019 (Limited), released as Batman & Robin (4K Restoration) (United Kingdom)
","$107,325,195","$130,992,619","$238,317,814",,
55,https://www.the-numbers.com/movie/My-Best-Friends-Wedding,"['Dermot Mulroney', 'Cameron Diaz', 'Rupert Everett', 'Philip Bosco', 'Julia Roberts']","[['P.J. Hogan', 'Director'], ['Ronald Bass', 'Screenwriter'], ['Ronald Bass', 'Producer'], ['Jerry Zucker', 'Producer'], ['Gil Netter', 'Executive Producer'], ['Patricia Whitcher', 'Executive Producer'], ['Richard Sylbert', 'Production Designer'], ['Garth Craven', 'Editor'], ['Lisa Fruchtman', 'Editor'], ['James Newton Howard', 'Composer'], ['Laszlo Kovacs', 'Director of Photography']]","$21,678,377 (17.1% of total gross)",5.85 (domestic box office/biggest weekend),42.4% (domestic box office/worldwide),"2,134 opening theaters/2,376 max. theaters, 11.0 weeks average run per theater","$253,348,439","$46,000,000 (worldwide box office is 6.5 times production budget)","June 20th, 1997 (Wide) by Sony Pictures","PG for mild suggestive content.(Rating bulletin 2434 (Cert #50536), 7/20/2016)",vs. Notting HillCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"December 9th, 1997 by Sony Pictures Home Entertainment, released as My Best Friend’s wedding",103 minutes,"Romance, Infidelity, Wedding Planning, Unrequited Love, LGBTQ+, Revenge","Jerry Zucker, Predawn",United States,English,,"December 13th, 1997 (Wide) (South Korea)
November 19th, 2020 (Limited) (Australia)
","$126,813,153","$172,110,266","$298,923,419",,
56,https://www.the-numbers.com/movie/Face-Off,"['Joan Allen', 'Gina Gershon', 'Alessandro Nivola', 'John Travolta', 'Nicolas Cage']","[['John Woo', 'Director'], ['Mike Werb', 'Screenwriter'], ['Michael Colleary', 'Screenwriter'], ['David Permut', 'Producer'], ['Barrie M. Osborne', 'Producer'], ['Terence Chang', 'Producer'], ['Christopher Godsick', 'Producer'], ['Michael Douglas', 'Executive Producer'], ['Steven Reuther', 'Executive Producer'], ['Jonathan D. Krane', 'Executive Producer'], ['Mike Werb', 'Co-Producer'], ['Michael Colleary', 'Co-Producer'], ['Jeff Levine', 'Associate Producer'], ['Christian Adam Wagner*', 'Editor'], ['John Powell', 'Composer']]","$23,387,530 (20.8% of total gross)",4.80 (domestic box office/biggest weekend),46.5% (domestic box office/worldwide),"2,621 opening theaters/2,851 max. theaters, 7.9 weeks average run per theater","$224,307,673","$80,000,000 (worldwide box office is 3.0 times production budget)","June 27th, 1997 (Wide) by Paramount Pictures","R for intense sequences of strong violence, and for strong language",vs. TangledCreate your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,"October 7th, 1998 by Paramount Home Video",140 minutes,Revenge,"Douglas/Reuther, WCG, David Permut",United States,English,,"August 14th, 1997 (Wide) (New Zealand)
March 10th, 2022 (Limited) (New Zealand)
","$112,276,146","$128,923,838","$241,199,984",,
57,https://www.the-numbers.com/movie/Men-in-Black,"['Linda Fiorentino', ""Vincent D'Onofrio"", 'Rip Torn', 'Tony Shalhoub', 'Tommy Lee Jones', 'Will Smith']","[['Walter F. Parkes', 'Producer'], ['Laurie MacDonald', 'Producer'], ['Steven Spielberg', 'Executive Producer'], ['Graham Place', 'Co-Producer'], ['Ed Solomon', 'Screenwriter'], ['Barry Sonnenfeld', 'Director'], ['Lowell Cunningham', 'Story Creator'], ['Peter Linz', 'Puppeteer'], ['Danny Elfman', 'Composer']]","$51,068,455 (20.4% of total gross)",4.91 (domestic box office/biggest weekend),42.6% (domestic box office/worldwide),"3,020 opening theaters/3,180 max. theaters, 11.4 weeks average run per theater","$500,833,177","$90,000,000 (worldwide box office is 6.5 times production budget)","July 1st, 1997 (Wide) by Sony Pictures",PG-13 for language and sci-fi violence,vs. Rush Hour 3Create your own comparison chart…,Based on Comic/Graphic Novel,Adventure,Live Action,Science Fiction,"October 23rd, 1997 by Sony Pictures Home Entertainment",98 minutes,"Visual Effects, Marvel Comics, Secret Agent, Buddy Comedy, Friendly Alien on Earth, Set in New York City",,United States,English,Men in Black,"September 11th, 1997 (Wide) (Australia)
July 7th, 2023 (Limited) (Australia)
","$250,690,539","$337,100,000","$587,790,539",,
58,https://www.the-numbers.com/movie/Out-to-Sea,[],"[['Martha Coolidge', 'Director'], ['David Newman', 'Composer']]","$5,887,675 (20.3% of total gross)",4.92 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,736 opening theaters/1,736 max. theaters, 5.6 weeks average run per theater","$57,907,495",,"July 2nd, 1997 (Wide) by 20th Century Fox",PG-13 for language and sex-related humor,Create your own comparison chart…,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,109 minutes,"Romantic Comedy, Romance, December Romance, On a Boat, Dancing, F-Rated",,United States,,,,"$28,985,323",,,,
59,https://www.the-numbers.com/movie/Wild-America,[],"[['William Dear', 'Director']]","$1,810,586 (24.6% of total gross)",4.07 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,812 opening theaters/1,812 max. theaters, 3.1 weeks average run per theater","$14,714,787",,"July 2nd, 1997 (Wide) by Warner Bros.",PG for language and some adventure peril,Create your own comparison chart…,Original Screenplay,Adventure,Live Action,Contemporary Fiction,"May 6th, 2008 by Warner Home Video",106 minutes,,,United States,English,,,"$7,365,417",,,,
60,https://www.the-numbers.com/movie/Contact-(1997),[],"[['Robert Zemeckis', 'Director'], ['James V. Hart', 'Screenwriter'], ['Michael Goldenberg', 'Screenwriter'], ['Carl Sagan', 'Story Creator'], ['Ann Druyan', 'Story Creator'], ['Robert Zemeckis', 'Producer'], ['Steve Starkey', 'Producer'], ['Joan Bradshaw', 'Executive Producer'], ['Lynda Obst', 'Executive Producer'], ['Ed Verreaux', 'Production Designer'], ['Arthur Schmidt', 'Editor'], ['Alan Silvestri', 'Composer'], ['Don Burgess', 'Director of Photography']]","$20,584,908 (20.4% of total gross)",4.90 (domestic box office/biggest weekend),60.8% (domestic box office/worldwide),"1,923 opening theaters/2,314 max. theaters, 8.2 weeks average run per theater","$201,620,781","$90,000,000 (worldwide box office is 1.8 times production budget)","July 11th, 1997 (Wide) by Warner Bros.","PG for some intense action, mild language and a scene of sensuality.",vs. ArrivalCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Science Fiction,"September 8th, 2009 by Warner Home Video",149 minutes,"Visual Effects, Religious, Search for Extraterrestrial Life, First Contact, Mystery Drama",Warner Bros.,United States,English,,,"$100,920,329","$64,979,671","$165,900,000",,
61,https://www.the-numbers.com/movie/Shall-We-Dance,[],[],"$88,106 (0.9% of total gross)",14.74 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"5 opening theaters/268 max. theaters, 9.7 weeks average run per theater","$19,325,482",,"July 11th, 1997 (Wide) by Miramax",PG for mild language,Create your own comparison chart…,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,"Dancing, Romance",,Japan,,,,"$9,676,677",,,,
62,https://www.the-numbers.com/movie/Simple-Wish-A,"['Kathleen Turner', 'Amanda Plummer', 'Ruby Dee', 'Martin Short', 'Mara Wilson', 'Robert Pastorelli', 'Francis Capra']","[['Michael Ritchie', 'Director'], ['Jeff Rothberg', 'Screenwriter'], ['Bruce Broughton', 'Composer']]","$2,732,880 (33.5% of total gross)",2.99 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,676 opening theaters/1,699 max. theaters, 3.1 weeks average run per theater","$16,312,632","$28,000,000 (worldwide box office is 0.3 times production budget)","July 11th, 1997 (Wide) by Universal",PG for mild language,vs. Hocus PocusCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Fantasy,"June 9th, 1998 by Universal Home Entertainment, released as Simple Wish, A",90 minutes,"Family Comedy, Single Parent, Fairy Godmother, Sexism, Theater Actor, Theater, Backstage, Good vs. Evil",,United States,,,,"$8,165,213",,,,
63,https://www.the-numbers.com/movie/Thrill-Ride-The-Science-of-Fun,[],[],"$56,951 (0.3% of total gross)",101.76 (domestic box office/biggest weekend),60.1% (domestic box office/worldwide),"3 opening theaters/23 max. theaters, 80.0 weeks average run per theater","$35,147,684",,"July 11th, 1997 (IMAX) by Sony Pictures Classics",G,Create your own comparison chart…,Based on Real Life Events,Documentary,Live Action,Factual,,,,,,,,,"$18,798,682","$12,480,529","$31,279,211",,
64,https://www.the-numbers.com/movie/George-Of-The-Jungle,[],"[['Sam Weisman', 'Director'], ['Dana Olsen', 'Screenwriter'], ['Audrey Wells', 'Screenwriter'], ['Dana Olsen', 'Story Creator']]","$16,540,791 (15.7% of total gross)",6.36 (domestic box office/biggest weekend),60.3% (domestic box office/worldwide),"2,506 opening theaters/2,616 max. theaters, 10.6 weeks average run per theater","$210,297,178","$55,000,000 (worldwide box office is 3.2 times production budget)","July 16th, 1997 (Wide) by Walt Disney","PG for crude humor and mild violence, language and sensuality",vs. Jingle All the WayCreate your own comparison chart…,Based on TV,Adventure,Live Action,Kids Fiction,"December 12th, 2000 by Walt Disney Home Entertainment",92 minutes,"Live Action Cartoon, Talking Animals",,United States,English,,,"$105,263,257","$69,200,000","$174,463,257",,
65,https://www.the-numbers.com/movie/Mrs-Brown,[],"[['John Madden', 'Director'], ['Jeremy Brock', 'Screenwriter']]","$76,268 (0.8% of total gross)",14.71 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"6 opening theaters/432 max. theaters, 7.9 weeks average run per theater","$18,383,127",,"July 18th, 1997 (Wide) by Miramax","PG for a beating, language and brief nudity",vs. BelleCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Historical Fiction,,103 minutes,"Biographical Drama, Biography, Royalty, 1860s",,United Kingdom,,,,"$9,217,930",,,,
66,https://www.the-numbers.com/movie/Nothing-To-Lose,[],"[['Steve Oedekerk', 'Director']]","$11,617,767 (26.1% of total gross)",3.83 (domestic box office/biggest weekend),68.9% (domestic box office/worldwide),"1,862 opening theaters/1,888 max. theaters, 6.0 weeks average run per theater","$88,863,169","$25,000,000 (worldwide box office is 2.6 times production budget)","July 18th, 1997 (Wide) by Walt Disney",R for pervasive strong language and a sex scene,vs. Just Getting StartedCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,"Buddy Comedy, Carjacking, Infidelity, Relationships Gone Wrong, Fugitive / On the Run, Heist, Revenge, Redemption, Scene in End Credits",,United States,English,,,"$44,480,039","$20,114,022","$64,594,061",,
67,https://www.the-numbers.com/movie/Operation-Condor,[],"[['Jackie Chan', 'Director'], ['Jackie Chan', 'Screenwriter'], ['Edward Tang', 'Screenwriter']]","$4,731,751 (45.2% of total gross)",2.21 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,532 opening theaters/1,532 max. theaters, 2.9 weeks average run per theater","$20,899,530",,"July 18th, 1997 (Wide) by Miramax","PG-13 for martial arts action, some shootings, and for sensuality",Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,,107 minutes,"Treasure Hunters, Directing Yourself, Nazis, Secret Agent, Action Adventure, Screenplay Written By the Star",,,,,,"$10,461,161",,,,
68,https://www.the-numbers.com/movie/Air-Force-One,"['Gary Oldman', 'Wendy Crewson', 'Paul Guilfoyle', 'William H. Macy', 'Liesel Matthews', 'Dean Stockwell', 'Harrison Ford']","[['Wolfgang Petersen', 'Director'], ['Jon Shestack', 'Producer'], ['Gail Katz', 'Producer'], ['Wolfgang Petersen', 'Producer'], ['Armyan Bernstein', 'Producer'], ['Andrew W. Marlowe', 'Screenwriter'], ['David Lester', 'Executive Producer'], ['Marc Abraham', 'Executive Producer'], ['Thomas A. Bliss', 'Executive Producer'], ['Michael Ballhaus', 'Director of Photography'], ['William Sandell', 'Production Designer'], ['Richard Francis-Bruce', 'Editor'], ['Richard Edlund', 'Visual Effects Supervisor'], ['Erica Edell Phillips', 'Costume Designer'], ['Jerry Goldsmith', 'Composer']]","$37,132,505 (21.5% of total gross)",4.66 (domestic box office/biggest weekend),54.9% (domestic box office/worldwide),"2,919 opening theaters/2,981 max. theaters, 10.8 weeks average run per theater","$393,744,735","$85,000,000 (worldwide box office is 3.7 times production budget)","July 25th, 1997 (Wide) by Sony Pictures",R for violence,vs. Jurassic WorldCreate your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,"November 16th, 2010 by Sony Pictures Home Entertainment",117 minutes,"Terrorism, Hostage, In a Plane, Washington, D.C.","Beacon Pictures, Columbia Pictures",United States,English,,,"$172,956,409","$142,311,944","$315,268,353",,
69,https://www.the-numbers.com/movie/Good-Burger,"['Abe Vigoda', 'Kenan Thompson', 'Kel Mitchell']","[['Brian Robbins', 'Director'], ['Mike Tollin', 'Producer'], ['Brian Robbins', 'Producer'], ['Dan Schneider', 'Screenwriter'], ['Kevin Kopelow', 'Screenwriter'], ['Heath Seifert', 'Screenwriter'], ['Julia Pistor', 'Executive Producer'], ['Mac Ahlberg', 'Director of Photography'], ['Steven Jordan', 'Production Designer'], ['Anita Brandt Burgoye', 'Editor'], ['Diane Batson-Smith', 'Co-Producer'], ['Dan Schneider', 'Co-Producer'], ['Stewart Copeland', 'Composer']]","$7,058,333 (29.8% of total gross)",3.36 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,887 opening theaters/1,893 max. theaters, 5.7 weeks average run per theater","$47,374,320",,"July 25th, 1997 (Wide) by Paramount Pictures","PG for language, some comic violence and mild sex-related humor",vs. The Brothers GrimsbyCreate your own comparison chart…,Based on TV,Comedy,Live Action,Contemporary Fiction,"September 24th, 2013 by Warner Home Video",95 minutes,"Buddy Comedy, Food, Restaurants, Money Troubles, Corporate Malfeasance","Nickelodeon Films, Paramount Pictures, Tollin/Robbins",United States,English,,,"$23,712,993",,,"$256,925","$256,925"
70,https://www.the-numbers.com/movie/One-Eight-Seven,"['John Heard', 'Kelly Rowan', 'Clifton Gonzalez Gonzalez', 'Samuel L. Jackson']","[['Kevin Reynolds', 'Director'], ['Bruce Davey', 'Producer'], ['Stephen McEveety', 'Producer'], ['Scott Yagemann', 'Screenwriter'], ['Ericson Core', 'Director of Photography'], ['Stephen Storer', 'Production Designer'], ['Stephen Semel', 'Editor'], ['Chris Douridas', 'Music Supervisor']]","$2,222,984 (38.7% of total gross)",2.59 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,121 opening theaters/1,121 max. theaters, 2.7 weeks average run per theater","$11,483,077",,"July 30th, 1997 (Wide) by Warner Bros.","R for violence, strong language, drug use and brief nudity.",vs. WaterworldCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,118 minutes,"Hood Film, Crime Thriller, Teachers, Inspirational Teacher, Fired, Gangs, Graffitti Artists, Revenge, Death of a Pet, Surprise Twist",Icon Productions,United States,English,,,"$5,747,802",,,,
71,https://www.the-numbers.com/movie/Spawn,"['John Leguizamo', 'Martin Sheen', 'Theresa Randle', 'Nicol Williamson', 'D.B. Sweeney', 'Michael Jai White']","[['Graeme Revell', 'Composer']]","$19,738,749 (35.9% of total gross)",2.79 (domestic box office/biggest weekend),62.5% (domestic box office/worldwide),"2,536 opening theaters/2,604 max. theaters, 5.0 weeks average run per theater","$109,840,195","$40,000,000 (worldwide box office is 2.2 times production budget)","July 31st, 1997 (Wide) by New Line","PG-13 for thematic elements involving the demonic underworld, violence, intense fantasy action and crude humor.",vs. Batman & RobinCreate your own comparison chart…,Based on Comic/Graphic Novel,Action,Live Action,Contemporary Fiction,"May 5th, 1998 by New Line Home Video",96 minutes,"Independent/Other Comics, Demons, Action Horror, Weapons of Mass Destruction, Arms Dealer, Double-Crossed, Mercenaries, Faustian",,United States,English,,,"$54,979,992","$32,969,867","$87,949,859",,
