,url,cast,crew,Domestic Share:,Production Budget:,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Box Office,International Box Office,Worldwide Box Office
0,https://www.the-numbers.com/movie/King-Kong-(1933),[],"[['Merian C. Cooper', 'Director'], ['Ernest B. Schoedsack', 'Director'], ['James Ashmore Creelman', 'Screenwriter'], ['Ruth Rose', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$672,000 (worldwide box office is 14.9 times production budget)","April 7th, 1933 (Wide), released as King Kong (1933)March 15th, 2020 (Special Engagement) by Fathom Events, released as King Kong (1933) (Re-Release)","April 22nd, 2016 (Limited), released as King Kong (1933) (New Zealand)
","November 22nd, 2005 by Turner Home Entertainment, released as King Kong (1933)",Not Rated Passed,100 minutes,King Kong,vs. King KongCreate your own comparison chart…,"Nature Horror, Animal Lead, Animals Gone Bad, Set in New York City, Set in New York",Original Screenplay,Horror,Live Action,Science Fiction,United States,English,"$10,000,000","$1,781","$10,001,781"
