,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,11/26/2020,$677,3,3,4,"$4,858",1/15/2021,https://www.the-numbers.com/movie/Annie-(1982),https://www.the-numbers.com/movie/Annie-(1982)/Australia#tab=box-office,"$4,984",8/22/2022
1,New Zealand,8/18/2022,$126,1,1,1,$126,8/22/2022,https://www.the-numbers.com/movie/Annie-(1982),https://www.the-numbers.com/movie/Annie-(1982)/New-Zealand#tab=box-office,"$4,984",8/22/2022
0,Australia,11/26/2020,$677,3,3,4,"$4,858",1/15/2021,https://www.the-numbers.com/movie/Annie-(1982),https://www.the-numbers.com/movie/Annie-(1982)/Australia#tab=box-office,"$4,984",8/22/2022
1,New Zealand,8/18/2022,$126,1,1,1,$126,8/22/2022,https://www.the-numbers.com/movie/Annie-(1982),https://www.the-numbers.com/movie/Annie-(1982)/New-Zealand#tab=box-office,"$4,984",8/22/2022
0,Australia,10/8/2020,$360,5,5,6,$815,10/19/2022,https://www.the-numbers.com/movie/Rocky-3,https://www.the-numbers.com/movie/Rocky-3/Australia#tab=box-office,"$4,365",10/19/2022
1,United Kingdom,9/25/2020,"$3,550",79,79,79,"$3,550",10/1/2020,https://www.the-numbers.com/movie/Rocky-3,https://www.the-numbers.com/movie/Rocky-3/United-Kingdom#tab=box-office,"$4,365",10/19/2022
0,Australia,10/8/2020,$360,5,5,6,$815,10/19/2022,https://www.the-numbers.com/movie/Rocky-3,https://www.the-numbers.com/movie/Rocky-3/Australia#tab=box-office,"$4,365",10/19/2022
1,United Kingdom,9/25/2020,"$3,550",79,79,79,"$3,550",10/1/2020,https://www.the-numbers.com/movie/Rocky-3,https://www.the-numbers.com/movie/Rocky-3/United-Kingdom#tab=box-office,"$4,365",10/19/2022
0,Australia,8/6/1982,$0,0,2,4,$0,,https://www.the-numbers.com/movie/Poltergeist-(1982),https://www.the-numbers.com/movie/Poltergeist-(1982)/Australia#tab=box-office,"$47,000,000",11/12/2022
1,United Kingdom,10/21/2022,"$52,617",103,103,103,"$52,617",11/12/2022,https://www.the-numbers.com/movie/Poltergeist-(1982),https://www.the-numbers.com/movie/Poltergeist-(1982)/United-Kingdom#tab=box-office,"$47,000,000",11/12/2022
2,Rest of World,,,,,,"$46,947,383",,https://www.the-numbers.com/movie/Poltergeist-(1982),,"$47,000,000",11/12/2022
0,Australia,8/6/1982,$0,0,2,4,$0,,https://www.the-numbers.com/movie/Poltergeist-(1982),https://www.the-numbers.com/movie/Poltergeist-(1982)/Australia#tab=box-office,"$47,000,000",11/12/2022
1,United Kingdom,10/21/2022,"$52,617",103,103,103,"$52,617",11/12/2022,https://www.the-numbers.com/movie/Poltergeist-(1982),https://www.the-numbers.com/movie/Poltergeist-(1982)/United-Kingdom#tab=box-office,"$47,000,000",11/12/2022
2,Rest of World,,,,,,"$46,947,383",,https://www.the-numbers.com/movie/Poltergeist-(1982),,"$47,000,000",11/12/2022
0,Germany,9/8/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982),https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982)/Germany#tab=box-office,"$16,887,037",9/15/2022
1,United Kingdom,7/16/1982,$0,0,410,410,"$111,310",9/15/2022,https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982),https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982)/United-Kingdom#tab=box-office,"$16,887,037",9/15/2022
2,Rest of World,,,,,,"$16,775,727",,https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982),,"$16,887,037",9/15/2022
0,Germany,9/8/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982),https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982)/Germany#tab=box-office,"$16,887,037",9/15/2022
1,United Kingdom,7/16/1982,$0,0,410,410,"$111,310",9/15/2022,https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982),https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982)/United-Kingdom#tab=box-office,"$16,887,037",9/15/2022
2,Rest of World,,,,,,"$16,775,727",,https://www.the-numbers.com/movie/Star-Trek-II-The-Wrath-of-Khan-(1982),,"$16,887,037",9/15/2022
0,Australia,9/28/2012,$0,0,46,56,"$25,105",1/22/2021,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Australia#tab=box-office,"$357,852,418",5/30/2023
1,Brazil,11/17/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Brazil#tab=box-office,"$357,852,418",5/30/2023
2,Netherlands,9/2/2022,"$33,080",101,101,101,"$33,080",9/14/2022,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Netherlands#tab=box-office,"$357,852,418",5/30/2023
3,New Zealand,9/1/2022,$465,2,2,3,"$1,327",11/28/2022,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/New-Zealand#tab=box-office,"$357,852,418",5/30/2023
4,Portugal,9/1/2022,"$14,337",3,3,4,"$24,108",5/30/2023,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Portugal#tab=box-office,"$357,852,418",5/30/2023
5,Spain,12/1/2017,$0,0,19,21,"$28,954",4/1/2021,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Spain#tab=box-office,"$357,852,418",5/30/2023
6,United Kingdom,12/9/1982,$0,0,529,529,"$30,280,821",9/26/2022,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/United-Kingdom#tab=box-office,"$357,852,418",5/30/2023
7,Rest of World,,,,,,"$327,459,023",,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,,"$357,852,418",5/30/2023
0,Australia,9/28/2012,$0,0,46,56,"$25,105",1/22/2021,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Australia#tab=box-office,"$357,852,418",5/30/2023
1,Brazil,11/17/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Brazil#tab=box-office,"$357,852,418",5/30/2023
2,Netherlands,9/2/2022,"$33,080",101,101,101,"$33,080",9/14/2022,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Netherlands#tab=box-office,"$357,852,418",5/30/2023
3,New Zealand,9/1/2022,$465,2,2,3,"$1,327",11/28/2022,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/New-Zealand#tab=box-office,"$357,852,418",5/30/2023
4,Portugal,9/1/2022,"$14,337",3,3,4,"$24,108",5/30/2023,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Portugal#tab=box-office,"$357,852,418",5/30/2023
5,Spain,12/1/2017,$0,0,19,21,"$28,954",4/1/2021,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/Spain#tab=box-office,"$357,852,418",5/30/2023
6,United Kingdom,12/9/1982,$0,0,529,529,"$30,280,821",9/26/2022,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial/United-Kingdom#tab=box-office,"$357,852,418",5/30/2023
7,Rest of World,,,,,,"$327,459,023",,https://www.the-numbers.com/movie/ET-The-Extra-Terrestrial,,"$357,852,418",5/30/2023
0,Australia,9/29/2017,"$106,993",101,101,115,"$120,922",2/1/2021,https://www.the-numbers.com/movie/Blade-Runner,https://www.the-numbers.com/movie/Blade-Runner/Australia#tab=box-office,"$6,925,446",6/28/2023
1,France,10/16/2015,"$45,782",0,0,0,"$45,782",8/21/2018,https://www.the-numbers.com/movie/Blade-Runner,https://www.the-numbers.com/movie/Blade-Runner/France#tab=box-office,"$6,925,446",6/28/2023
2,Netherlands,6/26/2015,"$44,186",16,81,97,"$44,186",11/5/2019,https://www.the-numbers.com/movie/Blade-Runner,https://www.the-numbers.com/movie/Blade-Runner/Netherlands#tab=box-office,"$6,925,446",6/28/2023
3,New Zealand,9/29/2017,"$16,844",30,30,42,"$18,506",6/28/2023,https://www.the-numbers.com/movie/Blade-Runner,https://www.the-numbers.com/movie/Blade-Runner/New-Zealand#tab=box-office,"$6,925,446",6/28/2023
4,Portugal,5/4/2023,$857,1,1,1,"$1,518",5/9/2023,https://www.the-numbers.com/movie/Blade-Runner,https://www.the-numbers.com/movie/Blade-Runner/Portugal#tab=box-office,"$6,925,446",6/28/2023
5,Russia (CIS),10/9/2020,"$76,577",180,180,428,"$178,536",10/19/2022,https://www.the-numbers.com/movie/Blade-Runner,https://www.the-numbers.com/movie/Blade-Runner/Russia-(CIS)#tab=box-office,"$6,925,446",6/28/2023
6,South Korea,5/8/1993,$0,0,33,136,"$114,112",5/17/2023,https://www.the-numbers.com/movie/Blade-Runner,https://www.the-numbers.com/movie/Blade-Runner/South-Korea#tab=box-office,"$6,925,446",6/28/2023
