,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,2/1/1979,$0,0,1,1,"$4,476",6/12/2023,https://www.the-numbers.com/movie/Warriors-The,https://www.the-numbers.com/movie/Warriors-The/Australia#tab=box-office,"$5,419",6/12/2023
1,Italy,3/6/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Warriors-The,https://www.the-numbers.com/movie/Warriors-The/Italy#tab=box-office,"$5,419",6/12/2023
2,New Zealand,2/4/2021,$943,1,1,2,$943,4/12/2021,https://www.the-numbers.com/movie/Warriors-The,https://www.the-numbers.com/movie/Warriors-The/New-Zealand#tab=box-office,"$5,419",6/12/2023
0,Australia,2/1/1979,$0,0,1,1,"$4,476",6/12/2023,https://www.the-numbers.com/movie/Warriors-The,https://www.the-numbers.com/movie/Warriors-The/Australia#tab=box-office,"$5,419",6/12/2023
1,Italy,3/6/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Warriors-The,https://www.the-numbers.com/movie/Warriors-The/Italy#tab=box-office,"$5,419",6/12/2023
2,New Zealand,2/4/2021,$943,1,1,2,$943,4/12/2021,https://www.the-numbers.com/movie/Warriors-The,https://www.the-numbers.com/movie/Warriors-The/New-Zealand#tab=box-office,"$5,419",6/12/2023
0,Australia,4/12/1979,$0,0,2,2,"$1,440",2/1/2021,https://www.the-numbers.com/movie/Mad-Max,https://www.the-numbers.com/movie/Mad-Max/Australia#tab=box-office,"$91,000,000",2/1/2021
1,Rest of World,,,,,,"$90,998,560",,https://www.the-numbers.com/movie/Mad-Max,,"$91,000,000",2/1/2021
0,Australia,4/12/1979,$0,0,2,2,"$1,440",2/1/2021,https://www.the-numbers.com/movie/Mad-Max,https://www.the-numbers.com/movie/Mad-Max/Australia#tab=box-office,"$91,000,000",2/1/2021
1,Rest of World,,,,,,"$90,998,560",,https://www.the-numbers.com/movie/Mad-Max,,"$91,000,000",2/1/2021
0,Germany,10/30/2020,$0,0,4,4,"$159,993",11/13/2020,https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979),https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979)/Germany#tab=box-office,"$49,900,000",11/13/2020
1,South Korea,4/15/2020,$766,8,8,8,"$1,205",5/7/2020,https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979),https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979)/South-Korea#tab=box-office,"$49,900,000",11/13/2020
2,Rest of World,,,,,,"$49,738,802",,https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979),,"$49,900,000",11/13/2020
0,Germany,10/30/2020,$0,0,4,4,"$159,993",11/13/2020,https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979),https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979)/Germany#tab=box-office,"$49,900,000",11/13/2020
1,South Korea,4/15/2020,$766,8,8,8,"$1,205",5/7/2020,https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979),https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979)/South-Korea#tab=box-office,"$49,900,000",11/13/2020
2,Rest of World,,,,,,"$49,738,802",,https://www.the-numbers.com/movie/Dawn-of-the-Dead-(1979),,"$49,900,000",11/13/2020
0,Russia (CIS),9/12/2019,"$37,009",150,150,228,"$89,079",10/19/2022,https://www.the-numbers.com/movie/Manhattan,https://www.the-numbers.com/movie/Manhattan/Russia-(CIS)#tab=box-office,"$106,815",10/19/2022
1,United Kingdom,5/12/2017,"$17,736",0,0,0,"$17,736",9/23/2018,https://www.the-numbers.com/movie/Manhattan,https://www.the-numbers.com/movie/Manhattan/United-Kingdom#tab=box-office,"$106,815",10/19/2022
0,Russia (CIS),9/12/2019,"$37,009",150,150,228,"$89,079",10/19/2022,https://www.the-numbers.com/movie/Manhattan,https://www.the-numbers.com/movie/Manhattan/Russia-(CIS)#tab=box-office,"$106,815",10/19/2022
1,United Kingdom,5/12/2017,"$17,736",0,0,0,"$17,736",9/23/2018,https://www.the-numbers.com/movie/Manhattan,https://www.the-numbers.com/movie/Manhattan/United-Kingdom#tab=box-office,"$106,815",10/19/2022
0,Australia,12/7/1979,$0,0,94,169,"$71,539",4/16/2021,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/Australia#tab=box-office,"$122,632,057",5/22/2023
1,Italy,5/29/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/Italy#tab=box-office,"$122,632,057",5/22/2023
2,Mexico,4/26/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/Mexico#tab=box-office,"$122,632,057",5/22/2023
3,New Zealand,4/26/2017,$0,0,4,16,"$23,599",5/22/2023,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/New-Zealand#tab=box-office,"$122,632,057",5/22/2023
4,Russia (CIS),3/7/2019,"$69,837",105,105,197,"$140,015",5/4/2019,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/Russia-(CIS)#tab=box-office,"$122,632,057",5/22/2023
5,South Korea,10/1/1987,$0,0,23,46,"$7,159",7/15/2020,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/South-Korea#tab=box-office,"$122,632,057",5/22/2023
6,United Kingdom,10/31/2003,$0,0,210,628,"$442,841",5/10/2023,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/United-Kingdom#tab=box-office,"$122,632,057",5/22/2023
7,Rest of World,,,,,,"$121,946,904",,https://www.the-numbers.com/movie/Alien-(1979),,"$122,632,057",5/22/2023
0,Australia,12/7/1979,$0,0,94,169,"$71,539",4/16/2021,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/Australia#tab=box-office,"$122,632,057",5/22/2023
1,Italy,5/29/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/Italy#tab=box-office,"$122,632,057",5/22/2023
2,Mexico,4/26/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/Mexico#tab=box-office,"$122,632,057",5/22/2023
3,New Zealand,4/26/2017,$0,0,4,16,"$23,599",5/22/2023,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/New-Zealand#tab=box-office,"$122,632,057",5/22/2023
4,Russia (CIS),3/7/2019,"$69,837",105,105,197,"$140,015",5/4/2019,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/Russia-(CIS)#tab=box-office,"$122,632,057",5/22/2023
5,South Korea,10/1/1987,$0,0,23,46,"$7,159",7/15/2020,https://www.the-numbers.com/movie/Alien-(1979),https://www.the-numbers.com/movie/Alien-(1979)/South-Korea#tab=box-office,"$122,632,057",5/22/2023
