,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Production/Financing Companies:,Languages:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
77,https://www.the-numbers.com/movie/Wedding-Banquet-The,"['Winston Chao', 'May Chin', 'Mitchell Lichtenstein', 'Ah-leh Gua', 'Sihung Lung']","[['Ang Lee', 'Director'], ['Ang Lee', 'Screenwriter'], ['Neil Peng', 'Screenwriter'], ['James Schamus', 'Screenwriter']]",,,100.0% (domestic box office/worldwide),,"$15,356,421",,"August 1st, 1993 (Wide) by Goldwyn Entertainment",,R for language.,106 minutes,,vs. Saving FaceCreate your own comparison chart…,"Romantic Comedy, Romance, LGBTQ+, Closeted Homosexual, Relationships Gone Wrong, Wedding Day Disasters, Wedding Day, In-Laws / Future In-Laws, Immigration, Marriage of Convenience, Green Card Marriage, Dysfunctional Family",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,,,"$6,933,000",,,,
78,https://www.the-numbers.com/movie/Fugitive-The,"['Tommy Lee Jones', 'Sela Ward', 'Joe Pantoliano', 'Andreas Katsulas', 'Jeroen Krabbe', 'Harrison Ford']","[['Andrew Davis', 'Director'], ['Arnold Kopelson', 'Producer'], ['Roy Huggins', 'Character Creator'], ['Jeb Stuart', 'Screenwriter'], ['David Twohy', 'Screenwriter'], ['David Twohy', 'Story Creator'], ['Roy Huggins', 'Executive Producer'], ['Keith Barish', 'Executive Producer'], ['Peter MacGregor-Scott', 'Co-Producer'], ['James Newton Howard', 'Composer'], ['Michael Chapman', 'Director of Photography'], ['Dennis Washington', 'Production Designer'], ['Dennis Virkler', 'Editor'], ['David Finfer', 'Editor']]","$23,758,855 (12.9% of total gross)",7.74 (domestic box office/biggest weekend),52.0% (domestic box office/worldwide),"2,340 opening theaters/2,425 max. theaters, 9.7 weeks average run per theater","$407,280,360","$44,000,000 (worldwide box office is 8.0 times production budget)","August 6th, 1993 (Wide) by Warner Bros.","March 26th, 1997 by Warner Home Video, released as Fugitive, The",PG-13 for murder and other action sequences in an adventure setting,130 minutes,Fugitive,vs. Sleepless in SeattleCreate your own comparison chart…,"Film Noir, Wrongfully Convicted, Fugitive / On the Run, 1994 Oscars Best Picture Nominee",Based on TV,Thriller/Suspense,Live Action,Contemporary Fiction,United States,Warner Bros.,English,,"$183,875,760","$169,839,557","$353,715,317",,
79,https://www.the-numbers.com/movie/Meteor-Man-The,['Robert Townsend'],"[['Robert Townsend', 'Director'], ['Robert Townsend', 'Screenwriter']]","$2,643,091 (33.0% of total gross)",3.03 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,060 opening theaters/1,060 max. theaters, 1.0 weeks average run per theater","$17,754,340",,"August 6th, 1993 (Wide) by MGM",,PG on appeal for children caught up in perils of an urban environment.,100 minutes,,vs. SteelCreate your own comparison chart…,"Action Comedy, Origin Story, African Americans, Screenplay Written By the Star, Directing Yourself",Original Screenplay,Comedy,Live Action,Fantasy,United States,,,,"$8,015,592",,,,
80,https://www.the-numbers.com/movie/Searching-for-Bobby-Fischer,[],"[['Steven Zaillian', 'Director'], ['Steven Zaillian', 'Screenwriter'], ['James Horner', 'Composer']]","$1,121,354 (15.4% of total gross)",6.48 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"219 opening theaters/233 max. theaters, 0.9 weeks average run per theater","$16,094,881",,"August 11th, 1993 (Wide) by Paramount Pictures","June 23rd, 2000 by Paramount Home Video",PG for thematic elements.,109 minutes,,vs. Pawn SacrificeCreate your own comparison chart…,"Biographical Drama, Biography, Chess, Child Prodigy, 1980s, Dysfunctional Family, Mentor",Based on Factual Book/Article,Drama,Live Action,Dramatization,United States,,English,,"$7,266,393",,,,
81,https://www.the-numbers.com/movie/Heart-and-Souls,"['Elisabeth Shue', 'David Paymer', 'Robert Downey, Jr.', 'Charles Grodin', 'Kyra Sedgwick', 'Tom Sizemore', 'Alfre Woodard']","[['Ron Underwood', 'Director'], ['Brent Maddock', 'Screenwriter'], ['S.S. Wilson', 'Screenwriter'], ['Gregory Hansen', 'Screenwriter'], ['Erik Hansen', 'Screenwriter'], ['Gregory Hansen', 'Story Creator'], ['Nancy Roberts', 'Producer'], ['Sean Daniel', 'Producer'], ['Cari-Esta Albert', 'Executive Producer'], ['James Jacks', 'Executive Producer'], ['John Muto', 'Production Designer'], ['O. Nicholas Brown', 'Editor'], ['Marc Shaiman', 'Composer'], ['Michael W. Watkins', 'Director of Photography']]","$4,322,250 (26.2% of total gross)",3.81 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,275 opening theaters/1,301 max. theaters, 2.0 weeks average run per theater","$36,502,102",,"August 13th, 1993 (Wide) by Universal","November 17th, 1998 by Universal Home Entertainment",PG-13,107 minutes,,vs. Tim Timmerman: Hope of AmericaCreate your own comparison chart…,"Comedy Drama, Prologue, 1950s, Car Accident, Romance, Relationships Gone Wrong, Therapists / Therapy",Based on Short Film,Comedy,Live Action,Fantasy,United States,"Alphaville, Stampede Entertainment",English,,"$16,479,685",,,,
82,https://www.the-numbers.com/movie/Jason-Goes-to-Hell-The-Final-Friday,[],[],"$7,552,190 (47.4% of total gross)",2.11 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,355 opening theaters/1,355 max. theaters, 1.0 weeks average run per theater","$35,295,789","$3,000,000 (worldwide box office is 5.3 times production budget)","August 13th, 1993 (Wide) by New Line",,"R for strong violence and gore, and for sexuality and language.",,Friday the 13th,vs. Friday the 13th Part IV: The Final ChapterCreate your own comparison chart…,Slasher Horror,,Horror,Live Action,Fantasy,United States,,,,"$15,935,068",,,,
83,https://www.the-numbers.com/movie/Secret-Garden-The-(1993),['Maggie Smith'],"[['Agnieszka Holland', 'Director']]","$4,625,583 (14.8% of total gross)",6.74 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,319 opening theaters/1,332 max. theaters, 4.9 weeks average run per theater","$69,065,157",,"August 13th, 1993 (Wide) by Warner Bros.",,G,101 minutes,,vs. Oliver TwistCreate your own comparison chart…,"1900s, Family Drama",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"United Kingdom, United States",,English,,"$31,181,000",,,,
84,https://www.the-numbers.com/movie/Manhattan-Murder-Mystery,[],"[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter']]","$2,015,360 (17.8% of total gross)",5.62 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"268 opening theaters/268 max. theaters, 1.0 weeks average run per theater","$25,097,694",,"August 18th, 1993 (Wide) by Sony/TriStar",,"PG for mild language, and for elements of violence in a comic murder mystery.",107 minutes,,Create your own comparison chart…,"Black Comedy, Directing Yourself, Screenplay Written By the Star, Death of a Spouse or Fiancée / Fiancé, Death of a Sibling, Double-Crossed, Infidelity, Inheritance, Mariticide / Uxoricide",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,United States,,,,"$11,330,911",,,,
85,https://www.the-numbers.com/movie/Hard-Target,"['Lance Henriksen', 'Yancy Butler', 'Wilford Brimley', 'Jean-Claude Van Damme']","[['John Woo', 'Director'], ['Graeme Revell', 'Composer']]","$10,106,500 (31.9% of total gross)",3.13 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,972 opening theaters/1,999 max. theaters, 3.8 weeks average run per theater","$70,073,765",,"August 20th, 1993 (Wide) by Warner Bros.","June 30th, 1998 by Universal Home Entertainment","R for a great amount of strong violence, and for language.",97 minutes,,vs. RoboCop 3Create your own comparison chart…,"Action Thriller, Missing Person, Young Child Dealing with the Death of a Parent, Homeless, Ex-soldier, Humans as Prey, Set in New Orleans, LA",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,"English, French",,"$31,636,358",,,,
86,https://www.the-numbers.com/movie/Man-Without-a-Face-The,[],"[['Mel Gibson', 'Director'], ['Malcolm MacRury', 'Screenwriter'], ['James Horner', 'Composer']]","$4,026,775 (16.3% of total gross)",4.52 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"865 opening theaters/1,332 max. theaters, 4.3 weeks average run per theater","$54,843,542",,"August 25th, 1993 (Wide) by Warner Bros.",,PG-13 for mature subject matter.,115 minutes,,vs. BraveheartCreate your own comparison chart…,"Coming of Age, Coming-of-Age Drama, Private Tutor / Instructor, Actors Making Their Directorial Debut, Directing Yourself, Car Accident, Falsely Accused",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,,,,"$24,760,338",,,,
87,https://www.the-numbers.com/movie/Needful-Things,[],"[['Fraser Clarke Heston', 'Director'], ['W.D. Richter', 'Screenwriter']]","$5,202,478 (34.3% of total gross)",2.92 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,963 opening theaters/1,986 max. theaters, 2.9 weeks average run per theater","$33,635,890",,"August 27th, 1993 (Wide) by Sony Pictures",,R for violence and strong language.,120 minutes,,vs. Necessary RoughnessCreate your own comparison chart…,"Supernatural Horror, Supernatural, Prank Gone Wrong, Religious, White Collar Crime, Relationships Gone Wrong, The Devil",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,United States,,English,,"$15,185,672",,,,
88,https://www.the-numbers.com/movie/Fortress,"['Kurtwood Smith', 'Loryn Locklin', 'Lincoln Kilpatrick', 'Christopher Lambert']","[['Stuart Gordon', 'Director'], ['Troy Neighbors', 'Screenwriter'], ['Steven Feinberg', 'Screenwriter']]","$4,040,711 (60.0% of total gross)",1.67 (domestic box office/biggest weekend),14.4% (domestic box office/worldwide),"1,204 opening theaters/1,204 max. theaters, 1.0 weeks average run per theater","$14,908,063","$12,000,000 (worldwide box office is 3.9 times production budget)","September 3rd, 1993 (Wide) by Miramax",,"R for some bloody war violence and pervasive language.(Rating bulletin 2195, 10/26/2011)",95 minutes,Fortress,vs. Mad Max Beyond ThunderdomeCreate your own comparison chart…,"Prison, Action Thriller, Near Future, Yesterday's Tomorrow, Dystopia, Pregnant Women, Cruel Wardens or Prison Guards, Prison Break, Corporate Malfeasance, Artificial Intelligence, Hackers",Original Screenplay,Action,Live Action,Science Fiction,Australia,"Davis Entertainment, Village Roadshow Productions",English,,"$6,730,578","$40,000,000","$46,730,578",,
89,https://www.the-numbers.com/movie/Joy-Luck-Club-The,[],"[['Wayne Wang', 'Director']]",,9.98 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$72,629,197",,"September 8th, 1993 (Limited) by Walt Disney","December 11th, 2012 by Buena Vista Home Entertainment",R for strong depiction of thematic material.,139 minutes,,vs. A Bad Moms ChristmasCreate your own comparison chart…,"Life Drama, Asian-Americans, Dysfunctional Family, Domestic Abuse, Accidental Death, Drowning, Death of a Son or Daughter, Mental Illness, Depression, Infidelity, Arranged Marriage, Relationships Gone Wrong, Matchmaker, In-Laws / Future In-Laws, Set in China, Immigration, Chess, Segments, Bigamy or Polygamy, Ensemble",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,,,,"$32,790,064",,,,
90,https://www.the-numbers.com/movie/Real-McCoy-The,[],"[['Russell Mulcahy', 'Director'], ['William Davies', 'Screenwriter'], ['William Osborne', 'Screenwriter']]","$2,705,425 (41.7% of total gross)",2.40 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,670 opening theaters/1,672 max. theaters, 2.0 weeks average run per theater","$14,362,439",,"September 10th, 1993 (Wide) by Universal","February 12th, 2019 by Kino Lorber",PG-13 for violence and language.,105 minutes,,Create your own comparison chart…,"Crime Thriller, Life on the Outside, Going Legit, One Last Job, Heist, Relationships Gone Wrong, Romance, Kidnap",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,English,,"$6,484,246",,,"$46,783","$46,783"
91,https://www.the-numbers.com/movie/True-Romance,"['Christian Slater', 'Patricia Arquette', 'Dennis Hopper', 'Val Kilmer', 'Gary Oldman', 'Brad Pitt', 'Christopher Walken']","[['Tony Scott', 'Director'], ['Samuel Hadida', 'Producer'], ['Steve Perry', 'Producer'], ['Bill Unger', 'Producer'], ['Quentin Tarantino', 'Screenwriter'], ['James G. Robinson', 'Executive Producer'], ['Gary Barber', 'Executive Producer'], ['Jeffrey L. Kimball', 'Director of Photography'], ['Benjamin Fernandez', 'Production Designer'], ['Michael Tronick', 'Editor'], ['Christian Wagner', 'Editor'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Hans Zimmer', 'Composer']]","$4,023,420 (32.8% of total gross)",3.05 (domestic box office/biggest weekend),97.1% (domestic box office/worldwide),"1,254 opening theaters/1,254 max. theaters, 2.0 weeks average run per theater","$27,202,117","$12,500,000 (worldwide box office is 1.0 times production budget)","September 10th, 1993 (Wide) by Warner Bros.","May 31st, 1995 by Warner Home Video",R,117 minutes,,vs. The Cold Light of DayCreate your own comparison chart…,"Mafia, Film Noir, Crime Thriller, Romance, Prostitution, Narcotics, Ensemble, Hallucinations, Police Shooting",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,English,"February 11th, 1994 (Wide) (Australia)
June 3rd, 1994 (Wide) (New Zealand)
November 20th, 2015 (Limited), released as True Romance (Re: 2015) (United Kingdom)
","$12,281,000","$362,293","$12,643,293",,
92,https://www.the-numbers.com/movie/Undercover-Blues,[],"[['Herbert Ross', 'Director'], ['Ian Abrams', 'Screenwriter'], ['David Newman', 'Composer']]","$4,379,488 (35.3% of total gross)",2.84 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,596 opening theaters/1,598 max. theaters, 3.0 weeks average run per theater","$27,502,655",,"September 10th, 1993 (Wide) by MGM",,PG-13 for one use of strong language.,89 minutes,,Create your own comparison chart…,"Action Comedy, One Last Job, Romance, First Time Parents, New Parents, Set in New Orleans, LA",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"$12,416,686",,,,
93,https://www.the-numbers.com/movie/Age-of-Innocence-The,[],"[['Martin Scorsese', 'Director']]","$2,317,289 (7.2% of total gross)",6.71 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"83 opening theaters/839 max. theaters, 5.5 weeks average run per theater","$80,810,791","$34,000,000 (worldwide box office is 0.9 times production budget)","September 17th, 1993 (Limited) by Sony Pictures","December 7th, 2010 by Image Entertainment Video",PG for thematic elements and some mild language.,,,vs. KundunCreate your own comparison chart…,"Romantic Drama, 1870s, Romance, Relationships Gone Wrong, Love Triangle, Set in New York City, Set in New York",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,,,"March 17th, 2023 (Limited) (30th Anniversary 4K Restoration)
 (United Kingdom)
","$32,014,993","$6,695","$32,021,688",,
94,https://www.the-numbers.com/movie/Striking-Distance,[],"[['Rowdy Harrington', 'Director'], ['Rowdy Herrington', 'Screenwriter'], ['Marty Kaplan', 'Screenwriter']]","$8,705,808 (36.6% of total gross)",2.73 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,889 opening theaters/1,917 max. theaters, 3.0 weeks average run per theater","$52,713,369",,"September 17th, 1993 (Wide) by Sony Pictures",,"R for violence, strong language and a sex scene.",101 minutes,,vs. The FugitiveCreate your own comparison chart…,"Action Thriller, Development Hell, Police Detective, Set in Pittsburgh, PA, Dysfunctional Family, Corrupt Cops, Serial Killer, Addiction, Romance, Internal Affairs, Presumed Dead, Suicide",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,,,"$23,798,623",,,,
95,https://www.the-numbers.com/movie/Dazed-and-Confused,[],"[['Richard Linklater', 'Director'], ['Richard Linklater', 'Screenwriter']]",,,100.0% (domestic box office/worldwide),,"$7,961,889","$6,900,000 (worldwide box office is 1.2 times production budget)","September 24th, 1993 (Wide) by UniversalApril 23rd, 2021 (Special Engagement) by Universal","July 1st, 1998 by Universal Home Entertainment","R for pervasive, continuous teen drug and alcohol use and very strong language.",102 minutes,,vs. Everybody Wants SomeCreate your own comparison chart…,"Coming of Age, Last Day of School, Buddy Comedy, Ensemble, High School, Hazing, Romance, 1970s, Texas",Original Screenplay,Comedy,Live Action,Historical Fiction,,Gramercy Pictures,,"September 15th, 2023 (Special Engagement) (United Kingdom)
","$7,961,889",,,,
96,https://www.the-numbers.com/movie/Good-Son-The,[],"[['Joseph Ruben', 'Director']]","$12,520,305 (28.2% of total gross)",3.55 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,847 opening theaters/1,902 max. theaters, 4.6 weeks average run per theater","$98,470,018",,"September 24th, 1993 (Wide) by 20th Century Fox","September 11th, 2012 by Fox Home Entertainment",R for acts of violence and terror involving a disturbed child.,,,vs. Saturday Night FeverCreate your own comparison chart…,"Psychological Thriller, Child Murderer, Sibling Rivalry, Young Child Dealing with the Death of a Parent, Death of a Sibling",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,,,"$44,456,478",,,,
97,https://www.the-numbers.com/movie/Program-The,[],"[['David S. Ward', 'Director'], ['David S. Ward', 'Screenwriter'], ['Aaron Latham', 'Screenwriter']]","$6,821,931 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,653 opening theaters/1,661 max. theaters, 2.9 weeks average run per theater","$51,037,909",,"September 24th, 1993 (Wide) by Walt Disney",,R for language.,112 minutes,,vs. Everybody’s All-AmericanCreate your own comparison chart…,"Football, College Sports, Addiction, Romance, Relationships Gone Wrong, Dysfunctional Family, Prescription Drug Abuse, Scandal, Ensemble, Sports Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,,,"$23,042,200",,,,
98,https://www.the-numbers.com/movie/Bronx-Tale-A,"['Robert De Niro', 'Chazz Palminteri']","[['Robert De Niro', 'Director'], ['Chazz Palminteri', 'Screenwriter'], ['Chazz Palminteri', 'Story based on the play by'], ['Jane Rosenthal', 'Producer'], ['Jon Kilik', 'Producer'], ['Robert De Niro', 'Producer'], ['Peter Gatien', 'Executive Producer'], ['Wynn Thomas', 'Production Designer'], ['David Ray', 'Editor'], ['Robert Lovett', 'Editor'], ['Reynaldo Villalobos', 'Director of Photography']]","$3,716,456 (21.6% of total gross)",4.64 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,077 opening theaters/1,082 max. theaters, 2.8 weeks average run per theater","$38,185,714",,"September 29th, 1993 (Wide) by Savoy",,R for strong language and several scenes of violence.,122 minutes,,vs. Donnie BrascoCreate your own comparison chart…,"Crime Drama, 1960s, Set in New York, Set in New York City, Set in The Bronx, Organized Crime, Mafia, Voiceover/Narration, Dysfunctional Family",Based on Play,Drama,Live Action,Historical Fiction,United States,"Tribeca Film, Price Entertainment, Penta Entertainment",English,,"$17,239,789",,,,
99,https://www.the-numbers.com/movie/Cool-Runnings,[],"[['Jon Turteltaub', 'Director'], ['Lynn Siefert', 'Screenwriter'], ['Tommy Swerdlow', 'Screenwriter'], ['Michael Goldberg', 'Screenwriter'], ['Lynn Siefert', 'Story Creator'], ['Michael Ritchie', 'Story Creator'], ['Dawn Steel', 'Producer'], ['Christopher Meledandri', 'Executive Producer'], ['Susan B. Landau', 'Executive Producer'], ['Stephen Marsh', 'Production Designer'], ['Bruce Green', 'Editor'], ['Hans Zimmer', 'Composer'], ['Malik Yoba', 'Composer'], ['Charmaine Lacosta', 'Composer'], ['Sabrina Cohen', 'Composer'], ['Angela Wilks', 'Composer'], ['Linda Scott', 'Composer'], ['Phedon Papamichael', 'Director of Photography']]","$7,046,648 (10.2% of total gross)",8.08 (domestic box office/biggest weekend),44.4% (domestic box office/worldwide),"1,387 opening theaters/1,832 max. theaters, 8.6 weeks average run per theater","$152,716,648","$14,000,000 (worldwide box office is 11.1 times production budget)","October 1st, 1993 (Wide) by Walt Disney","August 24th, 1999 by Walt Disney Home Entertainment",PG,97 minutes,,vs. RockyCreate your own comparison chart…,"Miscellaneous Sports, Olympics, Winter Sports, Reggae",Based on Real Life Events,Adventure,Live Action,Contemporary Fiction,United States,Walt Disney Pictures,English,"March 4th, 1994 (Wide) (Australia)
March 25th, 1994 (Wide) (New Zealand)
","$68,856,263","$86,152,646","$155,008,909",,
100,https://www.the-numbers.com/movie/For-Love-or-Money,"['Anthony Higgins', 'Bob Balaban', 'Michael Tucker', 'Michael J. Fox', 'Gabrielle Anwar']","[['Barry Sonnenfeld', 'Director'], ['Brian Grazer', 'Producer'], ['Mark Rosenthal', 'Screenwriter'], ['Lawrence Konner', 'Screenwriter'], ['David T. Friendly', 'Executive Producer'], ['Oliver Wood', 'Director of Photography'], ['Peter Larkin', 'Production Designer'], ['Jim Miller', 'Editor'], ['Graham Place', 'Co-Producer'], ['Susan Lyall', 'Costume Designer'], ['Bruce Broughton', 'Composer']]","$4,016,220 (37.5% of total gross)",2.67 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,626 opening theaters/1,644 max. theaters, 2.0 weeks average run per theater","$23,721,121",,"October 1st, 1993 (Wide) by Universal","July 9th, 2000 by Universal Home Entertainment",PG for elements of sensuality and mild language.,89 minutes,,vs. Wild Wild WestCreate your own comparison chart…,"Hotel, Set in Manhattan",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,"Imagine Films, Brian Grazer Productions",English,,"$10,709,430",,,,
101,https://www.the-numbers.com/movie/Malice-(1993),"['Bebe Neuwirth', 'Peter Gallagher', 'Josef Sommer', 'Anne Bancroft', 'George C. Scott', 'Alec Baldwin', 'Nicole Kidman', 'Bill Pullman']","[['Harold Becker', 'Director'], ['Aaron Sorkin', 'Screenwriter'], ['Scott Frank', 'Screenwriter'], ['Aaron Sorkin', 'Story Creator'], ['Jonas McCord', 'Story Creator'], ['Rachel Pfeffer', 'Producer'], ['Charles Mulvehill', 'Producer'], ['Harold Becker', 'Producer'], ['Michael Hirsh', 'Executive Producer'], ['Patrick Loubert', 'Executive Producer'], ['Philip Harrison', 'Production Designer'], ['David Bretherton', 'Editor'], ['Jerry Goldsmith', 'Composer'], ['Gordon Willis', 'Director of Photography']]","$9,232,650 (20.1% of total gross)",4.99 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,431 opening theaters/1,519 max. theaters, 5.9 weeks average run per theater","$101,974,462",,"October 1st, 1993 (Wide) by Sony Pictures","June 16th, 2015 by Kino Lorber","R for sexuality, language and some violence.",107 minutes,,vs. Demolition ManCreate your own comparison chart…,"Crime Thriller, Film Noir, Confidence Men, Relationships Gone Wrong, Doctors, Medical Crimes, White Collar Crime, Death of a Partner, No Honor Among Thieves, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Canada, United States",Castle Rock Entertainment,English,,"$46,038,636",,,"$168,280","$168,280"
102,https://www.the-numbers.com/movie/Short-Cuts,"['Andie MacDowell', 'Bruce Davison', 'Julianne Moore', 'Matthew Modine', 'Anne Archer', 'Fred Ward', 'Jennifer Jason Leigh', 'Christopher Penn', 'Lili Taylor', 'Robert Downey, Jr.', 'Madeleine Stowe', 'Tim Robbins', 'Lily Tomlin', 'Tom Waits', 'Frances McDormand', 'Peter Gallagher', 'Annie Ross', 'Lori Singer', 'Lyle Lovett', 'Buck Henry', 'Huey Lewis']","[['Robert Altman', 'Director'], ['Cary Brokaw', 'Producer'], ['Robert Altman', 'Screenwriter'], ['Frank Barhydt', 'Screenwriter'], ['Scott Bushnell', 'Executive Producer'], ['Walt Lloyd', 'Director of Photography'], ['Geraldine Peroni', 'Supervising Film Editor'], ['Stephen Altman', 'Production Designer'], ['Mark Isham', 'Composer'], ['Hal Willner', 'Music Producer']]",,,100.0% (domestic box office/worldwide),,"$13,535,663",,"October 1st, 1993 (Wide) by Fine Line","October 14th, 2008 by Criterion",R,189 minutes,,vs. CrashCreate your own comparison chart…,"Comedy Drama, Ensemble, Set in Los Angeles, Relationships Gone Wrong, Infidelity, Addiction, Dysfunctional Family, Unidentified Body, Sex Crimes",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,Avenue Pictures Productions,,,"$6,110,979",,,,
103,https://www.the-numbers.com/movie/Demolition-Man,"['Sandra Bullock', 'Nigel Hawthorne', 'Sylvester Stallone', 'Wesley Snipes']","[['Marco Brambilla', 'Director'], ['Daniel Waters', 'Screenwriter'], ['Robert Reneau', 'Screenwriter'], ['Peter M. Lenkov', 'Screenwriter'], ['Peter M. Lenkov', 'Story by'], ['Robert Reneau', 'Story by'], ['Joel Silver', 'Producer'], ['Michael Levy', 'Producer'], ['Howard Kazanjian', 'Producer'], ['Faye Schwab', 'Executive Producer']]","$14,262,432 (24.6% of total gross)",4.07 (domestic box office/biggest weekend),36.5% (domestic box office/worldwide),"2,246 opening theaters/2,258 max. theaters, 4.8 weeks average run per theater","$128,825,048",,"October 8th, 1993 (Wide) by Warner Bros.","November 9th, 2010 by Warner Home Video","R for non-stop action violence, and for strong language.",114 minutes,,vs. Total RecallCreate your own comparison chart…,"Art Predicting Life, Action Comedy, Wrongfully Convicted, Culture Clash, Police Detective, Serial Killer, Government Corruption, Surprise Twist, Satire, Cryogenics, 2030s, Dystopia, Yesterday's Tomorrow, 1990s, Buddy Cop, LAPD, Underground, Terrorism, Gangs, Resistance Fighter, Near Future",Original Screenplay,Action,Live Action,Science Fiction,United States,Silver Pictures,English,,"$58,055,768","$101,000,000","$159,055,768",,
104,https://www.the-numbers.com/movie/Gettysburg,[],"[['Ronald F. Maxwell', 'Director'], ['Ronald F. Maxwell', 'Screenwriter']]",,,100.0% (domestic box office/worldwide),,"$23,771,107","$25,000,000 (worldwide box office is 0.4 times production budget)","October 8th, 1993 (Wide) by New Line","February 3rd, 2004 by Turner Home Entertainment",PG for language and epic battle scenes.,254 minutes,Gettysburg,vs. Gods and GeneralsCreate your own comparison chart…,"War Drama, 1860s, The Civil War",Based on Factual Book/Article,Drama,Live Action,Dramatization,,,,,"$10,731,997",,,,
105,https://www.the-numbers.com/movie/Mr-Jones-(1993),[],"[['Mike Figgis', 'Director'], ['Eric Roth', 'Screenwriter'], ['Michael Cristofer', 'Screenwriter']]","$3,102,695 (37.4% of total gross)",2.68 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,481 opening theaters/1,481 max. theaters, 1.0 weeks average run per theater","$18,390,389",,"October 8th, 1993 (Wide) by Sony Pictures",,R for language.,114 minutes,,Create your own comparison chart…,"Romantic Drama, Romance, Mental Illness, Relationships Gone Wrong",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,English,,"$8,302,752",,,,
106,https://www.the-numbers.com/movie/Nightmare-Before-Christmas-The,[],"[['Danny Elfman', 'Composer']]",,9.42 (domestic box office/biggest weekend),99.5% (domestic box office/worldwide),,"$144,665,342",,"October 13th, 1993 (Wide) by Walt DisneyOctober 20th, 2006 (Wide) by Walt Disney, released as Tim Burton’s The Nightmare Before Christmas 3DOctober 19th, 2007 (Wide) by Walt Disney, released as Tim Burton’s The Nightmare Before Christmas 3DOctober 24th, 2008 (Wide) by Walt Disney, released as Tim Burton’s The Nightmare Before Christmas 3DOctober 16th, 2020 (Wide) by Walt Disney","December 3rd, 1997 by Walt Disney Home Entertainment",PG for some scary images.,76 minutes,,vs. CoralineCreate your own comparison chart…,"Christmas, Christmas in November, Kidnap, Werewolf, Monster, Vampire, Halloween, Mummy, 3-D, 3-D - Post-production Conversion",Original Screenplay,Musical,Stop-Motion Animation,Fantasy,United States,,English,"October 23rd, 2008 (Wide), released as Nightmare Before Christmas (re:08) (New Zealand)
December 2nd, 2016 (Wide) (United Kingdom)
October 30th, 2020 (Limited) (United Kingdom)
November 19th, 2020 (Limited) (Australia)
December, 2022 (Limited) (Mexico)
... Show all releases
","$77,355,160","$389,812","$77,744,972",,
