,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Production/Financing Companies:,Languages:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
107,https://www.the-numbers.com/movie/Rudy,"['Ned Beatty', 'Charles S. Dutton', 'Lili Taylor', 'Robert Prosky', 'Sean Astin']","[['David Anspaugh', 'Director'], ['Robert N. Fried', 'Producer'], ['Cary Woods', 'Producer'], ['Angelo Pizzo', 'Screenwriter'], ['Lee R. Mayes', 'Executive Producer'], ['Oliver Wood', 'Director of Photography'], ['Jerry Goldsmith', 'Composer']]",,4.52 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$50,391,498","$12,000,000 (worldwide box office is 1.9 times production budget)","October 13th, 1993 (Wide) by Sony Pictures","September 26th, 2000 by Sony Pictures Home Entertainment",PG for mild language,112 minutes,,vs. Friday Night LightsCreate your own comparison chart…,"Football, Biography, Inspirational Sports, Sports Drama, College Sports, Underdog, 1960s, 1970s",Based on Real Life Events,Drama,Live Action,Dramatization,United States,Tri-Star Pictures,English,,"$22,750,363",,,,
108,https://www.the-numbers.com/movie/Beverly-Hillbillies-The,[],"[['Penelope Spheeris', 'Director'], ['Lalo Schifrin', 'Composer']]","$9,525,375 (22.6% of total gross)",4.43 (domestic box office/biggest weekend),75.9% (domestic box office/worldwide),"2,152 opening theaters/2,162 max. theaters, 5.5 weeks average run per theater","$93,694,246","$25,000,000 (worldwide box office is 2.2 times production budget)","October 15th, 1993 (Wide) by 20th Century Fox",,PG for some off-color humor.,92 minutes,,vs. The Nightmare Before ChristmasCreate your own comparison chart…,"Rags to Riches, Family Comedy, Country Mouse, City Mouse, Culture Clash, Confidence Men, False Identity, Romance, Relationships Gone Wrong, Wedding Day, Wedding Day Disasters, Mental Hospital",Based on TV,Comedy,Live Action,Contemporary Fiction,United States,,English,,"$42,222,647","$13,375,834","$55,598,481",,
109,https://www.the-numbers.com/movie/Fearless,[],"[['Peter Weir', 'Director'], ['Rafael Yglesias', 'Screenwriter'], ['Rafael Yglesias', 'Story Creator']]",,,100.0% (domestic box office/worldwide),,"$15,441,180",,"October 15th, 1993 (Wide) by Warner Bros.",,PG-13 for violence and martial arts action throughout,122 minutes,,vs. ShrekCreate your own comparison chart…,"Life Drama, Novel or Other Work Adapted by Author, In a Plane, Disaster, Near Death Experience",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,,English,,"$6,971,266",,,,
110,https://www.the-numbers.com/movie/Judgment-Night,[],"[['Stephen Hopkins', 'Director'], ['Lewis Colick', 'Screenwriter'], ['Alan Silvestri', 'Composer']]","$4,088,955 (33.8% of total gross)",2.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,543 opening theaters/1,545 max. theaters, 2.9 weeks average run per theater","$26,819,985",,"October 15th, 1993 (Wide) by Universal","January 23rd, 2018 by Warner Archive","R for strong violence and brutality, and for language.",109 minutes,,vs. DelgoCreate your own comparison chart…,"Action Thriller, Fugitive / On the Run, Witnessing a Crime, Crime, Organized Crime",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,English,,"$12,108,480",,,,
111,https://www.the-numbers.com/movie/Fatal-Instinct,[],"[['Carl Reiner', 'Director']]","$3,502,569 (44.7% of total gross)",2.24 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,886 opening theaters/1,886 max. theaters, 2.0 weeks average run per theater","$17,363,918",,"October 29th, 1993 (Wide) by MGM",,PG-13 for off-color humor.,,,Create your own comparison chart…,"Spoof, Film Noir, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,,"$7,839,327",,,,
112,https://www.the-numbers.com/movie/Flesh-and-Bone,"['James Caan', 'Gwyneth Paltrow', 'Scott Wilson', 'Dennis Quaid', 'Meg Ryan']","[['Steve Kloves', 'Director'], ['Steve Kloves', 'Screenwriter'], ['Thomas Newman', 'Composer']]","$4,517,066 (47.6% of total gross)",2.10 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,200 opening theaters/1,200 max. theaters, 2.0 weeks average run per theater","$21,017,897",,"November 5th, 1993 (Wide) by Paramount Pictures","January 5th, 2016 by Anchor Bay Home Entertainment","R for language, some sexuality and a scene of intense violence.",126 minutes,,vs. FlashdanceCreate your own comparison chart…,"Crime Drama, Dysfunctional Family, Lone Survivor, Confidence Men, Posthumous Release, Raised by Kidnappers, Romance, Relationships Gone Wrong, Film Noir",Original Screenplay,Drama,Live Action,Contemporary Fiction,,Mirage,,,"$9,488,998",,,,
113,https://www.the-numbers.com/movie/Look-Whos-Talking-Now,[],"[['Tom Ropelewski', 'Director'], ['Tom Ropelewski', 'Screenwriter'], ['Leslie Dixon', 'Screenwriter']]","$4,022,570 (39.5% of total gross)",2.53 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,858 opening theaters/1,886 max. theaters, 2.0 weeks average run per theater","$22,531,002",,"November 5th, 1993 (Wide) by Sony/TriStar",,PG-13 for off-color dialogue.,95 minutes,Look Who's Talking,vs. King RalphCreate your own comparison chart…,"Talking Animals, Christmas, Family Comedy, Famously Bad, Ensemble, Family Affair",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"$10,172,124",,,,
114,https://www.the-numbers.com/movie/Remains-of-the-Day-The,[],"[['James Ivory', 'Director']]",,8.40 (domestic box office/biggest weekend),35.9% (domestic box office/worldwide),,"$51,198,714","$15,000,000 (worldwide box office is 4.3 times production budget)","November 5th, 1993 (Limited) by Sony Pictures","August 22nd, 1997 by Columbia Pictures Home Entertainment",PG for themes.,134 minutes,,vs. Four Weddings and a FuneralCreate your own comparison chart…,"Historical Drama, 1994 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"United Kingdom, United States","Columbia Pictures, Merchant Ivory Productions, John Calley Productions, Mike Nichols Productions",,,"$22,954,968","$41,000,000","$63,954,968",,
115,https://www.the-numbers.com/movie/RoboCop-3,[],"[['Fred Dekker', 'Director'], ['Frank Miller', 'Screenwriter'], ['Fred Dekker', 'Screenwriter'], ['Basil Poledouris', 'Composer']]","$4,304,829 (40.2% of total gross)",2.48 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,796 opening theaters/1,796 max. theaters, 2.0 weeks average run per theater","$23,691,841","$22,000,000 (worldwide box office is 0.5 times production budget)","November 5th, 1993 (Wide) by Orion Pictures","January 31st, 2006 by MGM Video",PG-13 for violence.,104 minutes,RoboCop,vs. RoboCop 2Create your own comparison chart…,"Robot, Corrupt Cops, Action Thriller, Dystopia, Corporate Malfeasance",Original Screenplay,Action,Live Action,Science Fiction,United States,,,,"$10,696,210",,,,
116,https://www.the-numbers.com/movie/Carlitos-Way-(1993),"['Sean Penn', 'Penelope Ann Miller', 'Al Pacino']","[['Brian De Palma', 'Director'], ['Patrick Doyle', 'Composer']]","$9,116,675 (25.0% of total gross)",4.01 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,615 opening theaters/1,634 max. theaters, 5.6 weeks average run per theater","$80,981,966",,"November 10th, 1993 (Wide) by Universal","February 28th, 1995 by Universal Home Entertainment","R for strong violence, drug content, sexuality and language.",144 minutes,Carlito's Way,vs. ScarfaceCreate your own comparison chart…,"Non-Chronological, Crime Drama, Life on the Outside, Going Legit, Romance, Organized Crime, Night Club, Addiction, Gambling, 1970s, Double-Crossed, No Honor Among Thieves",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,Epic Productions,English,,"$36,516,012",,,,
117,https://www.the-numbers.com/movie/My-Life,[],"[['Bruce Joel Rubin', 'Director'], ['Bruce Joel Rubin', 'Screenwriter']]","$5,536,098 (20.1% of total gross)",4.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"800 opening theaters/1,290 max. theaters, 5.0 weeks average run per theater","$60,949,267",,"November 12th, 1993 (Wide) by Sony Pictures",,PG-13 for mature subject matter.,117 minutes,,vs. A Perfect WorldCreate your own comparison chart…,"Life Drama, Terminal Illness, Cancer, Death of a Spouse or Fiancée / Fiancé, Pregnant Women, New Parents",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,,,"$27,484,464",,,,
118,https://www.the-numbers.com/movie/Three-Musketeers-The-(1993),[],"[['Stephen Herek', 'Director'], ['Michael Kamen', 'Composer'], ['Dean Semler', 'Cinematographer']]","$10,621,992 (19.8% of total gross)",5.05 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,069 opening theaters/2,128 max. theaters, 6.8 weeks average run per theater","$118,905,831",,"November 12th, 1993 (Wide) by Walt Disney",,PG for action/violence and some brief sensuality.,105 minutes,,vs. Addams Family ValuesCreate your own comparison chart…,"Heroic Adventure, Romance, Royalty, Betrayal, Suicide, 1600s, Set in France",Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction,"Austria, United Kingdom, United States",,English,,"$53,661,805",,,,
119,https://www.the-numbers.com/movie/Addams-Family-Values,"['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd', 'Christina Ricci', 'Carol Kane']","[['Barry Sonnenfeld', 'Director'], ['Scott Rudin', 'Producer'], ['Paul Rudnick', 'Screenwriter'], ['Charles Addams', 'Character Creator'], ['David Nicksay', 'Executive Producer'], ['Donald Peterman', 'Director of Photography'], ['Ken Adam', 'Production Designer'], ['Arthur Schmidt', 'Editor'], ['Jim Miller', 'Editor'], ['Alan Munro', 'Visual Effects Supervisor'], ['Marc Shaiman', 'Composer']]","$14,117,545 (30.5% of total gross)",3.28 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,577 opening theaters/2,577 max. theaters, 5.2 weeks average run per theater","$116,970,790","$47,000,000 (worldwide box office is 1.0 times production budget)","November 19th, 1993 (Wide) by Paramount Pictures","February 22nd, 2000 by Warner Home Video",PG-13 for macabre humor.,103 minutes,Addams Family,vs. The Addams FamilyCreate your own comparison chart…,"Black Comedy, Satire, Dysfunctional Family, Relationships Gone Wrong, Summer Camp, New Parents, Nanny, Romance, Serial Killer",Based on TV,Black Comedy,Live Action,Fantasy,United States,"Paramount Pictures, Scott Rudin Productions",English,,"$46,293,855",,,,
120,https://www.the-numbers.com/movie/Mans-Best-Friend,"['Lance Henriksen', 'Ally Sheedy']","[['John Lafia', 'Director'], ['John Lafia', 'Screenwriter']]","$3,861,079 (29.8% of total gross)",3.36 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,220 opening theaters/1,230 max. theaters, 2.9 weeks average run per theater","$28,738,505",,"November 19th, 1993 (Wide) by New Line","September 6th, 2005 by Warner Home Video, released as Man’s Best Friend",R for terror and violence involving a household pet.,87 minutes,,Create your own comparison chart…,"Nature Horror, Animal Lead, Animals Gone Bad, Scientific Experiment Gone Awry, Investigative Journalist, Corporate Malfeasance",Original Screenplay,Horror,Live Action,Science Fiction,United States,,English,,"$12,974,636",,,,
121,https://www.the-numbers.com/movie/Mrs-Doubtfire,"['Pierce Brosnan', 'Harvey Fierstein', 'Polly Holliday', 'Robin Williams', 'Sally Field', 'Lisa Jakob']","[['Marsha Garces Williams', 'Producer'], ['Robin Williams', 'Producer'], ['Mark Radcliffe', 'Producer'], ['Matthew Rushton', 'Executive Producer'], ['Joan Bradshaw', 'Co-Producer'], ['Chris Columbus', 'Director'], ['Randi Mayem Singer', 'Screenwriter'], ['Leslie Dixon', 'Screenwriter'], ['Anne Fine', 'Story Creator']]","$20,468,847 (9.3% of total gross)",10.71 (domestic box office/biggest weekend),49.7% (domestic box office/worldwide),"1,605 opening theaters/2,354 max. theaters, 16.7 weeks average run per theater","$488,652,757","$25,000,000 (worldwide box office is 17.7 times production budget)","November 24th, 1993 (Wide) by 20th Century Fox","March 12th, 1996 by Fox Home Entertainment",PG-13 for some sexual references,125 minutes,,vs. Jurassic ParkCreate your own comparison chart…,"Cross-Dressing, Babysitters",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,Blue Wolf,English,,"$219,195,051","$222,090,952","$441,286,003",,
122,https://www.the-numbers.com/movie/Perfect-World-A,"['Laura Dern', 'Kevin Costner', 'Clint Eastwood']","[['Clint Eastwood', 'Director'], ['John Lee Hancock', 'Screenwriter'], ['Mark Johnson', 'Producer'], ['David Valdes', 'Producer'], ['Henry Bumstead', 'Production Designer'], ['Joel Cox', 'Editor'], ['Ron Spang', 'Editor'], ['Lennie Niehaus', 'Composer'], ['Jack N. Green', 'Director of Photography']]","$8,075,582 (25.9% of total gross)",3.86 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,964 opening theaters/1,964 max. theaters, 4.1 weeks average run per theater","$69,165,734",,"November 24th, 1993 (Wide) by Warner Bros.",,"PG-13 for violence, sexual content and language.",138 minutes,,vs. Regarding HenryCreate your own comparison chart…,"Crime Drama, 1960s, Texas, Prison Break, Fugitive / On the Run, Kidnap, Texas Ranger, Jehovah's Witnesses, Redemption, Death of a Partner, Sex Crimes, Dysfunctional Family, Child Abuse",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,Warner Bros.,English,,"$31,160,784",,,,
123,https://www.the-numbers.com/movie/We-re-Back-A-Dinosaurs-Story,[],"[['Dick Zondag', 'Director'], ['Ralph Zondag', 'Director'], ['Phil Nibbelink', 'Director'], ['Simon Wells', 'Director'], ['John Patrick Shanley', 'Screenwriter'], ['Hudson Talbott', 'Story Creator'], ['Stephen Hickner', 'Producer'], ['Steven Spielberg', 'Executive Producer'], ['Frank Marshall', 'Executive Producer'], ['Kathleen Kennedy', 'Executive Producer'], ['Sim Evan-Jones', 'Supervising Film Editor'], ['Nick Fletcher', 'Supervising Film Editor'], ['James Horner', 'Composer']]","$3,707,770 (39.8% of total gross)",2.51 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,822 opening theaters/1,829 max. theaters, 2.0 weeks average run per theater","$20,633,775",,"November 24th, 1993 (Wide) by Universal",,G,71 minutes,,vs. The Land Before TimeCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Hand Animation,Fantasy,United States,"Universal Pictures, Amblin Entertainment",English,,"$9,315,576",,,,
124,https://www.the-numbers.com/movie/Six-Degrees-of-Separation,"['Ian McKellen', 'Mary Beth Hurt', 'Bruce Davison', 'Stockard Channing', 'Will Smith', 'Donald Sutherland']","[['Fred Schepisi', 'Director'], ['Fred Schepisi', 'Producer'], ['Arnon Milchan', 'Producer'], ['John Guare', 'Screenwriter'], ['John Guare', 'Based on the Play by '], ['Ric Kidney', 'Executive Producer'], ['Ian Baker', 'Director of Photography'], ['Patrizia Von Brandenstein', 'Production Designer'], ['Peter Honess', 'Film Editor']]","$53,058 (0.8% of total gross)",118.44 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2 opening theaters/2 max. theaters, 1.0 weeks average run per theater","$13,919,106",,"December 8th, 1993 (Wide) by MGM","March 21st, 1995 by Fox Home Entertainment",R,111 minutes,,Create your own comparison chart…,"Comedy Drama, Set in New York City, Set in New York, Confidence Men, False Identity, Novel or Other Work Adapted by Author, Inspired by a True Story",Based on Play,Drama,Live Action,Contemporary Fiction,United States,"Metro-Goldwyn-Mayer Pictures, Regency Enterprises",English,,"$6,284,090",,,,
125,https://www.the-numbers.com/movie/Geronimo-An-American-Legend,[],"[['Walter Hill', 'Director']]","$4,018,452 (22.0% of total gross)",4.55 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,605 opening theaters/1,636 max. theaters, 4.8 weeks average run per theater","$40,584,173",,"December 10th, 1993 (Wide) by Sony Pictures","July 9th, 1996 by Sony Pictures Home Entertainment",PG-13 for frontier violence,,,vs. Dances with WolvesCreate your own comparison chart…,,Based on Real Life Events,Western,Live Action,Dramatization,United States,,English,,"$18,296,646",,,,
126,https://www.the-numbers.com/movie/Sister-Act-2-Back-in-the-Habit,['Maggie Smith'],"[['Bill Duke', 'Director']]","$7,569,219 (13.2% of total gross)",6.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,132 opening theaters/2,178 max. theaters, 5.6 weeks average run per theater","$127,233,117",,"December 10th, 1993 (Wide) by Walt Disney, released as Sister Act 2: Back in the Habit",,PG some mild language.,,Sister Act,vs. Boyz n the HoodCreate your own comparison chart…,"Musicians, Religious, Singers, Set in Las Vegas, Set in San Francisco, High School, Underdog, Scene in End Credits, Farcical / Slapstick Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,English,,"$57,319,029",,,,
127,https://www.the-numbers.com/movie/Waynes-World-2,[],"[['Stephen Surjik', 'Director'], ['Carter Burwell', 'Composer']]","$13,516,699 (28.2% of total gross)",3.55 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,400 opening theaters/2,414 max. theaters, 5.0 weeks average run per theater","$106,407,983",,"December 10th, 1993 (Wide) by Paramount Pictures",,PG-13 for ribald humor.,,Wayne's World,vs. Wayne's WorldCreate your own comparison chart…,"Rock 'n' Roll, Saturday Night Live, Farcical / Slapstick Comedy, Dream Sequence, Directing Yourself, Director Cameo, Scene in End Credits",Based on TV,Comedy,Live Action,Contemporary Fiction,United States,,,,"$47,965,000",,,,
128,https://www.the-numbers.com/movie/Schindlers-List,"['Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall', 'Embeth Davidtz', 'Liam Neeson']","[['Steven Spielberg', 'Director'], ['Steven Spielberg', 'Producer'], ['Gerald R. Molen', 'Producer'], ['Branko Lustig', 'Producer'], ['Steven Zaillian', 'Screenwriter'], ['Thomas Keneally', 'Story Creator'], ['Kathleen Kennedy', 'Executive Producer'], ['Janusz Kaminski', 'Director of Photography'], ['Michael Kahn', 'Editor'], ['Allan Starski', 'Production Designer'], ['Lew Rywin', 'Co-Producer'], ['John Williams', 'Composer']]","$656,636 (0.7% of total gross)",17.01 (domestic box office/biggest weekend),30.1% (domestic box office/worldwide),"25 opening theaters/1,389 max. theaters, 16.0 weeks average run per theater","$216,549,513","$25,000,000 (worldwide box office is 12.9 times production budget)","December 15th, 1993 (Limited) by UniversalFebruary 4th, 1994 (Expands Wide) by UniversalDecember 7th, 2018 (Wide) by Universal, released as Schindler’s List (1993) (Re-Release)","March 9th, 2004 by Universal Home Entertainment","R for language, some sexuality and actuality violence. ",195 minutes,,Best Picture Oscar Winnersvs. Pet SemataryCreate your own comparison chart…,"World War II, War, Holocaust, Jewish, Retro Black and White, Intertitle, Epilogue, War Crimes, Bigotry, Corporate Malfeasance, Slavery, Oscars Best Picture Winner, Historical Drama, 1994 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,United States,"Universal Pictures, Amblin Entertainment","English, German, Hebrew, Polish","March 4th, 1994 (Wide) (Netherlands)
March 5th, 1994 (Wide) (South Korea)
January 24th, 2019 (Wide) (New Zealand)
January 25th, 2019 (Wide) (Argentina)
January 25th, 2019 (Wide), released as Shindler’s List (25th Anniversary) (Australia)
... Show all releases
","$96,898,818","$225,298,312","$322,197,130",,
129,https://www.the-numbers.com/movie/Beethovens-2nd,[],[],"$6,017,225 (11.4% of total gross)",6.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,026 opening theaters/2,048 max. theaters, 4.9 weeks average run per theater","$116,879,720",,"December 17th, 1993 (Wide) by Universal",,PG for mild language and unsuitable teen behavior.,89 minutes,Beethoven,vs. Jurassic ParkCreate your own comparison chart…,"Animal Lead, Family Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,English,,"$52,636,940",,,,
130,https://www.the-numbers.com/movie/Pelican-Brief-The-(1993),"['Sam Shepard', 'John Heard', 'Tony Goldwyn', 'James Sikking', 'William Atherton', 'Robert Culp', 'Stanley Tucci', 'Hume Cronyn', 'John Lithgow', 'Julia Roberts', 'Denzel Washington']","[['Alan J. Pakula', 'Director'], ['Alan J. Pakula', 'Screenwriter'], ['John Grisham', 'Story Creator'], ['Alan J. Pakula', 'Producer'], ['Pieter Jan Brugge', 'Producer'], ['Philip Rosenberg', 'Production Designer'], ['Tom Rolf', 'Editor'], ['Trudy Ship', 'Editor'], ['James Horner', 'Composer'], ['Stephen Goldblatt', 'Director of Photography']]","$16,864,404 (16.7% of total gross)",5.98 (domestic box office/biggest weekend),53.6% (domestic box office/worldwide),"1,993 opening theaters/2,022 max. theaters, 6.7 weeks average run per theater","$224,152,617","$45,000,000 (worldwide box office is 4.2 times production budget)","December 17th, 1993 (Wide) by Warner Bros.","February 10th, 2009 by Warner Home Video",PG-13 for momentary language and some violence.,141 minutes,,vs. Something to Talk AboutCreate your own comparison chart…,"Lawyers, Crime Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United States,Warner Bros.,English,,"$100,768,056","$87,227,803","$187,995,859",,
131,https://www.the-numbers.com/movie/Philadelphia-(1993),"['Jason Robards, Jr.', 'Mary Steenburgen', 'Antonio Banderas', 'Tom Hanks', 'Denzel Washington']","[['Jonathan Demme', 'Director'], ['Edward Saxon', 'Producer'], ['Jonathan Demme', 'Producer'], ['Ron Nyswaner', 'Screenwriter'], ['Gary Goetzman', 'Executive Producer'], ['Kenneth Utt', 'Executive Producer'], ['Ron Bozman', 'Executive Producer'], ['Kristi Zea', 'Production Designer'], ['Tak Fujimoto', 'Director of Photography'], ['Howard Shore', 'Composer'], ['Craig McKay', 'Editor']]",,5.60 (domestic box office/biggest weekend),38.4% (domestic box office/worldwide),,"$173,763,953","$26,000,000 (worldwide box office is 7.7 times production budget)","December 22nd, 1993 (Wide) by Sony/TriStar","July 25th, 2002 by Sony Pictures Home Entertainment",PG-13 for some graphic language and thematic material.,119 minutes,,vs. Forrest GumpCreate your own comparison chart…,"LGBTQ+, Terminal Illness, AIDS, Courtroom Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,Tri-Star Pictures,English,,"$77,324,422","$124,000,000","$201,324,422",,
132,https://www.the-numbers.com/movie/Batman-Mask-of-the-Phantasm,[],"[['Bruce Timm', 'Director'], ['Eric Radomski', 'Director'], ['Alan Burnett', 'Screenwriter'], ['Paul Dini', 'Screenwriter'], ['Martin Pasko', 'Screenwriter'], ['Michael Reaves', 'Screenwriter'], ['Michael E. Uslan', 'Producer']]","$1,406,291 (25.0% of total gross)",4.01 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,506 opening theaters/1,506 max. theaters, 1.5 weeks average run per theater","$11,772,345",,"December 25th, 1993 (Wide) by Warner Bros.","July 25th, 2017 by Warner Archive",PG for animated violence,76 minutes,Batman,vs. Teen Titans Go! To The MoviesCreate your own comparison chart…,"Action Adventure, Prologue, Romance, Relationships Gone Wrong, Vigilante, Surprise Twist, Government Corruption, Young Child Dealing with the Death of a Parent, Revenge, Falsely Accused",Based on Comic/Graphic Novel,Action,Hand Animation,Super Hero,,,English,,"$5,635,204",,,"$689,073","$689,073"
133,https://www.the-numbers.com/movie/Grumpy-Old-Men,"['Jack Lemmon', 'Walter Matthau', 'Ann-Margret']","[['Donald Petrie', 'Director'], ['Alan Silvestri', 'Composer']]","$7,488,527 (10.7% of total gross)",9.37 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,244 opening theaters/1,725 max. theaters, 6.4 weeks average run per theater","$156,771,200",,"December 25th, 1993 (Wide) by Warner Bros.",,PG-13 for some sexual references.,104 minutes,Grumpy Old Men,vs. Dirty GrandpaCreate your own comparison chart…,"Farcical / Slapstick Comedy, Autumn Years, Romance, Love Triangle, Relationships Gone Wrong, Thanksgiving, Christmas, Outtakes During Credits, Set in Minnesota",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,English,,"$70,172,621",,,,
134,https://www.the-numbers.com/movie/Heaven-and-Earth,[],"[['Oliver Stone', 'Director'], ['Oliver Stone', 'Screenwriter'], ['Robert Richardson', 'Director of Photography']]",,3.43 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$13,094,531",,"December 25th, 1993 (Wide) by Warner Bros.",,PG-13,140 minutes,,Create your own comparison chart…,"Vietnam War, War, Biographical Drama, Autobiographical, 1960s, Sex Crimes, Tortured for Information, Pregnant Women, Domestic Abuse",Based on Factual Book/Article,Drama,Live Action,Dramatization,,Regency Enterprises,,,"$5,840,300",,,,
135,https://www.the-numbers.com/movie/Tombstone,[],"[['George P. Cosmatos', 'Director'], ['Bruce Broughton', 'Composer']]","$8,720,255 (15.4% of total gross)",6.48 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,955 opening theaters/1,955 max. theaters, 4.7 weeks average run per theater","$125,945,255","$25,000,000 (worldwide box office is 2.3 times production budget)","December 25th, 1993 (Wide) by Walt Disney","November 11th, 1994 by Walt Disney Home Entertainment",R for violence. (director's cut) ,130 minutes,,vs. Young GunsCreate your own comparison chart…,1880s,Based on Real Life Events,Western,Live Action,Dramatization,United States,,English,,"$56,505,065",,,,
136,https://www.the-numbers.com/movie/Whats-Eating-Gilbert-Grape,"['Mary Steenburgen', 'Leonardo DiCaprio', 'John C. Reilly', 'Johnny Depp', 'Juliette Lewis']","[['Lasse Hallström', 'Director'], ['Bertil Ohlsson', 'Co-Producer'], ['David Matalon', 'Co-Producer'], ['Meir Teper', 'Co-Producer'], ['Peter Hedges', 'Screenwriter'], ['Lasse Hallström', 'Executive Producer'], ['Alan C. Blomquist', 'Executive Producer'], ['Sven Nykvist', 'Director of Photography'], ['Bernt Capra', 'Production Designer'], ['Andrew Mondshein', 'Film Editor'], ['Alan Parker', 'Music Producer'], ['Bjorn Isfalt', 'Music Producer']]",,,100.0% (domestic box office/worldwide),,"$20,311,798","$11,000,000 (worldwide box office is 0.8 times production budget)","December 25th, 1993 (Wide) by Paramount Pictures",,PG-13,117 minutes,,vs. WonderCreate your own comparison chart…,"Learning Disabilities, Coming-of-Age Drama, Coming of Age, Infidelity, Novel or Other Work Adapted by Author, Life in a Small Town, Young Child Dealing with the Death of a Parent, Suicide",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,Matalon Teper Ohlsson,,"August 5th, 2022 (Limited), released as What's Eating Gilbert Grape (ギルバート・グレイプ) (Japan)
","$9,170,214",,,,
137,https://www.the-numbers.com/movie/In-the-Name-of-the-Father,"['Emma Thompson', 'John Lynch', 'Daniel Day-Lewis', 'Pete Postlethwaite']","[['Jim Sheridan', 'Director'], ['Terry George', 'Screenwriter'], ['Jim Sheridan', 'Screenwriter']]",,10.87 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$55,886,171",,"December 29th, 1993 (Limited) by Universal",,R for language and politically-generated violence. ,133 minutes,,vs. Love & FriendshipCreate your own comparison chart…,"Biography, Biographical Drama, False Confession, Wrongfully Convicted, Terrorism, 1970s, Tortured for Information, Corrupt Cops, 1994 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,"Ireland, United Kingdom",,,,"$25,096,862",,,,
138,https://www.the-numbers.com/movie/Shadowlands,[],"[['Richard Attenborough', 'Director'], ['William Nicholson', 'Screenwriter'], ['George Fenton', 'Composer'], ['Richard Attenborough', 'Producer']]",,6.45 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$57,789,432","$22,000,000 (worldwide box office is 1.2 times production budget)","December 29th, 1993 (Wide) by Savoy",,R For some bloody violence. PENDING APPEAL,131 minutes,,Create your own comparison chart…,"Biography, Writing and Writers, 1950s, Terminal Illness, Cancer, Biographical Drama, Marriage of Convenience, Set in England, Romance, Death of a Spouse or Fiancée / Fiancé",Based on Play,Drama,Live Action,Dramatization,United Kingdom,,,,"$25,842,377",,,,
