,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Running Time:,Keywords:,Production Countries:,Languages:,International Releases:,Video Release:,Production/Financing Companies:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
100,https://www.the-numbers.com/movie/Door-in-the-Floor-The,[],"[['John Irving', 'Story Creator']]","$456,876 (11.9% of total gross)",6.71 (domestic box office/biggest weekend),62.8% (domestic box office/worldwide),"47 opening theaters/134 max. theaters, 7.9 weeks average run per theater","$5,663,768",,"July 14th, 2004 (Limited) by Focus Features",R,vs. In the BedroomCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,Relationships Gone Wrong,,,"February 25th, 2005 (Wide), released as The Door In The Floor (Australia)
",,,,"$3,835,551","$2,267,279","$6,102,830",,
101,https://www.the-numbers.com/movie/Cinderella-Story-A,[],"[['Christophe Beck', 'Composer']]","$13,623,350 (26.5% of total gross)",3.78 (domestic box office/biggest weekend),73.4% (domestic box office/worldwide),"2,625 opening theaters/2,625 max. theaters, 4.9 weeks average run per theater","$75,956,201","$19,000,000 (worldwide box office is 3.7 times production budget)","July 16th, 2004 (Wide) by Warner Bros.",PG for mild language and innuendo.,vs. The Hundred-Foot JourneyCreate your own comparison chart…,Based on Folk Tale/Legend/Fairytale,Romantic Comedy,Live Action,Contemporary Fiction,95 minutes,"Tween, Romance",United States,English,"September 23rd, 2004 (Wide) (Australia)
","October 19th, 2004 by Warner Home Video, released as Cinderella Story, A",,A Cinderella Story,"$51,438,175","$18,674,309","$70,112,484",,
102,https://www.the-numbers.com/movie/I-Robot,"['Bruce Greenwood', 'James Cromwell', 'Chi McBride', 'Shia LaBeouf', 'Adrian L. Ricard', 'Alan Tudyk', 'Will Smith', 'Bridget Moynahan']","[['Alex Proyas', 'Director'], ['Jeff Vintar', 'Screenwriter'], ['Akiva Goldsman', 'Screenwriter'], ['Jeff Vintar', 'Story Creator'], ['Isaac Asimov', 'Story Creator'], ['Lawrence Mark', 'Producer'], ['John Davis', 'Producer'], ['Topher Dow', 'Producer'], ['Wych Godfrey', 'Producer'], ['Will Smith', 'Executive Producer'], ['James Lassiter', 'Executive Producer'], ['Michel Shane', 'Executive Producer'], ['Anthony Romano', 'Executive Producer'], ['Steven R. McGlothen', 'Co-Producer']]","$52,179,887 (36.0% of total gross)",2.78 (domestic box office/biggest weekend),41.5% (domestic box office/worldwide),"3,420 opening theaters/3,494 max. theaters, 6.1 weeks average run per theater","$213,820,512","$105,000,000 (worldwide box office is 3.3 times production budget)","July 16th, 2004 (Wide) by 20th Century Fox","PG-13 for intense stylized action, and some brief partial nudity",vs. Ex MachinaCreate your own comparison chart…,Based on Fiction Book/Short Story,Action,Animation/Live Action,Science Fiction,115 minutes,"Robot, Visual Effects, Motion Capture Performance",United States,English,"July 22nd, 2004 (Wide) (Australia)
","December 14th, 2004 by Fox Home Entertainment","20th Century Fox, David Entertainment Company, Lawrence Mark, Overbrook Entertainment, Mediastream IV",,"$144,801,023","$203,828,562","$348,629,585",,
103,https://www.the-numbers.com/movie/Maria-Full-of-Grace,[],"[['Joshua Marston', 'Director'], ['Joshua Marston', 'Screenwriter']]","$139,066 (2.1% of total gross)",12.12 (domestic box office/biggest weekend),45.2% (domestic box office/worldwide),"7 opening theaters/127 max. theaters, 12.4 weeks average run per theater","$9,641,971","$3,200,000 (worldwide box office is 4.5 times production budget)","July 16th, 2004 (Limited) by New Line",R,vs. Cidade de DeusCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,101 minutes,"Boss From Hell, Crime Drama, Narcotics, Smuggler, Drug Cartels, Organized Crime, Accidental Death, Drug Overdose, Death of a Sibling",United States,"English, Spanish","March 25th, 2005 (Wide), released as Maria Full Of Grace (Australia)
","December 7th, 2004 by HBO Home Video",,,"$6,529,624","$7,911,534","$14,441,158",,
104,https://www.the-numbers.com/movie/Bourne-Supremacy-The,"['Franka Potente', 'Brian Cox', 'Julia Stiles', 'Karl Urban', 'Gabriel Mann', 'Joan Allen', 'Matt Damon']","[['Paul Greengrass', 'Director'], ['Tony Gilroy', 'Screenwriter'], ['Frank Marshall', 'Producer'], ['Patrick Crowley', 'Producer'], ['Paul L Sandberg', 'Producer'], ['Robert Ludlum', 'Based on the Novel by'], ['Doug Liman', 'Executive Producer'], ['Jeffrey M. Weiner', 'Executive Producer'], ['Henry Morrison', 'Executive Producer'], ['Oliver Wood', 'Director of Photography'], ['Dominic Watkins', 'Production Designer'], ['Christopher Rouse', 'Editor'], ['Richard Pearson', 'Editor'], ['Dinah Collin', 'Costume Designer'], ['John Powell', 'Composer']]","$52,521,865 (29.8% of total gross)",3.35 (domestic box office/biggest weekend),56.6% (domestic box office/worldwide),"3,165 opening theaters/3,304 max. theaters, 7.7 weeks average run per theater","$260,019,623","$85,000,000 (worldwide box office is 3.7 times production budget)","July 23rd, 2004 (Wide) by Universal","PG-13 for violence and intense action, and for brief language.",vs. Jason BourneCreate your own comparison chart…,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,108 minutes,"Secret Agent, Faulty Memory, Fugitive / On the Run",United States,English,"August 26th, 2004 (Wide) (Australia)
","December 7th, 2004 by Universal Home Entertainment","The Kennedy/Marshall Company, Ludlum Entertainment",Bourne,"$176,087,450","$134,913,674","$311,001,124",,
105,https://www.the-numbers.com/movie/Catwoman,"['Benjamin Bratt', 'Lambert Wilson', 'Frances Conroy', 'Sharon Stone', 'Halle Berry']","[['Pitof', 'Director'], ['Denise Di Novi', 'Producer'], ['Edward L. McDonnell', 'Producer'], ['Michael Fottrell', 'Executive Producer'], ['Benjamin Melniker', 'Executive Producer'], ['Michael E. Uslan', 'Executive Producer'], ['Robert Kirby', 'Executive Producer'], ['Bruce Berman', 'Executive Producer'], ['Alison Greenspan', 'Co-Producer'], ['John Brancato', 'Screenwriter'], ['Michael Ferris', 'Screenwriter'], ['John Rogers', 'Screenwriter'], ['Bob Kane', 'Character Creator'], ['Theresa Rebeck', 'Story Creator'], ['John Brancato', 'Story Creator']]","$16,728,411 (41.6% of total gross)",2.40 (domestic box office/biggest weekend),49.0% (domestic box office/worldwide),"3,117 opening theaters/3,117 max. theaters, 3.6 weeks average run per theater","$59,364,865","$100,000,000 (worldwide box office is 0.8 times production budget)","July 23rd, 2004 (Wide) by Warner Bros.",PG-13 for action violence and some sensuality,vs. SupergirlCreate your own comparison chart…,Based on Comic/Graphic Novel,Action,Live Action,Super Hero,101 minutes,"D.C. Comics, Development Hell, Corporate Malfeasance, Voiceover/Narration",United States,English,"September 16th, 2004 (Wide) (Australia)
","January 18th, 2005 by Warner Home Video",Village Roadshow Productions,Batman,"$40,202,379","$41,875,667","$82,078,046",,
106,https://www.the-numbers.com/movie/Zatoichi,[],"[['Takeshi Kitano', 'Director']]","$61,104 (7.2% of total gross)",7.88 (domestic box office/biggest weekend),2.8% (domestic box office/worldwide),"4 opening theaters/55 max. theaters, 5.5 weeks average run per theater","$1,260,637",,"July 23rd, 2004 (Limited) by Miramax, released as The Blind Swordsman: Zatoichi",R for strong stylized bloody violence,vs. Ashes of TimeCreate your own comparison chart…,Based on Fiction Book/Short Story,Action,Live Action,Historical Fiction,116 minutes,,Japan,English,"September 2nd, 2004 (Wide) (Australia)
","November 26th, 2013 by Criterion, released as Zatoichi: The Blind Swordsman",,,"$853,718","$30,020,832","$30,874,550","$872,534","$872,534"
107,https://www.the-numbers.com/movie/Garden-State,[],"[['Zach Braff', 'Director']]","$201,115 (0.8% of total gross)",8.87 (domestic box office/biggest weekend),74.3% (domestic box office/worldwide),"9 opening theaters/813 max. theaters, 8.2 weeks average run per theater","$39,546,817","$2,500,000 (worldwide box office is 14.4 times production budget)","July 28th, 2004 (Limited) by Fox SearchlightAugust 6th, 2004 (Expands Wide) by Fox Searchlight","R for language, drug use and scene of sexuality.",vs. Napoleon DynamiteCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,,"Coming of Age, Comedy Drama",United States,English,"November 12th, 2004 (Wide) (Australia)
","December 28th, 2004 by Fox Home Entertainment","Double Feature Films, Jersey Films",,"$26,782,316","$9,246,486","$36,028,802",,
108,https://www.the-numbers.com/movie/Confidences-trop-intimes,[],[],"$55,836 (2.7% of total gross)",8.06 (domestic box office/biggest weekend),29.6% (domestic box office/worldwide),"5 opening theaters/94 max. theaters, 7.7 weeks average run per theater","$3,110,822",,"July 30th, 2004 (Limited) by Paramount Vantage, released as Intimate Strangers",R,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,,Foreign Language,,,,,,,"$2,106,677","$5,010,350","$7,117,027",,
109,https://www.the-numbers.com/movie/Harold-and-Kumar-Go-to-White-Castle,"['Neil Patrick Harris', 'Anthony Anderson', 'Fred Willard', 'John Cho', 'Kal Penn']","[['Danny Leiner', 'Director'], ['Jon Hurwitz', 'Screenwriter'], ['Hayden Schlossberg', 'Screenwriter'], ['Greg Shapiro', 'Producer'], ['Nathan Kahane', 'Producer'], ['Joe Drake', 'Executive Producer'], ['Carsten Lorenz', 'Executive Producer'], ['Hanno Huth', 'Executive Producer'], ['J David Brewington Jr', 'Executive Producer'], ['Luke Ryan', 'Executive Producer'], ['J. Miles Dale', 'Co-Producer'], ['Bruce Douglas Johnson', 'Director of Photography'], ['Steve Rosenzweig', 'Production Designer'], ['Jeff Betancourt', 'Editor'], ['David Kitay', 'Composer'], ['Cassandra Kulukundis', 'Casting Director']]","$5,480,378 (30.1% of total gross)",3.33 (domestic box office/biggest weekend),93.6% (domestic box office/worldwide),"2,135 opening theaters/2,163 max. theaters, 2.9 weeks average run per theater","$26,912,199","$9,000,000 (worldwide box office is 2.2 times production budget)","July 30th, 2004 (Wide) by New Line","R for strong language, sexual content, drug use and some crude humor","vs. The Goods: Live Hard, Sell HardCreate your own comparison chart…",Original Screenplay,Comedy,Live Action,Contemporary Fiction,88 minutes,"Road Trip, Narcotics, Fictionalized Version of Yourself, Stoner Comedy",United States,English,"September 23rd, 2004 (Wide) (Australia)
","January 4th, 2005 by New Line Home Video","New Line Cinema, Senator Entertainment, Kingsgate Films, Endgame Entertainment",Harold & Kumar,"$18,225,165","$1,249,387","$19,474,552",,
110,https://www.the-numbers.com/movie/Manchurian-Candidate-The-(2004),"['Meryl Streep', 'Liev Schreiber', 'Denzel Washington']","[['Jonathan Demme', 'Director'], ['Daniel Pyne', 'Screenwriter'], ['Dean Georgaris', 'Screenwriter'], ['George Axelrod', 'Based on the Screenplay'], ['Richard Condon', 'Story Creator'], ['Tina Sinatra', 'Producer'], ['Scott Rudin', 'Producer'], ['Jonathan Demme', 'Producer'], ['Ilona Herzberg', 'Producer'], ['Scott Aversano', 'Executive Producer'], ['Kristi Zea', 'Production Designer'], ['Carol Littleton', 'Editor'], ['Craig McKay', 'Editor'], ['Rachel Portman', 'Composer'], ['Tak Fujimoto', 'Director of Photography']]","$20,018,620 (30.4% of total gross)",3.29 (domestic box office/biggest weekend),68.6% (domestic box office/worldwide),"2,867 opening theaters/2,867 max. theaters, 5.4 weeks average run per theater","$97,383,199","$80,000,000 (worldwide box office is 1.2 times production budget)","July 30th, 2004 (Wide) by Paramount Pictures",R for violence and some language,vs. Enemy of the StateCreate your own comparison chart…,Remake,Thriller/Suspense,Live Action,Historical Fiction,130 minutes,"Political, Gulf War, Film Noir, Political Thriller, Faulty Memory, Brainwashing, Political Assassination","Kuwait, United States",English,"October 29th, 2004 (Wide) (Australia)
","December 21st, 2004 by Paramount Home Video","Scott Rudin Productions, Tina Sinatra, Clinica Estetico",,"$65,948,711","$30,187,161","$96,135,872",,
111,https://www.the-numbers.com/movie/Thunderbirds,"['Anthony Edwards', 'Sophia Myles', 'Ben Kingsley', 'Bill Paxton']","[['Jonathan Frakes', 'Director'], ['William Osborne', 'Screenwriter'], ['Michael McCullers', 'Screenwriter'], ['Peter Hewitt', 'Story Creator'], ['William Osborne', 'Story Creator'], ['Tim Bevan', 'Producer'], ['Eric Fellner', 'Producer'], ['Mark Huffam', 'Producer'], ['Debra Hayward', 'Executive Producer'], ['Liza Chasin', 'Executive Producer'], ['John Beard', 'Production Designer'], ['Martin Walsh', 'Editor'], ['Hans Zimmer', 'Composer'], ['Brendan Galvin', 'Director of Photography']]","$2,766,810 (40.9% of total gross)",2.45 (domestic box office/biggest weekend),24.0% (domestic box office/worldwide),"2,057 opening theaters/2,062 max. theaters, 2.4 weeks average run per theater","$9,994,044","$55,000,000 (worldwide box office is 0.5 times production budget)","July 30th, 2004 (Wide) by Universal",PG for intense action sequences and language,vs. Star Trek VI: The Undiscovered CountryCreate your own comparison chart…,Based on TV,Adventure,Live Action,Science Fiction,94 minutes,Rescue,United States,English,"September 16th, 2004 (Wide) (Australia)
",,"Universal Pictures, StudioCanal, Working Title Films",,"$6,768,055","$21,463,389","$28,231,444",,
112,https://www.the-numbers.com/movie/Village-The,"['Adrien Brody', 'William Hurt', 'Sigourney Weaver', 'Joaquin Phoenix', 'Bryce Dallas Howard']","[['M. Night Shyamalan', 'Director'], ['M. Night Shyamalan', 'Screenwriter'], ['Scott Rudin', 'Producer'], ['Sam Mercer', 'Producer'], ['M. Night Shyamalan', 'Producer']]","$50,746,142 (44.4% of total gross)",2.25 (domestic box office/biggest weekend),44.3% (domestic box office/worldwide),"3,730 opening theaters/3,733 max. theaters, 4.6 weeks average run per theater","$168,629,826","$71,682,975 (worldwide box office is 3.6 times production budget)","July 30th, 2004 (Wide) by Walt Disney",PG-13 for a scene of violence and frightening situations,vs. Lady in the WaterCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,109 minutes,"Surprise Twist, Superstition",United States,English,"September 2nd, 2004 (Wide) (Australia)
","January 11th, 2005 by Buena Vista Home Entertainment","Touchstone Pictures, Blinding Edge Pictures, Scott Rudin Productions",,"$114,197,520","$143,444,114","$257,641,634",,
113,https://www.the-numbers.com/movie/Collateral,"['Jada Pinkett Smith', 'Mark Ruffalo', 'Peter Berg', 'Bruce McGill', 'Tom Cruise', 'Jamie Foxx']","[['Michael Mann', 'Director'], ['James Newton Howard', 'Composer'], ['Stuart Beattie', 'Screenwriter'], ['Michael Mann', 'Producer'], ['Julie Richardson', 'Producer'], ['Frank Darabont', 'Executive Producer'], ['Rob Fried', 'Executive Producer'], ['Chuck Russell', 'Executive Producer'], ['Peter Giullano', 'Executive Producer'], ['Michael Waxman', 'Co-Producer']]","$24,701,458 (24.7% of total gross)",4.06 (domestic box office/biggest weekend),46.0% (domestic box office/worldwide),"3,188 opening theaters/3,205 max. theaters, 6.5 weeks average run per theater","$147,916,309","$60,000,000 (worldwide box office is 3.6 times production budget)","August 6th, 2004 (Wide) by Dreamworks SKG",R for violence and language,vs. War of the WorldsCreate your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,120 minutes,"Hitmen, Film Noir",United States,English,"October 14th, 2004 (Wide) (Australia)
October 21st, 2004 (Wide) (New Zealand)
","December 14th, 2004 by Dreamworks Video","DreamWorks Pictures, Paramount Pictures, Parkes+Macdonald Productions, Edge City, Image Nation",,"$100,170,152","$117,432,815","$217,602,967",,
114,https://www.the-numbers.com/movie/Little-Black-Book,"['Holly Hunter', 'Kathy Bates', 'Julianne Nicholson', 'Brittany Murphy', 'Ron Livingston']","[['Nick Hurran', 'Director'], ['Elaine Goldsmith-Thomas', 'Producer'], ['Deborah Schindler', 'Producer'], ['William Sherak', 'Producer'], ['Jason Shuman', 'Producer'], ['Melissa Carter', 'Screenwriter'], ['Elisa Bell', 'Screenwriter'], ['Melissa Carter', 'Story by'], ['Herbert W. Gains', 'Executive Producer'], ['Rachael Horovitz', 'Executive Producer'], ['Warren Zide', 'Executive Producer'], ['Craig Perry', 'Executive Producer'], ['Christophe Beck', 'Composer'], ['Randall Poster', 'Music Supervisor']]","$7,075,217 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),93.9% (domestic box office/worldwide),"2,445 opening theaters/2,445 max. theaters, 3.2 weeks average run per theater","$30,156,462","$30,000,000 (worldwide box office is 0.7 times production budget)","August 6th, 2004 (Wide) by Sony Pictures",PG-13 for sexual content/humor and language,vs. Bridget Jones’s BabyCreate your own comparison chart…,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,106 minutes,"Relationship Advice, TV Industry, Romance",United States,English,,"January 4th, 2005 by Sony Pictures Home Entertainment","Revolution Studios, Blue Star Pictures",,"$20,422,207","$1,336,164","$21,758,371",,
115,https://www.the-numbers.com/movie/Open-Water,"['Saul Stein', 'Blanchard Ryan', 'Daniel Travis']","[['Laura Lau', 'Producer'], ['Chris Kentis', 'Producer'], ['Chris Kentis', 'Director'], ['Chris Kentis', 'Screenwriter'], ['Chris Kentis', 'Editor'], ['Graeme Revell', 'Composer']]","$1,100,943 (3.6% of total gross)",2.67 (domestic box office/biggest weekend),54.9% (domestic box office/worldwide),"47 opening theaters/2,709 max. theaters, 3.4 weeks average run per theater","$45,039,143","$500,000 (worldwide box office is 111.0 times production budget)","August 6th, 2004 (Wide) by Lionsgate",R for language and some nudity,vs. The ShallowsCreate your own comparison chart…,Based on Real Life Events,Thriller/Suspense,Live Action,Contemporary Fiction,79 minutes,Isolation Horror,United States,English,"October 14th, 2004 (Wide) (Australia)
",,,Open Water,"$30,500,882","$25,017,759","$55,518,641",,
116,https://www.the-numbers.com/movie/Princess-Diaries-2-Royal-Engagement-The,"['Anne Hathaway', 'Julie Andrews']","[['Garry Marshall', 'Director'], ['Debra Martin Chase', 'Producer'], ['Whitney Houston', 'Producer'], ['Mario Iscovich', 'Producer'], ['Shonda Rhimes', 'Screenwriter'], ['Gina Wendkos', 'Story Creator'], ['Shonda Rhimes', 'Story Creator'], ['John Debney', 'Composer'], ['Ellen H. Schwartz', 'Executive Producer'], ['Charles Minsky', 'Cinematographer'], ['Bruce Green', 'Editor']]","$22,956,453 (24.1% of total gross)",4.14 (domestic box office/biggest weekend),70.6% (domestic box office/worldwide),"3,472 opening theaters/3,490 max. theaters, 6.2 weeks average run per theater","$140,502,465","$45,000,000 (worldwide box office is 3.0 times production budget)","August 11th, 2004 (Wide) by Walt Disney",G,vs. Life as We Know ItCreate your own comparison chart…,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,113 minutes,"Prince/Princess, Tween, Royalty, Family Movie, Romance",United States,English,"September 16th, 2004 (Wide) (Australia)
","December 14th, 2004 by Walt Disney Home Entertainment",Walt Disney Pictures,Princess Diaries,"$95,149,435","$39,564,000","$134,713,435",,
117,https://www.the-numbers.com/movie/AVP-Alien-Vs-Predator,[],"[['Paul W.S. Anderson', 'Director']]","$38,291,056 (47.7% of total gross)",2.10 (domestic box office/biggest weekend),46.5% (domestic box office/worldwide),"3,395 opening theaters/3,401 max. theaters, 4.3 weeks average run per theater","$118,547,119","$70,000,000 (worldwide box office is 2.5 times production budget)","August 13th, 2004 (Wide) by 20th Century Fox","PG-13 for violence, language, horror images, slime and gore.",vs. I am LegendCreate your own comparison chart…,Spin-Off,Action,Live Action,Science Fiction,101 minutes,"Franchise Crossover, Parasite, Alien Invasion","Canada, Czech Republic, Germany, United Kingdom, United States",English,"September 30th, 2004 (Wide), released as AVP: Alien vs. Predator (Australia)
",,Davis Entertainment,AlienPredatorAVP,"$80,281,096","$92,262,423","$172,543,519",,
118,https://www.the-numbers.com/movie/Yu-Gi-Oh,[],"[['Hatsuki Tsuji', 'Director']]","$9,485,494 (48.0% of total gross)",2.08 (domestic box office/biggest weekend),68.8% (domestic box office/worldwide),"2,411 opening theaters/2,411 max. theaters, 3.7 weeks average run per theater","$29,182,580","$20,000,000 (worldwide box office is 1.4 times production budget)","August 13th, 2004 (Wide) by Warner Bros.",PG for scary combat and monster images.,vs. The Tigger MovieCreate your own comparison chart…,Based on Comic/Graphic Novel,Adventure,Hand Animation,Kids Fiction,100 minutes,"Anime, Monster",Japan,Japanese,"September 16th, 2004 (Wide), released as Yu-Gi-Oh! (Australia)
June 12th, 2018 (Limited) (United Kingdom)
","November 16th, 2004 by Warner Home Video",,,"$19,762,690","$8,952,313","$28,715,003",,
119,https://www.the-numbers.com/movie/Exorcist-The-Beginning,"[""James D'Arcy"", 'Izabella Scorupco', 'Stellan Skarsgård']","[['Renny Harlin', 'Director'], ['James G. Robinson', 'Producer'], ['William Wisher', 'Story Creator'], ['Caleb Carr', 'Story Creator'], ['Alexi Hawley', 'Screenwriter'], ['Guy McElwaine', 'Executive Producer'], ['David C. Robinson', 'Executive Producer'], ['Vittorio Storaro', 'Director of Photography'], ['Mark Goldblatt', 'Editor'], ['Stefano Ortolani', 'Production Designer'], ['Wayne Morris', 'Co-Producer'], ['Luke Reichle', 'Costume Designer'], ['Trevor Rabin', 'Composer']]","$18,054,001 (43.2% of total gross)",2.32 (domestic box office/biggest weekend),95.1% (domestic box office/worldwide),"2,803 opening theaters/2,813 max. theaters, 4.1 weeks average run per theater","$61,745,938","$78,000,000 (worldwide box office is 0.6 times production budget)","August 20th, 2004 (Wide) by Warner Bros.","R for strong violence and gore, disturbing images and rituals, and for language including some sexual dialogue",vs. Memoirs of a GeishaCreate your own comparison chart…,Based on Fiction Book/Short Story,Horror,Live Action,Historical Fiction,114 minutes,"Possessed, Supernatural Horror, Supernatural, Demons, Delayed Sequel, Prequel","Italy, Morocco",English,"October 29th, 2004 (Wide) (Australia)
",,Morgan Creek Productions,Exorcist,"$41,814,863","$2,142,678","$43,957,541",,
120,https://www.the-numbers.com/movie/Nicotina,[],[],"$446,768 (40.3% of total gross)",2.48 (domestic box office/biggest weekend),20.0% (domestic box office/worldwide),"96 opening theaters/96 max. theaters, 2.6 weeks average run per theater","$1,637,753",,"August 20th, 2004 (Limited) by Arenas Entertainment",R for violence and language,Create your own comparison chart…,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,,Mexico,,,,,,"$1,109,100","$4,450,000","$5,559,100",,
121,https://www.the-numbers.com/movie/Rosenstrasse,[],"[['Margarethe Von Trotta', 'Director']]","$45,024 (6.2% of total gross)",9.73 (domestic box office/biggest weekend),12.1% (domestic box office/worldwide),"10 opening theaters/24 max. theaters, 10.7 weeks average run per theater","$1,080,740",,"August 20th, 2004 (Limited) by IDP Distribution","PG-13 for mature thematic material, some violence and brief drug content",Create your own comparison chart…,Original Screenplay,Drama,Live Action,Historical Fiction,136 minutes,,Germany,,"June 3rd, 2005 (Wide) (Australia)
",,,,"$732,036","$5,341,090","$6,073,126",,
122,https://www.the-numbers.com/movie/Without-a-Paddle-(2004),"['Ethan Suplee', 'Burt Reynolds', 'Seth Green', 'Matthew Lillard', 'Dax Shepard']","[['Steven Brill', 'Director'], ['Christophe Beck', 'Composer']]","$13,528,946 (23.3% of total gross)",4.30 (domestic box office/biggest weekend),89.3% (domestic box office/worldwide),"2,730 opening theaters/2,756 max. theaters, 7.4 weeks average run per theater","$85,874,482","$30,000,000 (worldwide box office is 2.2 times production budget)","August 20th, 2004 (Wide) by Paramount Pictures","PG-13 for drug content, sexual material, language, crude humor and some violence.",vs. Girls TripCreate your own comparison chart…,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,99 minutes,"Treasure Hunters, Farcical / Slapstick Comedy, Camping, Death of a Best Friend, Narcotics, Corrupt Cops, Funeral Reunions",United States,English,"November 19th, 2004 (Wide), released as Without A Paddle (Australia)
","January 11th, 2005 by Paramount Home Video",,Without a Paddle,"$58,156,435","$6,964,845","$65,121,280",,
123,https://www.the-numbers.com/movie/Anacondas-The-Hunt-for-the-Blood-Orchid,"['Johnny Messner', 'KaDee Strickland', 'Matthew Marsden', 'Eugene Byrd', 'Salli Richardson', 'Nicholas Gonzalez', 'Karl Yune', 'Morris Chestnut']","[['Dwight H. Little', 'Director'], ['John Claflin', 'Screenwriter'], ['Daniel Zelman', 'Screenwriter'], ['Michael Miner', 'Screenwriter'], ['Edward Neumeier', 'Screenwriter'], ['Hans Bauer', 'Screenwriter'], ['Jim Cash', 'Screenwriter'], ['Jim Cash', 'Story by'], ['Hans Bauer', 'Story by'], ['Jack Epps, Jr.', 'Story by']]","$12,812,287 (40.6% of total gross)",2.46 (domestic box office/biggest weekend),44.8% (domestic box office/worldwide),"2,905 opening theaters/2,905 max. theaters, 4.0 weeks average run per theater","$46,553,458","$25,000,000 (worldwide box office is 2.8 times production budget)","August 27th, 2004 (Wide) by Sony Pictures","PG-13 for action violence, scary images and some language.",vs. Fright NightCreate your own comparison chart…,Original Screenplay,Horror,Live Action,Contemporary Fiction,96 minutes,"Animals Gone Bad, Nature Horror",United States,"English, Indonesian","October 7th, 2004 (Wide), released as Anacondas: The Hunt For The Blood Orchid (Australia)
",,"Screen Gems, Middle Fork",Anaconda,"$31,526,393","$38,800,000","$70,326,393",,
124,https://www.the-numbers.com/movie/Superbabies-Baby-Geniuses-2,[],[],"$3,251,856 (35.7% of total gross)",2.80 (domestic box office/biggest weekend),97.4% (domestic box office/worldwide),"1,276 opening theaters/1,276 max. theaters, 4.3 weeks average run per theater","$13,451,280","$20,000,000 (worldwide box office is 0.5 times production budget)","August 27th, 2004 (Wide) by Sony Pictures",PG for action violence and some rude humor,vs. Christmas with the KranksCreate your own comparison chart…,Original Screenplay,Adventure,Live Action,Kids Fiction,88 minutes,,,English,,,,Baby Geniuses,"$9,109,322","$246,047","$9,355,369",,
125,https://www.the-numbers.com/movie/Suspect-Zero,[],"[['E. Elias Merhige', 'Director'], ['Zak Penn', 'Screenwriter'], ['Billy Ray', 'Screenwriter'], ['Zak Penn', 'Story Creator'], ['Clint Mansell', 'Composer']]","$3,446,375 (39.6% of total gross)",2.53 (domestic box office/biggest weekend),99.9% (domestic box office/worldwide),"1,500 opening theaters/1,501 max. theaters, 3.1 weeks average run per theater","$12,865,409","$27,000,000 (worldwide box office is 0.3 times production budget)","August 27th, 2004 (Wide) by Paramount Pictures","R for violent content, language and some nudity",vs. MindhuntersCreate your own comparison chart…,Original Screenplay,Horror,Live Action,Contemporary Fiction,99 minutes,"Serial Killer, Psychological Horror, Police Brutality, FBI, Psychics, Human Experimentation","Germany, United Kingdom, United States",English,"September 16th, 2004 (Wide) (Australia)
","April 12th, 2005 by Paramount Home Video",,,"$8,712,564","$11,036","$8,723,600",,
126,https://www.the-numbers.com/movie/Cookout-The,[],"[['Lance Rivera', 'Director'], ['Laurie B. Turner', 'Screenwriter'], ['Ramsey Gbelawoe', 'Screenwriter'], ['Jeffrey Brian Holmes', 'Screenwriter']]","$5,000,900 (43.3% of total gross)",2.31 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,303 opening theaters/1,303 max. theaters, 3.3 weeks average run per theater","$17,040,712","$16,000,000 (worldwide box office is 0.7 times production budget)","September 3rd, 2004 (Wide) by Lionsgate","PG-13 for drug content, sexual references and language",vs. Home AloneCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,97 minutes,"Basketball, Food, African Americans, Family Comedy, Dysfunctional Family, Rags to Riches, Culture Clash",,,,"January 18th, 2005 by Lionsgate Home Entertainment",,,"$11,540,112",,,,
