,url,cast,crew,Domestic Share:,Production Budget:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Box Office,International Box Office,Worldwide Box Office
0,https://www.the-numbers.com/movie/Birth-of-a-Nation-The-(1915),[],"[['D.W. Griffith', 'Director'], ['D.W. Griffith', 'Screenwriter'], ['Frank E. Woods', 'Screenwriter']]",90.9% (domestic box office/worldwide),"$110,000 (worldwide box office is 100.0 times production budget)","February 8th, 1915 (Wide)",Not Rated,190 minutes,vs. Gone with the WindCreate your own comparison chart…,"Whitewashed Casting, Ku Klux Klan, Historical Drama, Based on an UNTRUE Story",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,English,"$10,000,000","$1,000,000","$11,000,000"
