,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Japan,8/5/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Local-Hero,https://www.the-numbers.com/movie/Local-Hero/Japan#tab=box-office,"$72,677",7/12/2023
1,New Zealand,6/1/2023,$386,1,1,2,$453,6/12/2023,https://www.the-numbers.com/movie/Local-Hero,https://www.the-numbers.com/movie/Local-Hero/New-Zealand#tab=box-office,"$72,677",7/12/2023
2,United Kingdom,3/17/1983,$0,0,27,65,"$72,224",7/12/2023,https://www.the-numbers.com/movie/Local-Hero,https://www.the-numbers.com/movie/Local-Hero/United-Kingdom#tab=box-office,"$72,677",7/12/2023
0,Japan,8/5/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Local-Hero,https://www.the-numbers.com/movie/Local-Hero/Japan#tab=box-office,"$72,677",7/12/2023
1,New Zealand,6/1/2023,$386,1,1,2,$453,6/12/2023,https://www.the-numbers.com/movie/Local-Hero,https://www.the-numbers.com/movie/Local-Hero/New-Zealand#tab=box-office,"$72,677",7/12/2023
2,United Kingdom,3/17/1983,$0,0,27,65,"$72,224",7/12/2023,https://www.the-numbers.com/movie/Local-Hero,https://www.the-numbers.com/movie/Local-Hero/United-Kingdom#tab=box-office,"$72,677",7/12/2023
0,Australia,12/15/1983,$0,0,1,1,"$15,276",7/3/2023,https://www.the-numbers.com/movie/Outsiders-The,https://www.the-numbers.com/movie/Outsiders-The/Australia#tab=box-office,"$25,327",7/3/2023
1,New Zealand,10/14/2021,$0,0,1,3,"$1,989",10/20/2022,https://www.the-numbers.com/movie/Outsiders-The,https://www.the-numbers.com/movie/Outsiders-The/New-Zealand#tab=box-office,"$25,327",7/3/2023
2,United Kingdom,10/15/2021,"$8,062",14,14,14,"$8,062",10/21/2021,https://www.the-numbers.com/movie/Outsiders-The,https://www.the-numbers.com/movie/Outsiders-The/United-Kingdom#tab=box-office,"$25,327",7/3/2023
0,Australia,12/15/1983,$0,0,1,1,"$15,276",7/3/2023,https://www.the-numbers.com/movie/Outsiders-The,https://www.the-numbers.com/movie/Outsiders-The/Australia#tab=box-office,"$25,327",7/3/2023
1,New Zealand,10/14/2021,$0,0,1,3,"$1,989",10/20/2022,https://www.the-numbers.com/movie/Outsiders-The,https://www.the-numbers.com/movie/Outsiders-The/New-Zealand#tab=box-office,"$25,327",7/3/2023
2,United Kingdom,10/15/2021,"$8,062",14,14,14,"$8,062",10/21/2021,https://www.the-numbers.com/movie/Outsiders-The,https://www.the-numbers.com/movie/Outsiders-The/United-Kingdom#tab=box-office,"$25,327",7/3/2023
0,Australia,6/23/1983,$0,0,1,2,$0,,https://www.the-numbers.com/movie/Evil-Dead-The,https://www.the-numbers.com/movie/Evil-Dead-The/Australia#tab=box-office,"$27,000,000",7/20/2021
1,New Zealand,6/25/2020,$0,0,5,6,"$63,081",7/20/2021,https://www.the-numbers.com/movie/Evil-Dead-The,https://www.the-numbers.com/movie/Evil-Dead-The/New-Zealand#tab=box-office,"$27,000,000",7/20/2021
2,United Kingdom,10/26/2018,"$2,071",4,4,4,"$2,071",11/1/2018,https://www.the-numbers.com/movie/Evil-Dead-The,https://www.the-numbers.com/movie/Evil-Dead-The/United-Kingdom#tab=box-office,"$27,000,000",7/20/2021
3,Rest of World,,,,,,"$26,934,848",,https://www.the-numbers.com/movie/Evil-Dead-The,,"$27,000,000",7/20/2021
0,Australia,6/23/1983,$0,0,1,2,$0,,https://www.the-numbers.com/movie/Evil-Dead-The,https://www.the-numbers.com/movie/Evil-Dead-The/Australia#tab=box-office,"$27,000,000",7/20/2021
1,New Zealand,6/25/2020,$0,0,5,6,"$63,081",7/20/2021,https://www.the-numbers.com/movie/Evil-Dead-The,https://www.the-numbers.com/movie/Evil-Dead-The/New-Zealand#tab=box-office,"$27,000,000",7/20/2021
2,United Kingdom,10/26/2018,"$2,071",4,4,4,"$2,071",11/1/2018,https://www.the-numbers.com/movie/Evil-Dead-The,https://www.the-numbers.com/movie/Evil-Dead-The/United-Kingdom#tab=box-office,"$27,000,000",7/20/2021
3,Rest of World,,,,,,"$26,934,848",,https://www.the-numbers.com/movie/Evil-Dead-The,,"$27,000,000",7/20/2021
0,Australia,8/18/1983,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Valley-Girl,https://www.the-numbers.com/movie/Valley-Girl/Australia#tab=box-office,$549,6/6/2023
1,New Zealand,5/11/2023,$0,0,1,1,$549,6/6/2023,https://www.the-numbers.com/movie/Valley-Girl,https://www.the-numbers.com/movie/Valley-Girl/New-Zealand#tab=box-office,$549,6/6/2023
0,Australia,8/18/1983,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Valley-Girl,https://www.the-numbers.com/movie/Valley-Girl/Australia#tab=box-office,$549,6/6/2023
1,New Zealand,5/11/2023,$0,0,1,1,$549,6/6/2023,https://www.the-numbers.com/movie/Valley-Girl,https://www.the-numbers.com/movie/Valley-Girl/New-Zealand#tab=box-office,$549,6/6/2023
0,Australia,9/25/2020,"$176,373",197,197,201,"$195,086",10/19/2022,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi/Australia#tab=box-office,"$165,900,281",5/9/2023
1,New Zealand,4/24/1997,$0,0,62,62,"$22,560",10/19/2022,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi/New-Zealand#tab=box-office,"$165,900,281",5/9/2023
2,United Kingdom,4/28/2023,"$561,514",40,40,40,"$561,514",5/9/2023,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi/United-Kingdom#tab=box-office,"$165,900,281",5/9/2023
3,Rest of World,,,,,,"$165,121,121",,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi,,"$165,900,281",5/9/2023
0,Australia,9/25/2020,"$176,373",197,197,201,"$195,086",10/19/2022,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi/Australia#tab=box-office,"$165,900,281",5/9/2023
1,New Zealand,4/24/1997,$0,0,62,62,"$22,560",10/19/2022,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi/New-Zealand#tab=box-office,"$165,900,281",5/9/2023
2,United Kingdom,4/28/2023,"$561,514",40,40,40,"$561,514",5/9/2023,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi/United-Kingdom#tab=box-office,"$165,900,281",5/9/2023
3,Rest of World,,,,,,"$165,121,121",,https://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi,,"$165,900,281",5/9/2023
0,Australia,9/25/2020,$195,1,1,1,$195,10/2/2020,https://www.the-numbers.com/movie/Octopussy,https://www.the-numbers.com/movie/Octopussy/Australia#tab=box-office,"$119,600,000",8/17/2022
1,United Kingdom,3/25/2022,$0,0,99,100,"$23,464",8/17/2022,https://www.the-numbers.com/movie/Octopussy,https://www.the-numbers.com/movie/Octopussy/United-Kingdom#tab=box-office,"$119,600,000",8/17/2022
2,Rest of World,,,,,,"$119,576,341",,https://www.the-numbers.com/movie/Octopussy,,"$119,600,000",8/17/2022
0,Australia,9/25/2020,$195,1,1,1,$195,10/2/2020,https://www.the-numbers.com/movie/Octopussy,https://www.the-numbers.com/movie/Octopussy/Australia#tab=box-office,"$119,600,000",8/17/2022
1,United Kingdom,3/25/2022,$0,0,99,100,"$23,464",8/17/2022,https://www.the-numbers.com/movie/Octopussy,https://www.the-numbers.com/movie/Octopussy/United-Kingdom#tab=box-office,"$119,600,000",8/17/2022
2,Rest of World,,,,,,"$119,576,341",,https://www.the-numbers.com/movie/Octopussy,,"$119,600,000",8/17/2022
0,Australia,12/15/1983,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Never-Say-Never-Again,https://www.the-numbers.com/movie/Never-Say-Never-Again/Australia#tab=box-office,"$104,500,000",
0,Australia,12/15/1983,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Never-Say-Never-Again,https://www.the-numbers.com/movie/Never-Say-Never-Again/Australia#tab=box-office,"$104,500,000",
0,Australia,3/8/1984,$0,0,1,1,$213,12/18/2020,https://www.the-numbers.com/movie/Right-Stuff-The,https://www.the-numbers.com/movie/Right-Stuff-The/Australia#tab=box-office,$213,12/18/2020
0,Australia,3/8/1984,$0,0,1,1,$213,12/18/2020,https://www.the-numbers.com/movie/Right-Stuff-The,https://www.the-numbers.com/movie/Right-Stuff-The/Australia#tab=box-office,$213,12/18/2020
0,Australia,3/29/1984,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Yentl,https://www.the-numbers.com/movie/Yentl/Australia#tab=box-office,$0,
