,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Total Est. Domestic Video Sales,Est. Domestic Blu-ray Sales
196,https://www.the-numbers.com/movie/RocknRolla,['Thandie Newton*'],"[['Guy Ritchie', 'Director'], ['Guy Ritchie', 'Screenwriter'], ['Joel Silver', 'Producer'], ['Susan Downey', 'Producer'], ['Steve Clark-Hall', 'Producer'], ['Guy Ritchie', 'Producer'], ['Steve Richards', 'Executive Producer'], ['Navid McIhargey', 'Executive Producer']]","$144,701 (2.5% of total gross)",3.04 (domestic box office/biggest weekend),20.5% (domestic box office/worldwide),"$18,000,000 (worldwide box office is 1.5 times production budget)","7 opening theaters/836 max. theaters, 3.1 weeks average run per theater","$7,280,604","October 8th, 2008 (Limited) by Warner Bros.October 31st, 2008 (Expands Wide) by Warner Bros.","January 27th, 2009 by Warner Home Video","R for pervasive language, violence, drug use and brief sexuality.",110 minutes,vs. OctopussyCreate your own comparison chart…,"Crime, Action Thriller, Organized Crime, Set in London, Faked Death, Addiction, Dysfunctional Family, No Honor Among Thieves, Heist",Original Screenplay,Action,Live Action,Contemporary Fiction,"Warner Bros., Dark Castle Entertainment, Toff Guy Films","United Kingdom, United States","English, Russian",,,"$5,700,626","$22,093,713","$27,794,339","$9,213,474","$10,779,525","$1,566,051"
197,https://www.the-numbers.com/movie/Krabat,[],"[['Marco Kreuzpaintner', 'Director']]",,,,,,,,,,120 minutes,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Fantasy,,Germany,German,"October 9th, 2008 (Limited) (Germany)
January 7th, 2021 (Limited) (Germany)
",,n/a,"$5,000,000","$5,000,000",,,
198,https://www.the-numbers.com/movie/Body-of-Lies-(2008),"['Mark Strong', 'Golshifteh Farahani', 'Oscar Isaac', 'Simon McBurney', 'Leonardo DiCaprio', 'Russell Crowe']","[['Ridley Scott', 'Director'], ['Ridley Scott', 'Producer'], ['Donald DeLine', 'Producer'], ['William Monahan', 'Screenwriter'], ['David Ignatius', 'Based on the novel ""Body of Lies""'], ['Michael Costigan', 'Executive Producer'], ['Charles J.D. Schlissel', 'Executive Producer'], ['Alexander Witt', 'Director of Photography'], ['Arthur Max', 'Production Designer'], ['Pietro Scalia', 'Editor'], ['Marc Streitenfeld', 'Composer'], ['Janty Yates', 'Costume Designer']]","$12,884,416 (32.7% of total gross)",3.06 (domestic box office/biggest weekend),33.2% (domestic box office/worldwide),"$67,500,000 (worldwide box office is 1.8 times production budget)","2,710 opening theaters/2,714 max. theaters, 4.2 weeks average run per theater","$50,308,922","October 10th, 2008 (Wide) by Warner Bros.","February 17th, 2009 by Warner Home Video","R for strong violence including some torture, and for language throughout.",128 minutes,vs. HannibalCreate your own comparison chart…,"Action Thriller, C.I.A., Terrorism, Set in Iraq, Kidnap, Double-Crossed, Rescue, Surprise Twist",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,Warner Bros.,United States,"Arabic, English",,,"$39,394,666","$79,161,864","$118,556,530","$23,561,719","$23,561,719",
199,https://www.the-numbers.com/movie/City-of-Ember,[],"[['Gil Kenan', 'Director'], ['Caroline Thompson', 'Screenwriter'], ['Tom Hanks', 'Producer'], ['Gary Goetzman', 'Producer'], ['Steven Shareshian', 'Producer'], ['John D. Schofield', 'Executive Producer'], ['Diana Choi Sachs', 'Executive Producer'], ['Andrew Lockington', 'Composer']]","$3,129,473 (39.7% of total gross)",2.52 (domestic box office/biggest weekend),44.2% (domestic box office/worldwide),"$38,000,000 (worldwide box office is 0.5 times production budget)","2,022 opening theaters/2,023 max. theaters, 2.8 weeks average run per theater","$10,054,502","October 10th, 2008 (Wide) by 20th Century Fox","January 20th, 2009 by Fox Home Entertainment",PG for mild peril and some thematic elements.,90 minutes,vs. Indiana Jones and the Last CrusadeCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy,Walden Media,United States,English,,,"$7,873,007","$9,958,551","$17,831,558","$8,370,594","$8,370,594",
200,https://www.the-numbers.com/movie/Express-The,"['Omar Benson Miller', 'Darrin DeWitt Henson', 'Charles S. Dutton', 'Geoff Stults', 'Clancy Brown', 'Saul Rubinek', 'Rob Brown', 'Dennis Quaid']","[['Gary Fleder', 'Director'], ['John Davis', 'Producer'], ['Charles Leavitt', 'Screenwriter'], ['Derek Dauchy', 'Executive Producer'], ['Arne L. Schmidt', 'Executive Producer'], ['Ryan Kavanaugh', 'Executive Producer']]","$4,562,675 (46.6% of total gross)",2.15 (domestic box office/biggest weekend),99.8% (domestic box office/worldwide),"$37,500,000 (worldwide box office is 0.3 times production budget)","2,808 opening theaters/2,810 max. theaters, 2.3 weeks average run per theater","$12,507,733","October 4th, 2008 (Sneak Peek) by UniversalOctober 10th, 2008 (Wide) by Universal","January 20th, 2009 by Universal Home Entertainment, released as Express, The","PG for thematic content, violence and language involving racism, and for brief sensuality (re-rating, originally PG-13).",130 minutes,vs. Jersey BoysCreate your own comparison chart…,"Football, Biography, Inspirational Sports, Biographical Drama, 1940s, 1950s, 1960s, Terminal Illness, Cancer, Epilogue",Based on Factual Book/Article,Drama,Live Action,Dramatization,"Relativity Media, Davis Entertainment",United States,English,,,"$9,793,406","$19,903","$9,813,309","$8,705,241","$8,705,241",
201,https://www.the-numbers.com/movie/Happy-Go-Lucky,[],"[['Mike Leigh', 'Director']]","$73,867 (2.1% of total gross)",8.73 (domestic box office/biggest weekend),16.5% (domestic box office/worldwide),,"4 opening theaters/202 max. theaters, 6.8 weeks average run per theater","$4,474,410","October 10th, 2008 (Exclusive) by MiramaxOctober 24th, 2008 (Expands Wide) by Miramax","March 10th, 2009 by Miramax Video",R for language.,118 minutes,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Summit Entertainment, Ingenious Film Partners, Film4, UK Film Council, Thin Man Films, Film 4",United Kingdom,English,,,"$3,512,016","$17,722,163","$21,234,179",,,
202,https://www.the-numbers.com/movie/Quarantine,"['Jay Hernandez', 'Columbus Short', 'Greg Germann', 'Steve Harris', 'Dania Ramirez', 'Rade Sherbedgia', 'Johnathon Schaech', 'Jennifer Carpenter']","[['John Erick Dowdle', 'Director'], ['John Erick Dowdle', 'Screenwriter'], ['Drew Dowdle', 'Screenwriter'], ['Jaume Balaguero', 'Story based on the motion picture “Rec” by'], ['Luiso Berdejo', 'Story based on the motion picture “Rec” by'], ['Paco Plaza', 'Story based on the motion picture “Rec” by'], ['Doug Davison', 'Producer'], ['Roy Lee', 'Producer'], ['Sergio Aguero', 'Producer'], ['Glenn S. Gainor', 'Executive Producer'], ['Drew Dowdle', 'Executive Producer'], ['Julio Fernandez', 'Executive Producer'], ['Carlos Fernandez', 'Executive Producer'], ['Ken Seng', 'Director of Photography'], ['Jon Gary Steele', 'Production Designer'], ['Elliot Greenberg', 'Editor'], ['Maya Lieberman', 'Costume Designer'], ['Lindsey Hayes Kroeger', 'Casting Director']]","$14,211,321 (44.8% of total gross)",2.23 (domestic box office/biggest weekend),75.6% (domestic box office/worldwide),"$12,000,000 (worldwide box office is 3.5 times production budget)","2,461 opening theaters/2,463 max. theaters, 3.6 weeks average run per theater","$40,475,472","October 10th, 2008 (Wide) by Sony Pictures","February 17th, 2009 by Sony Pictures Home Entertainment","R for bloody violent and disturbing content, terror and language",89 minutes,vs. Urban Legends: Final CutCreate your own comparison chart…,"Remake, Foreign-Language Remake, Isolation Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Screen Gems, Vertigo Entertainment, Andale Pictures, Filmax Entertainment",United States,English,,Quarantine,"$31,691,811","$10,232,963","$41,924,774","$15,221,047","$15,221,047",
203,https://www.the-numbers.com/movie/Max-Payne,"['Mila Kunis', 'Beau Bridges', 'Chris ‘Ludacris’ Bridges', 'Olga Kurylenko', 'Mark Wahlberg']","[['John Moore', 'Director']]","$17,639,849 (43.4% of total gross)",2.31 (domestic box office/biggest weekend),46.4% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 2.5 times production budget)","3,376 opening theaters/3,381 max. theaters, 3.7 weeks average run per theater","$51,966,152","October 17th, 2008 (Wide) by 20th Century Fox","January 20th, 2009 by Fox Home Entertainment","PG-13 for violence including intense shooting sequences, drug content, some sexuality and brief strong language.",103 minutes,vs. Hitman: Agent 47Create your own comparison chart…,,Based on Game,Action,Live Action,Contemporary Fiction,"Twentieth Century Fox, Firm Films, Depth Entertainment",United States,English,,,"$40,689,393","$47,085,657","$87,775,050","$26,345,983","$26,345,983",
204,https://www.the-numbers.com/movie/Secret-Life-of-Bees-The,"['Queen Latifah', 'Dakota Fanning', 'Jennifer Hudson', 'Alicia Keys', 'Sophie Okonedo']","[['Gina Prince-Bythewood', 'Director'], ['Gina Prince-Bythewood', 'Screenwriter'], ['Lauren Shuler Donner', 'Producer'], ['James Lassiter', 'Producer'], ['Joe Pichirallo', 'Producer'], ['Jada Pinkett Smith', 'Executive Producer'], ['Rogier Stoffers', 'Cinematographer'], ['Warren Alan Young', 'Production Designer'], ['Terilyn A. Shropshire', 'Editor'], ['Ed Cathell III', 'Unit Production Manager'], ['Sandra Hernandez', 'Costume Designer'], ['Mark Isham', 'Music by'], ['Linda Cohen', 'Music Supervisor']]","$10,527,799 (27.9% of total gross)",3.59 (domestic box office/biggest weekend),94.5% (domestic box office/worldwide),"$11,000,000 (worldwide box office is 3.6 times production budget)","1,591 opening theaters/1,630 max. theaters, 6.5 weeks average run per theater","$48,237,767","October 17th, 2008 (Wide) by Fox Searchlight","February 3rd, 2009 by Fox Home Entertainment",PG-13 for thematic material and some violence,110 minutes,vs. The Light Between OceansCreate your own comparison chart…,"Life Drama, F-Rated, Dysfunctional Family, Child Neglect, Coming of Age, 1960s, Set in South Carolina, Child Abuse, Bigotry, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Widow/Widower, Revenge, F-Rated, Triple, Suicide",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Overbrook Entertainment, Donners’ Company",United States,English,,,"$37,780,486","$2,213,861","$39,994,347","$18,662,664","$18,662,664",
205,https://www.the-numbers.com/movie/Sex-Drive,"['Clark Duke', 'Seth Green', 'James Marsden', 'Katrina Bowden', 'David Koechner', 'Josh Zuckerman', 'Amanda Crew']","[['Sean Anders', 'Director'], ['Sean Anders', 'Screenwriter'], ['John Morris', 'Screenwriter']]","$3,607,164 (42.9% of total gross)",2.33 (domestic box office/biggest weekend),80.7% (domestic box office/worldwide),"$19,000,000 (worldwide box office is 0.5 times production budget)","2,421 opening theaters/2,421 max. theaters, 2.4 weeks average run per theater","$10,731,303","October 17th, 2008 (Wide) by Summit Entertainment","February 24th, 2009 by Summit Home Video","R for strong crude and sexual content, nudity, language, some drug and alcohol use - all involving teens.",101 minutes,vs. Love the CoopersCreate your own comparison chart…,"Teenage Sex Comedy, Road Trip, Internet Dating, Amish, Scene in End Credits, LGBTQ+, Bigotry, Hitchhiker, Surprise Twist",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,"Summit Entertainment, Alloy Entertainment",United States,English,,,"$8,402,485","$2,010,000","$10,412,485","$11,134,990","$11,134,990",
206,https://www.the-numbers.com/movie/W,"['James Cromwell', 'Elizabeth Banks', 'Ellen Burstyn', 'Scott Glenn', 'Thandie Newton*', 'Jeffrey Wright', 'Ioan Gruffudd', 'Toby Jones', 'Josh Brolin']","[['Oliver Stone', 'Director'], ['Stanley Weiser', 'Screenwriter'], ['Bill Block', 'Producer'], ['Eric Kopeloff', 'Producer'], ['Paul Hanson', 'Producer'], ['Moritz Borman', 'Producer'], ['Albert Yeung', 'Executive Producer'], ['Thomas Sterchi', 'Executive Producer'], ['Elliot Ferwerda', 'Executive Producer'], ['Johnny Hon', 'Executive Producer'], ['Teresa Cheung', 'Executive Producer'], ['Tom Ortenberg', 'Executive Producer'], ['Christopher Mapp', 'Executive Producer'], ['David Whealy', 'Executive Producer'], ['Matthew Street', 'Executive Producer'], ['Peter D. Graves', 'Executive Producer'], ['Derek Hill', 'Production Designer'], ['Julie Monroe', 'Editor'], ['Joe Hutshing', 'Editor'], ['Alexis Chavez', 'Editor'], ['Paul Cantelon', 'Composer'], ['Phedon Papamichael', 'Director of Photography']]","$10,505,668 (41.1% of total gross)",2.43 (domestic box office/biggest weekend),89.4% (domestic box office/worldwide),"$25,100,000 (worldwide box office is 1.1 times production budget)","2,030 opening theaters/2,050 max. theaters, 3.6 weeks average run per theater","$32,611,601","October 17th, 2008 (Wide) by Lionsgate","February 10th, 2009 by Lionsgate Home Entertainment","PG-13 for language including sexual references, some alcohol abuse, smoking and brief disturbing war images",129 minutes,vs. The WalkCreate your own comparison chart…,"Biography, Biographical Drama, Political, 1960s, 1970s, 1980s, 1990s, 2000s, Iraq War, Dream Sequence, Dysfunctional Family, 9/11",Based on Real Life Events,Drama,Live Action,Dramatization,"Moritz Borman, Ixtlan Productions",United States,English,,,"$25,534,493","$3,041,285","$28,575,778","$8,602,619","$8,602,619",
207,https://www.the-numbers.com/movie/Changeling-(2008),"['John Malkovich', 'Angelina Jolie']","[['Clint Eastwood', 'Director'], ['Clint Eastwood', 'Producer'], ['J. Michael Straczynski', 'Screenwriter'], ['Brian Grazer', 'Producer'], ['Ron Howard', 'Producer'], ['Robert Lorenz', 'Producer'], ['Tim Moore', 'Executive Producer'], ['Jim Whitaker', 'Executive Producer'], ['Tom Stern', 'Director of Photography'], ['James J. Murakami', 'Production Designer'], ['Joel Cox', 'Editor'], ['Gary D. Roach', 'Editor'], ['Deborah Hopper', 'Costume Designer'], ['Clint Eastwood', 'Composer']]","$489,015 (1.4% of total gross)",3.82 (domestic box office/biggest weekend),31.4% (domestic box office/worldwide),"$55,000,000 (worldwide box office is 2.1 times production budget)","15 opening theaters/1,896 max. theaters, 5.2 weeks average run per theater","$45,643,629","October 24th, 2008 (Limited) by UniversalOctober 31st, 2008 (Expands Wide) by Universal","February 17th, 2009 by Universal Home Entertainment","R for some violent and disturbing content, and language",142 minutes,vs. Child 44Create your own comparison chart…,"Crime Thriller, 1920s, Set in Los Angeles, Missing Child, LAPD, Corrupt Cops, False Identity, Falsely Accused, Mental Hospital, Media Circus, Serial Killer, 1930s, Epilogue",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Universal Pictures, Imagine Entertainment",United States,English,,,"$35,739,802","$78,065,778","$113,805,580","$13,829,244","$13,829,244",
208,https://www.the-numbers.com/movie/High-School-Musical-3-Senior-Year,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel', 'Corbin Bleu', 'Monique Coleman']",[],"$42,030,184 (46.4% of total gross)",2.15 (domestic box office/biggest weekend),33.0% (domestic box office/worldwide),"$11,000,000 (worldwide box office is 24.9 times production budget)","3,623 opening theaters/3,626 max. theaters, 5.5 weeks average run per theater","$115,640,486","October 24th, 2008 (Wide) by Walt Disney","February 17th, 2009 by Walt Disney Home Entertainment",G,112 minutes,vs. La La LandCreate your own comparison chart…,Tween,Based on TV,Musical,Live Action,Contemporary Fiction,"Walt Disney Pictures, Borden and Rosenbush Entertainment",United States,English,,High School Musical,"$90,559,416","$183,833,464","$274,392,880","$65,550,015","$65,550,015",
209,https://www.the-numbers.com/movie/Lat-den-ratte-komma-in,[],[],"$49,295 (2.3% of total gross)",15.64 (domestic box office/biggest weekend),17.3% (domestic box office/worldwide),"$4,500,000 (worldwide box office is 2.7 times production budget)","4 opening theaters/53 max. theaters, 12.8 weeks average run per theater","$2,675,448","October 24th, 2008 (Limited) by Magnolia Pictures, released as Let the Right One In","March 10th, 2009 by Magnolia Home Entertainment, released as Let the Right One In","R for some bloody violence including disturbing images, brief nudity and language",110 minutes,vs. Halloween 4: The Return of Michael MyersCreate your own comparison chart…,Vampire,Original Screenplay,Horror,Live Action,Fantasy,,Sweden,Swedish,"November 14th, 2008 (Wide) (South Korea)
",,"$2,122,085","$10,125,597","$12,247,682","$4,625,310","$4,625,310",
210,https://www.the-numbers.com/movie/Passengers-(2008),[],"[['Rodrigo Garcia', 'Director']]","$172,544 (59.0% of total gross)",1.69 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"125 opening theaters/125 max. theaters, 2.0 weeks average run per theater","$373,485","October 24th, 2008 (Limited) by Sony Pictures","May 12th, 2009 by Sony Pictures Home Entertainment","PG-13 for thematic elements including some scary images, and sensuality",,vs. Rogue One: A Star Wars StoryCreate your own comparison chart…,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,,"$292,437",,,"$6,669,243","$6,669,243",
211,https://www.the-numbers.com/movie/Pride-and-Glory-(2008),[],"[['Gavin O’Connor', 'Director'], ['Joe Carnahan', 'Screenwriter'], ['Gavin O’Connor', 'Screenwriter'], ['Greg O’Connor', 'Producer'], ['Toby Emmerich', 'Executive Producer'], ['Cale Boyter', 'Executive Producer'], ['Marcus Viscidi', 'Executive Producer'], ['Mark Isham', 'Composer']]","$6,262,396 (39.8% of total gross)",2.51 (domestic box office/biggest weekend),48.8% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 1.1 times production budget)","2,585 opening theaters/2,585 max. theaters, 2.9 weeks average run per theater","$20,103,400","October 24th, 2008 (Wide) by Warner Bros.","January 27th, 2009 by Warner Home Video","R for strong violence, pervasive language and brief drug content.",125 minutes,vs. Letters to JulietCreate your own comparison chart…,"Crime Drama, Crime, Father’s Footsteps, Police life, Corrupt Cops, Police Brutality, Drug Dealer, Framed, Dysfunctional Family",Original Screenplay,Drama,Live Action,Contemporary Fiction,"New Line Cinema, Solaris Entertainment, O’Connor Brothers",United States,English,,,"$15,740,721","$16,522,145","$32,262,866","$12,430,193","$12,430,193",
212,https://www.the-numbers.com/movie/Saw-V-(2008),[],"[['Charlie Clouser', 'Composer']]","$30,053,954 (53.0% of total gross)",1.89 (domestic box office/biggest weekend),48.0% (domestic box office/worldwide),"$10,800,000 (worldwide box office is 10.9 times production budget)","3,060 opening theaters/3,084 max. theaters, 3.9 weeks average run per theater","$72,474,637","October 24th, 2008 (Wide) by Lionsgate","January 20th, 2009 by Lionsgate Home Entertainment","R for sequences of grisly bloody violence and torture, language and brief nudity",92 minutes,vs. Don’t BreatheCreate your own comparison chart…,"Serial Killer, Slasher Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Twisted Pictures, Burg-Knoules, Hoffman",United States,English,,Saw,"$56,746,769","$61,463,009","$118,209,778","$28,158,131","$28,817,807","$659,676"
213,https://www.the-numbers.com/movie/Okuribito,[],"[['Yôjirô Takita', 'Director']]","$74,945 (4.9% of total gross)",15.01 (domestic box office/biggest weekend),2.3% (domestic box office/worldwide),,"9 opening theaters/27 max. theaters, 16.6 weeks average run per theater","$1,886,645","May 29th, 2009 (Limited) by Regent Releasing, released as Departures",,PG-13 For thematic material,131 minutes,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,Japan,Japanese,"October 30th, 2008 (Wide), released as Departures (South Korea)
October 29th, 2021 (Wide), released as 入殓师 (China)
",,"$1,543,346","$64,548,716","$66,092,062",,,
214,https://www.the-numbers.com/movie/Haunting-of-Molly-Hartley-The,"['Shanna Collins', 'Ron Canada', 'Haley Bennett', 'Chace Crawford', 'AnnaLynne McCord', 'Shannon Woodward', 'Jake Weber']","[['Mickey Liddell', 'Director'], ['Rebecca Sonnenshine', 'Screenwriter'], ['John Travis', 'Screenwriter']]","$5,423,315 (40.3% of total gross)",2.48 (domestic box office/biggest weekend),87.8% (domestic box office/worldwide),"$5,000,000 (worldwide box office is 3.1 times production budget)","2,652 opening theaters/2,652 max. theaters, 2.9 weeks average run per theater","$17,168,092","October 31st, 2008 (Wide) by Freestyle Releasing","February 24th, 2009 by Fox Home Entertainment, released as Haunting of Molly Hartley, The","PG-13 for strong thematic material, violence and terror, brief strong language and some teen drinking",86 minutes,vs. The VisitCreate your own comparison chart…,"Supernatural Horror, Supernatural, Possessed, Prologue, Murder - Suicide, Dysfunctional Family, Mental Illness, Faustian",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Freestyle Releasing, Liddell Entertainment",United States,English,,Molly Hartley,"$13,442,412","$1,875,845","$15,318,257","$10,006,009","$10,006,009",
215,https://www.the-numbers.com/movie/Zack-and-Miri-Make-a-Porno,"['Craig Robinson', 'Jason Mewes', 'Traci Lords', 'Jeff Anderson', 'Katie Morgan', 'Ricky Mabe', 'Seth Rogen', 'Elizabeth Banks']","[['Kevin Smith', 'Director'], ['Kevin Smith', 'Screenwriter'], ['Scott Mosier', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Carla Gardini', 'Executive Producer'], ['Laura Greenlee', 'Co-Producer'], ['David Klein', 'Director of Photography'], ['Robert Holtzman', 'Production Designer'], ['Kevin Smith', 'Editor'], ['James L. Venable*', 'Composer'], ['Salvador Perez', 'Costume Designer']]","$10,065,630 (32.0% of total gross)",3.13 (domestic box office/biggest weekend),85.4% (domestic box office/worldwide),"$24,000,000 (worldwide box office is 1.5 times production budget)","2,735 opening theaters/2,735 max. theaters, 3.7 weeks average run per theater","$40,168,222","October 31st, 2008 (Wide) by Weinstein Co.","February 3rd, 2009 by Weinstein Co./Genius","R for Appeal for strong crude sexual content including dialogue, graphic nudity and pervasive language",101 minutes,vs. TuskCreate your own comparison chart…,"Porn Business, Amateur Porn, Sex Comedy, Romance, Hockey, Money Troubles",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Weinstein Company, View Askew",United States,English,,,"$31,457,946","$5,398,360","$36,856,306","$21,944,690","$22,848,442","$903,752"
216,https://www.the-numbers.com/movie/Boy-in-the-Striped-Pyjamas-The,[],"[['Mark Herman', 'Director'], ['Mark Herman', 'Screenwriter']]","$253,085 (2.8% of total gross)",5.33 (domestic box office/biggest weekend),20.5% (domestic box office/worldwide),"$12,500,000 (worldwide box office is 3.5 times production budget)","17 opening theaters/679 max. theaters, 4.6 weeks average run per theater","$11,542,903","November 7th, 2008 (Limited) by Miramax, released as The Boy in the Striped Pajamas","March 10th, 2009 by Miramax Video, released as Boy in the Striped Pajamas, The",PG-13 for some mature thematic material involving the Holocaust.,91 minutes,vs. Precious (Based on the Novel Push by Sapphire)Create your own comparison chart…,"World War II, Holocaust, Historical Drama, Coming of Age, POW, Death of a Son or Daughter, Nazis, Jewish, War Crimes, 1940s",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,Heyday Films,"United Kingdom, United States",English,,,"$9,046,156","$35,037,247","$44,083,403","$12,835,138","$12,835,138",
217,https://www.the-numbers.com/movie/Madagascar-Escape-2-Africa,[],"[['Eric Darnell', 'Director'], ['Tom McGrath', 'Director'], ['Mireille Soria', 'Producer'], ['Mark Swift', 'Producer'], ['Etan Cohen', 'Screenwriter'], ['Eric Darnell', 'Screenwriter'], ['Tom McGrath', 'Screenwriter'], ['Hans Zimmer', 'Composer']]","$63,106,589 (35.0% of total gross)",2.86 (domestic box office/biggest weekend),30.0% (domestic box office/worldwide),"$150,000,000 (worldwide box office is 4.0 times production budget)","4,056 opening theaters/4,065 max. theaters, 6.7 weeks average run per theater","$229,939,841","November 7th, 2008 (Wide) by Paramount PicturesNovember 7th, 2008 (IMAX) by Paramount Pictures","February 6th, 2009 by Dreamworks Animated Video",PG for some mild crude humor,89 minutes,"Blockbusters, 2008vs. MadagascarCreate your own comparison chart…","Animal Lead, Talking Animals, IMAX: DMR, Posthumous Release, Interspecies Romance, Country Mouse, City Mouse, Set in New York, Mistaken Identity, Escape",Original Screenplay,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,,Madagascar,"$180,174,880","$419,505,894","$599,680,774","$113,202,344","$115,508,217","$2,305,873"
218,https://www.the-numbers.com/movie/Role-Models,"['Jane Lynch', 'Elizabeth Banks', 'Seann William Scott', 'Paul Rudd', 'Christopher Mintz-Plasse']","[['David Wain', 'Director'], ['Paul Rudd', 'Screenwriter'], ['David Wain', 'Screenwriter'], ['Ken Marino', 'Screenwriter'], ['Timothy Dowling', 'Screenwriter'], ['Timothy Dowling', 'Story Creator'], ['Mary Parent', 'Producer'], ['Scott Stuber', 'Producer'], ['Luke Greenfield', 'Producer'], ['Dan Kolsrud', 'Executive Producer'], ['Andrew Z. Davis', 'Executive Producer'], ['Matt Seigel', 'Executive Producer'], ['William Sherak', 'Executive Producer'], ['Jason Shuman', 'Executive Producer'], ['Stephen Lineweaver', 'Production Designer'], ['Eric Kissack', 'Editor'], ['Craig Wedren', 'Composer'], ['Russ Alsobrook', 'Director of Photography']]","$19,167,085 (28.5% of total gross)",3.51 (domestic box office/biggest weekend),71.2% (domestic box office/worldwide),"$28,000,000 (worldwide box office is 3.4 times production budget)","2,792 opening theaters/2,798 max. theaters, 5.6 weeks average run per theater","$85,921,451","November 7th, 2008 (Wide) by Universal","March 10th, 2009 by Universal Home Entertainment","R for crude and sexual content, strong language and nudity",99 minutes,vs. Welcome Home Roscoe JenkinsCreate your own comparison chart…,"Bad Role Models, LARP, Buddy Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Universal Pictures,United States,English,,,"$67,300,955","$27,199,871","$94,500,826","$41,595,301","$41,595,301",
219,https://www.the-numbers.com/movie/Soul-Men,"['Sharon Leal', 'Sean Hayes', 'Affion Crockett', 'Adam Herschman', 'Samuel L. Jackson', 'Bernie Mac']","[['Malcolm D. Lee', 'Director'], ['Robert Ramsey', 'Screenwriter'], ['Matthew Stone', 'Screenwriter'], ['David T. Friendly', 'Producer'], ['Steven Greener', 'Producer'], ['Charles Castaldi', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Mark McNair', 'Executive Producer'], ['Matthew F. Leonetti', 'Director of Photography'], ['Richard Hoover', 'Production Designer'], ['Paul Millspaugh', 'Editor'], ['Bill Henry', 'Editor'], ['Stanley Clarke', 'Composer'], ['Alex Steyermark', 'Executive Music Producer'], ['Danielle Hollowell', 'Costume Designer'], ['Aisha Coley', 'Casting Director']]","$5,401,605 (44.7% of total gross)",2.24 (domestic box office/biggest weekend),97.9% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 0.3 times production budget)","2,044 opening theaters/2,048 max. theaters, 2.8 weeks average run per theater","$15,427,837","November 7th, 2008 (Wide) by MGM","February 10th, 2009 by Weinstein Co./Genius","R for pervasive language, and sexual content including nudity",103 minutes,vs. Big TroubleCreate your own comparison chart…,"Musicians, Road Trip, Poverty, Funeral Reunions, African Americans, Rhythm and Blues, Posthumous Release, Comedy Drama, Comeback",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Dimension Films, Friendly Films",United States,English,,,"$12,082,391","$263,492","$12,345,883","$12,409,353","$12,409,353",
