,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Total Est. Domestic Video Sales,Est. Domestic Blu-ray Sales
0,https://www.the-numbers.com/movie/One-Missed-Call,[],"[['Eric Valette', 'Director'], ['Andrew Klavan', 'Screenwriter'], ['Minako Daira', 'Screenwriter']]","$12,511,473 (46.5% of total gross)",2.15 (domestic box office/biggest weekend),60.4% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 2.2 times production budget)","2,240 opening theaters/2,240 max. theaters, 3.6 weeks average run per theater","$34,342,851","January 4th, 2008 (Wide) by Warner Bros.","April 22nd, 2008 by Warner Home Video","PG-13 for intense sequences of violence and terror, frightening images, some sexual material and thematic elements",87 minutes,vs. Sinister 2Create your own comparison chart…,"Supernatural, Supernatural Horror, Remake, Foreign-Language Remake",Remake,Horror,Live Action,Contemporary Fiction,"Alcon Entertainment, Kadokawa Pictures, Equity Pictures Medienfonds GmbH and Co KG IV, Intermedia Films",United States,English,,,"$26,890,041","$17,623,425","$44,513,466","$14,677,017","$14,677,017",
1,https://www.the-numbers.com/movie/Bu-neng-shuo-de-mi-mi-(Hong-Kong),['Jay Chou'],[],,,,,,,,,,,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,"Hong Kong, Taiwan, Province of China","English, Mandarin","January 10th, 2008 (Limited), released as Secret (South Korea)
",,n/a,"$6,645,631","$6,645,631",,,
2,https://www.the-numbers.com/movie/Woori-Saengae-Choigoeui-Soongan-(South-Korea)-(2008),[],[],,,,,,,,,,124 minutes,Create your own comparison chart…,Miscellaneous Sports,Based on Real Life Events,Drama,Live Action,Dramatization,,Republic of Korea,Korean,"January 10th, 2008 (Wide), released as Woo-ri Saeng-ae Choi-go-eui Soon-gan (South Korea)
",,n/a,"$25,377,585","$25,377,585",,,
3,https://www.the-numbers.com/movie/First-Sunday-(2008),[],"[['David E. Talbert', 'Director'], ['Ice Cube', 'Producer']]","$17,714,821 (46.7% of total gross)",2.14 (domestic box office/biggest weekend),97.7% (domestic box office/worldwide),,"2,213 opening theaters/2,213 max. theaters, 3.5 weeks average run per theater","$48,445,018","January 11th, 2008 (Wide) by Sony Pictures","May 6th, 2008 by Sony Pictures Home Entertainment","PG-13 for language, some sexual humor, and brief drug references.",96 minutes,vs. A Dog’s Way HomeCreate your own comparison chart…,"Crime Comedy, African Americans, Ensemble, Money Troubles, Confidence Men, Heist, Religious, Romance, Relationships Gone Wrong, Redemption",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Screen Gems, Cube Vision, Story Company, Firm Films",United States,English,,,"$37,931,869","$878,729","$38,810,598","$23,129,443","$23,129,443",
4,https://www.the-numbers.com/movie/In-the-Name-of-the-King-A-Dungeon-Siege-Tale,[],"[['Uwe Boll', 'Director']]","$2,984,524 (62.5% of total gross)",1.60 (domestic box office/biggest weekend),36.1% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 0.2 times production budget)","1,632 opening theaters/1,632 max. theaters, 1.8 weeks average run per theater","$6,099,270","January 11th, 2008 (Wide) by Freestyle Releasing","April 15th, 2008 by Fox Home Entertainment",PG-13 for intense battle sequences,127 minutes,vs. Drive AngryCreate your own comparison chart…,"Action Adventure, Famously Bad",Based on Game,Action,Live Action,Fantasy,"Boll KG Productions , Brightlight Pictures, Herold Productions","Germany, United Kingdom, United States",English,,In The Name of the King,"$4,775,656","$8,457,564","$13,233,220","$16,199,238","$16,199,238",
5,https://www.the-numbers.com/movie/Pirates-Who-Don-t-Do-Anything-A-VeggieTales-Movie-The,[],"[['Mike Nawrocki', 'Director']]","$4,251,320 (32.7% of total gross)",3.05 (domestic box office/biggest weekend),98.0% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 0.9 times production budget)","1,337 opening theaters/1,340 max. theaters, 4.6 weeks average run per theater","$16,579,140","January 11th, 2008 (Wide) by Universal","October 14th, 2008 by Universal Home Entertainment, released as Pirates Who Don't Do Anything: A VeggieTales Movie",G,85 minutes,vs. Fly Me To the MoonCreate your own comparison chart…,,Based on Short Film,Adventure,Digital Animation,Kids Fiction,"Universal Films, Big Idea ",United States,English,,VeggieTales,"$12,981,269","$267,175","$13,248,444","$5,556,506","$5,556,506",
6,https://www.the-numbers.com/movie/27-Dresses,"['Katherine Heigl', 'James Marsden', 'Malin Akerman', 'Judy Greer', 'Edward Burns']","[['Anne Fletcher', 'Director'], ['Aline Brosh McKenna', 'Screenwriter'], ['Roger Birnbaum', 'Producer'], ['Gary Barber', 'Producer'], ['Jonathan Glickman', 'Producer'], ['Bobby Newmyer', 'Executive Producer'], ['Peter James', 'Director of Photography'], ['Shepherd Frankel', 'Production Designer'], ['Priscilla Nedd Friendly', 'Editor'], ['Erin Stam', 'Co-Producer'], ['Catherine Marie Thomas', 'Costume Designer'], ['Buck Damon', 'Music Supervisor'], ['Randy Edelman', 'Composer']]","$23,007,725 (30.0% of total gross)",3.34 (domestic box office/biggest weekend),47.9% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 5.3 times production budget)","3,057 opening theaters/3,074 max. theaters, 5.8 weeks average run per theater","$111,789,753","January 13th, 2008 (Sneak Peek) by 20th Century FoxJanuary 18th, 2008 (Wide) by 20th Century Fox","April 29th, 2008 by Fox Home Entertainment","PG-13 for language, some innuendo and sexuality",111 minutes,vs. New Year’s EveCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Spyglass Entertainment, Fox 2000 Pictures, Birnbaum/Barber",United States,English,"March 15th, 2023 (Limited) (Australia)
",,"$76,808,654","$83,439,151","$160,247,805","$46,249,590","$46,249,590",
7,https://www.the-numbers.com/movie/Cassandras-Dream,[],"[['Woody Allen', 'Director'], ['Philip Glass', 'Composer'], ['Woody Allen', 'Screenwriter']]","$361,901 (37.2% of total gross)",2.69 (domestic box office/biggest weekend),4.3% (domestic box office/worldwide),,"107 opening theaters/107 max. theaters, 3.2 weeks average run per theater","$1,242,691","January 18th, 2008 (Limited) by Weinstein Co.","May 27th, 2008 by Weinstein Co./Genius","PG-13 for thematic elements, some sexual material and brief violence.",,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Wild Bunch, Iberville Productions","France, United Kingdom, United States",English,,,"$973,018","$21,505,120","$22,478,138",,,
8,https://www.the-numbers.com/movie/Cloverfield,"['Lizzy Caplan', 'Jessica Lucas', 'T.J. Miller', 'Michael Stahl-David', 'Mike Vogel', 'Odette Yustman']","[['Matt Reeves', 'Director'], ['Drew Goddard', 'Screenwriter'], ['J.J. Abrams', 'Producer'], ['Bryan Burk', 'Producer'], ['Guy Riedel', 'Executive Producer'], ['Sherryl Clark', 'Executive Producer'], ['Ellen Mirojnick', 'Costume Designer'], ['Kevin Stitt', 'Editor'], ['Martin Whist', 'Production Designer'], ['Michael Bonvillain', 'Director of Photography']]","$40,058,229 (50.0% of total gross)",2.00 (domestic box office/biggest weekend),46.7% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 6.9 times production budget)","3,411 opening theaters/3,411 max. theaters, 4.4 weeks average run per theater","$102,234,560","January 18th, 2008 (Wide) by Paramount Pictures","April 22nd, 2008 by Paramount Home Video","PG-13 for violence, terror and disturbing images",85 minutes,vs. 10 Cloverfield LaneCreate your own comparison chart…,"Monster, Found Footage, Parasite",Original Screenplay,Action,Live Action,Science Fiction,Bad Robot,United States,English,,Cloverfield,"$80,048,433","$91,253,793","$171,302,226","$29,459,274","$29,459,274",
9,https://www.the-numbers.com/movie/Mad-Money,"['Ted Danson', 'Stephen Root', 'Christopher McDonald', 'Adam Rothenberg', 'Roger Cross', 'Diane Keaton', 'Queen Latifah', 'Katie Holmes']","[['Callie Khouri', 'Director'], ['Glenn Gers', 'Screenwriter'], ['James Newton Howard', 'Composer']]","$7,736,452 (37.4% of total gross)",2.67 (domestic box office/biggest weekend),82.5% (domestic box office/worldwide),"$22,000,000 (worldwide box office is 1.1 times production budget)","2,470 opening theaters/2,470 max. theaters, 3.4 weeks average run per theater","$26,397,386","January 18th, 2008 (Wide) by Overture Films","May 13th, 2008 by Anchor Bay Home Entertainment","PG-13 for sexual material and language, and brief drug references",104 minutes,vs. SuperflyCreate your own comparison chart…,"Heist, Action Comedy, Non-Chronological, Fired, Money Troubles",Remake,Comedy,Live Action,Contemporary Fiction,"Overture Films, Millennium Films, Lightspeed Media Productions, Big City Pictures, Granada Productions, MMoney, Grand Army Entertainment",United States,English,,,"$20,668,843","$4,375,214","$25,044,057","$15,146,913","$15,146,913",
10,https://www.the-numbers.com/movie/U2-3D-(2008),[],"[['Catherine Owens', 'Director'], ['Mark Pellington', 'Director'], ['David Modell', 'Executive Producer'], ['Michael Peyser', 'Executive Producer'], ['Olivier Wicki', 'Editor'], ['Peter Anderson', 'Cinematographer'], ['Sandy Climan', 'Executive Producer'], ['Scott Mednick', 'Co-Executive Producer'], ['Tom Krueger', 'Cinematographer'], ['John Modell', 'Producer'], ['Peter Shapiro', 'Producer']]","$964,315 (7.5% of total gross)",12.57 (domestic box office/biggest weekend),49.3% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 1.7 times production budget)","61 opening theaters/686 max. theaters, 3.2 weeks average run per theater","$16,132,543","January 23rd, 2008 (IMAX) by National Geographic EntertainmentFebruary 15th, 2008 (Wide) by National Geographic Entertainment",,G,85 minutes,vs. Martin Lawrence Live: RunTelDatCreate your own comparison chart…,"3-D, Rock 'n' Roll, IMAX: DMR, 3-D - Shot in 3-D",Based on Real Life Events,Concert/Performance,Live Action,Factual,,United States,English,,,"$12,898,847","$13,271,555","$26,170,402",,,
11,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,[],"[['Hideaki Anno', 'Director']]",,45.68 (domestic box office/biggest weekend),1.2% (domestic box office/worldwide),,,"$131,791","July 3rd, 2009 (Limited) by Eleven Arts, released as Evangelion: 1.0 You Are (Not) Alone",,PG-13 for action violence and some nudity.,98 minutes,vs. AquamanCreate your own comparison chart…,"Foreign Language, Anime",Based on TV,Adventure,Digital Animation,Science Fiction,,Japan,Japanese,"January 24th, 2008 (Wide), released as Evangelion: 1.11 You are (Not) Alone. (South Korea)
July 21st, 2017 (Wide), released as Evangelion: New Theatrical Edition (Australia)
July 21st, 2017 (Wide), released as Evangelion 1.11 You Are (Not) Alone (New Zealand)
October 14th, 2022 (Wide), released as Evangelion: 1.11 You are (Not) Alone. (South Korea)
",Evangelion,"$107,797","$9,034,766","$9,142,563",,,
12,https://www.the-numbers.com/movie/4-luni-3-saptamani-si-2-zile,['Anamaria Marinca'],"[['Cristian Mungiu', 'Director']]","$30,350 (2.5% of total gross)",9.50 (domestic box office/biggest weekend),10.0% (domestic box office/worldwide),"$900,000 (worldwide box office is 13.3 times production budget)","6 opening theaters/47 max. theaters, 10.0 weeks average run per theater","$1,527,887","January 25th, 2008 (Limited) by IFC Films, released as 4 Months, 3 Weeks and 2 Days","June 17th, 2008 by Genius Products, released as 4 Months, 3 Weeks, 2 Days",Not Rated,113 minutes,vs. Aferim!Create your own comparison chart…,Government Bureaucracy,Original Screenplay,Drama,Live Action,Historical Fiction,,Romania,Romanian,,,"$1,196,321","$10,796,835","$11,993,156",,,
13,https://www.the-numbers.com/movie/How-She-Move,[],"[['Ian Iqbal Rashid', 'Director'], ['Annmarie Morais', 'Screenwriter'], ['Andrew Lockington', 'Composer']]","$3,957,471 (56.0% of total gross)",1.79 (domestic box office/biggest weekend),82.1% (domestic box office/worldwide),"$17,000,000 (worldwide box office is 0.5 times production budget)","1,531 opening theaters/1,531 max. theaters, 2.4 weeks average run per theater","$9,030,332","January 25th, 2008 (Wide) by Paramount Vantage","April 29th, 2008 by Paramount Home Video","PG-13 for some drug content, suggestive material and language",100 minutes,vs. Gone Baby GoneCreate your own comparison chart…,"Dancing, Life Drama, Death of a Sibling, Crime, You Can't Go Home Again, Drug Overdose",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Mongrel Media, Sienna Films",Canada,English,,,"$7,070,641","$1,537,174","$8,607,815",,,
14,https://www.the-numbers.com/movie/Meet-the-Spartans,"['Sean Maguire', 'Carmen Electra', 'Ken Davitian', 'Kevin Sorbo']","[['Aaron Seltzer', 'Director'], ['Jason Friedberg', 'Director'], ['Jason Friedberg', 'Screenwriter'], ['Aaron Seltzer', 'Screenwriter'], ['Jason Friedberg', 'Producer'], ['Aaron Seltzer', 'Producer'], ['Peter Safran', 'Producer'], ['Arnon Milchan', 'Executive Producer'], ['Shawn Maurer', 'Director of Photography'], ['William Elliott', 'Production Designer'], ['Peck Prior', 'Editor'], ['Frank Helmer', 'Costume Designer'], ['Mark McNair', 'Co-Producer'], ['Christopher Lennertz', 'Composer'], ['Jojo Villanueva', 'Music Supervisor'], ['Dave Jordan', 'Music Supervisor']]","$18,505,530 (48.4% of total gross)",2.07 (domestic box office/biggest weekend),45.2% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 2.8 times production budget)","2,605 opening theaters/2,643 max. theaters, 4.0 weeks average run per theater","$48,830,479","January 25th, 2008 (Wide) by 20th Century Fox","June 3rd, 2008 by Fox Home Entertainment","PG-13 for crude and sexual content thoughout, language and some comic violence",84 minutes,"vs. Hail, Caesar!Create your own comparison chart…","Spoof, Voiceover/Narration, Farcical / Slapstick Comedy, Famously Bad",Original Screenplay,Comedy,Live Action,Historical Fiction,"Regency Enterprises, New Regency, 3 In The Box Productions",United States,English,,,"$38,233,676","$46,413,155","$84,646,831","$12,817,271","$12,817,271",
15,https://www.the-numbers.com/movie/Rambo,"['Richard Crenna', 'Brian Dennehy', 'Sylvester Stallone']","[['Sylvester Stallone', 'Director'], ['David Morrell', 'Story Based on the Novel by'], ['Michael Kozoll', 'Screenwriter'], ['William Sackheim', 'Screenwriter'], ['Sylvester Stallone', 'Screenwriter'], ['Buzz Feitshans', 'Producer'], ['Herb Nanas', 'Co-Executive Producer'], ['Mario Kassar', 'Executive Producer'], ['Andrew G. Vajna', 'Executive Producer'], ['Andrew Laszlo', 'Director of Photography'], ['Brian Tyler', 'Composer']]","$18,203,876 (42.6% of total gross)",2.35 (domestic box office/biggest weekend),37.8% (domestic box office/worldwide),"$47,500,000 (worldwide box office is 2.4 times production budget)","2,751 opening theaters/2,764 max. theaters, 4.2 weeks average run per theater","$54,603,783","January 25th, 2008 (Wide) by Lionsgate","May 27th, 2008 by Lionsgate Home Entertainment","R for strong graphic bloody violence, sexual assaults, grisly images and language.",91 minutes,vs. Rambo: Last BloodCreate your own comparison chart…,Delayed Sequel,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,"Lionsgate, Weinstein Company, Millennium Entertainment, Nu Image","Germany, United States","Burmese, English, Thai","January 3rd, 2023 (Limited), released as Rambo: First Blood (Germany)
",Rambo,"$42,754,105","$70,490,185","$113,244,290","$40,056,237","$42,373,916","$2,317,679"
16,https://www.the-numbers.com/movie/Untraceable,[],"[['Gregory Hoblit', 'Director'], ['Christopher Young', 'Composer'], ['Robert Fyvolent', 'Screenwriter'], ['Mark R. Brinker*', 'Screenwriter'], ['Allison Burnett', 'Screenwriter']]","$11,354,069 (39.6% of total gross)",2.53 (domestic box office/biggest weekend),54.5% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 1.5 times production budget)","2,368 opening theaters/2,368 max. theaters, 3.8 weeks average run per theater","$36,638,918","January 25th, 2008 (Wide) by Sony Pictures","May 13th, 2008 by Sony Pictures Home Entertainment","R for some prolonged sequences of strong gruesome violence, and language",100 minutes,vs. The CallCreate your own comparison chart…,"Internet, Crime Thriller, Crime, Serial Killer, FBI, Revenge, Mental Illness, Suicide, Young Child Dealing with the Death of a Parent",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Screen Gems, Lakeshore Entertainment, Cohen Media Group, Pearl Studio",United States,English,,,"$28,687,835","$23,962,116","$52,649,951","$20,253,748","$20,253,748",
17,https://www.the-numbers.com/movie/Eye-The-(2007),"['Alessandro Nivola', 'Parker Posey', 'Rade Sherbedgia', 'Jessica Alba']","[['Nancy Nayor Battino*', 'Casting Director'], ['Kelly Martin Wagner', 'Casting Director'], ['Angelo Badalamenti', 'Composer'], ['Jay Faires', 'Music Supervisor'], ['Michael Dennison', 'Costume Designer'], ['Patrick Lussier', 'Editor'], ['James Spencer', 'Production Designer'], ['Jeffrey Jur', 'Director of Photography'], ['Jack Murray', 'Line Producer'], ['Mike Elliott', 'Executive Producer'], ['Michelle Manning', 'Executive Producer'], ['Darren Miller', 'Executive Producer'], ['Peter Chan', 'Executive Producer'], ['Roy Lee', 'Executive Producer'], ['Doug Davison', 'Executive Producer'], ['Michael Paseornek', 'Executive Producer'], ['Peter Block', 'Executive Producer'], ['Tom Ortenberg', 'Executive Producer'], ['Paula Wagner', 'Producer'], ['Don Granger', 'Producer'], ['Oxide Pang Chun', 'Based on the movie ""The Eye (2002)""'], ['Danny Pang', 'Based on the movie ""The Eye (2002)""'], ['Sebastian Gutierrez', 'Screenwriter'], ['David Moreau', 'Director'], ['Xavier Palud', 'Director']]","$12,425,776 (39.5% of total gross)",2.53 (domestic box office/biggest weekend),54.6% (domestic box office/worldwide),"$12,000,000 (worldwide box office is 4.8 times production budget)","2,436 opening theaters/2,470 max. theaters, 4.0 weeks average run per theater","$40,126,664","February 1st, 2008 (Wide) by Lionsgate","June 3rd, 2008 by Lionsgate Home Entertainment, released as Eye, The",PG-13 for violence/terror and disturbing content,97 minutes,vs. CarrieCreate your own comparison chart…,"Haunting, Medical and Hospitals, Supernatural, Supernatural Horror, Blindness, Accidental Injury, Musicians, Psychics, Set in Mexico, Rescue, Car Accident",Remake,Horror,Live Action,Fantasy,"Lionsgate, Paramount Vantage, C/W Productions, Vertigo Films",United States,English,,,"$31,418,697","$26,159,068","$57,577,765","$12,710,736","$12,710,736",
18,https://www.the-numbers.com/movie/Hannah-Montana-and-Miley-Cyrus-Best-of-Both-Worlds-Concert-Tour-(2008),[],[],"$31,117,834 (47.7% of total gross)",2.10 (domestic box office/biggest weekend),92.3% (domestic box office/worldwide),"$6,500,000 (worldwide box office is 10.9 times production budget)","683 opening theaters/687 max. theaters, 5.3 weeks average run per theater","$83,375,199","February 1st, 2008 (Wide) by Walt Disney","July 26th, 2008 by Disney ChannelAugust 19th, 2008 by Walt Disney Home Entertainment, released as Hannah Montana/Miley Cyrus - Best of Both Worlds 3D",G,75 minutes,vs. Justin Bieber: Never Say NeverCreate your own comparison chart…,"Tween, 3-D, 3-D - Shot in 3-D",Based on Real Life Events,Concert/Performance,Live Action,Factual,,United States,English,,,"$65,281,781","$5,430,318","$70,712,099","$18,399,281","$18,399,281",
19,https://www.the-numbers.com/movie/Over-Her-Dead-Body,"['Lindsay Sloane', 'Stephen Root', 'Jason Biggs', 'Eva Longoria', 'Paul Rudd', 'Lake Bell']","[['Jeff Lowell', 'Director'], ['Jeff Lowell', 'Screenwriter']]","$4,025,115 (53.2% of total gross)",1.88 (domestic box office/biggest weekend),35.1% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 2.2 times production budget)","1,977 opening theaters/1,977 max. theaters, 2.3 weeks average run per theater","$9,668,252","February 1st, 2008 (Wide) by New Line","May 6th, 2008 by New Line Home Video",PG-13 for sexual content and language.,95 minutes,vs. GremlinsCreate your own comparison chart…,"Haunting, Relationships Gone Wrong, Romantic Comedy, Death of a Spouse or Fiancée / Fiancé, Wedding Day, Wedding Day Disasters",Original Screenplay,Romantic Comedy,Live Action,Fantasy,Gold Circle Films,United States,English,,,"$7,570,127","$14,025,947","$21,596,074","$8,706,312","$8,706,312",
20,https://www.the-numbers.com/movie/Strange-Wilderness,"['Peter Dante', 'Harry Hamlin', 'Robert Patrick', 'Joe Don Baker', 'Jeff Garlin', 'Ernest Borgnine', 'Steve Zahn', 'Allen Covert', 'Jonah Hill', 'Kevin Heffernan', 'Ashley Scott', 'Justin Long']","[['Fred Wolf', 'Director'], ['Peter Gaulke', 'Screenwriter'], ['Fred Wolf', 'Screenwriter'], ['Peter Gaulke', 'Producer'], ['Adam Sandler', 'Executive Producer'], ['Jack Giarraputo', 'Executive Producer'], ['Glenn S. Gainor', 'Executive Producer'], ['Bill Todman, Jr.', 'Executive Producer'], ['Edward Milstein', 'Executive Producer'], ['Paul Schwake', 'Executive Producer'], ['David Hennings', 'Director of Photography'], ['Perry Andelin Blake', 'Production Designer'], ['Tom Costain', 'Editor'], ['Bryan Bonwell', 'Music Supervisor'], ['Michael Dilbeck', 'Music Supervisor'], ['Waddy Wachtel', 'Composer'], ['Maya Lieberman', 'Costume Designer']]","$3,001,719 (45.7% of total gross)",2.19 (domestic box office/biggest weekend),94.6% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.3 times production budget)","1,208 opening theaters/1,211 max. theaters, 2.6 weeks average run per theater","$8,397,675","February 1st, 2008 (Wide) by Paramount Vantage","May 20th, 2008 by Paramount Home Video","R for non-stop language, drug use, crude and sexual humor.",86 minutes,vs. Marci XCreate your own comparison chart…,"TV Industry, Farcical / Slapstick Comedy, Father’s Footsteps, Adult Child Dealing with the Death of a Parent, Delayed Adulthood, Bigfoot, Animal Lead, Animals Gone Bad, Famously Bad, Epilogue, Ensemble",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Happy Madison,United States,English,,,"$6,575,282","$371,802","$6,947,084","$10,031,008","$10,031,008",
21,https://www.the-numbers.com/movie/Sukkar-banat,[],[],"$71,916 (6.8% of total gross)",13.64 (domestic box office/biggest weekend),7.4% (domestic box office/worldwide),"$1,600,000 (worldwide box office is 8.9 times production budget)","11 opening theaters/74 max. theaters, 5.8 weeks average run per theater","$1,354,537","February 1st, 2008 (Limited) by Roadside Attractions, released as Caramel",,"PG for thematic elements involving sexuality, language and some smoking.",95 minutes,vs. Boynton Beach ClubCreate your own comparison chart…,"Foreign Language, Romance",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,"France, Lebanon",Arabic,,,"$1,060,591","$13,193,169","$14,253,760",,,
22,https://www.the-numbers.com/movie/Bikur-Ha-Tizmoret-(2008),[],[],"$67,492 (2.2% of total gross)",10.48 (domestic box office/biggest weekend),20.1% (domestic box office/worldwide),"$750,000 (worldwide box office is 20.2 times production budget)","7 opening theaters/121 max. theaters, 9.1 weeks average run per theater","$3,900,212","February 8th, 2008 (Limited) by Sony Pictures Classics, released as The Band’s Visit","July 29th, 2008 by Sony Pictures Home Entertainment, released as Band’s Visit, The",PG-13 for brief strong language.,89 minutes,vs. Patti Cake$Create your own comparison chart…,Musicians,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Israel,Hebrew,,,"$3,053,823","$12,107,824","$15,161,647",,,
23,https://www.the-numbers.com/movie/Fools-Gold-(2008),"['Donald Sutherland', 'Ewen Bremner', 'Alexis Dziena', 'Kevin Hart', 'Ray Winstone', 'Matthew McConaughey', 'Kate Hudson']","[['Andy Tennant', 'Director']]","$21,589,295 (30.7% of total gross)",3.25 (domestic box office/biggest weekend),64.2% (domestic box office/worldwide),"$72,500,000 (worldwide box office is 1.5 times production budget)","3,125 opening theaters/3,125 max. theaters, 6.3 weeks average run per theater","$89,696,190","February 8th, 2008 (Wide) by Warner Bros., released as Fool's Gold","June 17th, 2008 by Warner Home Video","PG-13 for action violence, some sexual material, brief nudity and language",112 minutes,vs. KicksCreate your own comparison chart…,Treasure Hunters,Original Screenplay,Adventure,Live Action,Contemporary Fiction,"Warner Bros., De Line Pictures","Australia, United States",English,,,"$70,231,041","$39,131,925","$109,362,966","$21,300,277","$21,300,277",
24,https://www.the-numbers.com/movie/In-Bruges,"['Clémence Poésy', 'Jérémie Renier', 'Colin Farrell', 'Brendan Gleeson', 'Ralph Fiennes']","[['Martin McDonagh', 'Director'], ['Martin McDonagh', 'Screenwriter'], ['Graham Broadbent', 'Producer'], ['Pete Czernin', 'Producer'], ['Tessa Ross', 'Executive Producer'], ['Jeff Abberley', 'Executive Producer'], ['Julie Blackman', 'Executive Producer'], ['Ronaldo Vasconcellos', 'Line Producer'], ['Eigil Bryld', 'Director of Photography'], ['Michael Carlin', 'Production Designer'], ['Jon Gregory', 'Editor'], ['Carter Burwell', 'Composer'], ['Karen Elliott', 'Music Supervisor'], ['Jany Temime', 'Costume Designer'], ['Jina Jay', 'Casting Director']]","$457,227 (5.9% of total gross)",8.04 (domestic box office/biggest weekend),22.6% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 2.3 times production budget)","28 opening theaters/232 max. theaters, 9.8 weeks average run per theater","$9,962,893","February 8th, 2008 (Limited) by Focus Features","June 24th, 2008 by Universal Home Entertainment","R for strong bloody violence, pervasive language and some drug use.",107 minutes,vs. The Banshees of InisherinCreate your own comparison chart…,"Hitmen, Hitman Killing an Innocent Bystander",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,"Focus Features, Film4, Blueprint Films, Scion Films","Belgium, United Kingdom, United States","English, Flemish, French","April 18th, 2008 (Wide) (United Kingdom)
September 4th, 2008 (Limited) (Australia)
November 6th, 2008 (Wide) (New Zealand)
December 9th, 2021 (Wide) (New Zealand)
",,"$7,800,825","$26,726,270","$34,527,095","$4,903,351","$4,903,351",
25,https://www.the-numbers.com/movie/Welcome-Home-Roscoe-Jenkins,[],"[['Malcolm D. Lee', 'Director']]","$16,207,730 (38.2% of total gross)",2.62 (domestic box office/biggest weekend),97.3% (domestic box office/worldwide),"$27,500,000 (worldwide box office is 1.6 times production budget)","2,387 opening theaters/2,387 max. theaters, 4.1 weeks average run per theater","$54,198,166","February 8th, 2008 (Wide) by Universal","June 17th, 2008 by Universal Home Entertainment","PG-13 for crude and sexual content, language and some drug references.",114 minutes,vs. Role ModelsCreate your own comparison chart…,"Reality TV, TV Industry, African Americans, Dysfunctional Family, Family Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Universal Pictures, Spyglass Entertainment, Stuber-Parent",United States,English,,,"$42,436,517","$1,171,110","$43,607,627","$18,514,781","$18,514,781",
26,https://www.the-numbers.com/movie/Definitely-Maybe-(2008),"['Derek Luke', 'Abigail Breslin', 'Ryan Reynolds', 'Isla Fisher', 'Elizabeth Banks', 'Rachel Weisz']","[['Adam Brooks', 'Director'], ['Adam Brooks', 'Screenwriter'], ['Tim Bevan', 'Producer'], ['Eric Fellner', 'Producer'], ['Liza Chasin', 'Executive Producer'], ['Bobby Cohen', 'Executive Producer'], ['Kerry Orent', 'Co-Executive Producer'], ['Florian Ballhaus', 'Director of Photography'], ['Stephanie Carroll', 'Production Designer'], ['Peter Teschner', 'Editor'], ['Gary Jones', 'Costume Designer'], ['Clint Mansell', 'Composer']]","$9,764,270 (30.3% of total gross)",3.30 (domestic box office/biggest weekend),58.0% (domestic box office/worldwide),"$7,000,000 (worldwide box office is 7.9 times production budget)","2,204 opening theaters/2,220 max. theaters, 4.3 weeks average run per theater","$41,177,702","February 14th, 2008 (Wide) by Universal","June 24th, 2008 by Universal Home Entertainment","PG-13 for sexual content, including some frank dialogue, language and smoking",111 minutes,vs. The ChoiceCreate your own comparison chart…,"Relationship Advice, Romance",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,Working Title Films,United States,English,,,"$32,241,649","$23,376,217","$55,617,866","$13,986,649","$13,986,649",
