,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Franchise:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
0,https://www.the-numbers.com/movie/Racing-Stripes,"['David Spade', 'Steve Harvey', 'Snoop Dogg', 'Mandy Moore', 'Jeff Foxworthy', 'Joe Pantoliano', 'Dustin Hoffman', 'Whoopi Goldberg', 'Bruce Greenwood', 'Hayden Panettiere', 'M. Emmet Walsh', 'Wendie Malick', 'Michael Clarke Duncan', 'Joshua Jackson', 'Michael Rosenbaum', 'Fred Dalton Thompson', 'Frankie Muniz']","[['Mark Isham', 'Composer']]","$13,920,052 (28.0% of total gross)",3.58 (domestic box office/biggest weekend),55.4% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 3.0 times production budget)","3,185 opening theaters/3,185 max. theaters, 6.1 weeks average run per theater","$71,203,436","January 14th, 2005 (Wide) by Warner Bros.","January 7th, 2005 (Wide) (Australia)
","May 10th, 2005 by Warner Home Video",PG for mild crude humor and some language.,102 minutes,vs. Are We There Yet?Create your own comparison chart…,Talking Animals,Original Screenplay,Adventure,Animation/Live Action,Kids Fiction,United States,English,,,"$49,772,522","$40,036,911","$89,809,433",,,
1,https://www.the-numbers.com/movie/White-Noise-(2005),[],"[['Geoffrey Sax', 'Director']]","$24,113,565 (43.0% of total gross)",2.33 (domestic box office/biggest weekend),60.9% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 9.2 times production budget)","2,261 opening theaters/2,279 max. theaters, 4.8 weeks average run per theater","$80,247,312","January 7th, 2005 (Wide) by Universal","April 22nd, 2005 (Wide) (Australia)
","May 17th, 2005 by Universal Home Entertainment","PG-13 for violence, disturbing images and language.",101 minutes,vs. MonsterCreate your own comparison chart…,"Supernatural, Supernatural Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Canada, United Kingdom, United States",English,White Noise,Gold Circle Films,"$56,094,360","$36,000,000","$92,094,360",,,
2,https://www.the-numbers.com/movie/Coach-Carter-(2005),[],"[['Thomas Carter', 'Director'], ['Mark Schwahn', 'Screenwriter'], ['John Gatins', 'Screenwriter'], ['Ken Carter', 'Story Creator'], ['Brian Robbins', 'Producer'], ['Mike Tollin', 'Producer'], ['David Gale', 'Producer'], ['Van Toffler', 'Executive Producer'], ['Thomas Carter', 'Executive Producer'], ['Sharla Sumpter', 'Executive Producer'], ['Caitlin Scanlon', 'Executive Producer'], ['Carlos Barbosa', 'Production Designer'], ['Peter Berger', 'Editor'], ['Trevor Rabin', 'Composer'], ['Sharone Meir', 'Director of Photography']]","$24,182,960 (36.0% of total gross)",2.78 (domestic box office/biggest weekend),87.7% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 1.7 times production budget)","2,524 opening theaters/2,574 max. theaters, 6.0 weeks average run per theater","$96,227,596","January 14th, 2005 (Wide) by Paramount Pictures","May 27th, 2005 (Wide) (Australia)
","June 21st, 2005 by Paramount Home Video","PG-13 for violence, sexual content, language, teen partying and some drug material.",137 minutes,"vs. McFarland, USACreate your own comparison chart…","Basketball, Inspirational Coach, Epilogue, Inspired by a True Story, Hood Film, Biography, Sports Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,,"MTV Films, Tollin/Robbins","$67,264,877","$9,400,630","$76,665,507",,,
3,https://www.the-numbers.com/movie/Elektra,['Jennifer Garner'],"[['Rob Bowman', 'Director'], ['Zak Penn', 'Screenwriter'], ['Stuart Zicherman', 'Screenwriter'], ['Raven Metzner', 'Screenwriter'], ['Arnon Milchan', 'Producer'], ['Gary Foster', 'Producer'], ['Avi Arad', 'Producer'], ['Kevin Feige', 'Co-Producer'], ['Josh McLaglen', 'Co-Producer'], ['Stan Lee', 'Executive Producer'], ['Mark Steven Johnson', 'Executive Producer'], ['Brent O’Connor', 'Executive Producer'], ['Bill Roe', 'Director of Photography'], ['Christophe Beck', 'Composer'], ['Graeme Murray', 'Production Designer'], ['Eric Norlin', 'Art Director'], ['Josh McLaglen', 'Assistant Director']]","$12,804,793 (52.5% of total gross)",1.91 (domestic box office/biggest weekend),43.0% (domestic box office/worldwide),"$65,000,000 (worldwide box office is 0.9 times production budget)","3,203 opening theaters/3,203 max. theaters, 2.9 weeks average run per theater","$34,919,984","January 14th, 2005 (Wide) by 20th Century Fox","January 14th, 2005 (Wide) (Australia)
","April 5th, 2005 by Fox Home Entertainment",PG-13 for action violence.,97 minutes,vs. Blade: TrinityCreate your own comparison chart…,"Marvel Comics, Visual Effects, Non-Chronological, Action Adventure, Hitmen, Hitman Falling In Love with their Target",Spin-Off,Action,Live Action,Super Hero,United States,English,,"Regency Enterprises, Twentieth Century Fox, Marvel Studios, New Regency, Horseshoe Bay","$24,409,722","$32,414,911","$56,824,633",,,
4,https://www.the-numbers.com/movie/Assault-On-Precinct-13,"['John Leguizamo', 'Maria Bello', 'Ja Rule', 'Drea de Matteo', 'Brian Dennehy', 'Gabriel Byrne', 'Ethan Hawke', 'Laurence Fishburne']","[['Jean-Francois Richet', 'Director'], ['James DeMonaco', 'Screenwriter'], ['Jeffrey Silver', 'Producer'], ['Don Carmody', 'Executive Producer'], ['Sebastien K. Lemercier', 'Executive Producer'], ['Joseph Kaufman', 'Executive Producer'], ['Graeme Revell', 'Composer']]","$6,502,724 (32.4% of total gross)",3.08 (domestic box office/biggest weekend),55.6% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 1.2 times production budget)","2,297 opening theaters/2,297 max. theaters, 3.0 weeks average run per theater","$28,670,042","January 19th, 2005 (Wide) by Focus/Rogue Pictures","April 1st, 2005 (Wide) (Australia)
","May 10th, 2005 by Universal Home Entertainment, released as Assault on Precinct 13June 27th, 2005 by Entertainment in Video, released as Assault on Precinct 13","R for strong violence and language throughout, and for some drug content.",109 minutes,vs. Kick-Ass 2Create your own comparison chart…,"Action Thriller, Remake, Crime Boss, Corrupt Cops, Siege, Surprise Twist",Remake,Action,Live Action,Contemporary Fiction,"France, United States",English,,"Rogue Pictures, Why Not Productions, Liaison Films","$20,040,895","$16,000,000","$36,040,895",,,
5,https://www.the-numbers.com/movie/Are-We-There-Yet,"['Nia Long', 'Jay Mohr', 'Tracy Morgan', 'Ice Cube', 'Aleisha Allen', 'Philip Bolden']","[['Brian Levant', 'Director'], ['David Newman', 'Composer'], ['J. David Stem', 'Screenwriter'], ['Ice Cube', 'Producer']]","$18,575,214 (22.5% of total gross)",4.45 (domestic box office/biggest weekend),84.3% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 4.9 times production budget)","2,709 opening theaters/2,810 max. theaters, 7.4 weeks average run per theater","$134,781,184","January 21st, 2005 (Wide) by Sony Pictures","March 11th, 2005 (Wide) (Australia)
","May 24th, 2005 by Sony Pictures Home Entertainment",PG for language and rude humor.,94 minutes,vs. Racing StripesCreate your own comparison chart…,"Road Trip, African Americans, Romance",Original Screenplay,Romantic Comedy,Live Action,Kids Fiction,United States,English,Are We There Yet?,Revolution Studios,"$82,674,398","$15,440,073","$98,114,471",,,
6,https://www.the-numbers.com/movie/Aliens-of-the-Deep,[],"[['James Cameron', 'Director'], ['Steven Quale', 'Director'], ['Andrew Wright', 'Producer'], ['James Cameron', 'Producer'], ['Ed W. Marsh', 'Creative Producer'], ['Vince Pace', 'Director of Photography'], ['Ralph Burris', 'Unit Production Manager'], ['Ellie Smith', 'First Assistant Director'], ['Christopher A. Debiec', 'Associate Producer'], ['Ed W. Marsh', 'Editor'], ['Fiona Wight', 'Editor'], ['Matt Kregor', 'Editor'], ['Jeehun Hwang', 'Composer']]","$479,368 (5.3% of total gross)",18.71 (domestic box office/biggest weekend),70.3% (domestic box office/worldwide),,"27 opening theaters/27 max. theaters, 47.9 weeks average run per theater","$12,771,582","January 28th, 2005 (IMAX) by Walt Disney","February 25th, 2005 (Wide), released as Aliens Of The Deep (Australia)
","November 5th, 2005 by Buena Vista Home Entertainment",G,47 minutes,vs. Ghosts of the AbyssCreate your own comparison chart…,"3-D, 3-D - Shot in 3-D",Based on Real Life Events,Documentary,Live Action,Factual,United States,English,,"Walden Media, Walt Disney Pictures, Earthship","$8,968,684","$3,797,000","$12,765,684",,,
7,https://www.the-numbers.com/movie/Alone-in-the-Dark-(2005),[],"[['Uwe Boll', 'Director'], ['Elan Mastai', 'Screenwriter'], ['Michael Roesch', 'Screenwriter'], ['Peter Scheerer', 'Screenwriter']]","$2,834,421 (54.7% of total gross)",1.83 (domestic box office/biggest weekend),48.9% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.5 times production budget)","2,124 opening theaters/2,124 max. theaters, 2.1 weeks average run per theater","$8,442,440","January 28th, 2005 (Wide) by Lionsgate",,,R for violence and language.,96 minutes,vs. GigliCreate your own comparison chart…,"Action Horror, Famously Bad, Paranormal Investigation, Nightmare",Based on Game,Horror,Live Action,Fantasy,,,,,"$5,178,569","$5,409,510","$10,588,079",,,
8,https://www.the-numbers.com/movie/Hide-and-Seek-(2005),"['Robert De Niro', 'Famke Janssen', 'Elisabeth Shue', 'Amy Irving', 'Dylan Baker', 'Melissa Leo', 'Dakota Fanning']","[['John Polson', 'Director'], ['Ari Schlossberg', 'Screenwriter'], ['Barry Josephson', 'Producer'], ['Joe Caracciolo, Jr.', 'Executive Producer'], ['Dana Robin', 'Co-Producer'], ['John Rogers', 'Co-Producer'], ['Jeffrey Ford', 'Editor']]","$21,959,233 (43.0% of total gross)",2.33 (domestic box office/biggest weekend),41.3% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 4.9 times production budget)","3,005 opening theaters/3,005 max. theaters, 4.3 weeks average run per theater","$73,103,185","January 28th, 2005 (Wide) by 20th Century Fox","February 11th, 2005 (Wide) (Australia)
","July 5th, 2005 by Fox Home Entertainment",R for frightening sequences and violence,100 minutes,vs. DaredevilCreate your own comparison chart…,"Surprise Twist, Psychological Horror, Multiple Personality, Mental Illness, Faked Suicide, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Infidelity",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,,Regency Enterprises,"$51,100,486","$72,596,255","$123,696,741",,,
9,https://www.the-numbers.com/movie/Sharks-3D,[],[],,,60.7% (domestic box office/worldwide),,,"$12,159,906","January 28th, 2005 (IMAX) by 3D Entertainment","May 6th, 2005 (Wide), released as Sharks 3d (Australia)
","June 7th, 2011 by Universal Home Entertainment",Not Rated,42 minutes,vs. Sea Rex 3D: Journey to a Prehistoric WorldCreate your own comparison chart…,"Short Film, 3-D, 3-D - Shot in 3-D",Based on Real Life Events,Documentary,Live Action,Factual,France,,,,"$8,500,000","$5,500,000","$14,000,000",,,
10,https://www.the-numbers.com/movie/Boogeyman,"['Emily Deschanel', 'Skye McCole Bartusiak', 'Lucy Lawless', 'Barry Watson']","[['Stephen Kay', 'Director']]","$19,020,655 (40.7% of total gross)",2.46 (domestic box office/biggest weekend),69.6% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 3.4 times production budget)","3,052 opening theaters/3,052 max. theaters, 4.0 weeks average run per theater","$66,882,890","February 4th, 2005 (Wide) by Sony Pictures","May 13th, 2005 (Wide) (Australia)
","May 31st, 2005 by Sony Pictures Home Entertainment","PG-13 for intense sequences of horror and terror/violence, and some partial nudity.",89 minutes,vs. The Grudge 2Create your own comparison chart…,"Supernatural Horror, Supernatural",Original Screenplay,Horror,Live Action,Contemporary Fiction,"New Zealand, United States",English,Boogeyman,Mandate Pictures,"$46,752,382","$20,440,477","$67,192,859",,,
11,https://www.the-numbers.com/movie/Wedding-Date-The,"['Amy Adams', 'Peter Egan', 'Holland Taylor', 'Debra Messing', 'Dermot Mulroney']","[['Blake Neely', 'Composer']]","$11,129,580 (35.1% of total gross)",2.85 (domestic box office/biggest weekend),67.3% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 3.1 times production budget)","1,695 opening theaters/1,705 max. theaters, 4.6 weeks average run per theater","$45,387,915","February 4th, 2005 (Wide) by Universal","May 27th, 2005 (Wide) (Australia)
","August 16th, 2005 by Universal Home Entertainment, released as Wedding Date, The",PG-13 for sexual content including dialogue.,88 minutes,vs. The GrudgeCreate your own comparison chart…,"Epilogue, Romance",Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,,Gold Circle Films,"$31,726,995","$15,448,043","$47,175,038",,,
12,https://www.the-numbers.com/movie/Bride-and-Prejudice,[],"[['Gurinder Chadha', 'Director']]","$385,848 (5.8% of total gross)",7.71 (domestic box office/biggest weekend),26.1% (domestic box office/worldwide),"$7,000,000 (worldwide box office is 3.6 times production budget)","32 opening theaters/288 max. theaters, 6.8 weeks average run per theater","$9,443,349","February 11th, 2005 (Limited) by Miramax","February 18th, 2005 (Wide), released as Bride And Prejudice (Australia)
",,PG-13 for some sexual references.,,vs. Slumdog MillionaireCreate your own comparison chart…,"Modern Adaptation, Bollywood From Around the World",Based on Fiction Book/Short Story,Musical,Live Action,Contemporary Fiction,,,,,"$6,601,079","$18,667,961","$25,269,040",,,
13,https://www.the-numbers.com/movie/Hitch,"['Eva Mendes', 'Kevin James', 'Amber Valletta', 'Julie Ann Emery', 'Adam Arkin', 'Michael Rapaport', 'Will Smith']","[['Andy Tennant', 'Director'], ['Kevin Bisch', 'Screenwriter'], ['James Lassiter', 'Producer'], ['Will Smith', 'Producer'], ['Teddy Zee', 'Producer'], ['Michael Tadross', 'Executive Producer'], ['Wink Mordaunt', 'Executive Producer'], ['Troy Takaki', 'Editor']]","$43,142,214 (24.3% of total gross)",4.12 (domestic box office/biggest weekend),48.5% (domestic box office/worldwide),"$55,000,000 (worldwide box office is 6.7 times production budget)","3,575 opening theaters/3,575 max. theaters, 7.9 weeks average run per theater","$254,334,104","February 11th, 2005 (Wide) by Sony Pictures","March 4th, 2005 (Wide) (Australia)
","June 14th, 2005 by Sony Pictures Home Entertainment",PG-13 for language and some strong sexual references,117 minutes,vs. The Perfect ManCreate your own comparison chart…,"Relationship Advice, Romance, Tabloid Journalism, Set in Manhattan, Set in New York, Wedding Day, Breaking the Fourth Wall, Romantic Comedy",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,,"Columbia Pictures, Overbrook Entertainment","$177,784,257","$189,000,000","$366,784,257",,,
14,https://www.the-numbers.com/movie/Ong-Bak,[],"[['Prachya Pinkaew', 'Director'], ['Suphachai Sittiaumponpan', 'Screenwriter']]","$1,334,869 (29.3% of total gross)",3.42 (domestic box office/biggest weekend),19.0% (domestic box office/worldwide),"$1,100,000 (worldwide box office is 21.9 times production budget)","387 opening theaters/387 max. theaters, 3.9 weeks average run per theater","$6,527,958","February 11th, 2005 (Limited) by Magnolia Pictures","March 11th, 2005 (Wide), released as Ong Bak (Australia)
","August 30th, 2005 by Fox Home Entertainment, released as Ong-Bak: The Thai Warrior","R for sequences of strong violence, language, some drug use and sexuality",,vs. Bad GeniusCreate your own comparison chart…,"Martial Arts, Intertitle, White Collar Crime, Narcotics, Gangs, Country Mouse, City Mouse, Organized Crime, Underground / Illegal Fighting, Gambling, Voiceover/Narration, Extreme Weather, Confidence Men, Slow Motion Scene, Action Thriller",Original Screenplay,Action,Live Action,Contemporary Fiction,Thailand,Thai,Ong-Bak,,"$4,563,167","$19,488,685","$24,051,852",,,
15,https://www.the-numbers.com/movie/Poohs-Heffalump-Movie,[],[],"$5,805,559 (32.1% of total gross)",3.12 (domestic box office/biggest weekend),32.5% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 2.8 times production budget)","2,529 opening theaters/2,529 max. theaters, 3.7 weeks average run per theater","$25,891,202","February 11th, 2005 (Wide) by Walt Disney","May 27th, 2005 (Wide) (Australia)
","May 24th, 2005 by Walt Disney Home Entertainment",G,,vs. The Tigger MovieCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Hand Animation,Kids Fiction,United States,,Winnie the Pooh,,"$18,098,433","$37,588,511","$55,686,944",,,
16,https://www.the-numbers.com/movie/Because-of-Winn-Dixie,"['Jeff Daniels', 'Cicely Tyson', 'Dave Matthews', 'Eva Marie Saint', 'AnnaSophia Robb']","[['Wayne Wang', 'Director']]","$10,208,431 (31.3% of total gross)",3.20 (domestic box office/biggest weekend),97.4% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 2.2 times production budget)","3,188 opening theaters/3,188 max. theaters, 4.5 weeks average run per theater","$46,704,112","February 18th, 2005 (Wide) by 20th Century Fox","July 15th, 2005 (Wide), released as Because Of Winn-dixie (Australia)
","August 9th, 2005 by Fox Home Entertainment",PG for thematic elements and brief mild language.,106 minutes,vs. Be CoolCreate your own comparison chart…,"Animal Lead, Comedy Drama, Dysfunctional Family, New Guy/Girl in School, Preacher, Single Parent",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,English,,Walden Media,"$32,647,042","$861,443","$33,508,485",,,
17,https://www.the-numbers.com/movie/Constantine,"['Rachel Weisz', 'Shia LaBeouf', 'Tilda Swinton', 'Pruitt Taylor Vince', 'Djimon Hounsou', 'Gavin Rossdale', 'Peter Stormare', 'Keanu Reeves']","[['Francis Lawrence', 'Director'], ['Brian Tyler', 'Composer'], ['Klaus Badelt', 'Composer'], ['Lauren Shuler Donner', 'Producer'], ['Michael E. Uslan', 'Producer']]","$29,769,098 (39.2% of total gross)",2.55 (domestic box office/biggest weekend),34.3% (domestic box office/worldwide),"$75,000,000 (worldwide box office is 3.0 times production budget)","3,006 opening theaters/3,006 max. theaters, 5.2 weeks average run per theater","$108,689,782","February 18th, 2005 (Wide) by Warner Bros.","February 25th, 2005 (Wide) (Australia)
","July 11th, 2005 by Warner Home VideoJuly 19th, 2005 by Warner Home Video",R for violence and demonic images.,121 minutes,vs. DogmaCreate your own comparison chart…,"D.C. Comics, Visual Effects, Demons, Heaven and Hell, Good vs. Evil, Exorcism, Action Horror",Based on Comic/Graphic Novel,Action,Live Action,Contemporary Fiction,"Germany, United States",English,John Constantine,"Weed Road Pictures, Village Roadshow Productions","$75,976,178","$145,617,376","$221,593,554",,,
18,https://www.the-numbers.com/movie/Son-of-the-Mask,"['Steven Wright', 'Jamie Kennedy', 'Alan Cumming', 'Traylor Howard', 'Bob Hoskins']",[],"$7,511,675 (44.1% of total gross)",2.27 (domestic box office/biggest weekend),28.4% (domestic box office/worldwide),"$100,000,000 (worldwide box office is 0.6 times production budget)","2,966 opening theaters/2,966 max. theaters, 3.0 weeks average run per theater","$24,346,167","February 18th, 2005 (Wide) by New Line","March 25th, 2005 (Wide), released as Son Of The Mask (Australia)
",,"PG for action, crude and suggestive humor and language.",94 minutes,vs. The Master of DisguiseCreate your own comparison chart…,Dark Horse Comics,Based on Comic/Graphic Novel,Adventure,Live Action,Kids Fiction,"United Kingdom, United States",English,Mask,"New Line Cinema, Radar Pictures, Dark Horse Entertainment","$17,018,422","$42,900,000","$59,918,422",,,
19,https://www.the-numbers.com/movie/Untergang-Der,['Bruno Ganz'],"[['Oliver Hirschbiegel', 'Director'], ['Bernd Eichinger', 'Screenwriter']]","$18,195 (0.3% of total gross)",9.32 (domestic box office/biggest weekend),5.9% (domestic box office/worldwide),"$13,500,000 (worldwide box office is 6.9 times production budget)","1 opening theaters/174 max. theaters, 8.8 weeks average run per theater","$7,870,941","February 18th, 2005 (Limited) by Newmarket Films, released as Downfall","April 15th, 2005 (Wide), released as Downfall (Australia)
","August 2nd, 2005 by Sony Pictures Home Entertainment, released as Downfall","R for strong violence, disturbing images and some nudity",155 minutes,vs. The Widow of St. PierreCreate your own comparison chart…,"World War II, Epilogue, War, War Drama, 1940s",Based on Factual Book/Article,Drama,Live Action,Dramatization,"Austria, Germany, Italy",German,,,"$5,501,940","$88,129,804","$93,631,744",,,
20,https://www.the-numbers.com/movie/Cursed,"['Jesse Eisenberg', 'Judy Greer', 'Scott Baio', 'Milo Ventimiglia', 'Christina Ricci', 'Joshua Jackson', 'Shannon Elizabeth']","[['Wes Craven', 'Director'], ['Kevin Williamson', 'Screenwriter'], ['Marianne Maddalena', 'Producer'], ['Kevin Williamson', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Marco Beltrami', 'Composer']]","$9,633,085 (49.9% of total gross)",2.00 (domestic box office/biggest weekend),76.8% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 0.7 times production budget)","2,805 opening theaters/2,805 max. theaters, 3.1 weeks average run per theater","$27,602,837","February 25th, 2005 (Wide) by Miramax/Dimension","June 3rd, 2005 (Wide) (Australia)
","June 21st, 2005 by Dimension Home","PG-13 for horror violence/terror, some sexual references, nudity, language and a brief drug reference.
Edited for re-rating",97 minutes,vs. PoltergeistCreate your own comparison chart…,"Werewolf, Body Horror",Original Screenplay,Horror,Live Action,Fantasy,"Germany, United States",English,,"Dimension Films, Outerbanks Entertainment, Craven, Maddalena","$19,294,901","$5,820,000","$25,114,901",,,
21,https://www.the-numbers.com/movie/Diary-of-a-Mad-Black-Woman,"['Kimberly Elise', 'Tyler Perry']",[],"$21,905,089 (43.5% of total gross)",2.30 (domestic box office/biggest weekend),99.9% (domestic box office/worldwide),"$5,500,000 (worldwide box office is 9.2 times production budget)","1,483 opening theaters/1,703 max. theaters, 4.4 weeks average run per theater","$72,110,166","February 25th, 2005 (Wide) by Lionsgate",,"June 28th, 2005 by Lionsgate Home Entertainment","PG-13 for drug content, thematic elements, crude sexual references and some violence.",116 minutes,vs. Beyond the LightsCreate your own comparison chart…,"Same Actor, Multiple Roles, Voiceover/Narration, African Americans, Relationships Gone Wrong, House Arrest, Cross-Dressing, Fat Suit, Comedy Drama",Based on Play,Drama,Live Action,Contemporary Fiction,United States,English,Madea,,"$50,406,346","$52,010","$50,458,356",,,
22,https://www.the-numbers.com/movie/Man-of-the-House-(2005),[],"[['Stephen Herek', 'Director'], ['Robert Ramsey', 'Screenwriter'], ['Matthew Stone', 'Screenwriter'], ['John J. McLaughlin', 'Screenwriter'], ['David Newman', 'Composer']]","$8,917,251 (45.3% of total gross)",2.21 (domestic box office/biggest weekend),89.1% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 0.4 times production budget)","2,422 opening theaters/2,422 max. theaters, 3.5 weeks average run per theater","$28,181,950","February 25th, 2005 (Wide) by Sony Pictures",,"July 19th, 2005 by Sony Pictures Home Entertainment","PG-13 for violence, sexual content, crude humor and a drug reference",100 minutes,vs. Daddy’s HomeCreate your own comparison chart…,"Undercover, Crime Comedy, Hitmen, Corrupt Cops, Dysfunctional Family, Romance, Cheerleaders, College, College Professor",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"$19,699,706","$2,400,000","$22,099,706",,,
23,https://www.the-numbers.com/movie/Be-Cool,['Danny DeVito'],"[['F. Gary Gray', 'Director'], ['John Powell', 'Composer']]","$23,450,212 (42.0% of total gross)",2.38 (domestic box office/biggest weekend),58.8% (domestic box office/worldwide),"$75,000,000 (worldwide box office is 1.3 times production budget)","3,216 opening theaters/3,216 max. theaters, 4.2 weeks average run per theater","$79,896,880","March 4th, 2005 (Wide) by MGM","March 11th, 2005 (Wide) (Australia)
","June 6th, 2005 by MGM Video","PG-13 for violence, sensuality, and language including sexual references.",,vs. Get ShortyCreate your own comparison chart…,"Music Industry, Film Noir, Posthumous Release, Gratuitous Cameos, Organized Crime, Money Troubles, Big Break, Crime Comedy",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,"English, Russian",Get Shorty,"Double Feature Films, Jersey Films","$55,849,401","$39,094,616","$94,944,017",,,
24,https://www.the-numbers.com/movie/Jacket-The,[],"[['John Maybury', 'Director'], ['Massy Tadjedin', 'Screenwriter']]","$2,723,682 (43.2% of total gross)",2.31 (domestic box office/biggest weekend),40.8% (domestic box office/worldwide),"$28,500,000 (worldwide box office is 0.5 times production budget)","1,331 opening theaters/1,331 max. theaters, 2.6 weeks average run per theater","$9,014,248","March 4th, 2005 (Wide) by Warner Independent",,"February 14th, 2006 by Studio Distribution Services","R for violence, language and brief sexuality/nudity.",103 minutes,vs. PlushCreate your own comparison chart…,"Psychological Thriller, 1990s, Faulty Memory, Mental Hospital, Human Experimentation, Time Travel, Accidental Death, Young Child Dealing with the Death of a Parent",Original Screenplay,Thriller/Suspense,Live Action,Fantasy,United States,,,,"$6,301,131","$9,151,847","$15,452,978",,,
25,https://www.the-numbers.com/movie/Pacifier-The,"['Lauren Graham', 'Faith Ford', 'Vin Diesel', 'Brittany Snow', 'Max Thieriot']","[['Adam Shankman', 'Director'], ['John Debney', 'Composer'], ['Thomas Lennon', 'Screenwriter'], ['Roger Birnbaum', 'Producer'], ['Gary Barber', 'Producer'], ['Jonathan Glickman', 'Producer'], ['Adam Shankman', 'Executive Producer'], ['Jennifer Gibgot', 'Executive Producer'], ['Derek Evans', 'Executive Producer'], ['Garrett Grant', 'Executive Producer']]","$30,552,694 (27.0% of total gross)",3.70 (domestic box office/biggest weekend),57.1% (domestic box office/worldwide),"$56,000,000 (worldwide box office is 3.5 times production budget)","3,131 opening theaters/3,181 max. theaters, 8.3 weeks average run per theater","$161,665,064","March 4th, 2005 (Wide) by Walt Disney","March 18th, 2005 (Wide) (Australia)
","June 28th, 2005 by Walt Disney Home Entertainment, released as Pacifier, The","PG for action violence, language and rude humor.",95 minutes,vs. Sky HighCreate your own comparison chart…,"Undercover, Babysitters",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Canada, United States",English,,"Walt Disney Pictures, Spyglass Entertainment, Birnbaum/Barber","$113,006,880","$85,000,000","$198,006,880",,,
26,https://www.the-numbers.com/movie/Hostage,[],"[['Florent-Emilio Siri', 'Director']]","$10,214,734 (29.5% of total gross)",3.39 (domestic box office/biggest weekend),44.6% (domestic box office/worldwide),"$75,000,000 (worldwide box office is 1.0 times production budget)","2,123 opening theaters/2,183 max. theaters, 5.2 weeks average run per theater","$49,550,104","March 11th, 2005 (Wide) by Miramax","April 15th, 2005 (Wide) (Australia)
","June 21st, 2005 by Miramax Video","R for strong graphic violence, language and some drug use",113 minutes,vs. Mercury RisingCreate your own comparison chart…,"Hostage, Kidnap, Organized Crime, Prologue, Murder - Suicide, Action Thriller",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,,,,"$34,636,443","$43,000,000","$77,636,443",,,
27,https://www.the-numbers.com/movie/Millions,[],"[['Danny Boyle', 'Director'], ['Frank Cottrell Boyce', 'Screenwriter'], ['Frank Cottrell Boyce', 'Story Creator']]","$70,224 (1.1% of total gross)",9.86 (domestic box office/biggest weekend),53.4% (domestic box office/worldwide),,"5 opening theaters/340 max. theaters, 7.5 weeks average run per theater","$9,419,140","March 11th, 2005 (Limited) by Fox Searchlight",,"November 1st, 2005 by Fox Home Entertainment","PG-13 for thematic elements, language, some peril and mild sensuality.",98 minutes,vs. Notes on a ScandalCreate your own comparison chart…,"Comedy Drama, Young Child Dealing with the Death of a Parent, Found Money, Religious, Trains, Heist, Voiceover/Narration, Novel or Other Work Adapted by Author",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United Kingdom,English,,"Fox Searchlight Pictures, Pathe Pictures, UK Film Council, BBC Films, Mission Pictures International, Inside Track","$6,584,159","$5,753,669","$12,337,828",,,
