,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,South Korea,1/10/2008,$0,0,108,171,"$978,654",3/25/2020,https://www.the-numbers.com/movie/Bu-neng-shuo-de-mi-mi-(Hong-Kong),https://www.the-numbers.com/movie/Bu-neng-shuo-de-mi-mi-(Hong-Kong)/South-Korea#tab=box-office,"$6,645,631",3/25/2020
1,Rest of World,,,,,,"$5,666,977",,https://www.the-numbers.com/movie/Bu-neng-shuo-de-mi-mi-(Hong-Kong),,"$6,645,631",3/25/2020
0,South Korea,1/10/2008,$0,0,108,171,"$978,654",3/25/2020,https://www.the-numbers.com/movie/Bu-neng-shuo-de-mi-mi-(Hong-Kong),https://www.the-numbers.com/movie/Bu-neng-shuo-de-mi-mi-(Hong-Kong)/South-Korea#tab=box-office,"$6,645,631",3/25/2020
1,Rest of World,,,,,,"$5,666,977",,https://www.the-numbers.com/movie/Bu-neng-shuo-de-mi-mi-(Hong-Kong),,"$6,645,631",3/25/2020
0,South Korea,1/10/2008,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Woori-Saengae-Choigoeui-Soongan-(South-Korea)-(2008),https://www.the-numbers.com/movie/Woori-Saengae-Choigoeui-Soongan-(South-Korea)-(2008)/South-Korea#tab=box-office,"$25,377,585",
0,South Korea,1/10/2008,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Woori-Saengae-Choigoeui-Soongan-(South-Korea)-(2008),https://www.the-numbers.com/movie/Woori-Saengae-Choigoeui-Soongan-(South-Korea)-(2008)/South-Korea#tab=box-office,"$25,377,585",
0,Australia,3/15/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/27-Dresses,https://www.the-numbers.com/movie/27-Dresses/Australia#tab=box-office,"$83,439,151",
0,Australia,3/15/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/27-Dresses,https://www.the-numbers.com/movie/27-Dresses/Australia#tab=box-office,"$83,439,151",
0,Australia,7/21/2017,"$40,951",15,15,15,"$40,951",7/26/2017,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo/Australia#tab=box-office,"$9,034,766",10/22/2022
1,New Zealand,7/21/2017,$666,1,6,7,"$6,122",8/1/2017,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo/New-Zealand#tab=box-office,"$9,034,766",10/22/2022
2,South Korea,1/24/2008,$0,0,13,13,"$9,855",10/22/2022,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo/South-Korea#tab=box-office,"$9,034,766",10/22/2022
3,Rest of World,,,,,,"$8,977,838",,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,,"$9,034,766",10/22/2022
0,Australia,7/21/2017,"$40,951",15,15,15,"$40,951",7/26/2017,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo/Australia#tab=box-office,"$9,034,766",10/22/2022
1,New Zealand,7/21/2017,$666,1,6,7,"$6,122",8/1/2017,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo/New-Zealand#tab=box-office,"$9,034,766",10/22/2022
2,South Korea,1/24/2008,$0,0,13,13,"$9,855",10/22/2022,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo/South-Korea#tab=box-office,"$9,034,766",10/22/2022
3,Rest of World,,,,,,"$8,977,838",,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,,"$9,034,766",10/22/2022
