,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Running Time:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office
48,https://www.the-numbers.com/movie/Mighty-Wind-A,[],"[['Christopher Guest', 'Director'], ['Christopher Guest', 'Screenwriter'], ['Eugene Levy', 'Screenwriter']]","$2,112,140 (12.0% of total gross)",5.85 (domestic box office/biggest weekend),95.0% (domestic box office/worldwide),"$6,000,000 (worldwide box office is 3.1 times production budget)","133 opening theaters/770 max. theaters, 5.4 weeks average run per theater","$26,739,702","April 16th, 2003 (Limited) by Warner Bros.",,"September 23rd, 2003 by Warner Home Video, released as Mighty Wind, A",PG-13 for sex-related humor,,vs. I Hope They Serve Beer in HellCreate your own comparison chart…,"Mockumentary, Musicians, Epilogue, Improvised, Folk Music, Farcical / Slapstick Comedy, Screenplay Written By the Star, Directing Yourself",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,92 minutes,,"$17,583,468","$921,071","$18,504,539"
49,https://www.the-numbers.com/movie/Holes-(2003),[],"[['Andrew Davis', 'Director'], ['Louis Sachar', 'Screenwriter'], ['Louis Sachar', 'Story Creator']]","$16,300,155 (24.2% of total gross)",4.13 (domestic box office/biggest weekend),94.6% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 3.6 times production budget)","2,331 opening theaters/2,452 max. theaters, 7.3 weeks average run per theater","$102,472,733","April 18th, 2003 (Wide) by Walt Disney",,"September 23rd, 2003 by Walt Disney Home Entertainment","PG for violence, mild language and some thematic elements.",,vs. Nobody’s FoolCreate your own comparison chart…,"Wrongfully Convicted, Treasure Hunters, Family Adventure, Juvenile Delinquent, Telenovela, Cruel Wardens or Prison Guards",Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,United States,,117 minutes,,"$67,383,924","$3,848,290","$71,232,214"
50,https://www.the-numbers.com/movie/Malibus-Most-Wanted-(2003),"['Blair Underwood', 'Regina Hall', 'Damien Wayans', ""Ryan O'Neal"", 'Snoop Dogg', 'Bo Derek', 'Jeffrey Tambor', 'Jamie Kennedy', 'Taye Diggs', 'Anthony Anderson']","[['John Whitesell', 'Director'], ['Fax Bahr', 'Screenwriter'], ['Jamie Kennedy', 'Screenwriter'], ['Nick Swardson', 'Screenwriter'], ['Mike Karz', 'Producer'], ['Fax Bahr', 'Producer'], ['Adam Small', 'Producer'], ['Bill Johnson', 'Executive Producer'], ['Russell Hollander', 'Co-Producer'], ['Josh Etting', 'Co-Producer']]","$12,618,159 (36.8% of total gross)",2.72 (domestic box office/biggest weekend),99.4% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 2.3 times production budget)","2,503 opening theaters/2,503 max. theaters, 4.5 weeks average run per theater","$52,174,558","April 18th, 2003 (Wide) by Warner Bros., released as Malibu's Most Wanted",,"September 9th, 2003 by Warner Home Video","PG-13 for sexual humor, language and violence.",,"vs. I Love You, ManCreate your own comparison chart…","Hood Film, Farcical / Slapstick Comedy, Dysfunctional Family, Political, Political Campaign",Based on TV,Comedy,Live Action,Contemporary Fiction,United States,English,86 minutes,Karz Entertainment,"$34,308,901","$190,303","$34,499,204"
51,https://www.the-numbers.com/movie/Winged-Migration,[],[],"$33,128 (0.3% of total gross)",26.60 (domestic box office/biggest weekend),29.9% (domestic box office/worldwide),"$28,000,000 (worldwide box office is 1.4 times production budget)","1 opening theaters/202 max. theaters, 12.3 weeks average run per theater","$17,775,889","April 18th, 2003 (Limited) by Sony Pictures Classics",,,G,,vs. FuelCreate your own comparison chart…,,Based on Real Life Events,Documentary,Live Action,Factual,"France, Germany, Italy, Switzerland","English, French",98 minutes,,"$11,689,053","$27,445,930","$39,134,983"
52,https://www.the-numbers.com/movie/Confidence,[],"[['James Foley', 'Director'], ['Doug Jung', 'Screenwriter'], ['Scott Bernstein', 'Producer'], ['Michael Burns', 'Producer'], ['Marc Butan', 'Producer'], ['Juan Ruiz-Anchía', 'Cinematographer'], ['Stuart Levy', 'Editor'], ['Christophe Beck', 'Composer'], ['Dave Crawford', 'Composer']]","$4,563,588 (37.4% of total gross)",2.68 (domestic box office/biggest weekend),94.2% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 0.9 times production budget)","1,871 opening theaters/1,871 max. theaters, 2.9 weeks average run per theater","$18,571,781","April 25th, 2003 (Wide) by Lionsgate","July 24th, 2003 (Wide) (Australia)
August 22nd, 2003 (Wide) (United Kingdom)
",,"R for language, violence and sexuality/nudity",,vs. This ChristmasCreate your own comparison chart…,"Confidence Men, Film Noir, Crime Drama, No Honor Among Thieves, Surprise Twist, Faked Death",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Canada, Germany, United States",English,97 minutes,,"$12,212,417","$757,984","$12,970,401"
53,https://www.the-numbers.com/movie/Identity,"['John Hawkes', 'John C. McGinley', 'William Lee Scott', 'Jake Busey', 'Pruitt Taylor Vince', 'John Cusack', 'Ray Liotta', 'Amanda Peet', 'Alfred Molina', 'Clea DuVall', 'Rebecca De Mornay']","[['James Mangold', 'Director'], ['Cathy Konrad', 'Producer'], ['James Mangold', 'Screenwriter'], ['Michael Cooney', 'Screenwriter'], ['Michael Cooney', 'Story Creator'], ['Stuart Besser', 'Executive Producer'], ['Phedon Papamichael', 'Director of Photography'], ['David Brenner', 'Editor'], ['Arianne Phillips', 'Costume Designer'], ['Alan Silvestri', 'Composer']]","$16,225,263 (31.1% of total gross)",3.21 (domestic box office/biggest weekend),63.5% (domestic box office/worldwide),"$28,000,000 (worldwide box office is 2.9 times production budget)","2,733 opening theaters/2,733 max. theaters, 4.8 weeks average run per theater","$79,277,557","April 25th, 2003 (Wide) by Sony Pictures","June 13th, 2003 (Wide) (United Kingdom)
","September 2nd, 2003 by Sony Pictures Home Entertainment",R for strong violence and language,,vs. HolesCreate your own comparison chart…,"Serial Killer, Mental Illness, Extreme Weather, Surprise Twist, Prostitution, Fugitive / On the Run, Body in a Trunk, False Identity, Psychological Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,88 minutes,Columbia Pictures,"$52,131,264","$29,987,772","$82,119,036"
54,https://www.the-numbers.com/movie/It-Runs-in-the-Family,[],"[['Fred Schepisi', 'Director'], ['Jesse Wigutow', 'Screenwriter']]","$2,804,441 (38.0% of total gross)",2.63 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"1,207 opening theaters/1,207 max. theaters, 3.2 weeks average run per theater","$11,216,652","April 25th, 2003 (Wide) by MGM",,,"PG-13 for drug content, sexual material and language",,vs. Fred ClausCreate your own comparison chart…,"Dysfunctional Family, Relatives Playing Relatives, Comedy Drama",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,109 minutes,,"$7,375,836",,
55,https://www.the-numbers.com/movie/People-I-Know,[],"[['Terence Blanchard', 'Composer']]","$34,211 (28.0% of total gross)",3.57 (domestic box office/biggest weekend),2.1% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.3 times production budget)","5 opening theaters/8 max. theaters, 3.0 weeks average run per theater","$185,482","April 25th, 2003 (Limited) by Miramax",,,"R for language, drug use and brief sexual images",,vs. MollyCreate your own comparison chart…,,,,,,United States,,,,"$121,972","$5,572,241","$5,694,213"
56,https://www.the-numbers.com/movie/Spellbound-(2003),[],[],"$17,508 (0.3% of total gross)",17.12 (domestic box office/biggest weekend),76.8% (domestic box office/worldwide),,"1 opening theaters/117 max. theaters, 12.3 weeks average run per theater","$8,711,619","April 30th, 2003 (Limited) by ThinkFilm",,"January 20th, 2004 by Sony Pictures Home Entertainment",G,,Create your own comparison chart…,,Based on Real Life Events,Documentary,Live Action,Factual,,,,,"$5,728,581","$1,729,129","$7,457,710"
57,https://www.the-numbers.com/movie/X-Men-2-(2003),"['Halle Berry', 'Famke Janssen', 'James Marsden', 'Rebecca Romjin-Stamos*', 'Brian Cox', 'Alan Cumming', 'Bruce Davison', 'Shawn Ashmore', 'Aaron Stanford', 'Kelly Hu', 'Anna Paquin', 'Katie Stuart', 'Kea Wong', 'Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']","[['Bryan Singer', 'Director'], ['Michael Dougherty', 'Screenwriter'], ['Dan Harris', 'Screenwriter'], ['Zak Penn', 'Screenwriter'], ['Bryan Singer', 'Story Creator'], ['David Hayter', 'Story Creator'], ['Avi Arad', 'Executive Producer'], ['Stan Lee', 'Executive Producer'], ['Tom DeSanto', 'Executive Producer'], ['Bryan Singer', 'Executive Producer'], ['Lauren Shuler Donner', 'Producer'], ['Ralph Winter', 'Producer'], ['Newton Thomas Sigel', 'Director of Photography'], ['Guy Hendrix Dyas', 'Production Designer'], ['John Ottman', 'Composer'], ['John Ottman', 'Editor']]","$85,558,731 (39.8% of total gross)",2.51 (domestic box office/biggest weekend),52.9% (domestic box office/worldwide),"$125,000,000 (worldwide box office is 3.3 times production budget)","3,741 opening theaters/3,749 max. theaters, 6.6 weeks average run per theater","$326,880,377","May 2nd, 2003 (Wide) by 20th Century Fox, released as X2: X-Men United","April 30th, 2003 (Wide), released as X-men 2 (Australia)
May 2nd, 2003 (Wide) (United Kingdom)
","November 25th, 2003 by Fox Home Entertainment, released as X-Men 2: X-Men UnitedNovember 25th, 2003 by Fox Home Entertainment, released as X-2: X-Men United","PG-13 for sci-fi action/violence, some sexuality and brief language.",X-Men,vs. X-MenCreate your own comparison chart…,"Visual Effects, Marvel Comics, Faulty Memory, Mutants, Assassination, Political, High School, Prison Break",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,United States,English,135 minutes,20th Century Fox,"$214,949,694","$191,398,936","$406,348,630"
58,https://www.the-numbers.com/movie/Lizzie-McGuire-Movie-The,"['Adam Lamberg', 'Robert Carradine', 'Hallie Todd', 'Jake Thomas', 'Hilary Duff']","[['Jim Fall', 'Director']]","$17,338,755 (40.6% of total gross)",2.46 (domestic box office/biggest weekend),77.0% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 3.7 times production budget)","2,825 opening theaters/2,825 max. theaters, 5.0 weeks average run per theater","$64,987,552","May 2nd, 2003 (Wide) by Walt Disney","August 22nd, 2003 (Wide) (United Kingdom)
","August 12th, 2003 by Walt Disney Home Entertainment, released as Lizzie McGuire Movie, The",PG for mild thematic elements,,vs. Bulletproof MonkCreate your own comparison chart…,"Tween, Same Actor, Multiple Roles",Based on TV,Adventure,Live Action,Contemporary Fiction,United States,English,94 minutes,,"$42,734,455","$12,800,000","$55,534,455"
59,https://www.the-numbers.com/movie/Balzac-et-la-petite-tailleuse-chinoise,[],"[['Dai Sijie', 'Director']]","$16,694 (2.5% of total gross)",14.58 (domestic box office/biggest weekend),12.8% (domestic box office/worldwide),,"1 opening theaters/22 max. theaters, 9.9 weeks average run per theater","$951,369","July 29th, 2005 (Limited) by Empire Pictures, released as Balzac and the Little Chinese Seamstress","May 9th, 2003 (Limited), released as Balzac and the Little Chinese Steamstress (United Kingdom)
May 29th, 2003 (Wide), released as Balzac and the Little Chinese Seamstress (Australia)
",,Not Rated,,Create your own comparison chart…,"Foreign Language, Romance",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"China, France","French, Mandarin",110 minutes,,"$665,260","$4,543,228","$5,208,488"
60,https://www.the-numbers.com/movie/Daddy-Day-Care,"['Jeff Garlin', 'Steve Zahn', 'Regina King', 'Anjelica Huston', 'Eddie Murphy']","[['Steve Carr', 'Director'], ['David Newman', 'Composer']]","$27,623,580 (26.5% of total gross)",3.77 (domestic box office/biggest weekend),63.4% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 2.7 times production budget)","3,370 opening theaters/3,472 max. theaters, 7.0 weeks average run per theater","$158,382,140","May 9th, 2003 (Wide) by Sony Pictures","July 11th, 2003 (Wide) (United Kingdom)
","December 2nd, 2003 by Sony Pictures Home Entertainment",PG for language,Daddy Day Care,vs. Daddy’s HomeCreate your own comparison chart…,Babysitters,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,92 minutes,"Revolution Studios, Davis Entertainment","$104,148,781","$60,136,806","$164,285,587"
61,https://www.the-numbers.com/movie/Down-with-Love,[],"[['Peyton Reed', 'Director']]","$45,029 (0.2% of total gross)",2.90 (domestic box office/biggest weekend),57.3% (domestic box office/worldwide),,"1 opening theaters/2,124 max. theaters, 3.4 weeks average run per theater","$30,878,792","May 9th, 2003 (Wide) by 20th Century Fox",,,PG-13 for sexual humor and dialogue,,vs. JudyCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Historical Fiction,,English,101 minutes,"Regency Enterprises, Fox 2000 Pictures","$20,305,251","$15,151,698","$35,456,949"
62,https://www.the-numbers.com/movie/I-Capture-the-Castle,[],[],"$51,970 (4.4% of total gross)",8.77 (domestic box office/biggest weekend),17.9% (domestic box office/worldwide),,"8 opening theaters/42 max. theaters, 8.5 weeks average run per theater","$1,785,546","July 11th, 2003 (Limited) by Samuel Goldwyn Films","May 9th, 2003 (Limited) (United Kingdom)
",,R for brief nudity,,vs. Bridget Jones's DiaryCreate your own comparison chart…,Romance,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Historical Fiction,United Kingdom,,,"Trademark Films, BBC Films, Distant Horizon, Take 3, Isle of Man Film Comission, Baker Street","$1,174,139","$5,401,276","$6,575,415"
63,https://www.the-numbers.com/movie/invasions-barbares-Les-(2004),"['Remy Girard', 'Stephane Rousseau', 'Dorothee Berryman', 'Louise Portal', 'Marie-Josee Croze', 'Marina Hands']","[['Denys Arcand', 'Director'], ['Denys Arcand', 'Screenwriter']]","$461,363 (5.5% of total gross)",13.99 (domestic box office/biggest weekend),32.6% (domestic box office/worldwide),"$5,000,000 (worldwide box office is 5.2 times production budget)","134 opening theaters/139 max. theaters, 12.7 weeks average run per theater","$12,711,023","May 9th, 2003 (Limited) by Miramax, released as The Barbarian Invasions","April 1st, 2004 (Limited), released as The Barbarian Invasions (Australia)
",,"R for language, sexual dialogue and drug content",,vs. BellaCreate your own comparison chart…,"Ensemble, Delayed Sequel, Terminal Illness, Dysfunctional Family, You Can't Go Home Again, Infidelity, Adult Child Dealing with the Death of a Parent, Family Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Canada, France","English, French",99 minutes,,"$8,460,000","$17,453,869","$25,913,869"
64,https://www.the-numbers.com/movie/Matrix-Reloaded-The,"['Laurence Fishburne', 'Carrie Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith', 'Gloria Foster', 'Harold Perrineau', 'Monica Bellucci', 'Harry J. Lennix', 'Lambert Wilson', 'Randall Duk Kim', 'Nona Gaye', 'Anthony Zerbe', 'Helmut Bakaitis', 'Neil Rayment', 'Adrian Rayment', 'Keanu Reeves']","[['Andy Wachowski', 'Director'], ['Andy Wachowski', 'Executive Producer'], ['Larry Wachowski*', 'Executive Producer'], ['Grant Hill', 'Executive Producer'], ['Andrew Mason', 'Executive Producer'], ['Bruce Berman', 'Executive Producer'], ['Joel Silver', 'Producer'], ['Andy Wachowski', 'Screenwriter'], ['Larry Wachowski*', 'Screenwriter'], ['Bill Pope', 'Cinematographer'], ['Owen Paterson', 'Production Designer'], ['Zach Staenberg', 'Editor'], ['Don Davis', 'Composer']]","$91,774,413 (32.6% of total gross)",3.07 (domestic box office/biggest weekend),38.1% (domestic box office/worldwide),"$150,000,000 (worldwide box office is 4.9 times production budget)","3,603 opening theaters/3,603 max. theaters, 6.5 weeks average run per theater","$428,167,052","May 15th, 2003 (Wide) by Warner Bros.","May 16th, 2003 (Wide), released as Matrix Reloaded, The (Australia)
May 23rd, 2003 (Wide) (United Kingdom)
May 15th, 2009 (Wide) (New Zealand)
July 12th, 2019 (Limited), released as The Matrix Reloaded (4K Restoration) (United Kingdom)
","October 14th, 2003 by Warner Home Video, released as Matrix Reloaded, The",R for sci-fi violence and some sexuality.,Matrix,vs. The MatrixCreate your own comparison chart…,"Visual Effects, Post Apocalypse, Artificial Intelligence, Virtual Reality, IMAX: DMR, Posthumous Release",Original Screenplay,Action,Animation/Live Action,Science Fiction,"Australia, United States",English,138 minutes,"Warner Bros., Village Roadshow Productions, NPV Entertainment, Silver Pictures","$281,553,689","$457,023,240","$738,576,929"
65,https://www.the-numbers.com/movie/Bruce-Almighty,"['Morgan Freeman', 'Jennifer Aniston', 'Philip Baker Hall', 'Catherine Bell', 'Lisa Ann Walter', 'Steven Carell*', 'Nora Dunn', 'Jim Carrey']","[['Tom Shadyac', 'Director'], ['Gary Barber', 'Executive Producer'], ['Roger Birnbaum', 'Executive Producer'], ['Steve Oedekerk', 'Executive Producer'], ['Tom Shadyac', 'Producer'], ['Jim Carrey', 'Producer'], ['James D. Brubaker', 'Producer'], ['Michael Bostick', 'Producer'], ['Steve Koren', 'Producer'], ['Mark O Keefe', 'Producer'], ['Steve Koren', 'Screenwriter'], ['Mark O Keefe', 'Screenwriter'], ['Steve Oedekerk', 'Screenwriter']]","$67,953,330 (28.0% of total gross)",3.57 (domestic box office/biggest weekend),50.1% (domestic box office/worldwide),"$81,000,000 (worldwide box office is 6.0 times production budget)","3,483 opening theaters/3,549 max. theaters, 7.8 weeks average run per theater","$369,088,685","May 23rd, 2003 (Wide) by Universal","June 27th, 2003 (Wide) (United Kingdom)
","November 25th, 2003 by Universal Home Entertainment","PG-13 for language, sexual content and some crude humor.",Bruce Almighty,vs. Liar LiarCreate your own comparison chart…,"Secret Magic, Supernatural",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,102 minutes,"Spyglass Entertainment, Sahdy Acres, Pitt Bull","$242,704,995","$241,763,613","$484,468,608"
66,https://www.the-numbers.com/movie/In-Laws-The-(2003),"['Michael Douglas', 'Albert Brooks', 'Robin Tunney', 'Ryan Reynolds', 'Candice Bergen', 'Maria Ricossa']","[['Andrew Fleming', 'Director'], ['Bill Gerber', 'Producer'], ['Elie Samaha', 'Producer'], ['Bill Todman, Jr.', 'Producer'], ['Joel Simon', 'Producer'], ['Nat Mauldin', 'Screenwriter'], ['Ed Solomon', 'Screenwriter'], ['Andrew Bergman', 'Story Creator'], ['Andrew Stevens', 'Executive Producer'], ['Tracee Stanley', 'Executive Producer'], ['Oliver Hengst', 'Executive Producer'], ['Alexander Gruszynski', 'Director of Photography'], ['Andrew McAlpine', 'Production Designer'], ['Mia Goldman', 'Editor'], ['Deborah Everton', 'Costume Designer'], ['David Coatsworth', 'Co-Producer'], ['Ralph Sall', 'Executive Music Producer'], ['Ernst-August Schnieder', 'Associate Producer'], ['Wolfgang Schamburg', 'Associate Producer']]","$7,319,848 (35.8% of total gross)",2.79 (domestic box office/biggest weekend),84.0% (domestic box office/worldwide),,"2,652 opening theaters/2,652 max. theaters, 3.4 weeks average run per theater","$31,084,668","May 23rd, 2003 (Wide) by Warner Bros.","July 11th, 2003 (Wide) (United Kingdom)
August 28th, 2003 (Wide) (Australia)
",,"PG-13 for suggestive humor, language, some drug references and action violence",,vs. BooksmartCreate your own comparison chart…,"In-Laws / Future In-Laws, Buddy Comedy, Intertitle, Prologue",Remake,Comedy,Live Action,Contemporary Fiction,United States,English,98 minutes,Franchise Pictures,"$20,440,627","$3,905,032","$24,345,659"
67,https://www.the-numbers.com/movie/Respiro,[],"[['Andrea Guerra', 'Composer']]","$71,677 (6.7% of total gross)",9.91 (domestic box office/biggest weekend),14.7% (domestic box office/worldwide),,"7 opening theaters/32 max. theaters, 10.6 weeks average run per theater","$1,631,031","May 23rd, 2003 (Limited) by Sony Pictures Classics","August 8th, 2003 (Wide) (United Kingdom)
",,PG-13 for nudity and thematic elements,,Create your own comparison chart…,Foreign Language,Original Screenplay,Drama,Live Action,Contemporary Fiction,Italy,,90 minutes,,"$1,072,534","$6,216,879","$7,289,413"
68,https://www.the-numbers.com/movie/Finding-Nemo,[],"[['Andrew Stanton', 'Director'], ['Lee Unrich', 'Co-Director'], ['Graham Walters', 'Producer'], ['John Lasseter', 'Executive Producer'], ['Jimko Gotoh', 'Associate Producer'], ['Andrew Stanton', 'Original Story by'], ['Andrew Stanton', 'Screenwriter'], ['Bob Peterson', 'Screenwriter'], ['David Reynolds', 'Screenwriter'], ['Thomas Newman', 'Composer'], ['Ronnie del Carmen', 'Story Supervisor'], ['Dan Jeup', 'Story Supervisor'], ['Jason Katz', 'Story Supervisor'], ['David Ian Salter', 'Editor'], ['Oren Jacob', 'Supervising Technical Director'], ['Ralph Eggleston', 'Production Designer'], ['Sharon Calahan', 'Cinematographer'], ['Jeremy Lasky', 'Cinematographer'], ['Dylan Brown', 'Supervising Animator'], ['Ricky Vega Nierva', 'Characters'], ['Robin Cooper', 'Shading'], ['Anthony Christov', 'Environments'], ['Randy Berrett', 'Environments'], ['Lindsey Collins', 'Production Manager'], ['Gary Rydstrom', 'Sound Designer'], ['Kevin Reher', 'Casting Director'], ['Mary Hidalgo', 'Casting Director'], ['Matthew Jon Beck', 'Casting Director']]","$70,251,710 (18.5% of total gross)",5.42 (domestic box office/biggest weekend),40.7% (domestic box office/worldwide),"$94,000,000 (worldwide box office is 10.0 times production budget)","3,374 opening theaters/3,425 max. theaters, 14.6 weeks average run per theater","$563,632,537","May 30th, 2003 (Wide) by Walt DisneySeptember 14th, 2012 (Wide) by Walt Disney, released as Finding Nemo 3D","August 28th, 2003 (Wide) (Australia)
September 6th, 2012 (Wide) (New Zealand)
February 14th, 2013 (Wide) (Germany)
","November 4th, 2003 by Walt Disney Home Entertainment","G 2012 Re-Screening(Rating bulletin 2223 (Cert #39772), 5/16/2012)",Finding Nemo,Pixarvs. Finding DoryCreate your own comparison chart…,"Faulty Memory, Underwater, Rescue, Family Movie, 3D Re-release, Talking Animals, Animal Lead, 3-D, Animals Gone Bad, Scene in End Credits, Prologue, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Dysfunctional Family, Spoiled Child, 3-D - Post-production Conversion, Filmed in Pixar Animation Studios, Emeryville, CA, Filmed in Emeryville, CA, Filmed in Alameda County, CA, Filmed in California, United States, Filmed in United States",Original Screenplay,Adventure,Digital Animation,Kids Fiction,United States,English,100 minutes,"Disney-Pixar, Walt Disney Pictures","$380,529,370","$555,565,482","$936,094,852"
69,https://www.the-numbers.com/movie/Italian-Job-The-(2003),"['Donald Sutherland', 'Mark Wahlberg', 'Charlize Theron', 'Edward Norton', 'Seth Green', 'Jason Statham', 'Mos Def', 'Franky G.']","[['F. Gary Gray', 'Director'], ['Donna Powers', 'Screenwriter'], ['Wayne Powers', 'Screenwriter'], ['Troy Kennedy Martin', 'Story Creator'], ['Donald De Line', 'Producer'], ['James R. Dyer', 'Executive Producer'], ['Wendy Japhet', 'Executive Producer'], ['Tim Bevan', 'Executive Producer'], ['Eric Fellner', 'Executive Producer'], ['Charles Wood', 'Production Designer'], ['Richard Francis-Bruce', 'Editor'], ['Christopher Rouse', 'Editor'], ['John Powell', 'Composer'], ['Wally Pfister', 'Director of Photography']]","$19,457,944 (18.3% of total gross)",5.45 (domestic box office/biggest weekend),60.2% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 2.9 times production budget)","2,633 opening theaters/2,877 max. theaters, 8.0 weeks average run per theater","$161,388,974","May 30th, 2003 (Wide) by Paramount Pictures",,"June 3rd, 2008 by Paramount Home Video",PG-13 for violence and some language,Italian Job,vs. The Karate KidCreate your own comparison chart…,"Revenge, Heist, Epilogue",Remake,Adventure,Live Action,Contemporary Fiction,United States,"English, Italian",111 minutes,De Line Pictures,"$106,126,012","$70,136,827","$176,262,839"
70,https://www.the-numbers.com/movie/Wrong-Turn,"['Desmond Harrington', 'Emmanuelle Chriqui', 'Jeremy Sisto', 'Eliza Dushku', 'Julian Richings']","[['Rob Schmidt', 'Director']]","$5,161,498 (33.5% of total gross)",2.99 (domestic box office/biggest weekend),53.8% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 2.9 times production budget)","1,615 opening theaters/1,615 max. theaters, 3.6 weeks average run per theater","$23,446,259","May 30th, 2003 (Wide) by 20th Century Fox","June 27th, 2003 (Wide) (United Kingdom)
","September 6th, 2003 by Fox Home Entertainment","R for strong violence and gore, some language and drug use.",Wrong Turn,vs. Joy RideCreate your own comparison chart…,"Slasher Horror, Hicksploitation",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,84 minutes,Regency Enterprises,"$15,417,771","$13,231,785","$28,649,556"
71,https://www.the-numbers.com/movie/2-Fast-2-Furious,[],"[['John Singleton', 'Director'], ['Michael Brandt', 'Screenwriter'], ['Derek Haas', 'Screenwriter'], ['Michael Brandt', 'Story by'], ['Derek Haas', 'Story by'], ['Neal H. Moritz', 'Producer'], ['Lee R. Mayes', 'Executive Producer'], ['Michael Fottrell', 'Executive Producer'], ['David Arnold', 'Composer']]","$50,472,480 (39.7% of total gross)",2.52 (domestic box office/biggest weekend),53.8% (domestic box office/worldwide),"$76,000,000 (worldwide box office is 3.1 times production budget)","3,408 opening theaters/3,418 max. theaters, 5.3 weeks average run per theater","$220,299,261","June 6th, 2003 (Wide) by Universal","June 20th, 2003 (Wide) (United Kingdom)
April 29th, 2021 (Wide) (New Zealand)
","September 30th, 2003 by Universal Home Entertainment","PG-13 for street racing, violence, language and some sensuality.",Fast and the Furious,vs. Fast & FuriousCreate your own comparison chart…,"Street Racing, Visual Effects",Based on Factual Book/Article,Action,Live Action,Contemporary Fiction,United States,English,107 minutes,,"$127,120,058","$109,290,549","$236,410,607"
72,https://www.the-numbers.com/movie/Mambo-Italiano,['Luke Kirby'],"[['Emile Gaudreault', 'Director'], ['Steve Galluccio', 'Screenwriter'], ['Emile Gaudreault', 'Screenwriter']]",,12.64 (domestic box office/biggest weekend),74.9% (domestic box office/worldwide),"$5,500,000 (worldwide box office is 2.3 times production budget)",,"$14,116,546","June 6th, 2003 (Limited) by Goldwyn Entertainment",,,R for language and sexual situations,,Create your own comparison chart…,"LGBTQ+, Comedy Drama, Immigration, Closeted Homosexual, Dysfunctional Family, Set in Quebec, Set in Canada, Novel or Other Work Adapted by Author",Based on Play,Comedy,Live Action,Contemporary Fiction,Canada,,88 minutes,,"$9,282,750","$3,117,022","$12,399,772"
73,https://www.the-numbers.com/movie/Dumb-and-Dumberer-When-Harry-Met-Lloyd,"['Eric Christian Olsen', 'Derek Richardson']","[['Troy Miller', 'Director'], ['Troy Miller', 'Screenwriter'], ['Robert Brener', 'Screenwriter']]","$10,845,064 (41.4% of total gross)",2.42 (domestic box office/biggest weekend),90.4% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 1.0 times production budget)","2,609 opening theaters/2,609 max. theaters, 3.3 weeks average run per theater","$39,865,686","June 13th, 2003 (Wide) by New Line","June 13th, 2003 (Wide) (United Kingdom)
December 11th, 2003 (Wide) (Australia)
","November 11th, 2003 by New Line Home Video","PG-13 for crude sex-related humor, and for language.",Dumb and Dumber,vs. Mortal Kombat: AnnihilationCreate your own comparison chart…,"Farcical / Slapstick Comedy, Delayed Sequel, Prequel, Sequels Without Their Original Stars, Bullies, Adopted Family, White Collar Crime",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,85 minutes,,"$26,214,846","$2,771,512","$28,986,358"
