,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Running Time:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office
139,https://www.the-numbers.com/movie/Beyond-Borders,[],"[['Martin Campbell', 'Director'], ['James Horner', 'Composer']]","$2,076,402 (46.9% of total gross)",2.13 (domestic box office/biggest weekend),38.7% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 0.2 times production budget)","1,798 opening theaters/1,798 max. theaters, 2.8 weeks average run per theater","$6,731,193","October 24th, 2003 (Wide) by Paramount Pictures","March 18th, 2004 (Limited) (Australia)
",,R for language and war-related violence,,vs. Forrest GumpCreate your own comparison chart…,"Romantic Drama, Romance, Doctors, War, Death of a Girlfriend / Boyfriend",Original Screenplay,Drama,Live Action,Historical Fiction,United States,English,127 minutes,,"$4,426,297","$7,000,793","$11,427,090"
140,https://www.the-numbers.com/movie/Brother-Bear,[],"[['Mark Mancina', 'Composer']]","$291,940 (0.3% of total gross)",4.40 (domestic box office/biggest weekend),34.1% (domestic box office/worldwide),"$46,000,000 (worldwide box office is 5.4 times production budget)","2 opening theaters/3,030 max. theaters, 6.9 weeks average run per theater","$129,683,525","October 24th, 2003 (Limited) by Walt DisneyNovember 1st, 2003 (Expands Wide) by Walt Disney",,"March 30th, 2004 by Walt Disney Home Entertainment",G,Brother Bear,vs. RadioCreate your own comparison chart…,"Coming of Age, Native Americans, Prologue, Voiceover/Narration, Sibling Rivalry, Animal Lead, Talking Animals, Revenge",Original Screenplay,Adventure,Hand Animation,Kids Fiction,United States,English,,Walt Disney Animation Studios,"$85,336,277","$165,061,521","$250,397,798"
141,https://www.the-numbers.com/movie/Elephant,"['Alex Frost', 'Eric Deulen']","[['Gus Van Sant', 'Director']]","$93,356 (7.4% of total gross)",6.96 (domestic box office/biggest weekend),12.6% (domestic box office/worldwide),"$3,000,000 (worldwide box office is 3.4 times production budget)","6 opening theaters/38 max. theaters, 7.5 weeks average run per theater","$1,926,690","October 24th, 2003 (Limited) by Fine Line","April 1st, 2004 (Limited) (Australia)
",,"R for disturbing violent content, language, brief sexuality and drug use - all involving teens",,vs. Palo AltoCreate your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,"English, German",81 minutes,HBO Films,"$1,266,955","$8,784,561","$10,051,516"
142,https://www.the-numbers.com/movie/Radio-(2003),"['Alfre Woodard', 'Debra Winger', 'Cuba Gooding, Jr.', 'Ed Harris']","[['Mike Tollin', 'Director'], ['Mike Rich', 'Screenwriter'], ['Mike Tollin', 'Producer'], ['Brian Robbins', 'Producer'], ['Herbert W. Gains', 'Producer'], ['Todd Garner', 'Executive Producer'], ['Caitlin Scanlon', 'Executive Producer'], ['Clay A. Griffith', 'Production Designer'], ['Chris Lebenzon', 'Editor'], ['Harvey Rosenstock', 'Editor'], ['James Horner', 'Composer'], ['Don Burgess', 'Director of Photography']]","$13,303,724 (25.4% of total gross)",3.93 (domestic box office/biggest weekend),98.2% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 1.5 times production budget)","3,074 opening theaters/3,074 max. theaters, 5.3 weeks average run per theater","$79,562,001","October 24th, 2003 (Wide) by Sony Pictures",,"January 27th, 2004 by Sony Pictures Home Entertainment",PG for mild language and thematic elements.,,vs. Lee Daniels' The ButlerCreate your own comparison chart…,"Football, Sports Drama, Learning Disabilities",Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,111 minutes,Revolution Studios,"$52,333,738","$959,890","$53,293,628"
143,https://www.the-numbers.com/movie/Scary-Movie-3,[],"[['David Zucker', 'Director'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer']]","$48,113,770 (43.7% of total gross)",2.29 (domestic box office/biggest weekend),70.9% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 3.4 times production budget)","3,505 opening theaters/3,505 max. theaters, 5.4 weeks average run per theater","$167,261,130","October 24th, 2003 (Wide) by Miramax/Dimension",,"May 11th, 2004 by Miramax Video","PG-13 for pervasive crude and sexual humor, language, comic violence and drug references",Scary Movie,vs. Scary Movie 4Create your own comparison chart…,"Spoof, Religious, Alien Invasion, Haunting, News, Gratuitous Cameos, Curses, Horror Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,85 minutes,,"$110,000,082","$45,199,918","$155,200,000"
144,https://www.the-numbers.com/movie/Human-Stain-The,[],"[['Robert Benton', 'Director'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer']]","$1,034,195 (19.2% of total gross)",5.20 (domestic box office/biggest weekend),27.8% (domestic box office/worldwide),,"160 opening theaters/388 max. theaters, 4.7 weeks average run per theater","$8,182,510","October 31st, 2003 (Limited) by Miramax","March 4th, 2004 (Limited) (Australia)
",,R for language and sexuality/nudity,,vs. Red DragonCreate your own comparison chart…,"Life Drama, 1990s, African Americans, The Past Catching up with You, Romance, Relationships Gone Wrong, Fired, Domestic Abuse, Ex-soldier, Scandal, Writing and Writers",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,English,106 minutes,,"$5,381,227","$13,998,160","$19,379,387"
145,https://www.the-numbers.com/movie/In-America,[],"[['Jim Sheridan', 'Director'], ['Jim Sheridan', 'Screenwriter'], ['Naomi Sheridan', 'Screenwriter'], ['Kirsten Sheridan', 'Screenwriter']]","$205,229 (1.3% of total gross)",12.64 (domestic box office/biggest weekend),61.2% (domestic box office/worldwide),,"11 opening theaters/403 max. theaters, 10.0 weeks average run per theater","$23,180,513","November 26th, 2003 (Limited) by Fox Searchlight","October 31st, 2003 (Limited) (United Kingdom)
January 22nd, 2004 (Limited) (Australia)
","May 11th, 2004 by Fox Home Entertainment",PG-13,,vs. Love & FriendshipCreate your own comparison chart…,"Immigration, Death of a Son or Daughter, Relatives Playing Relatives, Family Affair, Family Drama, Autobiographical, Inspired by a True Story",Original Screenplay,Drama,Live Action,Contemporary Fiction,Ireland,,105 minutes,,"$15,539,656","$9,843,255","$25,382,911"
146,https://www.the-numbers.com/movie/Matrix-Revolutions-The,[],"[['Andy Wachowski', 'Director'], ['Larry Wachowski*', 'Director'], ['Andy Wachowski', 'Screenwriter'], ['Larry Wachowski*', 'Screenwriter'], ['Joel Silver', 'Producer'], ['Andy Wachowski', 'Executive Producer'], ['Larry Wachowski*', 'Executive Producer'], ['Grant Hill', 'Executive Producer'], ['Andrew Mason', 'Executive Producer'], ['Bruce Berman', 'Executive Producer'], ['Owen Paterson', 'Production Designer'], ['Zach Staenberg', 'Editor'], ['Don Davis', 'Composer'], ['Bill Pope', 'Director of Photography']]","$48,475,154 (34.8% of total gross)",2.87 (domestic box office/biggest weekend),32.6% (domestic box office/worldwide),"$150,000,000 (worldwide box office is 2.8 times production budget)","3,502 opening theaters/3,502 max. theaters, 4.4 weeks average run per theater","$211,750,357","November 5th, 2003 (Wide) by Warner Bros.","November 5th, 2003 (Wide) (Australia)
November 6th, 2003 (Wide) (New Zealand)
July 12th, 2019 (Limited), released as The Matrix Revolutions (4K Restoration) (United Kingdom)
","April 6th, 2004 by Warner Home Video, released as Matrix Revolutions, The",R for sci-fi violence and brief sexual content,Matrix,vs. The Matrix ReloadedCreate your own comparison chart…,"Visual Effects, Post Apocalypse, Artificial Intelligence, Virtual Reality, IMAX: DMR",Original Screenplay,Action,Live Action,Science Fiction,United States,"English, French",129 minutes,EON Enterprises,"$139,270,910","$288,029,350","$427,300,260"
147,https://www.the-numbers.com/movie/Elf,"['James Caan', 'Bob Newhart', 'Edward Asner', 'Mary Steenburgen', 'Zooey Deschanel', 'Daniel Tay', 'Faizon Love', 'Peter Dinklage', 'Amy Sedaris', 'Michael Lerner', 'Andy Richter', 'Jon Favreau', 'Will Ferrell']","[['Jon Favreau', 'Director'], ['David Berenbaum', 'Screenwriter'], ['Jon Berg', 'Producer'], ['Todd Komarnicki', 'Producer'], ['Shauna Robertson', 'Producer'], ['Toby Emmerich', 'Executive Producer'], ['Kent Alterman', 'Executive Producer'], ['Cale Boyter', 'Executive Producer'], ['Jimmy Miller', 'Executive Producer'], ['Julie Wixson Carmody', 'Executive Producer'], ['David Householter', 'Co-Producer']]","$31,113,501 (17.5% of total gross)",5.72 (domestic box office/biggest weekend),79.2% (domestic box office/worldwide),"$32,000,000 (worldwide box office is 7.0 times production budget)","3,337 opening theaters/3,381 max. theaters, 8.9 weeks average run per theater","$267,052,546","November 7th, 2003 (Wide) by New LineDecember 6th, 2019 (Special Engagement) by Warner Bros.November 25th, 2020 (Wide) by New LineJanuary 1st, 2021 (Special Engagement) by Warner Bros.December 16th, 2022 (Limited)","November 13th, 2003 (Wide) (New Zealand)
November 27th, 2003 (Wide) (Australia)
December 6th, 2019 (Wide), released as Elf (Re: 2019) (United Kingdom)
November 20th, 2020 (Limited) (Australia)
November 26th, 2021 (Wide), released as Elf (Re: 2021) (United Kingdom)
... Show all releases
","November 16th, 2004 by New Line Home Video",PG for some mild rude humor and language.,Elf,vs. Dr. Seuss’ The Cat in the HatCreate your own comparison chart…,"Christmas in November, Christmas",Original Screenplay,Comedy,Live Action,Kids Fiction,United States,English,97 minutes,Guy Walks Into a Bar,"$178,100,000","$46,812,848","$224,912,848"
148,https://www.the-numbers.com/movie/Love-Actually,"['Hugh Grant', 'Liam Neeson', 'Colin Firth', 'Laura Linney', 'Emma Thompson', 'Alan Rickman', 'Keira Knightley', 'Martine McCutcheon', 'Bill Nighy', 'Rowan Atkinson']","[['Richard Curtis', 'Director'], ['Richard Curtis', 'Screenwriter'], ['Duncan Kenworthy', 'Producer'], ['Tim Bevan', 'Producer'], ['Eric Fellner', 'Producer'], ['Nick Moore', 'Editor'], ['Michael Coulter', 'Director of Photography'], ['Jim Clay', 'Production Designer'], ['Chris Thompson', 'Line Producer'], ['Joanna Johnston', 'Costume Designer'], ['Debra Hayward', 'Co-Producer'], ['Liza Chasin', 'Co-Producer'], ['Craig Armstrong', 'Composer'], ['Mary Selway', 'Casting Director']]","$6,886,080 (11.6% of total gross)",6.84 (domestic box office/biggest weekend),24.1% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 5.5 times production budget)","576 opening theaters/1,870 max. theaters, 6.1 weeks average run per theater","$90,351,221","November 7th, 2003 (Limited) by UniversalNovember 14th, 2003 (Expands Wide) by Universal","November 20th, 2003 (Wide) (New Zealand)
November 21st, 2003 (Wide) (United Kingdom)
December 5th, 2003 (Wide) (South Korea)
December 11th, 2003 (Wide), released as Реальная любовь (Russia (CIS))
December 26th, 2003 (Wide) (Australia)
... Show all releases
","March 19th, 2004 by Universal Pictures UKApril 27th, 2004 by Universal Home Entertainment","R for sexuality, nudity and language",,vs. About a BoyCreate your own comparison chart…,"Romance, Language Barrier, Political, Relationship Advice, First Love",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"France, United Kingdom, United States","English, French, Portuguese",135 minutes,Working Title Films,"$59,472,278","$187,074,720","$246,546,998"
149,https://www.the-numbers.com/movie/Looney-Tunes-Back-in-Action,"['Timothy Dalton', 'Joan Cusack', 'Brendan Fraser', 'Jenna Elfman', 'Steve Martin', 'Heather Locklear']","[['Joe Dante', 'Director'], ['Larry Doyle', 'Screenwriter'], ['John Requa', 'Screenwriter'], ['Glenn Ficarra', 'Screenwriter'], ['Bernie Goldmann', 'Producer'], ['Paula Weinstein', 'Producer'], ['Chris Defaria', 'Executive Producer'], ['Larry Doyle', 'Executive Producer'], ['Jerry Goldsmith', 'Composer'], ['John Debney', 'Composer']]","$9,317,371 (44.5% of total gross)",2.25 (domestic box office/biggest weekend),38.4% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 0.7 times production budget)","2,903 opening theaters/2,903 max. theaters, 3.7 weeks average run per theater","$31,848,520","November 14th, 2003 (Wide) by Warner Bros.",,,PG for some mild language and innuendo,,vs. Scooby-DooCreate your own comparison chart…,Breaking the Fourth Wall,Based on Short Film,Adventure,Live Action,Kids Fiction,United States,English,91 minutes,,"$20,950,820","$33,589,842","$54,540,662"
150,https://www.the-numbers.com/movie/Master-and-Commander-The-Far-Side-of-the-World,"['Russell Crowe', 'Paul Bettany']","[['Peter Weir', 'Director'], ['Peter Weir', 'Screenwriter'], ['John Collee', 'Screenwriter'], [""Patrick O'Bryan"", 'Based on the novels by'], ['Samuel Goldwyn, Jr.', 'Producer'], ['Peter Weir', 'Producer'], ['Duncan Henderson', 'Producer'], ['Alan B. Curtiss', 'Executive Producer'], ['Meyer Gottieb', 'Co-Producer'], ['Todd Arnow', 'Co-Producer']]","$25,105,990 (26.7% of total gross)",3.74 (domestic box office/biggest weekend),44.1% (domestic box office/worldwide),"$135,000,000 (worldwide box office is 1.6 times production budget)","3,101 opening theaters/3,101 max. theaters, 6.7 weeks average run per theater","$142,355,282","November 14th, 2003 (Wide) by 20th Century Fox",,"April 20th, 2004 by Fox Home Entertainment, released as Master and Commander - The Far Side of the World","PG-13 for intense battle sequences, related images, and brief language",,vs. The Legend of TarzanCreate your own comparison chart…,2004 Oscars Best Picture Nominee,Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction,United States,English,139 minutes,"20th Century Fox, Miramax Films, Universal Pictures, Samuel Goldwyn Films","$93,926,386","$118,985,751","$212,912,137"
151,https://www.the-numbers.com/movie/Tupac-Resurrection,[],"[['Lauren Lazin', 'Director']]","$4,632,847 (60.0% of total gross)",1.67 (domestic box office/biggest weekend),98.9% (domestic box office/worldwide),"$300,000 (worldwide box office is 26.0 times production budget)","801 opening theaters/804 max. theaters, 3.1 weeks average run per theater","$11,738,453","November 14th, 2003 (Wide) by Paramount Pictures",,"June 15th, 2004 by Paramount Home Video","R for strong language and images of drugs, violence and sex",,vs. Straight Outta ComptonCreate your own comparison chart…,,Based on Real Life Events,Documentary,Live Action,Factual,United States,English,112 minutes,,"$7,718,961","$89,563","$7,808,524"
152,https://www.the-numbers.com/movie/21-Grams,[],"[['Alejandro Gonzalez Inarritu', 'Director']]","$274,454 (1.7% of total gross)",12.12 (domestic box office/biggest weekend),27.2% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 3.0 times production budget)","8 opening theaters/411 max. theaters, 8.4 weeks average run per theater","$27,708,102","November 21st, 2003 (Limited) by Focus Features","January 22nd, 2004 (Limited) (Australia)
","August 24th, 2004 by Universal Home Entertainment",R,,vs. BiutifulCreate your own comparison chart…,"Non-Chronological, Life Drama, Medical and Hospitals, Hit and Run, Addiction, Off the Wagon / Relapse",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,124 minutes,,"$16,248,701","$43,418,924","$59,667,625"
153,https://www.the-numbers.com/movie/Dr-Seuss-The-Cat-in-the-Hat-(2003),"['Alec Baldwin', 'Kelly Preston', 'Dakota Fanning', 'Spencer Breslin', 'Amy Hill', 'Sean Hayes', 'Mike Myers']","[['Bo Welch', 'Director'], ['Alec Berg', 'Screenwriter'], ['David Mandel', 'Screenwriter'], ['Jeff Schaffer', 'Screenwriter'], ['Dr Seuss', 'Based on the book by Dr. Seuss'], ['Brian Grazer', 'Producer'], ['Eric McLeod', 'Executive Producer'], ['Gregg Taylor', 'Executive Producer'], ['Karen Kehela Sherwood', 'Executive Producer'], ['Maureen Peyrot', 'Executive Producer']]","$38,329,160 (37.9% of total gross)",2.64 (domestic box office/biggest weekend),75.5% (domestic box office/worldwide),"$109,000,000 (worldwide box office is 1.2 times production budget)","3,464 opening theaters/3,467 max. theaters, 5.6 weeks average run per theater","$153,549,431","November 21st, 2003 (Wide) by Universal","April 1st, 2004 (Wide), released as Cat in the Hat (Australia)
","March 16th, 2004 by Universal Home Entertainment",PG for mild crude humor and some double entendres.,,vs. ElfCreate your own comparison chart…,Visual Effects,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,United States,English,82 minutes,"DreamWorks Pictures, Universal Pictures, Imagine Entertainment, Brian Grazer Productions","$101,018,283","$32,800,000","$133,818,283"
154,https://www.the-numbers.com/movie/Gothika,"['Robert Downey, Jr.', 'Penélope Cruz', 'Halle Berry']","[['Mathieu Kassovitz', 'Director'], ['Sebastian Gutierrez', 'Screenwriter'], ['Joel Silver', 'Producer'], ['Robert Zemeckis', 'Producer'], ['Susan Levin', 'Producer'], ['Steve Richards', 'Executive Producer'], ['Gary Unger', 'Executive Producer'], ['Don Carmody', 'Executive Producer'], ['Richard Mirisch', 'Co-Producer'], ['John Ottman', 'Composer'], ['Graham Walters', 'Production Designer'], ['Matthew Libatique', 'Director of Photography']]","$19,288,438 (32.4% of total gross)",3.09 (domestic box office/biggest weekend),42.1% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 3.5 times production budget)","2,382 opening theaters/2,382 max. theaters, 5.1 weeks average run per theater","$90,557,216","November 21st, 2003 (Wide) by Warner Bros.","April 29th, 2004 (Wide) (Australia)
",,"R for violence, brief language and nudity.",,vs. AnacondaCreate your own comparison chart…,"Surprise Twist, Sex Crimes, Faulty Memory, Therapist, Mental Illness, Psychological Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,95 minutes,"Gothica Productions, Inc.","$59,588,068","$81,896,744","$141,484,812"
155,https://www.the-numbers.com/movie/Oldboy-(2003),[],"[['Park Chan-wook', 'Director'], ['Park Chan-wook', 'Screenwriter'], ['Hwan Jo-Yun', 'Screenwriter'], ['Im Joon-Hyung', 'Screenwriter'], ['Kim Dong-Joo', 'Producer'], ['Tsuchiya Garon', 'Story by'], ['Minegishi Nobuaki', 'Story by']]","$68,957 (9.7% of total gross)",8.29 (domestic box office/biggest weekend),11.4% (domestic box office/worldwide),"$3,000,000 (worldwide box office is 2.1 times production budget)","5 opening theaters/28 max. theaters, 8.9 weeks average run per theater","$1,011,974","March 25th, 2005 (Limited) by Tartan FilmsAugust 16th, 2023 (Limited) by Neon (Remastered)
","November 21st, 2003 (Wide) (South Korea)
October 14th, 2004 (Wide) (Hong Kong)
March 4th, 2005 (Wide) (Australia)
March 10th, 2005 (Wide), released as Oldboy — Velho Amigo (Portugal)
May 6th, 2005 (Wide) (Italy)
... Show all releases
",,"R for strong violence including scenes of torture, sexuality and pervasive language.",Vengeance Trilogy,vs. OldboyCreate your own comparison chart…,Film Noir,Original Screenplay,Thriller/Suspense,Live Action,,Republic of Korea,Korean,120 minutes,,"$707,391","$5,512,168","$6,219,559"
156,https://www.the-numbers.com/movie/Bad-Santa,"['Lauren Graham', 'Lauren Tom', 'John Ritter', 'Billy Bob Thornton', 'Bernie Mac', 'Tony Cox', 'Brett Kelly']","[['Terry Zwigoff', 'Director'], ['Glenn Ficarra', 'Screenwriter'], ['John Requa', 'Screenwriter'], ['Bob Weinstein', 'Producer'], ['John Cameron', 'Producer'], ['Sarah Aubrey', 'Producer'], ['Joel Coen', 'Executive Producer'], ['Ethan Coen', 'Executive Producer'], ['Harvey Weinstein', 'Co-Executive Producer'], ['Brad Weston', 'Co-Executive Producer'], ['David Crockett', 'Co-Producer'], ['Robert Hoffman', 'Editor'], ['Jamie Anderson', 'Director of Photography'], ['Sharon Seymour', 'Production Designer'], ['Wendy Chuck', 'Costume Designer'], ['Mary Vernieu', 'Casting Director'], ['Felicia Fasano', 'Casting Director']]","$12,292,952 (20.5% of total gross)",4.89 (domestic box office/biggest weekend),77.9% (domestic box office/worldwide),"$18,000,000 (worldwide box office is 4.3 times production budget)","2,005 opening theaters/2,540 max. theaters, 5.8 weeks average run per theater","$91,196,631","November 26th, 2003 (Wide) by Miramax/Dimension","November 26th, 2004 (Wide) (Australia)
","June 22nd, 2004 by Walt Disney Home Entertainment","R for pervasive language, strong sexual content and some violence",Bad Santa,vs. Bad Santa 2Create your own comparison chart…,"Christmas, Confidence Men, Black Comedy",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,United States,English,93 minutes,"Dimension Films, Mike Zoss","$60,060,328","$17,086,703","$77,147,031"
157,https://www.the-numbers.com/movie/Cooler-The,[],"[['Wayne Kramer', 'Director'], ['Frank Hannah', 'Screenwriter'], ['Wayne Kramer', 'Screenwriter'], ['Mark Isham', 'Composer']]","$128,973 (1.6% of total gross)",7.41 (domestic box office/biggest weekend),74.5% (domestic box office/worldwide),"$4,000,000 (worldwide box office is 2.8 times production budget)","11 opening theaters/408 max. theaters, 5.8 weeks average run per theater","$12,326,782","November 26th, 2003 (Limited) by LionsgateDecember 19th, 2003 (Expands Wide) by Lionsgate","May 20th, 2004 (Wide) (Australia)
","April 27th, 2004 by Lionsgate Home Entertainment",R,,vs. AdorationCreate your own comparison chart…,"Mafia, Gambling, Film Noir, Crime Drama, Romance, Dysfunctional Family, Relationships Gone Wrong, Confidence Men, Money Troubles",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,101 minutes,Pierce/Williams Entertainment,"$8,291,572","$2,839,883","$11,131,455"
158,https://www.the-numbers.com/movie/Haunted-Mansion-The-(2003),[],"[['Rob Minkoff', 'Director'], ['Mark Mancina', 'Composer']]","$24,278,410 (32.0% of total gross)",3.12 (domestic box office/biggest weekend),48.7% (domestic box office/worldwide),"$90,000,000 (worldwide box office is 1.7 times production budget)","3,122 opening theaters/3,122 max. theaters, 6.1 weeks average run per theater","$115,060,850","November 26th, 2003 (Wide) by Walt Disney","March 25th, 2004 (Wide) (Australia)
","April 20th, 2004 by Walt Disney Home Entertainment","PG for frightening images, thematic elements and language",,vs. The Lord of the Rings: The Return of the KingCreate your own comparison chart…,,Based on Theme Park Ride,Adventure,Live Action,Kids Fiction,United States,English,88 minutes,,"$75,817,994","$79,932,634","$155,750,628"
159,https://www.the-numbers.com/movie/Kal-Ho-Naa-Ho-(2003-India),[],[],"$758,211 (38.8% of total gross)",2.58 (domestic box office/biggest weekend),16.5% (domestic box office/worldwide),,"52 opening theaters/52 max. theaters, 4.5 weeks average run per theater","$2,974,409","November 26th, 2003 (Limited) by Yash Raj Films",,"December 5th, 2007",Not Rated,,vs. Koi… Mil GayaCreate your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,India,,166 minutes,,"$1,956,478","$9,905,557","$11,862,035"
160,https://www.the-numbers.com/movie/Missing-The-(2003),"['Evan Rachel Wood', 'Jenna Boyd', 'Eric Schweig', 'Aaron Eckhart', 'Tommy Lee Jones', 'Cate Blanchett']","[['Ron Howard', 'Director'], ['Ken Kaufman', 'Screenwriter'], ['Thomas Eidson', 'Story Creator'], ['Brian Grazer', 'Producer'], ['Daniel Ostroff', 'Producer'], ['Ron Howard', 'Producer'], ['Todd Hallowell', 'Executive Producer'], ['Steve Crystal', 'Executive Producer'], ['Dan Hanley', 'Editor'], ['Mike Hill', 'Editor'], ['James Horner', 'Composer'], ['Salvatore Totino', 'Director of Photography']]","$10,833,633 (40.3% of total gross)",2.48 (domestic box office/biggest weekend),70.3% (domestic box office/worldwide),"$65,000,000 (worldwide box office is 0.6 times production budget)","2,756 opening theaters/2,756 max. theaters, 3.4 weeks average run per theater","$40,873,817","November 26th, 2003 (Wide) by Sony Pictures","March 4th, 2004 (Wide) (Australia)
","June 6th, 2006 by Sony Pictures Home Entertainment",R for violence,,vs. Cinderella ManCreate your own comparison chart…,,Based on Fiction Book/Short Story,Western,Live Action,Historical Fiction,United States,"Apache, English",136 minutes,"Revolution Studios, Imagine Entertainment","$26,900,336","$11,353,097","$38,253,433"
161,https://www.the-numbers.com/movie/Timeline,"['Billy Connolly', 'Paul Walker', 'Frances O’Connor', 'Gerard Butler']","[['Richard Donner', 'Director'], ['Lauren Shuler Donner', 'Producer'], ['Richard Donner', 'Producer'], ['Jim Van Wyck', 'Producer'], ['Jeff Maguire', 'Screenwriter'], ['George Nolfi', 'Screenwriter'], ['Michael Crichton', 'Story based on the novel by'], ['Michael Ovitz', 'Executive Producer'], ['Gary Levinsohn', 'Executive Producer'], ['Don Granger', 'Executive Producer'], ['Brian Tyler', 'Composer'], ['Richard Marks', 'Editor'], ['Jenny Beavan', 'Costume Designer'], ['Caleb Deschanel', 'Director of Photography']]","$8,440,629 (43.3% of total gross)",2.31 (domestic box office/biggest weekend),73.0% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 0.3 times production budget)","2,787 opening theaters/2,787 max. theaters, 3.3 weeks average run per theater","$29,608,729","November 26th, 2003 (Wide) by Paramount Pictures","February 5th, 2004 (Limited) (Australia)
","September 12th, 2017 by Paramount Home Video",PG-13,,vs. The Day the Earth Stood StillCreate your own comparison chart…,Time Travel,Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction,United States,"English, French",116 minutes,"Paramount Pictures, Mutual Film Company, Cobalt Media Group, Donners’ Company, Artists Production Group","$19,480,739","$7,222,445","$26,703,184"
162,https://www.the-numbers.com/movie/Triplettes-de-Belleville-Les,[],"[['Sylvain Chomet', 'Director']]","$108,080 (1.5% of total gross)",9.46 (domestic box office/biggest weekend),42.0% (domestic box office/worldwide),"$2,000,000 (worldwide box office is 8.7 times production budget)","6 opening theaters/463 max. theaters, 4.9 weeks average run per theater","$10,843,140","November 26th, 2003 (Limited) by Sony Pictures","May 13th, 2004 (Wide), released as The Triplets of Belleville (Australia)
",,"PG-13 for images involving sensuality, violence and crude humor",,vs. BallerinaCreate your own comparison chart…,Mafia,Original Screenplay,Musical,Hand Animation,Historical Fiction,France,French,80 minutes,,"$7,301,288","$10,098,717","$17,400,005"
163,https://www.the-numbers.com/movie/Honey,[],"[['Bille Woodruff', 'Director']]","$12,856,040 (42.5% of total gross)",2.35 (domestic box office/biggest weekend),48.3% (domestic box office/worldwide),"$18,000,000 (worldwide box office is 3.5 times production budget)","1,942 opening theaters/1,972 max. theaters, 4.3 weeks average run per theater","$45,971,723","December 5th, 2003 (Wide) by Universal","January 8th, 2004 (Limited) (Australia)
","March 23rd, 2004 by Universal Home Entertainment",PG-13 for drug content and some sexual references,Honey,vs. You Got ServedCreate your own comparison chart…,"Romance, Boss From Hell, Gratuitous Cameos, Professional Rivalry, Money Troubles, Juvenile Delinquent, Dancing, Hip Hop and Rap, Life Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,94 minutes,,"$30,272,254","$32,374,509","$62,646,763"
164,https://www.the-numbers.com/movie/Last-Samurai-The,"['Timothy Spall', 'Billy Connolly', 'Tony Goldwyn', 'Shin Koyamada', 'Hiroyuki Sanada', 'Tom Cruise', 'Ken Watanabe']","[['Edward Zwick', 'Director'], ['John Logan', 'Screenwriter'], ['Marshall Herskovitz', 'Screenwriter'], ['Edward Zwick', 'Screenwriter'], ['John Logan', 'Story Creator'], ['Edward Zwick', 'Producer'], ['Marshall Herskovitz', 'Producer'], ['Tom Cruise', 'Producer'], ['Paula Wagner', 'Producer'], ['Scott Kroopf', 'Producer'], ['Tom Engelman', 'Producer'], ['Ted Field', 'Executive Producer'], ['Richard Solomon', 'Executive Producer'], ['Vincent Ward', 'Executive Producer'], ['Charles Mulvehill', 'Executive Producer'], ['Hans Zimmer', 'Composer']]","$24,271,354 (21.8% of total gross)",4.58 (domestic box office/biggest weekend),24.3% (domestic box office/worldwide),"$140,000,000 (worldwide box office is 3.3 times production budget)","2,908 opening theaters/2,938 max. theaters, 7.2 weeks average run per theater","$168,039,370","December 5th, 2003 (Wide) by Warner Bros.","January 15th, 2004 (Wide) (Australia)
","May 4th, 2004 by Warner Home Video",R for strong violence and battle sequences,,vs. Personal BestCreate your own comparison chart…,,Original Screenplay,Action,Live Action,Historical Fiction,United States,English,154 minutes,"Radar Pictures, The Bedford Falls Company, Cruise-Wagner","$111,110,575","$345,700,000","$456,810,575"
