,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Argentina,1/18/2018,"$533,581",131,138,417,"$1,681,325",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Argentina#tab=box-office,"$105,066,641",2/26/2019
1,Australia,2/9/2018,"$640,913",140,140,537,"$1,691,713",3/26/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Australia#tab=box-office,"$105,066,641",2/26/2019
2,Austria,1/5/2018,"$297,221",60,61,339,"$898,472",5/1/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Austria#tab=box-office,"$105,066,641",2/26/2019
3,Bahrain,1/4/2018,"$83,055",9,9,29,"$276,230",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Bahrain#tab=box-office,"$105,066,641",2/26/2019
4,Belgium,1/10/2018,"$319,113",43,44,232,"$834,506",4/24/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Belgium#tab=box-office,"$105,066,641",2/26/2019
5,Bolivia,1/18/2018,"$68,205",22,22,76,"$250,967",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Bolivia#tab=box-office,"$105,066,641",2/26/2019
6,Brazil,1/18/2018,"$1,576,511",575,575,"2,004","$4,740,877",5/2/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Brazil#tab=box-office,"$105,066,641",2/26/2019
7,Bulgaria,4/6/2018,"$14,616",48,48,62,"$35,005",2/26/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Bulgaria#tab=box-office,"$105,066,641",2/26/2019
8,Cambodia,1/8/2018,"$34,883",16,35,57,"$106,655",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Cambodia#tab=box-office,"$105,066,641",2/26/2019
9,Central America,1/4/2018,"$478,207",181,181,495,"$1,262,155",3/13/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Central-America#tab=box-office,"$105,066,641",2/26/2019
10,Chile,1/11/2018,"$303,613",70,70,230,"$1,092,964",12/20/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Chile#tab=box-office,"$105,066,641",2/26/2019
11,Colombia,1/4/2018,"$674,366",170,187,881,"$2,406,270",12/20/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Colombia#tab=box-office,"$105,066,641",2/26/2019
12,Croatia,1/18/2018,"$13,528",6,6,14,"$27,981",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Croatia#tab=box-office,"$105,066,641",2/26/2019
13,Curacao,1/4/2018,"$2,115",2,2,7,"$9,774",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Curacao#tab=box-office,"$105,066,641",2/26/2019
14,Czech Republic,1/5/2018,"$186,429",102,102,273,"$498,741",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Czech-Republic#tab=box-office,"$105,066,641",2/26/2019
15,Dominican Republic,1/4/2018,"$17,978",11,12,51,"$78,029",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Dominican-Republic#tab=box-office,"$105,066,641",2/26/2019
16,Ecuador,1/19/2018,"$348,299",60,60,197,"$1,144,892",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Ecuador#tab=box-office,"$105,066,641",2/26/2019
17,Egypt,1/4/2018,"$90,609",14,14,113,"$501,717",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Egypt#tab=box-office,"$105,066,641",2/26/2019
18,Estonia,1/5/2018,"$36,977",12,12,40,"$117,859",2/21/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Estonia#tab=box-office,"$105,066,641",2/26/2019
19,France,1/5/2018,"$2,161,520",221,267,"1,171","$4,900,000",2/5/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/France#tab=box-office,"$105,066,641",2/26/2019
20,Germany,1/5/2018,"$1,998,481",311,399,"2,595","$5,066,145",5/30/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Germany#tab=box-office,"$105,066,641",2/26/2019
21,Greece,1/4/2018,"$283,388",77,77,174,"$738,898",2/13/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Greece#tab=box-office,"$105,066,641",2/26/2019
22,Hong Kong,1/4/2018,"$270,459",95,95,145,"$531,744",2/1/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Hong-Kong#tab=box-office,"$105,066,641",2/26/2019
23,Hungary,1/4/2018,"$148,365",30,45,207,"$469,565",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Hungary#tab=box-office,"$105,066,641",2/26/2019
24,Iceland,1/25/2018,"$3,850",1,1,4,"$15,521",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Iceland#tab=box-office,"$105,066,641",2/26/2019
25,India,1/5/2018,"$1,385,951","1,018","1,018","1,474","$2,420,336",2/6/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/India#tab=box-office,"$105,066,641",2/26/2019
26,Indonesia,1/12/2018,"$5,489,540",949,949,"1,319","$9,080,255",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Indonesia#tab=box-office,"$105,066,641",2/26/2019
27,Iraq,1/4/2018,"$35,181",7,7,41,"$164,317",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Iraq#tab=box-office,"$105,066,641",2/26/2019
28,Israel,3/29/2018,"$87,579",24,24,109,"$292,377",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Israel#tab=box-office,"$105,066,641",2/26/2019
29,Italy,1/18/2018,"$911,704",293,293,365,"$1,794,893",4/24/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Italy#tab=box-office,"$105,066,641",2/26/2019
30,Jamaica,1/3/2018,"$16,336",4,4,10,"$36,739",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Jamaica#tab=box-office,"$105,066,641",2/26/2019
31,Jordan,1/4/2018,"$39,435",5,5,22,"$168,640",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Jordan#tab=box-office,"$105,066,641",2/26/2019
32,Kenya,4/6/2018,$768,8,8,12,"$2,049",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Kenya#tab=box-office,"$105,066,641",2/26/2019
33,Kuwait,1/4/2018,"$169,279",10,10,29,"$493,760",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Kuwait#tab=box-office,"$105,066,641",2/26/2019
34,Latvia,1/5/2018,"$24,703",7,7,30,"$95,999",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Latvia#tab=box-office,"$105,066,641",2/26/2019
35,Lebanon,1/4/2018,"$113,345",18,18,43,"$226,333",1/1/2019,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Lebanon#tab=box-office,"$105,066,641",2/26/2019
36,Lithuania,1/5/2018,"$76,419",95,95,264,"$222,803",3/5/2018,https://www.the-numbers.com/movie/Insidious-The-Last-Key,https://www.the-numbers.com/movie/Insidious-The-Last-Key/Lithuania#tab=box-office,"$105,066,641",2/26/2019
