,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
98,https://www.the-numbers.com/movie/She-Devil,[],"[['Howard Shore', 'Composer']]","$3,509,647 (22.9% of total gross)",4.37 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,403 opening theaters/1,452 max. theaters, 3.0 weeks average run per theater","$35,281,327",,"December 8th, 1989 (Wide) by 20th Century Fox",,PG-13,99 minutes,Create your own comparison chart…,"Black Comedy, Relationships Gone Wrong, Infidelity, The Other Woman, Revenge, White Collar Crime",Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction,,United States,,,,"$15,351,421",,,,
99,https://www.the-numbers.com/movie/War-of-the-Roses-The,['Danny DeVito'],"[['David Newman', 'Composer'], ['Danny DeVito', 'Director']]","$9,688,794 (11.6% of total gross)",7.98 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,259 opening theaters/1,559 max. theaters, 9.9 weeks average run per theater","$187,365,411",,"December 8th, 1989 (Wide) by 20th Century Fox","September 18th, 2012 by Fox Home Entertainment",R,116 minutes,vs. The Wolf of Wall StreetCreate your own comparison chart…,"Relationships Gone Wrong, Non-Chronological, Lawyers, Directing Yourself, Empty Nest, Revenge",Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction,"Regency Enterprises, Gracie Films",United States,,,,"$83,699,711",,,,
100,https://www.the-numbers.com/movie/Blaze,[],"[['Ron Shelton', 'Director'], ['Ron Shelton', 'Screenwriter']]","$1,739,701 (9.1% of total gross)",4.93 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"909 opening theaters/909 max. theaters, 4.0 weeks average run per theater","$43,385,783",,"December 13th, 1989 (Wide) by Walt Disney","April 6th, 2004 by Walt Disney Home Entertainment",R,120 minutes,vs. The Little MermaidCreate your own comparison chart…,"Biography, Comedy Drama, Inspired by a True Story, Political, Strippers / Stripping, Romance, 1960s, Set in Louisiana",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,,United States,English,,,"$19,049,727",,,,
101,https://www.the-numbers.com/movie/Driving-Miss-Daisy,"['Dan Aykroyd', 'Patti LuPone', 'Esther Rolle', 'Morgan Freeman', 'Jessica Tandy']","[['Bruce Beresford', 'Director'], ['Richard D. Zanuck', 'Producer'], ['Lili Fini Zanuck', 'Producer'], ['Alfred Uhry', 'Screenwriter'], ['David Brown', 'Executive Producer'], ['Hans Zimmer', 'Composer'], ['Peter James', 'Director of Photography'], ['Bruno Rubeo', 'Production Designer'], ['Mark Warner', 'Editor'], ['Jake Eberts', 'Co-Executive Producer']]",,10.84 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$232,200,108","$7,500,000 (worldwide box office is 14.2 times production budget)","December 13th, 1989 (Wide) by Warner Bros.","April 1st, 1992 by Warner Home Video",PG,99 minutes,Best Picture Oscar Winnersvs. Do the Right ThingCreate your own comparison chart…,"Oscars Best Picture Winner, African Americans, Historical Drama, 1990 Oscars Best Picture Nominee",Based on Play,Drama,Live Action,Historical Fiction,The Zanuck Company,United States,English,,,"$106,593,296",,,,
102,https://www.the-numbers.com/movie/Enemies-A-Love-Story,[],"[['Paul Mazursky', 'Director'], ['Roger L. Simon', 'Screenwriter'], ['Paul Mazursky', 'Screenwriter']]",,14.05 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$17,039,015",,"December 13th, 1989 (Wide) by 20th Century Fox","September 3rd, 2002 by Warner Home Video",,119 minutes,Create your own comparison chart…,"Comedy Drama, Romance, Relationships Gone Wrong, Love Triangle, Writing and Writers, 1940s, Jewish, Set in New York City, Set in Brooklyn, Infidelity",Based on Fiction Book/Short Story,Comedy,Live Action,Historical Fiction,,United States,English,,,"$7,815,403",,,,
103,https://www.the-numbers.com/movie/Glory,"['Cary Elwes', 'Morgan Freeman', 'Matthew Broderick', 'Denzel Washington']","[['Edward Zwick', 'Director'], ['Kevin Jarre', 'Screenwriter'], ['Freddie Fields', 'Producer'], ['Freddie Francis', 'Director of Photography'], ['Norman Garwood', 'Production Designer'], ['Steven Rosenblum', 'Editor'], ['James Horner', 'Composer'], ['Pieter Jan Brugge', 'Co-Producer']]","$63,661 (0.2% of total gross)",8.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"3 opening theaters/811 max. theaters, 10.6 weeks average run per theater","$58,347,646","$18,000,000 (worldwide box office is 1.5 times production budget)","December 13th, 1989 (Limited) by Sony Pictures","January 20th, 1998 by Sony Pictures Home Entertainment",R,122 minutes,vs. The Birth of a NationCreate your own comparison chart…,"Historical Battles, War, African Americans, Historical Drama, The Civil War, 1860s, Bigotry, Slavery",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,"Tri-Star Pictures, Freddie Fields Productions",United States,English,,,"$26,828,365",,,,
104,https://www.the-numbers.com/movie/Family-Business,[],"[['Sidney Lumet', 'Director'], ['Vincent Patrick', 'Screenwriter']]","$2,130,024 (19.3% of total gross)",4.98 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,201 opening theaters/1,230 max. theaters, 3.0 weeks average run per theater","$25,404,421",,"December 15th, 1989 (Wide) by Sony Pictures",,R,113 minutes,Create your own comparison chart…,"Crime Comedy, Heist, Dysfunctional Family, One Last Job, Film Noir",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$11,053,835",,,,
105,https://www.the-numbers.com/movie/Were-No-Angels,"['Demi Moore', 'Hoyt Axton', 'Bruno Kirby', 'Ray McAnally', 'James Russo', 'Robert De Niro', 'Sean Penn']","[['Neil Jordan', 'Director'], ['David Mamet', 'Screenwriter'], ['George Fenton', 'Composer']]","$2,047,630 (19.4% of total gross)",5.03 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,239 opening theaters/1,495 max. theaters, 2.8 weeks average run per theater","$24,258,777","$20,000,000 (worldwide box office is 0.5 times production budget)","December 15th, 1989 (Wide) by Paramount Pictures","September 26th, 2017 by Paramount Home Video",PG-13,108 minutes,Create your own comparison chart…,"Crime Comedy, Prison Break, Mistaken Identity, Fugitive / On the Run, Remake, Mute, Border Town",Based on Play,Comedy,Live Action,Contemporary Fiction,Paramount Pictures,United States,English,,,"$10,555,348",,,,
106,https://www.the-numbers.com/movie/Wizard-The,"['Beau Bridges', 'Christian Slater', 'Fred Savage']","[['Todd Holland', 'Director'], ['David Chisholm', 'Producer'], ['Ken Topolsky', 'Producer'], ['David Chisholm', 'Screenwriter'], ['Lindsley Parsons, Jr.', 'Executive Producer'], ['Robert Yeoman', 'Director of Photography'], ['Tom Finan', 'Editor'], ['J. Peter Robinson', 'Composer']]","$2,142,525 (15.0% of total gross)",5.30 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,155 opening theaters/1,204 max. theaters, 3.0 weeks average run per theater","$32,816,413",,"December 15th, 1989 (Wide) by Universal","August 22nd, 2006 by Universal Home Entertainment",PG,100 minutes,vs. Super Mario Bros.Create your own comparison chart…,Video Game,Original Screenplay,Adventure,Live Action,Kids Fiction,"Finnegan, Pinchuk",United States,English,,,"$14,278,900",,,,
107,https://www.the-numbers.com/movie/Born-on-the-Fourth-of-July-(1989),"['Kyra Sedgwick', 'Raymond J. Barry', 'Jerry Levine', 'Frank Whaley', 'Willem Dafoe', 'Tom Cruise']","[['Oliver Stone', 'Director'], ['Oliver Stone', 'Producer'], ['A. Kitman Ho', 'Producer'], ['Oliver Stone', 'Screenwriter'], ['Ron Kovic', 'Screenwriter'], ['Ron Kovic', 'Story Creator'], ['Robert Richardson', 'Director of Photography'], ['Bruno Rubeo', 'Production Designer'], ['John Williams', 'Composer']]","$172,021 (0.2% of total gross)",6.35 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"4 opening theaters/1,434 max. theaters, 10.7 weeks average run per theater","$152,711,531","$14,000,000 (worldwide box office is 5.0 times production budget)","December 20th, 1989 (Wide) by Universal","March 1st, 1992 by Universal Home Entertainment",R,144 minutes,vs. The FighterCreate your own comparison chart…,"Returning Soldiers, Biography, Vietnam War, War, Anti-war, Biographical Drama, 1990 Oscars Best Picture Nominee",Based on Factual Book/Article,Drama,Live Action,Dramatization,A. Kitman Ho & Ixlan,United States,English,,,"$70,001,698",,,,
108,https://www.the-numbers.com/movie/Roger-and-Me,[],"[['Michael Moore', 'Director']]","$84,232 (1.3% of total gross)",9.77 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"4 opening theaters/308 max. theaters, 6.6 weeks average run per theater","$14,618,521","$140,000 (worldwide box office is 47.9 times production budget)","December 20th, 1989 (Wide) by Warner Bros.",,,,vs. Return to the Land of WondersCreate your own comparison chart…,,Based on Real Life Events,Documentary,Live Action,Factual,,United States,,,,"$6,706,368",,,,
109,https://www.the-numbers.com/movie/Always,"['Brad Johnson', 'Audrey Hepburn', 'Richard Dreyfuss', 'Holly Hunter', 'John Goodman']","[['Steven Spielberg', 'Director'], ['Steven Spielberg', 'Producer'], ['Frank Marshall', 'Producer'], ['Kathleen Kennedy', 'Producer'], ['Jerry Belson', 'Screenwriter'], ['Richard Vane', 'Co-Producer'], ['Mikael Salomon', 'Director of Photography'], ['James D. Bissell', 'Production Designer'], ['Michael Kahn', 'Editor'], ['John Williams', 'Composer'], ['Chandler Sprangue', 'Story Creator']]","$3,713,480 (8.9% of total gross)",5.89 (domestic box office/biggest weekend),58.0% (domestic box office/worldwide),"1,016 opening theaters/1,206 max. theaters, 5.6 weeks average run per theater","$106,759,384",,"December 22nd, 1989 (Wide) by Universal","May 5th, 2015 by Universal Home Entertainment",PG,123 minutes,vs. Indiana Jones and the Last CrusadeCreate your own comparison chart…,"Romance, Romantic Drama, Death of a Girlfriend / Boyfriend, Friendly Ghost, Supernatural, Love Triangle, In a Plane",Remake,Drama,Live Action,Fantasy,Universal Pictures,United States,English,,,"$41,843,630","$30,300,000","$72,143,630","$269,488","$269,488"
110,https://www.the-numbers.com/movie/Tango-and-Cash,[],"[['Andrei Konchalovsky', 'Director'], ['Harold Faltermeyer', 'Composer']]","$6,628,918 (10.5% of total gross)",6.60 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,409 opening theaters/1,575 max. theaters, 8.5 weeks average run per theater","$140,723,205","$55,000,000 (worldwide box office is 1.2 times production budget)","December 22nd, 1989 (Wide) by Warner Bros.",,R,,vs. Street Fighter: The Legend of Chun-LiCreate your own comparison chart…,"Buddy Cop, Action Comedy, LAPD, Framed, Wrongfully Convicted, Prison Break, Cross-Dressing, Professional Rivalry, Rivals Becoming Friends, Crime Boss",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,English,,,"$63,408,614",,,,
111,https://www.the-numbers.com/movie/Music-Box,[],"[['Costa-Gavras', 'Director'], ['Joe Eszterhas', 'Screenwriter']]","$76,239 (1.2% of total gross)",82.16 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"3 opening theaters/3 max. theaters, 1.0 weeks average run per theater","$14,395,937",,"December 25th, 1989 (Wide) by Sony/TriStar",,,124 minutes,Create your own comparison chart…,"World War II, Crime Drama, War Crimes, Surprise Twist, Set in Hungary, Lawyers, Dysfunctional Family, Nazis, Holocaust",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,,,,"$6,263,883",,,,
