,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
0,https://www.the-numbers.com/movie/Deepstar-Six,"['Taurean Blacque', 'Nancy Everhard', 'Greg Evigan', 'Miguel Ferrer', 'Matt McCoy', 'Nia Peeples', 'Cindy Pickett', 'Marius Weyers']","[['Sean Cunningham', 'Director'], ['Lewis Abernathy', 'Screenwriter'], ['Geof Miller', 'Screenwriter'], ['Lewis Abernathy', 'Story by'], ['Sean Cunningham', 'Producer'], ['Patrick Markey', 'Producer'], ['David Handman', 'Editor'], ['Harry Manfredini', 'Composer'], ['Mac Ahlberg', 'Director of Photography'], ['John Reinhart', 'Production Designer'], ['Mario Kassar', 'Executive Producer'], ['Andrew G. Vajna', 'Executive Producer']]","$3,306,320 (42.8% of total gross)",2.34 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,117 opening theaters/1,118 max. theaters, 3.0 weeks average run per theater","$17,753,588",,"January 13th, 1989 (Wide) by Sony Pictures","April 16th, 1995 by Live / Artisan",R,99 minutes,vs. LeviathanCreate your own comparison chart…,"Underwater, Action Horror, Creature Feature, Non-Chronological, Trapped, Rescue, Surprise Twist",Original Screenplay,Horror,Live Action,Science Fiction,Carolco Pictures,United States,English,,,"$7,724,847",,,,
1,https://www.the-numbers.com/movie/Physical-Evidence,[],"[['Michael Crichton', 'Director'], ['Bill Phillips', 'Screenwriter']]","$1,777,358 (14.8% of total gross)",6.75 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"691 opening theaters/691 max. theaters, 1.0 weeks average run per theater","$27,578,940",,"January 27th, 1989 (Wide) by Sony Pictures",,R,99 minutes,Create your own comparison chart…,"Crime Thriller, Framed, Prologue, Blackmail, Revenge",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,,,,"$12,000,000",,,,
2,https://www.the-numbers.com/movie/Three-Fugitives,[],"[['Lauren Schuler-Donner*', 'Producer']]","$6,434,717 (15.9% of total gross)",6.31 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,153 opening theaters/1,374 max. theaters, 5.8 weeks average run per theater","$93,285,786",,"January 27th, 1989 (Wide) by Walt Disney",,PG-13,,vs. Rain ManCreate your own comparison chart…,"Fugitive / On the Run, Crime Comedy, Life on the Outside, Hostage, Bank Robbery, Medical and Hospitals, Dysfunctional Family, Falsely Accused",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,"$40,590,000",,,,
3,https://www.the-numbers.com/movie/Her-Alibi,"['Tom Selleck', 'Paulina Porizkova']","[['Bruce Beresford', 'Director'], ['Charlie Peters', 'Screenwriter']]","$5,037,047 (29.3% of total gross)",3.41 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,429 opening theaters/1,429 max. theaters, 2.0 weeks average run per theater","$39,518,445",,"February 3rd, 1989 (Wide) by Warner Bros.",,PG,94 minutes,vs. Blade Runner 2049Create your own comparison chart…,"Crime Comedy, Writing and Writers, Writer's Block, Falsely Accused, Romance, Relationships Gone Wrong, Political, Catholic",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,"English, Romanian, Spanish",,,"$17,195,050",,,,
4,https://www.the-numbers.com/movie/Whos-Harry-Crumb,[],"[['Paul Flaherty', 'Director'], ['Arnon Milchan', 'Producer'], ['George Perkins', 'Producer']]","$3,862,719 (35.2% of total gross)",2.84 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,197 opening theaters/1,198 max. theaters, 2.0 weeks average run per theater","$25,240,168",,"February 3rd, 1989 (Wide) by Sony/TriStar","March 7th, 2000 by Sony Pictures Home Entertainment",PG-13,89 minutes,Create your own comparison chart…,"Crime Comedy, Private Investigator, Father’s Footsteps, Kidnap, Relationships Gone Wrong",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Regency Enterprises, Frostbacks, NBC Film, Tri-Star Pictures",United States,English,,,"$10,982,364",,,,
5,https://www.the-numbers.com/movie/Cousins,[],"[['Joel Schumacher', 'Director']]","$3,039,805 (14.0% of total gross)",6.19 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"535 opening theaters/747 max. theaters, 4.6 weeks average run per theater","$49,888,560",,"February 10th, 1989 (Limited) by Paramount Pictures",,PG-13,113 minutes,Create your own comparison chart…,Romance,Remake,Romantic Comedy,Live Action,Contemporary Fiction,Paramount Pictures,United States,English,,,"$21,707,236",,,,
6,https://www.the-numbers.com/movie/Fly-II-The,[],"[['Mick Garris', 'Screenwriter'], ['Christopher Young', 'Composer']]","$6,751,371 (34.7% of total gross)",2.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,524 opening theaters/1,528 max. theaters, 2.9 weeks average run per theater","$44,681,403",,"February 10th, 1989 (Wide) by 20th Century Fox",,R,105 minutes,vs. The `BurbsCreate your own comparison chart…,Body Horror,Remake,Horror,Live Action,Science Fiction,,United States,English,Fly,,"$19,441,528",,,,
7,https://www.the-numbers.com/movie/Tap,[],"[['Nick Castle', 'Director'], ['Nick Castle', 'Screenwriter']]","$2,217,150 (24.3% of total gross)",4.11 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"585 opening theaters/585 max. theaters, 1.0 weeks average run per theater","$20,947,820",,"February 10th, 1989 (Wide) by Sony Pictures",,,111 minutes,Create your own comparison chart…,"Life Drama, Dancing, Life on the Outside, African Americans, Romance, Relationships Gone Wrong",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,,"$9,114,702",,,,
8,https://www.the-numbers.com/movie/Bill-and-Teds-Excellent-Adventure,[],"[['Stephen Herek', 'Director'], ['David Newman', 'Composer']]","$6,167,651 (15.2% of total gross)",6.56 (domestic box office/biggest weekend),99.9% (domestic box office/worldwide),"1,196 opening theaters/1,321 max. theaters, 8.6 weeks average run per theater","$93,044,560","$10,000,000 (worldwide box office is 4.1 times production budget)","February 17th, 1989 (Wide) by Orion Pictures, released as Bill & Ted's Excellent Adventure","April 14th, 1993 by Warner Home Video, released as Bill and Ted’s Excellent Adventure",PG,90 minutes,vs. SpaceballsCreate your own comparison chart…,"Time Travel, Breaking the Fourth Wall, Prologue, Musicians, Intertitle, Step-Family, Ensemble",Original Screenplay,Adventure,Live Action,Science Fiction,,United States,"English, French, German, Greek",Bill & Ted,"June 29th, 2018 (Wide), released as Bill And Ted's Excellent Adventure (1989) (re: 2013) (Australia)
September 3rd, 2020 (Wide) (New Zealand)
","$40,485,039","$25,072","$40,510,111",,
9,https://www.the-numbers.com/movie/Burbs-The,"['Bruce Dern', 'Carrie Fisher', 'Rick Ducommun', 'Corey Feldman', 'Tom Hanks']","[['Joe Dante', 'Director'], ['Michael Finnell', 'Producer'], ['Larry Brezner', 'Producer'], ['Dana Olsen', 'Screenwriter'], ['Robert Stevens', 'Director of Photography'], ['James Spencer', 'Production Designer'], ['Jerry Goldsmith', 'Composer'], ['Dana Olsen', 'Co-Producer']]","$11,101,197 (31.4% of total gross)",3.19 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,952 opening theaters/1,956 max. theaters, 3.8 weeks average run per theater","$81,317,084",,"February 17th, 1989 (Wide) by Universal, released as The `burbs","May 4th, 1999 by Universal Home Entertainment, released as The `burbs",PG,102 minutes,vs. PunchlineCreate your own comparison chart…,"Neighbors from Hell, Serial Killer, Unbelieving Police, Missing Person, Surprise Twist, Black Comedy",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,Imagine Entertainment,United States,English,,,"$35,382,246",,,,
10,https://www.the-numbers.com/movie/True-Believer,"['Margaret Colin', 'Kurtwood Smith', 'James Woods', 'Robert Downey, Jr.']","[['Joseph Ruben', 'Director'], ['Walter F. Parkes', 'Producer'], ['Lawrence Lasker', 'Producer'], ['Wesley Strick', 'Screenwriter'], ['Peter Rosten', 'Executive Producer'], ['Brad Fiedel', 'Composer'], ['Patrick Crowley', 'Co-Producer'], ['George Bowers', 'Editor']]","$3,009,692 (34.4% of total gross)",2.90 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"897 opening theaters/897 max. theaters, 2.0 weeks average run per theater","$20,091,259",,"February 17th, 1989 (Wide) by Sony Pictures","August 13th, 2019 by Mill Creek Entertainment",R,104 minutes,Create your own comparison chart…,"Courtroom Drama, Crime, Lawyers, Wrongfully Convicted, Killing in Self Defence, Corrupt Cops, Film Noir, Mistaken Identity, Non-Chronological, Set in New York City, Set in New York, Set in Manhattan, Gangs",Original Screenplay,Drama,Live Action,Contemporary Fiction,"TBP, Inc",United States,English,,,"$8,742,000",,,,
11,https://www.the-numbers.com/movie/New-York-Stories,[],"[['Francis Ford Coppola', 'Director'], ['Martin Scorsese', 'Director'], ['Woody Allen', 'Director'], ['Richard Price', 'Screenwriter'], ['Francis Ford Coppola', 'Screenwriter'], ['Sofia Coppola', 'Screenwriter'], ['Woody Allen', 'Screenwriter']]",,4.47 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$24,737,093","$15,000,000 (worldwide box office is 0.7 times production budget)","March 1st, 1989 (Wide) by Walt Disney","May 15th, 2012 by Mill Creek Entertainment",PG,124 minutes,vs. GoodfellasCreate your own comparison chart…,"Segments, Comedy Drama, Romance, Set in New York City, Set in New York, Relationships Gone Wrong, Dysfunctional Family, Artists, Directing Yourself, Screenplay Written By the Star, Family Affair",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,,,"$10,763,469",,,,
12,https://www.the-numbers.com/movie/Dream-a-Little-Dream,"['Jason Robards, Jr.', 'Piper Laurie', 'Harry Dean Stanton', 'Susan Blakely', 'William McNamara', 'Matt Adler', 'Victoria Jackson', 'Alex Rocco', 'Corey Feldman', 'Meredith Salenger', 'Corey Haim']","[['Marc Rocco', 'Director'], ['Marc Rocco', 'Screenwriter'], ['Daniel Jay Franklin', 'Screenwriter'], ['D.E Eisenberg*', 'Screenwriter'], ['Marc Rocco', 'Producer'], ['D. E. Eisenberg*', 'Producer']]","$2,568,963 (49.7% of total gross)",2.01 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,019 opening theaters/1,019 max. theaters, 1.0 weeks average run per theater","$11,885,209",,"March 3rd, 1989 (Wide) by Vestron","October 21st, 2003 by Lionsgate Home Entertainment",PG-13,114 minutes,Create your own comparison chart…,"Body Swap, Romantic Comedy, Romance, High School, Psychics, Cult Movie, Bullies, Relationships Gone Wrong, Domestic Abuse, Supernatural",Original Screenplay,Romantic Comedy,Live Action,Science Fiction,Lightning Pictures,United States,English,,,"$5,171,429",,,,
13,https://www.the-numbers.com/movie/Lean-on-Me,[],"[['John G. Avildsen', 'Director']]","$5,032,605 (16.9% of total gross)",5.93 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"894 opening theaters/1,107 max. theaters, 6.3 weeks average run per theater","$68,540,899",,"March 3rd, 1989 (Wide) by Warner Bros.","April 1st, 1992 by Warner Home Video",PG-13,,vs. The `BurbsCreate your own comparison chart…,"Hood Film, African Americans, Biographical Drama, Biography, Teachers, Inspirational Teacher, Bullies, Narcotics, 1980s",Based on Real Life Events,Drama,Live Action,Dramatization,,United States,,,,"$29,823,140",,,,
14,https://www.the-numbers.com/movie/Skin-Deep,"['Vincent Gardenia', 'Alyson Reed', 'Julianne Phillips', 'Chelsea Field', 'John Ritter']","[['Blake Edwards', 'Director'], ['Blake Edwards', 'Screenwriter'], ['Tony Adams', 'Producer'], ['James G. Robinson', 'Executive Producer'], ['Joe Roth', 'Executive Producer'], ['Trish Caroselli', 'Associate Producer'], ['Henry Mancini', 'Composer']]","$2,460,262 (12.9% of total gross)",4.85 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"489 opening theaters/1,062 max. theaters, 4.1 weeks average run per theater","$43,666,660",,"March 3rd, 1989 (Wide) by 20th Century Fox","May 17th, 2012 by Warner Archive","R for strong sexuality and language, and some violence. ",102 minutes,vs. Young GunsCreate your own comparison chart…,"Sex Comedy, Addiction, Relationships Gone Wrong, Writing and Writers, Writer's Block",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Morgan Creek Productions, BECO",United States,English,,,"$19,000,000",,,,
15,https://www.the-numbers.com/movie/Adventures-of-Baron-Munchausen-The,[],"[['Terry Gilliam', 'Director'], ['Terry Gilliam', 'Screenwriter'], ['Charles McKeown', 'Screenwriter'], ['Michael Kamen', 'Composer']]",,30.80 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$21,057,158",,"March 10th, 1989 (Wide) by Sony Pictures","October 25th, 2006 by Columbia Pictures Home Entertainment",,126 minutes,vs. BrazilCreate your own comparison chart…,"Development Hell, Watching a Fictionalized Version of Yourself, Farcical / Slapstick Comedy, Cult Movie, War, Siege, Underwater, Death as a Character, Non-Chronological, Theater Actor, Romance, Infidelity, Royalty, Same Actor, Multiple Roles",Based on Fiction Book/Short Story,Comedy,Live Action,Fantasy,Columbia Pictures,United States,English,,,"$8,040,008",,,"$81,490","$81,490"
16,https://www.the-numbers.com/movie/Chances-Are,"['Cybill Shepherd', 'Robert Downey, Jr.', ""Ryan O'Neal"", 'Mary Stuart Masterson']","[['Emile Ardolino', 'Director'], ['Mike Lobell', 'Producer'], ['Perry Howze', 'Screenwriter'], ['Randy Howze', 'Screenwriter'], ['Andrew Bergman', 'Executive Producer'], ['Neil A. Machlis', 'Executive Producer'], ['William A. Fraker', 'Director of Photography'], ['Dennis Washington', 'Production Designer'], ['Harry Keramidas', 'Editor'], ['Maurice Jarre', 'Composer'], ['Albert Wolsky', 'Costume Designer']]","$3,664,386 (23.0% of total gross)",4.35 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"837 opening theaters/1,190 max. theaters, 4.2 weeks average run per theater","$36,633,261",,"March 10th, 1989 (Wide) by Sony Pictures",,PG,109 minutes,vs. Heart and SoulsCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Fantasy,Tri-Star Pictures,United States,English,,,"$15,939,663",,,,
17,https://www.the-numbers.com/movie/Police-Academy-6-City-Under-Siege,"['Bubba Smith', 'Michael Winslow', 'David Graf', 'Marion Ramsey', 'Leslie Easterbrook', 'Lance Kinsey', 'Bruce Mahler', 'Kenneth Mars', 'Matt McCoy', 'G.W. Bailey', 'George Gaynes']","[['Peter Bonerz', 'Director'], ['Stephen Curwick', 'Screenwriter']]","$4,032,480 (34.9% of total gross)",2.87 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,627 opening theaters/1,627 max. theaters, 2.0 weeks average run per theater","$26,583,802",,"March 10th, 1989 (Wide) by Warner Bros.",,PG,84 minutes,vs. Police Academy 2: Their First AssignmentCreate your own comparison chart…,"Farcical / Slapstick Comedy, Police life, Gangs, Secret Identity, Surprise Twist, Crime",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Paul Maslansky Productions,United States,English,Police Academy,,"$11,567,000",,,,
18,https://www.the-numbers.com/movie/Fletch-Lives,[],"[['Michael Ritchie', 'Director'], ['Leon Capetanos', 'Screenwriter'], ['Harold Faltermeyer', 'Composer'], ['Gregory McDonald', 'Story Creator']]","$8,045,760 (24.2% of total gross)",4.13 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,479 opening theaters/1,512 max. theaters, 5.9 weeks average run per theater","$76,455,407",,"March 17th, 1989 (Wide) by Universal","August 19th, 2008 by Universal Home Entertainment",PG,95 minutes,vs. FletchCreate your own comparison chart…,"Crime Comedy, Investigative Journalist, Inheritance, Set in Louisiana, Religious, Environment, Revenge, TV Industry, Televangelists",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,English,Fletch,,"$33,266,859",,,,
19,https://www.the-numbers.com/movie/Leviathan-(1989),[],"[['George P. Cosmatos', 'Director'], ['David Peoples', 'Screenwriter'], ['Jeb Stuart', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]","$5,029,164 (32.7% of total gross)",3.05 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,393 opening theaters/1,393 max. theaters, 3.6 weeks average run per theater","$35,309,232",,"March 17th, 1989 (Wide) by MGM","August 19th, 2014 by Shout Factory",R,103 minutes,vs. UnderwaterCreate your own comparison chart…,"Underwater, Nature Horror, Medical Crimes, Human Experimentation, Scientific Experiment Gone Awry, Corporate Malfeasance",Original Screenplay,Horror,Live Action,Science Fiction,,United States,English,,,"$15,363,560",,,"$490,134","$490,134"
20,https://www.the-numbers.com/movie/Troop-Beverly-Hills,"['Craig T. Nelson', 'Shelley Long']","[['Jeff Kanew', 'Director'], ['Pamela Norris', 'Screenwriter'], ['Ava Ostern Fries', 'Screenwriter']]","$2,283,443 (31.8% of total gross)",3.15 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"964 opening theaters/964 max. theaters, 3.0 weeks average run per theater","$16,525,541","$18,000,000 (worldwide box office is 0.4 times production budget)","March 22nd, 1989 (Wide) by Sony Pictures","March 25th, 2003 by Sony Pictures Home Entertainment",,105 minutes,vs. Home for the HolidaysCreate your own comparison chart…,"Family Comedy, Dysfunctional Family, Children Dealing with Divorce, Camping, Ensemble",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$7,190,505",,,,
21,https://www.the-numbers.com/movie/Dead-Bang,[],"[['John Frankenheimer', 'Director'], ['Robert Foster', 'Screenwriter'], ['Michael Kamen', 'Composer']]","$2,847,690 (41.1% of total gross)",2.44 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,073 opening theaters/1,073 max. theaters, 2.6 weeks average run per theater","$15,938,826",,"March 24th, 1989 (Wide) by Warner Bros.",,,105 minutes,Create your own comparison chart…,"Action Thriller, White Supremacists",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,English,,,"$6,935,216",,,,
22,https://www.the-numbers.com/movie/Sing-(1989),[],[],,,21.8% (domestic box office/worldwide),,"$5,195,447",,"March 31st, 1989 (Wide)",,,,vs. Sing 2Create your own comparison chart…,,,,,,,United States,,,,"$2,260,616","$8,088,834","$10,349,450",,
23,https://www.the-numbers.com/movie/Cyborg,"['Dayle Haddon', 'Jean-Claude Van Damme']","[['Albert Pyun', 'Director'], ['Albert Pyun', 'Screenwriter']]","$3,179,811 (31.7% of total gross)",3.15 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"830 opening theaters/830 max. theaters, 3.4 weeks average run per theater","$23,053,408",,"April 7th, 1989 (Wide) by Cannon","October 2nd, 2012 by MGM Video",R,86 minutes,vs. GetawayCreate your own comparison chart…,"Action Thriller, Epidemic, Near Future, Cult Movie, 2010s, Yesterday's Tomorrow, Revenge, Death of a Spouse or Fiancée / Fiancé",Original Screenplay,Action,Live Action,Science Fiction,,United States,English,,,"$10,030,875",,,,
24,https://www.the-numbers.com/movie/Dead-Calm,[],"[['Phillip Noyce', 'Director'], ['Terry Hayes', 'Screenwriter'], ['Graeme Revell', 'Composer']]","$2,463,551 (35.0% of total gross)",2.85 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"959 opening theaters/959 max. theaters, 2.6 weeks average run per theater","$16,163,363",,"April 7th, 1989 (Wide) by Warner Bros.",,,95 minutes,vs. The ThingCreate your own comparison chart…,"Psychological Thriller, Death of a Son or Daughter, Car Accident, On a Boat, Serial Killer",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,,Australia,English,,,"$7,032,915",,,,
25,https://www.the-numbers.com/movie/Dream-Team-The,[],"[['Howard Zieff', 'Director'], ['Jon Connolly', 'Screenwriter'], ['David Loucka', 'Screenwriter']]","$5,704,860 (21.3% of total gross)",4.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,316 opening theaters/1,459 max. theaters, 6.0 weeks average run per theater","$61,578,384",,"April 7th, 1989 (Wide) by Universal","July 1st, 2003 by Universal Home Entertainment",PG-13,113 minutes,vs. Dreamer: Inspired by a True StoryCreate your own comparison chart…,"Crime Comedy, Mental Illness, Doctors, Coma, Corrupt Cops, Witnessing a Crime, Fugitive / On the Run, Relationships Gone Wrong, Dysfunctional Family, Fired, Framed, Set in New York City, Set in New York, Baseball",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$26,793,650",,,,
26,https://www.the-numbers.com/movie/Major-League,"['Margaret Whitton', 'James Gammon', 'Rene Russo', 'Bob Uecker', 'Harry Doyle', 'Tom Berenger', 'Charlie Sheen', 'Corbin Bernsen']","[['David S. Ward', 'Director'], ['David S. Ward', 'Screenwriter'], ['Chris Chesser', 'Producer'], ['Irby Smith', 'Producer'], ['Julie Bergman', 'Co-Producer'], ['Mark Rosenberg', 'Executive Producer'], ['James Newton Howard', 'Composer']]","$8,836,265 (17.7% of total gross)",5.64 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,541 opening theaters/1,615 max. theaters, 8.1 weeks average run per theater","$114,436,667","$11,000,000 (worldwide box office is 4.5 times production budget)","April 7th, 1989 (Wide) by Paramount Pictures","April 25th, 2017 by Paramount Home Video",R,107 minutes,vs. Bucky Larson: Born to Be a StarCreate your own comparison chart…,"Baseball, Underdog, Boss From Hell, Sports Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Paramount Pictures, Morgan Creek Productions, Mirage",United States,English,Major League,,"$49,793,054",,,,
27,https://www.the-numbers.com/movie/Disorganized-Crime,[],"[['Jim Kouf', 'Director'], ['Jim Kouf', 'Screenwriter'], ['David Newman', 'Composer']]","$2,840,166 (39.4% of total gross)",2.54 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,462 opening theaters/1,462 max. theaters, 2.0 weeks average run per theater","$16,570,685",,"April 14th, 1989 (Wide) by Walt Disney","May 10th, 2011 by Mill Creek Entertainment",,98 minutes,Create your own comparison chart…,"Crime Comedy, Heist, Ensemble, Bank Robbery, Fugitive / On the Run, Police Detective",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$7,210,149",,,,
28,https://www.the-numbers.com/movie/Say-Anything,"['John Cusack', 'Ione Skye']","[['Cameron Crowe', 'Director']]","$4,058,496 (20.3% of total gross)",4.94 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,113 opening theaters/1,113 max. theaters, 5.4 weeks average run per theater","$46,049,337",,"April 14th, 1989 (Wide) by 20th Century Fox","May 23rd, 2000 by 20th Century Studios",PG-13,,vs. The GooniesCreate your own comparison chart…,"Coming of Age, Romance, Comedy Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,,,"$20,036,737",,,,
29,https://www.the-numbers.com/movie/Shes-Out-of-Control,[],"[['Stan Dragoti', 'Director'], ['Seth Winston', 'Screenwriter'], ['Michael J. Nathanson', 'Screenwriter'], ['Alan Silvestri', 'Composer']]","$3,653,142 (30.3% of total gross)",3.30 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"987 opening theaters/987 max. theaters, 3.9 weeks average run per theater","$27,730,383",,"April 14th, 1989 (Wide) by Sony Pictures",,PG,90 minutes,Create your own comparison chart…,"Coming of Age, Letting Go, Family Comedy, Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$12,065,892",,,,
30,https://www.the-numbers.com/movie/Field-of-Dreams-(1989),"['Amy Madigan', 'James Earl Jones', 'Ray Liotta', 'Burt Lancaster', 'Kevin Costner']","[['Phil Alden Robinson', 'Director'], ['Phil Alden Robinson', 'Screenwriter'], ['Lawrence Gordon', 'Producer'], ['Charles Gordon', 'Producer'], ['Brian Frankish', 'Executive Producer'], ['Dennis Gassner', 'Production Designer'], ['John Lindley', 'Director of Photography'], ['James Horner', 'Composer'], ['W.P. Kinsella', 'Story by']]","$531,346 (0.8% of total gross)",11.15 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"22 opening theaters/1,100 max. theaters, 8.8 weeks average run per theater","$148,079,691",,"April 21st, 1989 (Wide) by Universal","April 29th, 1998 by Universal Home Entertainment",PG,106 minutes,vs. Coach CarterCreate your own comparison chart…,"Baseball, Inspirational Sports, Supernatural, Sports Drama, 1990 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,Gordon Company   ,United States,English,,,"$64,431,625",,,,
31,https://www.the-numbers.com/movie/Pet-Sematary-(1989),"['Fred Gwynne', 'Denise Crosby', 'Dale Midkiff']","[['Mary Lambert', 'Director'], ['Stephen King', 'Story Creator'], ['Stephen King', 'Screenwriter']]","$12,046,179 (21.0% of total gross)",4.77 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,585 opening theaters/1,585 max. theaters, 8.0 weeks average run per theater","$132,078,289","$11,500,000 (worldwide box office is 5.0 times production budget)","April 21st, 1989 (Wide) by Paramount Pictures","September 19th, 2000 by Paramount Home Video",R,,vs. Beverly Hills NinjaCreate your own comparison chart…,"Novel or Other Work Adapted by Author, Voiceover/Narration, Scary Kids, Non-Chronological, Zombies, Curses, Dream Sequence, In-Laws / Future In-Laws, Haunting, Terminal Illness, Dysfunctional Family, Doctors, Supernatural Horror, Supernatural",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,,United States,,Pet Sematary,"June 15th, 1989 (Wide) (Australia)
","$57,469,179",$671,"$57,469,850",,
32,https://www.the-numbers.com/movie/Criminal-Law,[],"[['Martin Campbell', 'Director'], ['Mark Kasdan', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]","$2,636,091 (27.9% of total gross)",3.58 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,166 opening theaters/1,166 max. theaters, 2.7 weeks average run per theater","$21,703,593",,"April 28th, 1989 (Wide) by Hemdale",,R,117 minutes,"vs. Planes, Trains & AutomobilesCreate your own comparison chart…","Crime Thriller, Lawyers, Addiction",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,,"$9,443,550",,,,
33,https://www.the-numbers.com/movie/K-9,"['Mel Harris', 'James Belushi']","[['Rod Daniel', 'Director'], ['Lawrence Gordon', 'Producer'], ['Charles Gordon', 'Producer'], ['Donna Smith', 'Executive Producer'], ['Steven Siegel', 'Co-Producer'], ['Dean Semler', 'Director of Photography'], ['Steven Siegel', 'Screenwriter'], ['Scott Myers', 'Screenwriter']]","$7,471,035 (19.2% of total gross)",5.20 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,677 opening theaters/1,706 max. theaters, 6.9 weeks average run per theater","$89,307,960",,"April 28th, 1989 (Wide) by Universal",,PG-13,102 minutes,vs. Just One of the GuysCreate your own comparison chart…,"Animal Lead, Action Comedy, Buddy Cop, Narcotics, Smuggler, Crime Boss, Organized Crime",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Gordon Company   ,United States,English,,,"$38,859,189",,,,
34,https://www.the-numbers.com/movie/Scandal,[],"[['Michael Caton-Jones', 'Director'], ['Michael Thomas', 'Screenwriter'], ['Stephen Woolley', 'Producer'], ['Harvey Weinstein', 'Co-Executive Producer'], ['Bob Weinstein', 'Co-Executive Producer']]",,7.19 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$20,224,554",,"April 28th, 1989 (Wide) by Miramax",,"R for strong sexuality, and for language. ",115 minutes,Create your own comparison chart…,"Culture Clash, Historical Drama, Political, Politicians, Sex Scandal, 1960s",Based on Real Life Events,Drama,Live Action,Dramatization,,United Kingdom,,,,"$8,800,000",,,,
