,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,11/12/2020,"$2,375",1,1,5,$85,4/2/2021,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Australia#tab=box-office,"$145,000,000",10/20/2022
1,New Zealand,4/8/2021,$0,0,1,1,$101,7/20/2021,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/New-Zealand#tab=box-office,"$145,000,000",10/20/2022
2,Russia (CIS),9/16/2021,"$51,865",199,199,199,"$82,443",10/20/2022,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Russia-(CIS)#tab=box-office,"$145,000,000",10/20/2022
3,South Korea,6/22/1991,$0,0,10,18,"$24,327",8/1/2019,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/South-Korea#tab=box-office,"$145,000,000",10/20/2022
4,United Kingdom,11/3/2017,"$10,954",2,2,2,"$10,954",11/9/2017,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/United-Kingdom#tab=box-office,"$145,000,000",10/20/2022
5,Rest of World,,,,,,"$144,882,090",,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,,"$145,000,000",10/20/2022
0,Australia,11/12/2020,"$2,375",1,1,5,$85,4/2/2021,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Australia#tab=box-office,"$145,000,000",10/20/2022
1,New Zealand,4/8/2021,$0,0,1,1,$101,7/20/2021,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/New-Zealand#tab=box-office,"$145,000,000",10/20/2022
2,Russia (CIS),9/16/2021,"$51,865",199,199,199,"$82,443",10/20/2022,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Russia-(CIS)#tab=box-office,"$145,000,000",10/20/2022
3,South Korea,6/22/1991,$0,0,10,18,"$24,327",8/1/2019,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/South-Korea#tab=box-office,"$145,000,000",10/20/2022
4,United Kingdom,11/3/2017,"$10,954",2,2,2,"$10,954",11/9/2017,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/United-Kingdom#tab=box-office,"$145,000,000",10/20/2022
5,Rest of World,,,,,,"$144,882,090",,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The,,"$145,000,000",10/20/2022
