,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Australia#tab=box-office,2020/11/13,-,"$2,375", ,1,"$2,375",  $0,weekend,1,
1,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Australia#tab=box-office,2021/05/07,-,"$1,124", ,1,"$1,124",  $0,weekend,26,
2,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Australia#tab=box-office,2021/07/16,29,"$2,795", ,1,"$2,795",  $0,weekend,36,
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/New-Zealand#tab=box-office,2021/07/16,-,$101, ,1,$101,  $101,weekend,15,
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Russia-(CIS)#tab=box-office,2021/09/17,16,"$51,865", ,199,$261,"  $71,388",weekend,1,
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/South-Korea#tab=box-office,2019/07/12,20,"$9,724", ,10,$972,"  $12,361",weekend,"1,465",
1,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/South-Korea#tab=box-office,2019/07/19,-,"$6,643",-32%,6,"$1,107","  $24,327",weekend,"1,466",
2,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/South-Korea#tab=box-office,2019/07/26,38,"$1,752",-74%,2,$876,  $85,weekend,"1,467",
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/United-Kingdom#tab=box-office,2017/11/03,-,"$10,954", ,2,"$5,477","  $10,954",weekend,1,
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Australia#tab=box-office,2020/11/13,-,"$2,375", ,1,"$2,375",  $0,weekend,1,
1,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Australia#tab=box-office,2021/05/07,-,"$1,124", ,1,"$1,124",  $0,weekend,26,
2,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Australia#tab=box-office,2021/07/16,29,"$2,795", ,1,"$2,795",  $0,weekend,36,
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/New-Zealand#tab=box-office,2021/07/16,-,$101, ,1,$101,  $101,weekend,15,
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/Russia-(CIS)#tab=box-office,2021/09/17,16,"$51,865", ,199,$261,"  $71,388",weekend,1,
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/South-Korea#tab=box-office,2019/07/12,20,"$9,724", ,10,$972,"  $12,361",weekend,"1,465",
1,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/South-Korea#tab=box-office,2019/07/19,-,"$6,643",-32%,6,"$1,107","  $24,327",weekend,"1,466",
2,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/South-Korea#tab=box-office,2019/07/26,38,"$1,752",-74%,2,$876,  $85,weekend,"1,467",
0,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The/United-Kingdom#tab=box-office,2017/11/03,-,"$10,954", ,2,"$5,477","  $10,954",weekend,1,
