,url,cast,crew,Domestic Share:,Infl. Adj. Dom. BO,Opening Weekend:,Legs:,Theater counts:,Production Budget:,Domestic Releases:,Comparisons:,Production Countries:,Running Time:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Video Release:,MPAA Rating:,Languages:,Franchise:,Production/Financing Companies:,International Releases:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
36,https://www.the-numbers.com/movie/Thing-The,['Kurt Russell'],"[['John Carpenter', 'Director'], ['David Foster', 'Producer'], ['Lawrence Turman', 'Producer'], ['Stuart Cohen', 'Co-Producer'], ['Wilbur Stark', 'Executive Producer'], ['Larry Franco', 'Associate Producer'], ['Dean Cundey', 'Director of Photography'], ['Ennio Morricone', 'Composer'], ['Rob Bottin', 'Special Make-up Effects'], ['Albert Whitlock', 'Special Visual Effects by'], ['Bill Lancaster', 'Screenwriter']]",99.6% (domestic box office/worldwide),"$42,989,327","$3,107,897 (22.5% of total gross)",4.43 (domestic box office/biggest weekend),"840 opening theaters/910 max. theaters, 3.2 weeks average run per theater",,"June 25th, 1982 (Wide) by Universal",vs. Full Metal JacketCreate your own comparison chart…,United States,109 minutes,"Alien Invasion, Field Scientists, Parasite, Doppelganger, Marooned, Isolation Horror, Monster, Set in Antarctica, Remake, Remade",Remake,Horror,Live Action,Science Fiction,"September 9th, 1998 by Universal Home Entertainment",,English,The Thing,,"August 20th, 1982 (Limited) (New Zealand)
August 26th, 1982 (Wide) (United Kingdom)
November 19th, 2020 (Limited) (Australia)
February 24th, 2022 (Limited) (New Zealand)
October 28th, 2022 (Limited), released as The Thing (40th Anniversary 4K Restoration) (United Kingdom)
... Show all releases
","$13,782,838",,,"$59,586","$13,842,424"
37,https://www.the-numbers.com/movie/Secret-of-Nimh-The,[],"[['Don Bluth', 'Director'], ['Jerry Goldsmith', 'Composer']]",100.0% (domestic box office/worldwide),"$31,628,155","$386,530 (3.8% of total gross)",7.11 (domestic box office/biggest weekend),"88 opening theaters/700 max. theaters, 4.5 weeks average run per theater",,"July 2nd, 1982 (Wide) by MGM",vs. An American TailCreate your own comparison chart…,United States,82 minutes,"Animal Lead, Talking Animals, Voiceover/Narration, Medical and Hospitals",Based on Fiction Book/Short Story,Adventure,Hand Animation,Kids Fiction,"March 23rd, 1994 by Fox Home Entertainment",,,,,,"$10,140,325",,,,
38,https://www.the-numbers.com/movie/Tron,[],"[['Steven Lisberger', 'Director'], ['Steven Lisberger', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$83,960,318","$4,761,795 (17.7% of total gross)",5.65 (domestic box office/biggest weekend),"1,091 opening theaters/1,112 max. theaters, 5.5 weeks average run per theater","$17,000,000 (worldwide box office is 1.6 times production budget)","July 9th, 1982 (Wide) by Walt Disney",vs. Tron: LegacyCreate your own comparison chart…,"Taiwan, Province of China, United States",96 minutes,"Visual Effects, Video Game, Artificial Intelligence, Action Adventure, Blackmail, Plagiarism, Corporate Malfeasance, Hackers",Original Screenplay,Action,Animation/Live Action,Science Fiction,"May 16th, 1995 by Walt Disney Home Entertainment",,,Tron,,"May 20th, 2021 (Wide) (New Zealand)
","$26,918,576",,,$524,"$26,919,100"
39,https://www.the-numbers.com/movie/Midsummer-Nights-Sex-Comedy-A,[],"[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$28,312,430","$2,514,478 (27.7% of total gross)",3.61 (domestic box office/biggest weekend),"501 opening theaters/501 max. theaters, 3.6 weeks average run per theater",,"July 16th, 1982 (Wide) by Orion Pictures",Create your own comparison chart…,United States,88 minutes,"Sex Comedy, 1900s, May / December Romance, Romance, Relationships Gone Wrong, Infidelity, Love Triangle, Directing Yourself, Screenplay Written By the Star",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,,"$9,077,269",,,,
40,https://www.the-numbers.com/movie/Six-Pack,"['Erin Gray', 'Kenny Rogers', 'Diane Lane']","[['Daniel Petrie', 'Director'], ['Mike Marvin', 'Screenwriter'], ['Alex Matter', 'Screenwriter'], ['Michael Trikilis', 'Producer'], ['Edward S. Feldman', 'Executive Producer'], ['Ted Witzer', 'Executive Producer'], ['Charles Fox', 'Composer']]",100.0% (domestic box office/worldwide),"$63,085,822","$1,946,418 (9.6% of total gross)",9.76 (domestic box office/biggest weekend),"504 opening theaters/783 max. theaters, 9.4 weeks average run per theater",,"July 16th, 1982 (Wide) by 20th Century Fox",vs. Rocky IIICreate your own comparison chart…,United States,108 minutes,"Auto Racing, Sports Comedy, Corrupt Cops, Orphan, Unexpected Families, Romance, Falsely Accused",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"July 3rd, 2012 by Starz / Anchor Bay",,English,,"Twentieth Century Fox, A Lion Share",,"$20,225,989",,,,
41,https://www.the-numbers.com/movie/Young-Doctors-in-Love,[],"[['Garry Marshall', 'Director'], ['Michael Elias', 'Screenwriter'], ['Rich Eustis', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$95,720,009","$4,206,265 (13.7% of total gross)",7.30 (domestic box office/biggest weekend),"709 opening theaters/796 max. theaters, 10.0 weeks average run per theater",,"July 16th, 1982 (Wide) by 20th Century Fox",vs. Rocky IIICreate your own comparison chart…,United States,96 minutes,"Spoof, Doctors, Farcical / Slapstick Comedy, Romance, Crime, Organized Crime, Mafia, Hitmen",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"October 31st, 2017 by Kino Lorber",,,,,,"$30,688,860","$47,596","$47,596",,
42,https://www.the-numbers.com/movie/Best-Little-Whorehouse-in-Texas-The,[],"[['Colin Higgins', 'Director']]",100.0% (domestic box office/worldwide),"$217,402,718","$11,874,268 (17.0% of total gross)",5.87 (domestic box office/biggest weekend),"1,400 opening theaters/1,435 max. theaters, 9.0 weeks average run per theater","$20,500,000 (worldwide box office is 3.4 times production budget)","July 23rd, 1982 (Wide) by Universal",vs. The Greatest ShowmanCreate your own comparison chart…,United States,114 minutes,"Prostitution, Romance, Texas, Hicksploitation, Sheriff, Inspired by a True Story",Based on Musical or Opera,Musical,Live Action,Contemporary Fiction,"March 1st, 1992 by Universal Home Entertainment, released as Best Little Whorehouse in Texas, The",R,,,,,"$69,701,637",,,,
43,https://www.the-numbers.com/movie/World-According-to-Garp-The,[],"[['George Roy Hill', 'Director'], ['John Irving', 'Story Creator']]",100.0% (domestic box office/worldwide),"$94,218,082","$2,902,088 (9.6% of total gross)",10.41 (domestic box office/biggest weekend),"357 opening theaters/560 max. theaters, 10.9 weeks average run per theater",,"July 23rd, 1982 (Wide) by Warner Bros.",vs. Terminator 3: Rise of the MachinesCreate your own comparison chart…,United States,136 minutes,"Comedy Drama, Sex Crimes, Single Parent, Nurse, World War II, Dysfunctional Family, Writing and Writers, Infidelity, College Professor, Death of a Son or Daughter, Car Accident, Feminism, Political Assassination, LGBTQ+, Hate Crime",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,"April 3rd, 2001 by Warner Home Video",,,,,,"$30,207,324",,,,
44,https://www.the-numbers.com/movie/Zapped,[],"[['Robert J. Rosenthal', 'Director'], ['Bruce Rubin', 'Screenwriter'], ['Robert J. Rosenthal', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$46,867,485","$823,548 (5.5% of total gross)",4.99 (domestic box office/biggest weekend),"200 opening theaters/777 max. theaters, 4.0 weeks average run per theater",,"July 23rd, 1982 (Wide) by Embassy",vs. Porky'sCreate your own comparison chart…,United States,98 minutes,"Famously Bad, Teenage Sex Comedy, High School, Scientific Experiment Gone Awry",Original Screenplay,Comedy,Live Action,Science Fiction,"February 12th, 2008 by MGM Video",R,English,,,,"$15,026,217",,,,
45,https://www.the-numbers.com/movie/Officer-and-a-Gentleman-An,[],"[['Taylor Hackford', 'Director']]",100.0% (domestic box office/worldwide),"$401,118,918","$3,304,679 (2.5% of total gross)",16.83 (domestic box office/biggest weekend),"346 opening theaters/1,050 max. theaters, 26.4 weeks average run per theater","$6,000,000 (worldwide box office is 21.6 times production budget)","July 28th, 1982 (Wide) by Paramount Pictures",vs. Rain ManCreate your own comparison chart…,United States,122 minutes,"Military Life, Romantic Drama, Boot Camp",Original Screenplay,Drama,Live Action,Contemporary Fiction,"May 17th, 2013 by Warner Home Video",R,,,,,"$129,795,554",,,,
46,https://www.the-numbers.com/movie/Night-Shift,[],"[['Ron Howard', 'Director'], ['Lowell Ganz', 'Screenwriter'], ['Babaloo Mandel', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$65,553,194","$2,539,633 (12.1% of total gross)",8.28 (domestic box office/biggest weekend),"683 opening theaters/683 max. theaters, 9.8 weeks average run per theater",,"July 30th, 1982 (Wide) by Warner Bros.",vs. SplashCreate your own comparison chart…,United States,105 minutes,"Buddy Comedy, Prostitution, Romance, Relationships Gone Wrong, Undercover",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"June 15th, 2006 by Warner Home Video",,English,,,,"$21,017,056",,,,
47,https://www.the-numbers.com/movie/Things-Are-Tough-All-Over,[],"[['Thomas K. Avildsen', 'Director'], ['Tommy Chong', 'Screenwriter'], ['Cheech Marin', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$65,919,114",,3.58 (domestic box office/biggest weekend),,,"July 30th, 1982 (Wide) by Sony Pictures",Create your own comparison chart…,United States,90 minutes,"Action Comedy, Narcotics, Smuggler, Drug Dealer, Screenplay Written By the Star, Fugitive / On the Run",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,Cheech & Chong,,,"$21,134,374",,,,
48,https://www.the-numbers.com/movie/Last-American-Virgin-The,"['Lawrence Monoson', 'Diane Franklin', 'Steven Antin', 'Joe Rubbo']","[['Boaz Davidson', 'Director'], ['Boaz Davidson', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$18,183,358",,7.66 (domestic box office/biggest weekend),,,"August 4th, 1982 (Wide) by Cannon",vs. Fast Times at Ridgemont HighCreate your own comparison chart…,United States,92 minutes,"Teenage Sex Comedy, Remake, Foreign-Language Remake, Loss Of Virginity, Romance, Relationships Gone Wrong, Love Triangle, Coming of Age, Director Remaking Their Own Movie",Based on Movie,Comedy,Live Action,Contemporary Fiction,"August 12th, 2003 by MGM Video",R,,,,,"$5,829,781",,,,
49,https://www.the-numbers.com/movie/Pink-Floyd-The-Wall,[],"[['Alan Parker', 'Director'], ['Roger Waters', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$46,299,468","$67,870 (0.5% of total gross)",5.47 (domestic box office/biggest weekend),"1 opening theaters/673 max. theaters, 6.4 weeks average run per theater",,"August 6th, 1982 (Wide) by MGM",vs. Pink FlamingosCreate your own comparison chart…,United Kingdom,95 minutes,"Life Drama, Musicians, Young Child Dealing with the Death of a Parent, Dysfunctional Family, Relationships Gone Wrong, Addiction, Corporate Malfeasance, Music Industry, Prescription Drug Abuse, Animated Sequences, Epilogue, World War II",Based on Musical or Opera,Drama,Live Action,Contemporary Fiction,,,,,,"November 19th, 2020 (Limited) (Australia)
","$14,844,106",,,"$6,852","$14,850,958"
50,https://www.the-numbers.com/movie/Pirate-Movie-The,[],[],100.0% (domestic box office/worldwide),"$24,899,622","$2,528,133 (31.7% of total gross)",3.16 (domestic box office/biggest weekend),"757 opening theaters/757 max. theaters, 2.9 weeks average run per theater",,"August 6th, 1982 (Wide) by 20th Century Fox",vs. The Night the Lights Went Out in GeorgiaCreate your own comparison chart…,Australia,,1700s,Based on Musical or Opera,Musical,Live Action,Historical Fiction,,,,,,,"$7,983,086",,,,
