,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Russia (CIS),1/1/2023,"$3,148,578","2,301","2,301","20,526","$86,155,544",4/12/2023,https://www.the-numbers.com/movie/Cheburashka-(2023-Russia),https://www.the-numbers.com/movie/Cheburashka-(2023-Russia)/Russia-(CIS)#tab=box-office,"$86,155,544",4/12/2023
0,Russia (CIS),1/1/2023,"$3,148,578","2,301","2,301","20,526","$86,155,544",4/12/2023,https://www.the-numbers.com/movie/Cheburashka-(2023-Russia),https://www.the-numbers.com/movie/Cheburashka-(2023-Russia)/Russia-(CIS)#tab=box-office,"$86,155,544",4/12/2023
0,Italy,1/1/2023,"$751,825",0,0,0,"$5,097,726",2/6/2023,https://www.the-numbers.com/movie/Tre-di-Troppo-(2023-Italy),https://www.the-numbers.com/movie/Tre-di-Troppo-(2023-Italy)/Italy#tab=box-office,"$5,097,726",2/6/2023
0,Italy,1/1/2023,"$751,825",0,0,0,"$5,097,726",2/6/2023,https://www.the-numbers.com/movie/Tre-di-Troppo-(2023-Italy),https://www.the-numbers.com/movie/Tre-di-Troppo-(2023-Italy)/Italy#tab=box-office,"$5,097,726",2/6/2023
0,Australia,1/5/2023,"$226,467",193,193,955,"$1,080,615",4/24/2023,https://www.the-numbers.com/movie/Mummies-(Spain-2023),https://www.the-numbers.com/movie/Mummies-(Spain-2023)/Australia#tab=box-office,"$48,896,255",7/27/2023
1,Brazil,2/23/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Mummies-(Spain-2023),https://www.the-numbers.com/movie/Mummies-(Spain-2023)/Brazil#tab=box-office,"$48,896,255",7/27/2023
2,Czech Republic,3/16/2023,"$21,468",60,60,60,"$409,985",3/20/2023,https://www.the-numbers.com/movie/Mummies-(Spain-2023),https://www.the-numbers.com/movie/Mummies-(Spain-2023)/Czech-Republic#tab=box-office,"$48,896,255",7/27/2023
3,Finland,2/24/2023,"$43,563",67,78,376,"$262,452",4/24/2023,https://www.the-numbers.com/movie/Mummies-(Spain-2023),https://www.the-numbers.com/movie/Mummies-(Spain-2023)/Finland#tab=box-office,"$48,896,255",7/27/2023
4,France,2/8/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Mummies-(Spain-2023),https://www.the-numbers.com/movie/Mummies-(Spain-2023)/France#tab=box-office,"$48,896,255",7/27/2023
5,Germany,2/16/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Mummies-(Spain-2023),https://www.the-numbers.com/movie/Mummies-(Spain-2023)/Germany#tab=box-office,"$48,896,255",7/27/2023
6,Italy,2/23/2023,"$870,267",0,0,0,"$2,300,185",4/3/2023,https://www.the-numbers.com/movie/Mummies-(Spain-2023),https://www.the-numbers.com/movie/Mummies-(Spain-2023)/Italy#tab=box-office,"$48,896,255",7/27/2023
7,Mexico,2/23/2023,"$728,300",0,0,0,"$1,841,059",3/18/2023,https://www.the-numbers.com/movie/Mummies-(Spain-2023),https://www.the-numbers.com/movie/Mummies-(Spain-2023)/Mexico#tab=box-office,"$48,896,255",7/27/2023
8,Netherlands,2/23/2023,"$428,161",137,143,"1,237","$2,825,542",5/9/2023,https://www.the-numbers.com/movie/Mummies-(Spain-2023),https://www.the-numbers.com/movie/Mummies-(Spain-2023)/Netherlands#tab=box-office,"$48,896,255",7/27/2023
