,url,cast,crew,Domestic Share:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Production Countries:,Languages:,Domestic Box Office
0,https://www.the-numbers.com/movie/Singing-Fool-The,[],[],100.0% (domestic box office/worldwide),"September 29th, 1928 (Wide)",Not Rated,102 minutes,vs. The Jazz SingerCreate your own comparison chart…,United States,English,"$10,000,000"
