,url,cast,crew,Domestic Share:,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
0,https://www.the-numbers.com/movie/Frankenstein-(1931),[],"[['James Whale', 'Director'], ['Garrett Fort', 'Screenwriter'], ['Francis Edward Faragoh', 'Screenwriter']]",100.0% (domestic box office/worldwide),"November 21st, 1931 (Wide)October 24th, 2012 (Special Engagement) by NCM Fathom","July 9th, 2020 (Wide) (New Zealand)
","September 13th, 2016 by Universal Home Entertainment, released as Frankenstein: Complete Legacy Collection",Not Rated,71 minutes,"vs. Nosferatu, eine Symphonie des GrauensCreate your own comparison chart…","Gothic Horror, Frankenstien's Monster, Monster",Based on Fiction Book/Short Story,Horror,Live Action,Science Fiction,United States,English,"$12,000,000","$1,435","$12,001,435","$2,451,698","$2,451,698"
