,url,cast,crew,Domestic Share:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Production Countries:,Languages:,Domestic Box Office
0,https://www.the-numbers.com/movie/Tom-Sawyer,[],[],100.0% (domestic box office/worldwide),"December 19th, 1930 (Wide)",Not Rated,86 minutes,vs. PaidCreate your own comparison chart…,United States,English,"$11,000,000"
