,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,1/23/2014,$0,0,2,2,"$2,523,104",10/19/2022,https://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones,https://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones/Australia#tab=box-office,"$58,442,482",10/19/2022
1,Rest of World,,,,,,"$55,919,378",,https://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones,,"$58,442,482",10/19/2022
0,Australia,1/23/2014,$0,0,2,2,"$2,523,104",10/19/2022,https://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones,https://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones/Australia#tab=box-office,"$58,442,482",10/19/2022
1,Rest of World,,,,,,"$55,919,378",,https://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones,,"$58,442,482",10/19/2022
0,South Korea,1/9/2014,$0,0,0,0,"$4,020,321",8/2/2016,https://www.the-numbers.com/movie/Tarzan-(2013),https://www.the-numbers.com/movie/Tarzan-(2013)/South-Korea#tab=box-office,"$20,200,000",8/2/2016
1,Rest of World,,,,,,"$16,179,679",,https://www.the-numbers.com/movie/Tarzan-(2013),,"$20,200,000",8/2/2016
0,South Korea,1/9/2014,$0,0,0,0,"$4,020,321",8/2/2016,https://www.the-numbers.com/movie/Tarzan-(2013),https://www.the-numbers.com/movie/Tarzan-(2013)/South-Korea#tab=box-office,"$20,200,000",8/2/2016
1,Rest of World,,,,,,"$16,179,679",,https://www.the-numbers.com/movie/Tarzan-(2013),,"$20,200,000",8/2/2016
0,Argentina,9/1/2017,"$37,926",0,0,0,"$52,471",1/1/2019,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Argentina#tab=box-office,"$49,070,099",1/1/2019
1,Australia,6/22/2018,"$30,708",17,25,180,"$327,200",10/9/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,"$49,070,099",1/1/2019
2,Brazil,6/30/2017,"$172,672",0,0,0,"$382,761",6/26/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Brazil#tab=box-office,"$49,070,099",1/1/2019
3,Czech Republic,2/24/2017,"$50,274",53,53,176,"$220,693",1/1/2019,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Czech-Republic#tab=box-office,"$49,070,099",1/1/2019
4,France,12/7/2016,"$3,682,002",0,0,0,"$23,337,388",8/17/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/France#tab=box-office,"$49,070,099",1/1/2019
5,Germany,1/10/2014,$0,0,0,0,"$6,937,802",6/29/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Germany#tab=box-office,"$49,070,099",1/1/2019
6,Italy,4/21/2017,"$1,548,219",0,0,0,"$7,866,645",8/17/2017,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Italy#tab=box-office,"$49,070,099",1/1/2019
7,Mexico,7/19/2017,"$120,708",0,0,0,"$239,389",8/3/2017,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Mexico#tab=box-office,"$49,070,099",1/1/2019
8,Netherlands,1/26/2017,"$211,894",51,92,941,"$2,826,839",10/25/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Netherlands#tab=box-office,"$49,070,099",1/1/2019
9,Poland,5/19/2017,"$198,785",0,0,0,"$1,188,782",1/1/2019,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Poland#tab=box-office,"$49,070,099",1/1/2019
10,Portugal,4/7/2017,"$17,735",23,23,63,"$96,588",3/28/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Portugal#tab=box-office,"$49,070,099",1/1/2019
11,Russia (CIS),1/13/2017,"$420,004",410,410,"1,422","$1,741,939",1/1/2019,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Russia-(CIS)#tab=box-office,"$49,070,099",1/1/2019
12,Slovakia,3/10/2017,"$84,210",46,46,189,"$355,543",5/19/2017,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Slovakia#tab=box-office,"$49,070,099",1/1/2019
13,Slovenia,3/17/2017,"$6,282",10,10,10,"$6,779",3/23/2017,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Slovenia#tab=box-office,"$49,070,099",1/1/2019
14,South Korea,9/21/2017,"$29,727",128,128,180,"$59,506",10/11/2017,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/South-Korea#tab=box-office,"$49,070,099",1/1/2019
15,Spain,3/31/2017,"$769,610",357,357,"1,918","$3,429,774",6/27/2017,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Spain#tab=box-office,"$49,070,099",1/1/2019
0,Argentina,9/1/2017,"$37,926",0,0,0,"$52,471",1/1/2019,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Argentina#tab=box-office,"$49,070,099",1/1/2019
1,Australia,6/22/2018,"$30,708",17,25,180,"$327,200",10/9/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,"$49,070,099",1/1/2019
2,Brazil,6/30/2017,"$172,672",0,0,0,"$382,761",6/26/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Brazil#tab=box-office,"$49,070,099",1/1/2019
3,Czech Republic,2/24/2017,"$50,274",53,53,176,"$220,693",1/1/2019,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Czech-Republic#tab=box-office,"$49,070,099",1/1/2019
4,France,12/7/2016,"$3,682,002",0,0,0,"$23,337,388",8/17/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/France#tab=box-office,"$49,070,099",1/1/2019
5,Germany,1/10/2014,$0,0,0,0,"$6,937,802",6/29/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Germany#tab=box-office,"$49,070,099",1/1/2019
6,Italy,4/21/2017,"$1,548,219",0,0,0,"$7,866,645",8/17/2017,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Italy#tab=box-office,"$49,070,099",1/1/2019
7,Mexico,7/19/2017,"$120,708",0,0,0,"$239,389",8/3/2017,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Mexico#tab=box-office,"$49,070,099",1/1/2019
8,Netherlands,1/26/2017,"$211,894",51,92,941,"$2,826,839",10/25/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Netherlands#tab=box-office,"$49,070,099",1/1/2019
9,Poland,5/19/2017,"$198,785",0,0,0,"$1,188,782",1/1/2019,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Poland#tab=box-office,"$49,070,099",1/1/2019
10,Portugal,4/7/2017,"$17,735",23,23,63,"$96,588",3/28/2018,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France),https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Portugal#tab=box-office,"$49,070,099",1/1/2019
