,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Running Time:,Franchise:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Video Release:,Production/Financing Companies:,Domestic Releases:,MPAA Rating:,Keywords:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
200,https://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-Out-of-the-Shadows,"['Laura Linney', 'Stephen Amell', 'Tyler Perry', 'Noel Fisher', 'Jeremy Howard', 'Pete Ploszek', 'Alan Ritchson', 'Brian Tee', 'Stephen Farrelly', 'Gary Anthony Williams', 'Megan Fox', 'Will Arnett']","[['David Green', 'Director'], ['Josh Appelbaum', 'Screenwriter'], ['Andre Nemec', 'Screenwriter'], ['Michael Bay', 'Producer'], ['Andrew Form', 'Producer'], ['Brad Fuller', 'Producer'], ['H. Galen Walker', 'Producer'], ['Scott Mednick', 'Producer'], ['Denis L. Stewart', 'Executive Producer'], ['Grant Curtis', 'Executive Producer'], ['Eric Crown', 'Executive Producer'], ['Napoleon Smith III', 'Executive Producer'], ['Andre Nemec', 'Executive Producer'], ['Josh Appelbaum', 'Executive Producer'], ['Martin Laing', 'Production Designer'], ['Bob Ducsay', 'Editor'], ['Jim May', 'Editor'], ['Debra Neil-Fisher', 'Editor'], ['Steve Jablonsky', 'Composer'], ['Lula Carvalho', 'Director of Photography']]","$35,316,382 (43.0% of total gross)",2.32 (domestic box office/biggest weekend),33.4% (domestic box office/worldwide),"$135,000,000 (worldwide box office is 1.8 times production budget)","4,071 opening theaters/4,071 max. theaters, 3.7 weeks average run per theater","$99,125,920","June 2nd, 2016 (Wide) (Bulgaria)
June 2nd, 2016 (Wide) (Czech Republic)
June 2nd, 2016 (Wide) (Mexico)
June 2nd, 2016 (Wide) (Portugal)
June 2nd, 2016 (Wide) (Slovakia)
... Show all releases
",112 minutes,Teenage Mutant Ninja Turtles,vs. Teenage Mutant Ninja TurtlesCreate your own comparison chart…,Based on Comic/Graphic Novel,Adventure,Animation/Live Action,Super Hero,United States,English,"September 6th, 2016 by Paramount Home Video","Paramount Pictures, Nickelodeon Films","June 3rd, 2016 (Wide) by Paramount Pictures","PG-13 for sci-fi action violence.(Rating bulletin 2424 (Cert #50419), 5/11/2016)","Live Action Cartoon, Mutants, Mad Scientist, Revenge, Alternative Dimensions / Parallel universe, Independent/Other Comics, Ninja, Unbelieving Police, Car Chase, Vigilante, Fired, Motion Capture Performance, 3-D, 3-D - Post-production Conversion, IMAX: DMR","$82,051,601","$163,276,773","$245,328,374","$8,235,652","$16,523,427","$24,759,079"
201,https://www.the-numbers.com/movie/Kodaike-no-hitobito-(Japan)-(2016),[],"[['Masato Hijikata', 'Director']]",,,,,,,"June 3rd, 2016 (Wide) (Japan)
",116 minutes,,Create your own comparison chart…,,Romantic Comedy,,,Japan,,,,,,,n/a,"$6,978,689","$6,978,689",,,
202,https://www.the-numbers.com/movie/Popstar-Never-Stop-Never-Stopping,"['Sarah Silverman', 'Tim Meadows', 'Maya Rudolph', 'Joan Cusack', 'Andy Sandberg', 'Jorma Taccone', 'Akiva Schaffer']","[['Akiva Schaffer', 'Director'], ['Jorma Taccone', 'Director'], ['Andy Samberg', 'Screenwriter'], ['Akiva Schaffer', 'Screenwriter'], ['Jorma Taccone', 'Screenwriter'], ['Akiva Schaffer', 'Producer'], ['Jorma Taccone', 'Producer'], ['Andy Sandberg', 'Producer'], ['Judd Apatow', 'Producer'], ['Rodney Rothman', 'Producer'], ['Morgan Sackett', 'Executive Producer'], ['Jon Billington', 'Production Designer'], ['Jamie Gross', 'Editor'], ['Craig Alpert', 'Editor'], ['Matthew Compton', 'Composer'], ['Brandon Trost', 'Director of Photography']]","$4,698,715 (49.5% of total gross)",2.02 (domestic box office/biggest weekend),99.6% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.5 times production budget)","2,311 opening theaters/2,313 max. theaters, 2.1 weeks average run per theater","$11,472,198","August 26th, 2016 (Wide) (United Kingdom)
",86 minutes,,vs. Hot RodCreate your own comparison chart…,Based on Web Series,Comedy,Live Action,Contemporary Fiction,United States,English,"August 16th, 2016 by Universal Home Entertainment","Universal Pictures, Perfect World Pictures, Apatow Productions, Lonely Island","June 3rd, 2016 (Wide) by Universal","R for some graphic nudity, language throughout, sexual content and drug use.(Rating bulletin 2415 (Cert #50316), 3/9/2016)","Musicians, Pop Music, Music Industry, Spoof, Directing Yourself, Screenplay Written By the Star, Gratuitous Cameos, Comeback, Boy Band, Mockumentary, Satirical Comedy, Satire","$9,496,130","$40,990","$9,537,120","$716,313","$1,720,004","$2,436,317"
203,https://www.the-numbers.com/movie/Shokubutsu-zukan-Unmei-no-koi-hiroimashita-(Japan)-(2016),[],"[['Koichiro Miki', 'Director']]",,,,,,,"June 3rd, 2016 (Wide) (Japan)
June 22nd, 2018 (Wide) (South Korea)
",112 minutes,,Create your own comparison chart…,,,,,Japan,Japanese,,,,,,n/a,"$20,084,529","$20,084,529",,,
204,https://www.the-numbers.com/movie/Conjuring-2-The-Enfield-Poltergeist-The,"['Simon McBurney', 'Franka Potente', 'Vera Farmiga', 'Patrick Wilson', 'Frances O’Connor', 'Madison Wolfe']","[['James Wan', 'Director'], ['Peter Safran', 'Producer'], ['Rob Cowan', 'Producer'], ['James Wan', 'Producer'], ['James Wan', 'Screenwriter'], ['Chad Hayes', 'Screenwriter'], ['Carey W. Hayes*', 'Screenwriter'], ['David Leslie Johnson', 'Screenwriter'], ['Chad Hayes', 'Story by'], ['Carey W. Hayes*', 'Story by'], ['James Wan', 'Story by'], ['Toby Emmerich', 'Executive Producer'], ['Richard Brener', 'Executive Producer'], ['Walter Hamada', 'Executive Producer'], ['Dave Neustadter', 'Executive Producer'], ['Don Burgess', 'Director of Photography'], ['Julie Berghoff', 'Production Designer'], ['Kirk Morri', 'Editor'], ['Dana Sano', 'Music Supervisor'], ['Joseph Bishara', 'Composer']]","$40,406,314 (39.4% of total gross)",2.54 (domestic box office/biggest weekend),33.0% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 7.8 times production budget)","3,343 opening theaters/3,356 max. theaters, 4.2 weeks average run per theater","$123,793,250","June 9th, 2016 (Wide) (Czech Republic)
June 9th, 2016 (Wide) (Slovakia)
June 10th, 2016 (Wide) (Argentina)
June 10th, 2016 (Wide), released as The Conjuring 2 (Australia)
June 10th, 2016 (Wide) (Brazil)
... Show all releases
",133 minutes,The Conjuring,vs. The ConjuringCreate your own comparison chart…,Original Screenplay,Horror,Live Action,Fantasy,United States,English,"August 30th, 2016 by Warner Home Video","New Line Cinema, The Safran Company, Atomic Monster, RatPac Entertainment, Dune Vision","June 10th, 2016 (Wide) by Warner Bros.","R for terror and horror violence.(Rating bulletin 2422 (Cert #50358), 4/27/2016)","Haunting, Based on an UNTRUE Story, Haunted House, Set in London, Supernatural Horror","$102,470,008","$207,726,324","$310,196,332","$5,357,779","$3,860,047","$9,217,826"
205,https://www.the-numbers.com/movie/Bounty-Hunters-(China),[],[],,,,,,,"June 10th, 2016 (Wide) (Australia)
June 22nd, 2016 (Wide) (China)
July 1st, 2016 (Wide) (New Zealand)
July 1st, 2016 (Wide) (United Kingdom)
October 27th, 2016 (Wide), released as bounty hunters (South Korea)
... Show all releases
",105 minutes,,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,"China, Republic of Korea",Korean,,,,,,n/a,"$31,956,249","$31,956,249",,,
206,https://www.the-numbers.com/movie/Genius,"['Guy Pearce', 'Dominic West', 'Colin Firth', 'Jude Law', 'Nicole Kidman', 'Laura Linney']","[['Michael Grandage', 'Director'], ['John Logan', 'Screenwriter'], ['A. Scott Berg', 'Based on the book “Max Perkins: Editor of Genius” by'], ['James Bierman', 'Producer'], ['Michael Grandage', 'Producer'], ['John Logan', 'Producer'], ['Tracey Seaward', 'Co-Producer'], ['Deepak Nayar', 'Executive Producer'], ['Nik Bower', 'Executive Producer'], ['James J. Bagley', 'Executive Producer'], ['A. Scott Berg', 'Executive Producer'], ['Tim Bevan', 'Executive Producer'], ['Steve Christian', 'Executive Producer'], ['Ivan Dunleavy', 'Executive Producer'], ['Arielle Tepper Madover', 'Executive Producer'], ['Ben Davis', 'Director of Photography'], ['Mark Digby', 'Production Designer'], ['Chris Dickens', 'Editor'], ['Adam Cork', 'Composer'], ['Jane Petrie', 'Costume Designer'], ['Christine Blundell', 'Make-up and Hair Designer'], ['Jina Jay', 'Casting Director']]","$98,274 (7.2% of total gross)",4.56 (domestic box office/biggest weekend),18.7% (domestic box office/worldwide),"$17,000,000 (worldwide box office is 0.4 times production budget)","16 opening theaters/152 max. theaters, 3.9 weeks average run per theater","$1,644,266","June 10th, 2016 (Wide), released as Fırtınalı Hayatlar (Turkey)
July 8th, 2016 (Wide) (Russia (CIS))
July 15th, 2016 (Wide), released as Genijus (Lithuania)
July 29th, 2016 (Wide) (France)
August 12th, 2016 (Wide) (Germany)
... Show all releases
",104 minutes,,vs. SelmaCreate your own comparison chart…,Based on Factual Book/Article,Drama,Live Action,Dramatization,United States,English,"August 23rd, 2016 by Lionsgate Home Entertainment","Summit Entertainment, Riverstone Pictures, Pinewood Pictures, FilmNation Entertainment, Desert Wolf Productions, MGC","June 10th, 2016 (Limited) by Roadside Attractions","PG-13 for some thematic elements and suggestive content.(Rating bulletin 2391, 9/16/2015)","Writing and Writers, 1920s, 1930s, Publishing Industry, Biography","$1,361,045","$5,904,238","$7,265,283",,,
207,https://www.the-numbers.com/movie/Retour-chez-ma-mere-(france),[],[],,,,,,,"June 10th, 2016 (Wide) (France)
August 19th, 2016 (Wide), released as Torno da mia madre  (Italy)
August 26th, 2016 (Wide), released as Isto Só a Mim! (Portugal)
December 30th, 2016 (Wide) (Spain)
",97 minutes,,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,France,French,,,,,,n/a,"$17,092,291","$17,092,291",,,
208,https://www.the-numbers.com/movie/Rokuyon-Kohen-(Japan)-(2016),[],"[['Takahisa Zeze', 'Director']]",,,,,,,"June 10th, 2016 (Wide) (Japan)
",119 minutes,,Create your own comparison chart…,,,,,Japan,Japanese,,,,,,n/a,"$15,570,077","$15,570,077",,,
209,https://www.the-numbers.com/movie/All-Eyez-on-Me,"['Kat Graham', 'Lauren Cohan', 'Hill Harper', 'Danai Gurira', 'Demetrius Shipp, Jr.']","[['Benny Boom', 'Director'], ['James G. Robinson', 'Producer'], ['Jeremy Haft', 'Screenwriter'], ['Eddie Gonzalez', 'Screenwriter'], ['Steven Bagatourian', 'Screenwriter'], ['David Robinson', 'Producer'], ['L.T. Hutton', 'Producer'], ['Wayne Morris', 'Executive Producer'], ['Peter Menzies', 'Director of Photography'], ['Joel Cox', 'Editor'], ['Derek Hill', 'Production Designer'], ['Francine Jamison-Tanchuck', 'Costume Designer'], ['John Paesano', 'Composer'], ['Mary Vernieu', 'Casting Director'], ['Michelle Wade Byrd', 'Casting Director']]","$26,435,354 (58.8% of total gross)",1.70 (domestic box office/biggest weekend),77.9% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 1.3 times production budget)","2,471 opening theaters/2,471 max. theaters, 2.9 weeks average run per theater","$52,334,227","June 15th, 2016 (Wide) (Netherlands)
June 16th, 2017 (Wide), released as All Eyez On Me (Australia)
June 16th, 2017 (Wide) (Germany)
June 16th, 2017 (Wide) (New Zealand)
June 16th, 2017 (Wide) (Sweden)
... Show all releases
",137 minutes,,vs. Straight Outta ComptonCreate your own comparison chart…,Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,"August 22nd, 2017 by Lionsgate Home Entertainment","Morgan Creek Productions, Summit Entertainment, Program Pictures, Codeblack Films","June 16th, 2017 (Wide) by Lionsgate","R for language and drug use throughout, violence, some nudity and sexuality.(Rating bulletin 2445 (Cert #50710), 10/5/2016)R for language throughout, drug use, violence, some nudity and sexuality. (Re-rate. Content is different from R Rated Version Bulletin #2445 (2016-10-05). Only this Edited Version is Rated)(Rating bulletin 2478 (Cert #50710), 5/31/2017)","Music Industry, Hip Hop and Rap, 1990s, African Americans, Biography, Hood Film, Biographical Drama","$44,922,302","$12,775,124","$57,697,426","$2,065,204","$640,562","$2,705,766"
210,https://www.the-numbers.com/movie/Central-Intelligence,"['Danielle Nicolet', 'Dwayne Johnson', 'Kevin Hart']","[['Rawson Marshall Thurber', 'Director'], ['Ike Barinholtz', 'Screenwriter'], ['David Stassen', 'Screenwriter'], ['Rawson Marshall Thurber', 'Screenwriter'], ['Ike Barinholtz', 'Story by'], ['David Stassen', 'Story by'], ['Scott Stuber', 'Producer'], ['Peter Principato', 'Producer'], ['Paul Young', 'Producer'], ['Michael Fottrell', 'Producer'], ['Toby Emmerich', 'Executive Producer'], ['Richard Brener', 'Executive Producer'], ['Samuel J. Brown', 'Executive Producer'], ['Michael Disco', 'Executive Producer'], ['Steven Mnuchin', 'Executive Producer'], ['Ed Helms', 'Executive Producer'], ['Stephen Lineweaver', 'Production Designer'], ['Mike Sale', 'Editor'], ['Brian Olds', 'Editor'], ['Theodore Shapiro', 'Composer'], ['Ludwig Göransson', 'Composer'], ['Barry Peterson', 'Director of Photography']]","$35,535,250 (27.9% of total gross)",3.59 (domestic box office/biggest weekend),58.7% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 4.3 times production budget)","3,508 opening theaters/3,508 max. theaters, 5.3 weeks average run per theater","$153,960,362","June 16th, 2016 (Wide) (Czech Republic)
June 16th, 2016 (Wide) (Netherlands)
June 16th, 2016 (Wide) (Panama)
June 16th, 2016 (Wide) (Slovakia)
June 16th, 2016 (Wide) (Switzerland)
... Show all releases
",114 minutes,,vs. Ride AlongCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"September 13th, 2016 by Warner Home Video","New Line Cinema, Universal Pictures, RatPac Entertainment, Dune Entertainment, Perfect World Pictures, Bluegrass Films, Principato-Young Entertainment","June 17th, 2016 (Wide) by Warner Bros.","PG-13 for crude and suggestive humor,  some nudity, action violence and brief strong language.(Rating bulletin 2420 (Cert #50408), 4/13/2016)","High School Hell, Bullies, C.I.A., High School Reunions","$127,440,871","$89,753,934","$217,194,805","$13,039,332","$8,117,842","$21,157,174"
211,https://www.the-numbers.com/movie/Finding-Dory,['Ellen DeGeneres'],"[['Andrew Stanton', 'Director'], ['Angus Maclane', 'Co-Director'], ['Andrew Stanton', 'Screenwriter'], ['Victoria Strouse', 'Screenwriter'], ['Andrew Stanton', 'Story by'], ['Victoria Strouse', 'Story by'], ['Bob Peterson', 'Story by'], ['Lindsey Collins', 'Producer'], ['John Lasseter', 'Executive Producer'], ['Steve Pilcher', 'Production Designer'], ['Axel Geddes', 'Editor'], ['Thomas Newman', 'Composer'], ['Jeremy Lasky', 'Director of Photography'], ['Ian Megibben', 'Director of Photography']]","$135,060,273 (27.8% of total gross)",3.60 (domestic box office/biggest weekend),47.4% (domestic box office/worldwide),"$200,000,000 (worldwide box office is 5.1 times production budget)","4,305 opening theaters/4,305 max. theaters, 7.6 weeks average run per theater","$587,490,013","June 16th, 2016 (Wide) (China)
June 16th, 2016 (Wide) (Czech Republic)
June 16th, 2016 (Wide) (Slovakia)
June 17th, 2016 (Wide) (Argentina)
June 17th, 2016 (Wide) (Australia)
... Show all releases
",103 minutes,Finding Nemo,"All-Time Top-Grossing FilmsPixarBlockbusters, 2016vs. Captain America: Civil WarCreate your own comparison chart…",Original Screenplay,Adventure,Digital Animation,Kids Fiction,United States,English,"October 25th, 2016 by Disney Pixar",Disney-Pixar,"June 17th, 2016 (Wide) by Walt DisneyJune 17th, 2016 (IMAX) by Walt Disney","PG for mild thematic elements.(Rating bulletin 2424 (Cert #50325), 5/11/2016)","Delayed Sequel, Sequel With Lead Character Recast, Underwater, Animal Lead, Talking Animals, Faulty Memory, 3-D, Non-Chronological, Scene in End Credits, Slow Motion Scene, Voiceover/Narration, Gratuitous Cameos, Escape, 3-D - Shot in 3-D, IMAX: DMR, Filmed in Pixar Animation Studios, Emeryville, CA, Filmed in Emeryville, CA, Filmed in California, United States, Filmed in United States, Filmed in Alameda County, CA","$486,295,561","$538,710,564","$1,025,006,125","$37,665,174","$60,297,230","$97,962,404"
212,https://www.the-numbers.com/movie/Gut-ba-i-Sing-geul-(Korea),[],[],,,,,,,"June 16th, 2016 (Limited) (South Korea)
June 29th, 2016 (Wide) (South Korea)
July 8th, 2016 (Wide) (Australia)
July 8th, 2016 (Wide) (New Zealand)
",120 minutes,,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,,n/a,"$15,582,034","$15,582,034",,,
213,https://www.the-numbers.com/movie/Kuripi-Itsuwari-no-rinjin-(Japan),[],[],,,,,,,"June 17th, 2016 (Wide) (Japan)
August 19th, 2016 (Wide) (South Korea)
November 25th, 2016 (Limited), released as Creepy (United Kingdom)
June 16th, 2017 (Wide) (France)
",,,Create your own comparison chart…,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,Japan,Japanese,"February 28th, 2017 by Icarus Home Video, released as Creepy",,,,"Missing Person, Unsolved Murder, Mind Control, Faulty Memory, False Identity",n/a,"$5,052,951","$5,052,951","$42,344",,"$42,344"
214,https://www.the-numbers.com/movie/Three-(2016-China),"['Vicki Zhao', 'Louis Koo', 'Wallace Chung']","[['Johnnie To', 'Director'], ['Yau Nai Hoi', 'Screenwriter'], ['Lau Ho-leung', 'Screenwriter'], ['Mak Tin-sau', 'Screenwriter'], ['Johnnie To', 'Producer'], ['Yau Nai Hoi', 'Producer'], ['David Richardson', 'Editor'], ['Xavier Jamaux', 'Composer'], ['Cheng Siu Keung', 'Director of Photography']]","$58,196 (48.7% of total gross)",2.05 (domestic box office/biggest weekend),0.8% (domestic box office/worldwide),,"23 opening theaters/23 max. theaters, 1.3 weeks average run per theater","$144,419","June 20th, 2016 (Wide) (China)
June 24th, 2016 (Wide) (Australia)
June 24th, 2016 (Wide) (New Zealand)
",87 minutes,,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,"China, Hong Kong","Cantonese, English","April 4th, 2017 by Well Go USA Video","Media Asia Films, IQIYI Motion Pictures, Beijing Hairun Pictures LTD, Impact Partners, Beijing Baidu Netcom Science Technology Co., Shanghai Gewa Business Information Consulting Co., Shenzhen Film Studio, Wuxi Soulpower Culture Media Company, China Film Media Asia Audio Visual Distribution Company, Milkyway Image, China Film Company","June 24th, 2016 (Limited) by Well Go USA",Not Rated,"Police Standoff, Police Custody, Gangs, Hong Kong, Set in China, Organized Crime, Medical and Hospitals","$119,550","$15,023,705","$15,143,255","$16,801","$41,553","$58,354"
215,https://www.the-numbers.com/movie/Independence-Day-Resurgence,"['Maika Monroe', 'Travis Tope', 'William Fichtner', 'Charlotte Gainsbourg', 'Judd Hirsch', 'Jessie Usher', 'Brent Spiner', 'Vivica Fox', 'Angelababy', 'Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman']","[['Roland Emmerich', 'Director'], ['Roland Emmerich', 'Screenwriter'], ['James A. Woods', 'Screenwriter'], ['James Vanderbilt', 'Screenwriter'], ['Dean Devlin', 'Screenwriter'], ['Nicholas Wright', 'Screenwriter'], ['Dean Devlin', 'Story by'], ['Roland Emmerich', 'Story by'], ['James A. Woods', 'Story by'], ['Dean Devlin', 'Producer'], ['Roland Emmerich', 'Producer'], ['Harald Kloser', 'Producer'], ['Ute Emmerich', 'Executive Producer'], ['Larry Franco', 'Executive Producer'], ['Carsten Lorenz', 'Executive Producer'], ['Barry Chusid', 'Production Designer'], ['Adam Wolfe', 'Editor'], ['Harald Kloser', 'Composer'], ['Thomas Wanker', 'Composer'], ['Markus Forderer', 'Director of Photography']]","$41,039,944 (39.8% of total gross)",2.51 (domestic box office/biggest weekend),26.8% (domestic box office/worldwide),"$165,000,000 (worldwide box office is 2.3 times production budget)","4,068 opening theaters/4,091 max. theaters, 3.8 weeks average run per theater","$124,607,827","June 22nd, 2016 (Wide) (South Korea)
June 23rd, 2016 (Wide) (China)
June 23rd, 2016 (Wide) (Czech Republic)
June 23rd, 2016 (Wide) (Slovakia)
June 24th, 2016 (Wide) (Argentina)
... Show all releases
",119 minutes,Independence Day,vs. GhostbustersCreate your own comparison chart…,Original Screenplay,Action,Live Action,Science Fiction,United States,English,"September 27th, 2016 by Fox Home Entertainment",20th Century Fox,"June 24th, 2016 (Wide) by 20th Century Fox","PG-13 for sequences of sci-fi action and destruction, and for some language.(Rating bulletin 2428  (Cert #50311), 6/8/2016)","Delayed Sequel, Sequels Without Their Original Stars, Sequel With Lead Character Recast, Alien Invasion, Visual Effects, 3-D, 3-D - Post-production Conversion, IMAX: DMR","$103,144,286","$281,025,138","$384,169,424","$10,179,319","$20,660,280","$30,839,599"
216,https://www.the-numbers.com/movie/Shallows-The,['Blake Lively'],"[['Jaume Collet-Serra', 'Director'], ['Anthony Jaswinski', 'Screenwriter'], ['Lynn Harris', 'Producer'], ['Matti Leshem', 'Producer'], ['Doug Merrifield', 'Executive Producer'], ['Jaume Collet-Serra', 'Executive Producer'], ['Flavio Labiano', 'Director of Photography'], ['Hugh Bateup', 'Production Designer'], ['Joel Negron', 'Editor'], ['Marco Beltrami', 'Composer'], ['Scott E. Anderson', 'Visual Effects Supervisor'], ['Diana Stulic Ibanez', 'Visual Effects Producer']]","$16,800,868 (30.5% of total gross)",3.28 (domestic box office/biggest weekend),46.4% (domestic box office/worldwide),"$13,000,000 (worldwide box office is 9.1 times production budget)","2,962 opening theaters/2,962 max. theaters, 3.8 weeks average run per theater","$66,592,008","June 23rd, 2016 (Wide) (Aruba)
June 23rd, 2016 (Wide) (Curacao)
June 29th, 2016 (Wide) (Jamaica)
June 29th, 2016 (Wide) (Trinidad)
June 30th, 2016 (Wide) (Suriname)
... Show all releases
",87 minutes,,vs. Lights OutCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"September 13th, 2016 by Sony Pictures Home Entertainment","Columbia Pictures, Weimaraner Republic Pictures, Ombra Films","June 24th, 2016 (Wide) by Sony Pictures","PG-13 for bloody images, intense sequences of peril, and brief strong language.(Rating bulletin 2428 (Cert #50100), 6/8/2016)","Surfing, Trapped, Animals Gone Bad, Epilogue, Near Death Experience, Single Parent, Split Screen, Non-Chronological, Character POV shot, Survival Thriller","$55,121,623","$63,641,819","$118,763,442","$5,010,498","$2,742,022","$7,752,520"
217,https://www.the-numbers.com/movie/Bong-i-Kim-seon-dal-(korea-2016),"['Cho Jae-Hyeon', 'Ra Mi-ran', 'Xiumin', 'Ko Chang-Seok', 'Yoo Seung-Ho']","[['Dae-min Park', 'Director'], ['Dae-min Park', 'Screenwriter'], ['Kim Tae-Won', 'Producer'], ['Park Jae-Hyun', 'Producer'], ['Kim Bong-Seo', 'Producer'], ['Suk Dong-Joon', 'Producer'], ['Kim Jae-beom', 'Editor'], ['Kim Sang-beom', 'Editor'], ['Kim Jong-Jin', 'Director of Photography']]","$36,415 (37.5% of total gross)",2.67 (domestic box office/biggest weekend),0.8% (domestic box office/worldwide),,"7 opening theaters/7 max. theaters, 2.3 weeks average run per theater","$117,448","June 24th, 2016 (Wide) (South Korea)
September 14th, 2023 (Limited), released as Seondal: The Man who Sells the River (Как украсть реку) (Russia (CIS))
",121 minutes,,vs. Taxi DriverCreate your own comparison chart…,Based on Folk Tale/Legend/Fairytale,Action,Live Action,Historical Fiction,Republic of Korea,Korean,,"M Pictures  , SNK Pictures","July 15th, 2016 (Limited) by CJ Entertainment",Not Rated,"War, Set in China, Ancient China, Confidence Men, Gold Digger","$97,223","$12,804,849","$12,902,072",,,
218,https://www.the-numbers.com/movie/Free-State-of-Jones,"['Gugu Mbatha-Raw', 'Mahershala Ali', 'Keri Russell', 'Matthew McConaughey']","[['Gary Ross', 'Director'], ['Gary Ross', 'Screenwriter'], ['Leonard Hartman', 'Story by'], ['Gary Ross', 'Story by'], ['Jon Kilik', 'Producer'], ['Scott Stuber', 'Producer'], ['Gary Ross', 'Producer'], ['Leonard Hartman', 'Executive Producer'], ['Michael Bassick', 'Executive Producer'], ['Christopher Woodrow', 'Executive Producer'], ['Oren Aviv', 'Executive Producer'], ['Robin Bissell', 'Executive Producer'], ['Leonard Feder*', 'Executive Producer'], ['Adam Fogelson', 'Executive Producer'], ['Stuart Ford', 'Executive Producer'], ['T.G. Herrington', 'Executive Producer'], ['Matt Jackson', 'Executive Producer'], ['Russell Levine', 'Executive Producer'], ['Chris Lytton', 'Executive Producer'], ['Bruce Nachbar', 'Executive Producer'], ['Robert Simonds', 'Executive Producer'], ['Donald Tang', 'Executive Producer'], ['Wang Zhongjun', 'Executive Producer'], ['Wang Zhonglei', 'Executive Producer'], ['Jae Woo Lee', 'Executive Producer'], ['Jerry Ye', 'Executive Producer'], ['Benoit Delhomme', 'Director of Photography'], ['Philip Messina', 'Production Designer'], ['Juliette Welfling', 'Editor'], ['Pamela Martin', 'Editor'], ['Louise Frogley', 'Costume Designer'], ['Nicholas Britell', 'Composer'], ['Debra Zane', 'Casting Director'], ['Meagan Lewis', 'Casting Director'], ['Lucinda Williams', 'Song Writer'], ['Kelly Port', 'Visual Effects Supervisor']]","$7,572,206 (36.4% of total gross)",2.75 (domestic box office/biggest weekend),89.6% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 0.5 times production budget)","2,815 opening theaters/2,815 max. theaters, 2.7 weeks average run per theater","$25,140,443","July 1st, 2016 (Wide) (Portugal)
August 12th, 2016 (Wide), released as Lucha Por La Libertad (Mexico)
August 26th, 2016 (Wide), released as Free State Of Jones (Australia)
September 1st, 2016 (Wide) (Netherlands)
September 2nd, 2016 (Wide) (New Zealand)
... Show all releases
",139 minutes,,vs. Ben-HurCreate your own comparison chart…,Based on Real Life Events,Drama,Live Action,Historical Fiction,United States,English,"September 6th, 2016 by Universal Home Entertainment","STX Entertainment, Route One, Union Investment Partners, Vendian Entertainment","June 24th, 2016 (Wide) by STX Entertainment","R for brutal battle scenes and disturbing graphic images.(Rating bulletin 2427 (Cert #50259), 6/1/2016)","1800s, Romance, Interracial Romance, Civil War, Historical Drama","$20,810,036","$2,427,216","$23,237,252","$3,512,794","$2,827,194","$6,339,988"
